model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CE-VNCF,100,1,128,128,5e-05,,0.0001,100,5,"[2.7082, 0.0531]","[0.0404, 0.0022]","[0.0386, 0.0019]","[0.0371, 0.0017]","[0.0433, 0.003]","[0.0316, 0.0012]","[0.0991, 0.003]","[0.0364, 0.0017]","[0.0339, 0.0014]","[0.0321, 0.0012]","[0.0397, 0.0023]","[0.0252, 0.0008]","[0.0361, 0.0022]","[0.0621, 0.0039]","[0.0874, 0.0045]","[0.1102, 0.005]","[0.0348, 0.003]","[0.2091, 0.0065]"
CE-VNCF,100,1,128,128,5e-05,,0.0005,100,5,"[2.6475, 0.053]","[0.0413, 0.0023]","[0.0394, 0.0019]","[0.0379, 0.0017]","[0.0442, 0.003]","[0.0327, 0.0012]","[0.1042, 0.0031]","[0.0371, 0.0017]","[0.0347, 0.0014]","[0.0328, 0.0013]","[0.0413, 0.0024]","[0.0265, 0.0009]","[0.0382, 0.0023]","[0.068, 0.0042]","[0.0927, 0.0047]","[0.1146, 0.0052]","[0.0375, 0.0031]","[0.2203, 0.0066]"
CE-VNCF,100,1,128,128,5e-05,,0.001,100,5,"[2.6325, 0.0535]","[0.044, 0.0023]","[0.0419, 0.002]","[0.0402, 0.0018]","[0.0472, 0.0031]","[0.0338, 0.0012]","[0.1057, 0.0032]","[0.0395, 0.0018]","[0.0366, 0.0015]","[0.0343, 0.0013]","[0.0436, 0.0024]","[0.0263, 0.0009]","[0.0409, 0.0024]","[0.071, 0.0042]","[0.097, 0.0048]","[0.1196, 0.0053]","[0.0415, 0.0033]","[0.2159, 0.0066]"
CE-VNCF,100,1,128,128,0.0001,,0.0001,100,5,"[2.6785, 0.0532]","[0.0414, 0.0023]","[0.0393, 0.0019]","[0.0377, 0.0017]","[0.0445, 0.003]","[0.0321, 0.0012]","[0.1013, 0.0031]","[0.0371, 0.0017]","[0.0342, 0.0014]","[0.0322, 0.0012]","[0.0411, 0.0023]","[0.0255, 0.0008]","[0.0372, 0.0022]","[0.063, 0.0038]","[0.0877, 0.0045]","[0.1121, 0.0051]","[0.0364, 0.003]","[0.2139, 0.0066]"
CE-VNCF,100,1,128,128,0.0001,,0.0005,100,5,"[2.6684, 0.0531]","[0.0414, 0.0022]","[0.0395, 0.0019]","[0.0379, 0.0017]","[0.044, 0.0029]","[0.0324, 0.0012]","[0.1037, 0.0032]","[0.0377, 0.0017]","[0.0346, 0.0014]","[0.0322, 0.0012]","[0.0405, 0.0023]","[0.0261, 0.0009]","[0.0377, 0.0023]","[0.0661, 0.004]","[0.0917, 0.0047]","[0.1129, 0.0052]","[0.0375, 0.0031]","[0.218, 0.0067]"
CE-VNCF,100,1,128,128,0.0001,,0.001,100,5,"[2.6616, 0.0534]","[0.043, 0.0023]","[0.0408, 0.0019]","[0.0392, 0.0017]","[0.0463, 0.003]","[0.0332, 0.0012]","[0.1042, 0.0032]","[0.0378, 0.0017]","[0.0357, 0.0014]","[0.0337, 0.0013]","[0.0432, 0.0024]","[0.0261, 0.0009]","[0.0394, 0.0024]","[0.066, 0.004]","[0.0943, 0.0047]","[0.1168, 0.0052]","[0.0399, 0.0032]","[0.214, 0.0066]"
CE-VNCF,200,1,128,128,5e-05,,0.0001,100,5,"[2.8475, 0.0529]","[0.036, 0.0021]","[0.0341, 0.0017]","[0.0326, 0.0015]","[0.0385, 0.0028]","[0.0275, 0.001]","[0.0891, 0.0029]","[0.0318, 0.0015]","[0.0294, 0.0012]","[0.0274, 0.0011]","[0.0355, 0.0021]","[0.0218, 0.0007]","[0.0327, 0.0021]","[0.0584, 0.0038]","[0.0807, 0.0044]","[0.0987, 0.0048]","[0.033, 0.0029]","[0.1869, 0.0062]"
CE-VNCF,200,1,128,128,5e-05,,0.0005,100,5,"[2.6607, 0.0529]","[0.0408, 0.0023]","[0.0391, 0.0019]","[0.0378, 0.0017]","[0.044, 0.003]","[0.0325, 0.0012]","[0.1037, 0.0031]","[0.0366, 0.0017]","[0.0348, 0.0014]","[0.0331, 0.0013]","[0.0397, 0.0023]","[0.0261, 0.0009]","[0.0376, 0.0023]","[0.0661, 0.004]","[0.0922, 0.0047]","[0.1155, 0.0052]","[0.037, 0.0031]","[0.2193, 0.0067]"
CE-VNCF,200,1,128,128,5e-05,,0.001,100,5,"[2.7365, 0.053]","[0.039, 0.0022]","[0.0374, 0.0019]","[0.0361, 0.0017]","[0.041, 0.0029]","[0.0312, 0.0012]","[0.098, 0.003]","[0.0353, 0.0017]","[0.0331, 0.0014]","[0.0315, 0.0012]","[0.0387, 0.0023]","[0.0251, 0.0009]","[0.035, 0.0021]","[0.0626, 0.0039]","[0.0858, 0.0045]","[0.1085, 0.0051]","[0.0351, 0.003]","[0.2091, 0.0066]"
CE-VNCF,200,1,128,128,0.0001,,0.0001,100,5,"[2.7494, 0.0533]","[0.0413, 0.0023]","[0.039, 0.0019]","[0.0372, 0.0017]","[0.0447, 0.003]","[0.0312, 0.0012]","[0.0994, 0.0031]","[0.0363, 0.0017]","[0.0333, 0.0014]","[0.0309, 0.0012]","[0.0404, 0.0023]","[0.0246, 0.0008]","[0.0374, 0.0023]","[0.0638, 0.004]","[0.0865, 0.0045]","[0.1069, 0.0049]","[0.0368, 0.003]","[0.2064, 0.0065]"
