model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-NCF,100,1,128,128,5e-05,,0.0001,100,5,"[3.3087, 0.0507]","[0.0262, 0.0018]","[0.0245, 0.0015]","[0.0234, 0.0013]","[0.0282, 0.0024]","[0.02, 0.0009]","[0.0628, 0.0025]","[0.0229, 0.0013]","[0.0203, 0.001]","[0.0194, 0.0009]","[0.0259, 0.0018]","[0.0164, 0.0006]","[0.023, 0.0017]","[0.0364, 0.0029]","[0.0499, 0.0034]","[0.0641, 0.0039]","[0.0211, 0.0022]","[0.1321, 0.0054]"
E-NCF,100,1,128,128,5e-05,,0.0005,100,5,"[3.1986, 0.0516]","[0.0294, 0.0019]","[0.0276, 0.0016]","[0.0263, 0.0014]","[0.0325, 0.0026]","[0.0222, 0.001]","[0.0693, 0.0026]","[0.0252, 0.0014]","[0.0231, 0.0011]","[0.022, 0.001]","[0.0281, 0.0019]","[0.0176, 0.0006]","[0.0245, 0.0018]","[0.0433, 0.0033]","[0.0598, 0.0039]","[0.0758, 0.0043]","[0.0243, 0.0025]","[0.1443, 0.0057]"
E-NCF,100,1,128,128,5e-05,,0.001,100,5,"[3.1316, 0.0521]","[0.0298, 0.0019]","[0.0282, 0.0016]","[0.0271, 0.0014]","[0.0323, 0.0026]","[0.0233, 0.0009]","[0.0732, 0.0028]","[0.0258, 0.0014]","[0.0246, 0.0011]","[0.0235, 0.001]","[0.0294, 0.0019]","[0.0187, 0.0007]","[0.0282, 0.002]","[0.0451, 0.0033]","[0.0627, 0.0039]","[0.0779, 0.0043]","[0.0269, 0.0026]","[0.15, 0.0057]"
E-NCF,100,1,128,128,0.0001,,0.0001,100,5,"[3.2808, 0.0513]","[0.0276, 0.0018]","[0.0259, 0.0015]","[0.0246, 0.0013]","[0.0302, 0.0025]","[0.0206, 0.0009]","[0.0653, 0.0025]","[0.0242, 0.0013]","[0.0217, 0.0011]","[0.0202, 0.0009]","[0.0274, 0.0019]","[0.0165, 0.0006]","[0.0236, 0.0017]","[0.042, 0.0032]","[0.056, 0.0037]","[0.0685, 0.0041]","[0.0241, 0.0025]","[0.1379, 0.0056]"
E-NCF,100,1,128,128,0.0001,,0.0005,100,5,"[3.1019, 0.0524]","[0.0313, 0.002]","[0.0293, 0.0016]","[0.0278, 0.0014]","[0.0347, 0.0027]","[0.0234, 0.0009]","[0.0749, 0.0028]","[0.0266, 0.0014]","[0.0244, 0.0011]","[0.0232, 0.001]","[0.0304, 0.002]","[0.0184, 0.0006]","[0.0287, 0.0021]","[0.0493, 0.0035]","[0.0657, 0.0041]","[0.0812, 0.0044]","[0.029, 0.0028]","[0.152, 0.0057]"
E-NCF,100,1,128,128,0.0001,,0.001,100,5,"[3.13, 0.0523]","[0.0304, 0.0019]","[0.0288, 0.0016]","[0.0276, 0.0014]","[0.0326, 0.0025]","[0.0234, 0.001]","[0.0732, 0.0027]","[0.0273, 0.0014]","[0.0249, 0.0012]","[0.0234, 0.001]","[0.0305, 0.002]","[0.0188, 0.0007]","[0.0269, 0.0018]","[0.0471, 0.0034]","[0.064, 0.004]","[0.0783, 0.0043]","[0.0268, 0.0026]","[0.1521, 0.0058]"
E-NCF,200,1,128,128,5e-05,,0.0001,100,5,"[3.5442, 0.0492]","[0.0218, 0.0016]","[0.0204, 0.0013]","[0.0193, 0.0012]","[0.0241, 0.0022]","[0.016, 0.0008]","[0.0505, 0.0023]","[0.0186, 0.0011]","[0.0168, 0.0009]","[0.0157, 0.0008]","[0.021, 0.0016]","[0.0126, 0.0005]","[0.0194, 0.0016]","[0.0311, 0.0027]","[0.042, 0.0031]","[0.0521, 0.0035]","[0.0178, 0.002]","[0.102, 0.0047]"
E-NCF,200,1,128,128,5e-05,,0.0005,100,5,"[3.4021, 0.0502]","[0.0224, 0.0016]","[0.0215, 0.0014]","[0.0208, 0.0012]","[0.0239, 0.0022]","[0.0181, 0.0008]","[0.0562, 0.0023]","[0.0206, 0.0012]","[0.0195, 0.001]","[0.0183, 0.0009]","[0.0216, 0.0017]","[0.0148, 0.0006]","[0.0195, 0.0015]","[0.0343, 0.0029]","[0.0485, 0.0034]","[0.0608, 0.0038]","[0.0187, 0.0022]","[0.1177, 0.0051]"
E-NCF,200,1,128,128,5e-05,,0.001,100,5,"[3.0293, 0.0527]","[0.0337, 0.002]","[0.0317, 0.0017]","[0.0302, 0.0015]","[0.0365, 0.0027]","[0.0252, 0.001]","[0.079, 0.0029]","[0.0294, 0.0015]","[0.0268, 0.0012]","[0.0249, 0.0011]","[0.0327, 0.0021]","[0.0196, 0.0007]","[0.0304, 0.0021]","[0.053, 0.0036]","[0.0708, 0.0041]","[0.0864, 0.0045]","[0.0303, 0.0028]","[0.16, 0.0058]"
E-NCF,200,1,128,128,0.0001,,0.0001,100,5,"[3.5239, 0.0493]","[0.0219, 0.0016]","[0.0205, 0.0013]","[0.0196, 0.0012]","[0.0236, 0.0021]","[0.0165, 0.0008]","[0.052, 0.0023]","[0.019, 0.0012]","[0.0171, 0.0009]","[0.0164, 0.0008]","[0.0226, 0.0017]","[0.013, 0.0005]","[0.0204, 0.0017]","[0.0335, 0.0029]","[0.0445, 0.0034]","[0.0561, 0.0037]","[0.0206, 0.0023]","[0.1068, 0.005]"
