model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
IVNCF,200,1,128,128,5e-05,10,0.0001,10,1,Adam,0.4739,0.5109,0.3929,0.5263
IVNCF,200,1,128,128,5e-05,10,0.0001,20,1,Adam,0.4839,0.5198,0.3965,0.5314
IVNCF,200,1,128,128,5e-05,10,0.0001,30,1,Adam,0.481,0.517,0.3941,0.5284
IVNCF,200,1,128,128,5e-05,10,0.0001,40,1,Adam,0.4777,0.5134,0.3902,0.5239
IVNCF,200,1,128,128,5e-05,10,0.0001,50,1,Adam,0.4792,0.5139,0.3907,0.5238
IVNCF,200,1,128,128,5e-05,10,0.0001,60,1,Adam,0.4782,0.5132,0.3908,0.5239
IVNCF,200,1,128,128,5e-05,10,0.0001,70,1,Adam,0.4748,0.5091,0.3878,0.5194
IVNCF,200,1,128,128,5e-05,10,0.0001,80,1,Adam,0.4756,0.5108,0.3884,0.5211
IVNCF,200,1,128,128,5e-05,10,0.0001,90,1,Adam,0.4779,0.5125,0.389,0.5218
IVNCF,200,1,128,128,5e-05,10,0.0001,100,1,Adam,0.4737,0.5086,0.3868,0.5184
IVNCF,200,1,128,128,5e-05,10,0.0001,110,1,Adam,0.4784,0.5126,0.3904,0.5229
IVNCF,200,1,128,128,5e-05,10,0.0001,120,1,Adam,0.4761,0.5098,0.3873,0.519
IVNCF,200,1,128,128,5e-05,10,0.0001,130,1,Adam,0.4768,0.5117,0.3899,0.5221
IVNCF,200,1,128,128,5e-05,10,0.0001,140,1,Adam,0.4754,0.5097,0.3873,0.5193
IVNCF,200,1,128,128,5e-05,10,0.0001,150,1,Adam,0.4803,0.5148,0.3913,0.5245
IVNCF,200,1,128,128,5e-05,10,0.0001,160,1,Adam,0.4777,0.5121,0.3888,0.5211
IVNCF,200,1,128,128,5e-05,10,0.0001,170,1,Adam,0.48,0.5144,0.3912,0.5241
IVNCF,200,1,128,128,5e-05,10,0.0001,180,1,Adam,0.4777,0.5115,0.3886,0.5203
IVNCF,200,1,128,128,5e-05,10,0.0001,190,1,Adam,0.4809,0.5155,0.3922,0.525
IVNCF,200,1,128,128,5e-05,10,0.0001,200,1,Adam,0.4796,0.5133,0.3909,0.5226
