model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
IVNCF,200,1,128,128,5e-05,10,0.0001,10,1,Adam,0.4773,0.5141,0.3949,0.5297
IVNCF,200,1,128,128,5e-05,10,0.0001,20,1,Adam,0.4841,0.5206,0.3974,0.5329
IVNCF,200,1,128,128,5e-05,10,0.0001,30,1,Adam,0.4815,0.5176,0.3943,0.5291
IVNCF,200,1,128,128,5e-05,10,0.0001,40,1,Adam,0.4813,0.5167,0.393,0.5277
IVNCF,200,1,128,128,5e-05,10,0.0001,50,1,Adam,0.4791,0.514,0.3905,0.5238
IVNCF,200,1,128,128,5e-05,10,0.0001,60,1,Adam,0.4816,0.5169,0.3932,0.5275
IVNCF,200,1,128,128,5e-05,10,0.0001,70,1,Adam,0.4745,0.5096,0.3881,0.5204
IVNCF,200,1,128,128,5e-05,10,0.0001,80,1,Adam,0.4795,0.5144,0.3907,0.5241
IVNCF,200,1,128,128,5e-05,10,0.0001,90,1,Adam,0.4781,0.513,0.3896,0.5224
IVNCF,200,1,128,128,5e-05,10,0.0001,100,1,Adam,0.4781,0.5127,0.3896,0.5225
IVNCF,200,1,128,128,5e-05,10,0.0001,110,1,Adam,0.4806,0.515,0.3906,0.5238
IVNCF,200,1,128,128,5e-05,10,0.0001,120,1,Adam,0.4779,0.5125,0.389,0.5223
IVNCF,200,1,128,128,5e-05,10,0.0001,130,1,Adam,0.4812,0.5162,0.3921,0.5263
IVNCF,200,1,128,128,5e-05,10,0.0001,140,1,Adam,0.4778,0.5116,0.3893,0.5216
IVNCF,200,1,128,128,5e-05,10,0.0001,150,1,Adam,0.4789,0.5128,0.3897,0.5221
IVNCF,200,1,128,128,5e-05,10,0.0001,160,1,Adam,0.4787,0.513,0.39,0.5224
IVNCF,200,1,128,128,5e-05,10,0.0001,170,1,Adam,0.4814,0.5156,0.3918,0.525
