model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
IVNCF,200,1,128,128,5e-05,10,0.0001,10,1,Adam,0.4782,0.5149,0.3949,0.5295
IVNCF,200,1,128,128,5e-05,10,0.0001,20,1,Adam,0.4846,0.5208,0.3974,0.533
IVNCF,200,1,128,128,5e-05,10,0.0001,30,1,Adam,0.4822,0.5178,0.3941,0.5287
IVNCF,200,1,128,128,5e-05,10,0.0001,40,1,Adam,0.4803,0.5154,0.392,0.5257
IVNCF,200,1,128,128,5e-05,10,0.0001,50,1,Adam,0.4772,0.5122,0.3898,0.5226
IVNCF,200,1,128,128,5e-05,10,0.0001,60,1,Adam,0.4772,0.5114,0.3886,0.5206
IVNCF,200,1,128,128,5e-05,10,0.0001,70,1,Adam,0.4776,0.5123,0.3894,0.5221
IVNCF,200,1,128,128,5e-05,10,0.0001,80,1,Adam,0.4783,0.5141,0.3909,0.5247
IVNCF,200,1,128,128,5e-05,10,0.0001,90,1,Adam,0.4781,0.5134,0.3905,0.5237
IVNCF,200,1,128,128,5e-05,10,0.0001,100,1,Adam,0.4776,0.5124,0.39,0.5223
IVNCF,200,1,128,128,5e-05,10,0.0001,110,1,Adam,0.48,0.515,0.3916,0.5246
IVNCF,200,1,128,128,5e-05,10,0.0001,120,1,Adam,0.4789,0.5135,0.3904,0.5229
IVNCF,200,1,128,128,5e-05,10,0.0001,130,1,Adam,0.4799,0.5143,0.3905,0.5233
IVNCF,200,1,128,128,5e-05,10,0.0001,140,1,Adam,0.4796,0.5137,0.3906,0.523
IVNCF,200,1,128,128,5e-05,10,0.0001,150,1,Adam,0.4789,0.5134,0.3914,0.5237
IVNCF,200,1,128,128,5e-05,10,0.0001,160,1,Adam,0.4811,0.5154,0.3924,0.5247
IVNCF,200,1,128,128,5e-05,10,0.0001,170,1,Adam,0.4803,0.5149,0.392,0.5247
IVNCF,200,1,128,128,5e-05,10,0.0001,180,1,Adam,0.4786,0.513,0.3904,0.5226
IVNCF,200,1,128,128,5e-05,10,0.0001,190,1,Adam,0.4793,0.5133,0.3902,0.5221
