model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG@10,NDCG@15,NDCG@20,NDCG@5,NDCG@50,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CNCF,100,1,128,128,5e-05,,0.0001,100,5,"[0.1273, 0.0022]","[0.1173, 0.0018]","[0.1103, 0.0016]","[0.1443, 0.003]","[0.094, 0.0011]","[0.2537, 0.0037]","[0.2974, 0.0037]","[0.3333, 0.0036]","[0.1921, 0.0037]","[0.441, 0.0029]","[0.1037, 0.0015]","[0.0935, 0.0012]","[0.0869, 0.0011]","[0.124, 0.0023]","[0.0724, 0.0007]","[0.3702, 0.0052]","[0.4926, 0.0053]","[0.6046, 0.0052]","[0.2272, 0.0045]","[1.0, 0.0]"
CNCF,100,1,128,128,5e-05,,0.0005,100,5,"[0.1665, 0.0024]","[0.1489, 0.002]","[0.1368, 0.0017]","[0.1978, 0.0034]","[0.1096, 0.0012]","[0.3326, 0.0041]","[0.3769, 0.004]","[0.411, 0.0038]","[0.2654, 0.0042]","[0.4979, 0.0032]","[0.1245, 0.0016]","[0.1074, 0.0012]","[0.0966, 0.0011]","[0.1582, 0.0024]","[0.0724, 0.0007]","[0.4591, 0.0053]","[0.5842, 0.0051]","[0.6901, 0.0048]","[0.3032, 0.0049]","[1.0, 0.0]"
CNCF,100,1,128,128,5e-05,,0.001,100,5,"[0.1525, 0.0023]","[0.1379, 0.0019]","[0.1278, 0.0017]","[0.1778, 0.0033]","[0.1047, 0.0012]","[0.3065, 0.004]","[0.3516, 0.0039]","[0.3863, 0.0037]","[0.2395, 0.0041]","[0.4788, 0.0031]","[0.1178, 0.0015]","[0.1035, 0.0012]","[0.0938, 0.001]","[0.1461, 0.0023]","[0.0724, 0.0007]","[0.4338, 0.0053]","[0.5604, 0.0052]","[0.6693, 0.0049]","[0.2774, 0.0048]","[1.0, 0.0]"
CNCF,100,1,128,128,0.0001,,0.0001,100,5,"[0.153, 0.0024]","[0.1374, 0.0019]","[0.1268, 0.0017]","[0.1808, 0.0033]","[0.1033, 0.0012]","[0.3028, 0.004]","[0.3459, 0.0039]","[0.3803, 0.0037]","[0.2393, 0.0041]","[0.4772, 0.0031]","[0.1153, 0.0015]","[0.1007, 0.0012]","[0.0916, 0.0011]","[0.1454, 0.0023]","[0.0724, 0.0007]","[0.4217, 0.0052]","[0.5424, 0.0052]","[0.6502, 0.0049]","[0.2735, 0.0048]","[1.0, 0.0]"
CNCF,100,1,128,128,0.0001,,0.0005,100,5,"[0.1915, 0.0026]","[0.1679, 0.0021]","[0.152, 0.0018]","[0.233, 0.0036]","[0.1174, 0.0013]","[0.3746, 0.0043]","[0.4154, 0.0041]","[0.4462, 0.004]","[0.3096, 0.0044]","[0.5283, 0.0034]","[0.1349, 0.0017]","[0.1127, 0.0013]","[0.0992, 0.0011]","[0.1808, 0.0026]","[0.0724, 0.0007]","[0.4968, 0.0053]","[0.6105, 0.0051]","[0.7061, 0.0047]","[0.3476, 0.0051]","[1.0, 0.0]"
CNCF,100,1,128,128,0.0001,,0.001,100,5,"[0.1807, 0.0026]","[0.1595, 0.0021]","[0.1453, 0.0018]","[0.2181, 0.0036]","[0.1141, 0.0012]","[0.354, 0.0042]","[0.3964, 0.004]","[0.4292, 0.0039]","[0.2879, 0.0043]","[0.5133, 0.0033]","[0.1298, 0.0016]","[0.1102, 0.0013]","[0.0982, 0.0011]","[0.1707, 0.0025]","[0.0724, 0.0007]","[0.4799, 0.0053]","[0.5985, 0.0051]","[0.7002, 0.0047]","[0.3261, 0.005]","[1.0, 0.0]"
CNCF,100,1,128,128,0.001,,0.0001,100,5,"[0.2892, 0.0029]","[0.2486, 0.0024]","[0.2202, 0.0021]","[0.3596, 0.0039]","[0.1567, 0.0015]","[0.5515, 0.004]","[0.5917, 0.0038]","[0.6143, 0.0036]","[0.4699, 0.0044]","[0.6488, 0.0033]","[0.1938, 0.002]","[0.1522, 0.0016]","[0.125, 0.0013]","[0.2706, 0.0029]","[0.0724, 0.0007]","[0.703, 0.0046]","[0.8125, 0.0039]","[0.8821, 0.0032]","[0.5201, 0.0051]","[1.0, 0.0]"
CNCF,100,1,128,128,0.001,,0.0005,100,5,"[0.2724, 0.0029]","[0.2347, 0.0024]","[0.2085, 0.0021]","[0.3371, 0.0039]","[0.1498, 0.0014]","[0.5192, 0.0041]","[0.5602, 0.0038]","[0.5842, 0.0037]","[0.4389, 0.0044]","[0.6263, 0.0034]","[0.1834, 0.002]","[0.1457, 0.0015]","[0.1209, 0.0012]","[0.2552, 0.0029]","[0.0724, 0.0007]","[0.6671, 0.0047]","[0.7798, 0.0041]","[0.8532, 0.0035]","[0.4849, 0.0051]","[1.0, 0.0]"
CNCF,100,1,128,128,0.001,,0.001,100,5,"[0.2577, 0.0028]","[0.2233, 0.0023]","[0.1993, 0.002]","[0.3179, 0.0038]","[0.1449, 0.0014]","[0.497, 0.0041]","[0.5383, 0.0039]","[0.5646, 0.0037]","[0.4143, 0.0044]","[0.6106, 0.0034]","[0.1773, 0.0019]","[0.1416, 0.0015]","[0.1187, 0.0012]","[0.2385, 0.0027]","[0.0724, 0.0007]","[0.6443, 0.0048]","[0.7583, 0.0043]","[0.8392, 0.0037]","[0.4569, 0.0051]","[1.0, 0.0]"
CNCF,200,1,128,128,5e-05,,0.0001,100,5,"[0.1808, 0.0026]","[0.1585, 0.0021]","[0.1439, 0.0018]","[0.2205, 0.0035]","[0.1125, 0.0012]","[0.3521, 0.0043]","[0.3916, 0.0041]","[0.424, 0.004]","[0.2908, 0.0044]","[0.5137, 0.0034]","[0.127, 0.0016]","[0.1069, 0.0013]","[0.0955, 0.0011]","[0.1705, 0.0025]","[0.0724, 0.0007]","[0.4656, 0.0053]","[0.5754, 0.0052]","[0.676, 0.0049]","[0.3241, 0.005]","[1.0, 0.0]"
