model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG@10,NDCG@15,NDCG@20,NDCG@5,NDCG@50,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CVNCF,100,1,128,128,5e-05,,0.0001,100,5,"[0.2625, 0.0029]","[0.2238, 0.0024]","[0.1974, 0.0021]","[0.3287, 0.0039]","[0.1415, 0.0014]","[0.5017, 0.0044]","[0.5343, 0.0043]","[0.5556, 0.0041]","[0.4331, 0.0047]","[0.6168, 0.0036]","[0.1708, 0.0019]","[0.1329, 0.0014]","[0.1101, 0.0012]","[0.246, 0.0029]","[0.0724, 0.0007]","[0.6266, 0.0051]","[0.715, 0.0047]","[0.78, 0.0043]","[0.4723, 0.0052]","[1.0, 0.0]"
CVNCF,100,1,128,128,5e-05,,0.0005,100,5,"[0.2366, 0.0029]","[0.2026, 0.0023]","[0.1802, 0.002]","[0.2983, 0.0039]","[0.1331, 0.0014]","[0.4551, 0.0046]","[0.4925, 0.0044]","[0.5204, 0.0042]","[0.3907, 0.0048]","[0.5889, 0.0036]","[0.1541, 0.0018]","[0.1241, 0.0014]","[0.1065, 0.0011]","[0.2189, 0.0028]","[0.0724, 0.0007]","[0.5679, 0.0053]","[0.6704, 0.005]","[0.7564, 0.0045]","[0.4211, 0.0053]","[1.0, 0.0]"
CVNCF,100,1,128,128,5e-05,,0.001,100,5,"[0.2085, 0.0027]","[0.1812, 0.0022]","[0.1631, 0.0019]","[0.2581, 0.0038]","[0.1243, 0.0013]","[0.4046, 0.0045]","[0.4463, 0.0043]","[0.4784, 0.0041]","[0.3393, 0.0046]","[0.5527, 0.0035]","[0.142, 0.0017]","[0.1181, 0.0013]","[0.1037, 0.0011]","[0.1944, 0.0027]","[0.0724, 0.0007]","[0.5205, 0.0053]","[0.6365, 0.005]","[0.7364, 0.0046]","[0.3706, 0.0052]","[1.0, 0.0]"
CVNCF,100,1,128,128,0.0001,,0.0001,100,5,"[0.2679, 0.0029]","[0.2289, 0.0024]","[0.2019, 0.0021]","[0.334, 0.004]","[0.1439, 0.0015]","[0.5126, 0.0045]","[0.5452, 0.0043]","[0.5647, 0.0042]","[0.4403, 0.0047]","[0.6228, 0.0036]","[0.1764, 0.002]","[0.1365, 0.0015]","[0.1121, 0.0012]","[0.2507, 0.003]","[0.0724, 0.0007]","[0.6423, 0.0051]","[0.7308, 0.0047]","[0.7897, 0.0044]","[0.4806, 0.0053]","[1.0, 0.0]"
CVNCF,100,1,128,128,0.0001,,0.0005,100,5,"[0.249, 0.0029]","[0.2113, 0.0024]","[0.1871, 0.0021]","[0.3143, 0.0039]","[0.1367, 0.0014]","[0.4683, 0.0046]","[0.5032, 0.0044]","[0.5329, 0.0042]","[0.4121, 0.0047]","[0.599, 0.0036]","[0.158, 0.0019]","[0.1252, 0.0014]","[0.108, 0.0012]","[0.2354, 0.0029]","[0.0724, 0.0007]","[0.5757, 0.0053]","[0.6723, 0.005]","[0.7648, 0.0045]","[0.4512, 0.0053]","[1.0, 0.0]"
CVNCF,100,1,128,128,0.0001,,0.001,100,5,"[0.1984, 0.0028]","[0.1723, 0.0023]","[0.1553, 0.002]","[0.246, 0.0038]","[0.1193, 0.0013]","[0.3795, 0.0045]","[0.4203, 0.0044]","[0.4524, 0.0042]","[0.3183, 0.0046]","[0.5354, 0.0035]","[0.1346, 0.0018]","[0.1125, 0.0014]","[0.0994, 0.0011]","[0.185, 0.0028]","[0.0724, 0.0007]","[0.4874, 0.0054]","[0.6013, 0.0053]","[0.7017, 0.0049]","[0.3465, 0.0052]","[1.0, 0.0]"
CVNCF,100,1,128,128,0.001,,0.0001,100,5,"[0.2957, 0.0029]","[0.2541, 0.0024]","[0.2251, 0.0021]","[0.3674, 0.0039]","[0.1595, 0.0015]","[0.5622, 0.004]","[0.6043, 0.0037]","[0.6269, 0.0035]","[0.4812, 0.0043]","[0.6567, 0.0033]","[0.1969, 0.002]","[0.1557, 0.0016]","[0.1276, 0.0013]","[0.2786, 0.0029]","[0.0724, 0.0007]","[0.7147, 0.0045]","[0.829, 0.0038]","[0.8988, 0.003]","[0.5338, 0.005]","[1.0, 0.0]"
CVNCF,100,1,128,128,0.001,,0.0005,100,5,"[0.2836, 0.0028]","[0.244, 0.0024]","[0.2166, 0.0021]","[0.35, 0.0038]","[0.1546, 0.0014]","[0.5431, 0.004]","[0.582, 0.0038]","[0.6061, 0.0036]","[0.4619, 0.0044]","[0.6422, 0.0033]","[0.1913, 0.002]","[0.1504, 0.0016]","[0.1243, 0.0013]","[0.2672, 0.0028]","[0.0724, 0.0007]","[0.6963, 0.0046]","[0.8017, 0.004]","[0.8758, 0.0033]","[0.5148, 0.0051]","[1.0, 0.0]"
CVNCF,100,1,128,128,0.001,,0.001,100,5,"[0.2713, 0.0028]","[0.2333, 0.0024]","[0.2073, 0.0021]","[0.3351, 0.0038]","[0.1491, 0.0014]","[0.5177, 0.0041]","[0.5577, 0.004]","[0.5828, 0.0038]","[0.4427, 0.0044]","[0.6262, 0.0034]","[0.1814, 0.0019]","[0.1444, 0.0015]","[0.1204, 0.0013]","[0.256, 0.0028]","[0.0724, 0.0007]","[0.6615, 0.0048]","[0.77, 0.0044]","[0.8472, 0.0038]","[0.4949, 0.0051]","[1.0, 0.0]"
CVNCF,200,1,128,128,5e-05,,0.0001,100,5,"[0.273, 0.003]","[0.2324, 0.0025]","[0.2048, 0.0021]","[0.3424, 0.004]","[0.1454, 0.0015]","[0.5186, 0.0045]","[0.5513, 0.0043]","[0.5713, 0.0042]","[0.4499, 0.0047]","[0.6283, 0.0036]","[0.1772, 0.002]","[0.1372, 0.0015]","[0.1129, 0.0012]","[0.256, 0.003]","[0.0724, 0.0007]","[0.6426, 0.0051]","[0.7312, 0.0048]","[0.7917, 0.0044]","[0.4898, 0.0053]","[1.0, 0.0]"
