model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG@10,NDCG@15,NDCG@20,NDCG@5,NDCG@50,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
VNCF,100,1,128,128,5e-05,,0.0001,100,5,"[0.0548, 0.0014]","[0.0571, 0.0012]","[0.0588, 0.0011]","[0.0514, 0.0018]","[0.0638, 0.0008]","[0.1178, 0.0024]","[0.1596, 0.0025]","[0.1983, 0.0025]","[0.0705, 0.0022]","[0.3488, 0.002]","[0.0599, 0.0012]","[0.0628, 0.001]","[0.0648, 0.0009]","[0.0545, 0.0015]","[0.0724, 0.0007]","[0.2007, 0.0041]","[0.3197, 0.0048]","[0.4421, 0.0052]","[0.0909, 0.003]","[1.0, 0.0]"
VNCF,100,1,128,128,5e-05,,0.0005,100,5,"[0.1006, 0.0018]","[0.0961, 0.0015]","[0.0927, 0.0013]","[0.1078, 0.0025]","[0.0841, 0.001]","[0.2102, 0.0033]","[0.2562, 0.0032]","[0.2931, 0.0031]","[0.1499, 0.0032]","[0.4103, 0.0025]","[0.0902, 0.0013]","[0.0851, 0.0011]","[0.0809, 0.001]","[0.0994, 0.0019]","[0.0724, 0.0007]","[0.3267, 0.0049]","[0.4571, 0.0052]","[0.5734, 0.0051]","[0.1855, 0.0041]","[1.0, 0.0]"
VNCF,100,1,128,128,5e-05,,0.001,100,5,"[0.1061, 0.0019]","[0.0998, 0.0016]","[0.0955, 0.0014]","[0.1173, 0.0026]","[0.0859, 0.001]","[0.2154, 0.0033]","[0.2601, 0.0033]","[0.2971, 0.0032]","[0.1577, 0.0033]","[0.4159, 0.0026]","[0.0906, 0.0013]","[0.085, 0.0011]","[0.081, 0.001]","[0.1038, 0.0019]","[0.0724, 0.0007]","[0.3241, 0.0049]","[0.4494, 0.0052]","[0.5654, 0.0051]","[0.1889, 0.0041]","[1.0, 0.0]"
VNCF,100,1,128,128,0.0001,,0.0001,100,5,"[0.0822, 0.0017]","[0.081, 0.0014]","[0.08, 0.0013]","[0.0834, 0.0022]","[0.0772, 0.001]","[0.1699, 0.0029]","[0.2157, 0.0029]","[0.2553, 0.0029]","[0.1129, 0.0028]","[0.3832, 0.0023]","[0.0797, 0.0013]","[0.0778, 0.0011]","[0.0763, 0.001]","[0.0824, 0.0018]","[0.0724, 0.0007]","[0.275, 0.0046]","[0.406, 0.0051]","[0.5321, 0.0052]","[0.1423, 0.0036]","[1.0, 0.0]"
VNCF,100,1,128,128,0.0001,,0.0005,100,5,"[0.0728, 0.0016]","[0.0727, 0.0014]","[0.0727, 0.0012]","[0.073, 0.0021]","[0.0726, 0.0009]","[0.1491, 0.0027]","[0.1933, 0.0028]","[0.2329, 0.0027]","[0.0974, 0.0025]","[0.3696, 0.0022]","[0.0723, 0.0013]","[0.0726, 0.0011]","[0.0727, 0.001]","[0.0735, 0.0017]","[0.0724, 0.0007]","[0.2427, 0.0044]","[0.3675, 0.005]","[0.4923, 0.0052]","[0.1226, 0.0033]","[1.0, 0.0]"
VNCF,100,1,128,128,0.0001,,0.001,100,5,"[0.0885, 0.0017]","[0.0877, 0.0015]","[0.0865, 0.0013]","[0.0874, 0.0023]","[0.0817, 0.001]","[0.1863, 0.0029]","[0.2335, 0.0029]","[0.2738, 0.0029]","[0.1222, 0.0028]","[0.391, 0.0023]","[0.0885, 0.0014]","[0.0848, 0.0011]","[0.0822, 0.001]","[0.0905, 0.0019]","[0.0724, 0.0007]","[0.3096, 0.0048]","[0.443, 0.0052]","[0.5701, 0.0051]","[0.1597, 0.0038]","[1.0, 0.0]"
VNCF,100,1,128,128,0.001,,0.0001,100,5,"[0.0966, 0.0017]","[0.0936, 0.0014]","[0.0913, 0.0013]","[0.1018, 0.0024]","[0.0841, 0.001]","[0.205, 0.0031]","[0.2546, 0.003]","[0.2944, 0.0029]","[0.1423, 0.003]","[0.4064, 0.0024]","[0.0893, 0.0013]","[0.0863, 0.0011]","[0.0832, 0.001]","[0.0961, 0.0018]","[0.0724, 0.0007]","[0.3294, 0.0049]","[0.4703, 0.0051]","[0.5954, 0.0051]","[0.1806, 0.004]","[1.0, 0.0]"
VNCF,100,1,128,128,0.001,,0.0005,100,5,"[0.0576, 0.0014]","[0.0569, 0.0012]","[0.0564, 0.0011]","[0.0583, 0.0019]","[0.0583, 0.0008]","[0.1136, 0.0024]","[0.1438, 0.0025]","[0.1731, 0.0025]","[0.0738, 0.0022]","[0.3418, 0.002]","[0.0566, 0.0011]","[0.055, 0.0009]","[0.0548, 0.0008]","[0.0582, 0.0016]","[0.0724, 0.0007]","[0.1831, 0.0039]","[0.2669, 0.0044]","[0.3587, 0.0049]","[0.0905, 0.0028]","[1.0, 0.0]"
VNCF,100,1,128,128,0.001,,0.001,100,5,"[0.0794, 0.0018]","[0.0727, 0.0014]","[0.0714, 0.0013]","[0.098, 0.0026]","[0.0719, 0.0009]","[0.1594, 0.0034]","[0.1983, 0.0034]","[0.259, 0.0033]","[0.1242, 0.0033]","[0.3909, 0.0027]","[0.0589, 0.0011]","[0.0615, 0.001]","[0.0734, 0.0009]","[0.068, 0.0016]","[0.0724, 0.0007]","[0.2128, 0.0044]","[0.3219, 0.0049]","[0.5171, 0.0052]","[0.1313, 0.0037]","[1.0, 0.0]"
VNCF,200,1,128,128,5e-05,,0.0001,100,5,"[0.0697, 0.0016]","[0.0703, 0.0013]","[0.0708, 0.0012]","[0.0693, 0.0021]","[0.0719, 0.0009]","[0.1445, 0.0027]","[0.19, 0.0027]","[0.2311, 0.0027]","[0.0912, 0.0024]","[0.3672, 0.0021]","[0.0708, 0.0013]","[0.0719, 0.0011]","[0.0726, 0.0009]","[0.0687, 0.0017]","[0.0724, 0.0007]","[0.2391, 0.0044]","[0.3682, 0.005]","[0.4989, 0.0052]","[0.1147, 0.0033]","[1.0, 0.0]"
