model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CVNCF,100,1,128,128,0.0003333,,0.0006667,300,10,"[3.1261, 0.052]","[0.0274, 0.0018]","[0.0261, 0.0015]","[0.025, 0.0013]","[0.0291, 0.0024]","[0.0206, 0.0008]","[0.106, 0.0037]","[0.0251, 0.0013]","[0.0226, 0.001]","[0.0211, 0.0009]","[0.0268, 0.0019]","[0.0155, 0.0005]","[0.0282, 0.0026]","[0.0935, 0.0058]","[0.1231, 0.0064]","[0.1492, 0.007]","[0.0497, 0.0043]","[0.2662, 0.0086]"
CVNCF,250,1,128,128,0.0001,,0.0005,300,10,"[3.1426, 0.0518]","[0.0276, 0.0018]","[0.0259, 0.0015]","[0.0247, 0.0013]","[0.0304, 0.0025]","[0.0205, 0.0008]","[0.1059, 0.0038]","[0.0239, 0.0012]","[0.0219, 0.001]","[0.0208, 0.0009]","[0.0276, 0.0019]","[0.0154, 0.0005]","[0.0297, 0.0028]","[0.0867, 0.0055]","[0.1154, 0.0062]","[0.1471, 0.0069]","[0.0518, 0.0044]","[0.2639, 0.0086]"
CVNCF,100,1,128,128,0.0001,,0.0006667,300,10,"[3.1979, 0.0524]","[0.0312, 0.0019]","[0.0287, 0.0016]","[0.0268, 0.0014]","[0.0354, 0.0027]","[0.0207, 0.0009]","[0.1056, 0.0041]","[0.0255, 0.0013]","[0.0224, 0.001]","[0.0203, 0.0009]","[0.03, 0.0019]","[0.0143, 0.0005]","[0.0349, 0.0032]","[0.0958, 0.0058]","[0.1216, 0.0064]","[0.1445, 0.0069]","[0.0581, 0.0047]","[0.2428, 0.0083]"
CVNCF,200,1,128,128,5E-05,,0.001,300,10,"[3.1752, 0.0515]","[0.0276, 0.0018]","[0.0261, 0.0015]","[0.0249, 0.0013]","[0.0301, 0.0024]","[0.0205, 0.0009]","[0.1041, 0.0038]","[0.0239, 0.0013]","[0.0221, 0.001]","[0.0206, 0.0009]","[0.0282, 0.0019]","[0.0151, 0.0005]","[0.0293, 0.0028]","[0.0867, 0.0056]","[0.1202, 0.0065]","[0.1433, 0.0069]","[0.0521, 0.0044]","[0.2581, 0.0085]"
CVNCF,200,1,128,128,0.0001,,0.0006667,300,10,"[3.1603, 0.0517]","[0.0252, 0.0016]","[0.0242, 0.0014]","[0.0234, 0.0012]","[0.0258, 0.0022]","[0.0197, 0.0008]","[0.1027, 0.0036]","[0.0237, 0.0013]","[0.0216, 0.001]","[0.0205, 0.0009]","[0.025, 0.0017]","[0.0151, 0.0005]","[0.0254, 0.0024]","[0.0877, 0.0056]","[0.117, 0.0063]","[0.1475, 0.0069]","[0.0493, 0.0043]","[0.2658, 0.0087]"
CVNCF,150,1,128,128,5E-05,,0.001,300,10,"[3.1776, 0.0518]","[0.0272, 0.0018]","[0.0258, 0.0015]","[0.0247, 0.0013]","[0.0292, 0.0024]","[0.0202, 0.0008]","[0.1014, 0.0036]","[0.0242, 0.0013]","[0.0223, 0.001]","[0.0205, 0.0009]","[0.0278, 0.0019]","[0.015, 0.0005]","[0.0276, 0.0025]","[0.0859, 0.0054]","[0.116, 0.0062]","[0.1405, 0.0067]","[0.0481, 0.0041]","[0.2552, 0.0084]"
CVNCF,200,1,128,128,0.0006667,,0.0001,300,10,"[3.2163, 0.0514]","[0.0266, 0.0018]","[0.0249, 0.0014]","[0.0236, 0.0013]","[0.0295, 0.0024]","[0.0192, 0.0008]","[0.1003, 0.0038]","[0.0224, 0.0012]","[0.021, 0.001]","[0.0192, 0.0008]","[0.0263, 0.0018]","[0.0142, 0.0005]","[0.0289, 0.0027]","[0.0847, 0.0055]","[0.117, 0.0063]","[0.1409, 0.0068]","[0.0511, 0.0044]","[0.2471, 0.0084]"
CVNCF,100,1,128,128,0.0001,,0.0005,300,10,"[3.1987, 0.0525]","[0.0277, 0.0018]","[0.0261, 0.0015]","[0.0248, 0.0013]","[0.0295, 0.0024]","[0.0197, 0.0008]","[0.1003, 0.0038]","[0.0249, 0.0013]","[0.0221, 0.001]","[0.0203, 0.0008]","[0.0275, 0.0018]","[0.0138, 0.0005]","[0.0296, 0.0028]","[0.0947, 0.0058]","[0.1233, 0.0065]","[0.1489, 0.007]","[0.0536, 0.0045]","[0.2407, 0.0083]"
CVNCF,150,1,128,128,0.0001,,0.0006667,300,10,"[3.2065, 0.0513]","[0.0258, 0.0017]","[0.0244, 0.0014]","[0.0233, 0.0012]","[0.0272, 0.0023]","[0.0193, 0.0008]","[0.0998, 0.0036]","[0.0229, 0.0012]","[0.021, 0.001]","[0.0194, 0.0008]","[0.0265, 0.0018]","[0.0146, 0.0005]","[0.025, 0.0024]","[0.0846, 0.0055]","[0.1155, 0.0063]","[0.139, 0.0068]","[0.0487, 0.0042]","[0.2545, 0.0085]"
CVNCF,200,1,128,128,5E-05,,0.0005,300,10,"[3.2139, 0.0518]","[0.0277, 0.0018]","[0.0258, 0.0015]","[0.0244, 0.0013]","[0.03, 0.0024]","[0.0198, 0.0008]","[0.0996, 0.0037]","[0.0239, 0.0013]","[0.0213, 0.001]","[0.0195, 0.0008]","[0.0285, 0.0019]","[0.0145, 0.0005]","[0.0273, 0.0026]","[0.0882, 0.0056]","[0.1144, 0.0062]","[0.1359, 0.0066]","[0.0522, 0.0044]","[0.2432, 0.0083]"
CVNCF,100,1,128,128,5E-05,,0.001,300,10,"[3.2209, 0.052]","[0.0275, 0.0018]","[0.0259, 0.0015]","[0.0246, 0.0013]","[0.0299, 0.0024]","[0.0197, 0.0008]","[0.0987, 0.0036]","[0.0243, 0.0013]","[0.0215, 0.001]","[0.0199, 0.0009]","[0.0269, 0.0019]","[0.0141, 0.0005]","[0.0259, 0.0024]","[0.0899, 0.0057]","[0.1157, 0.0063]","[0.1416, 0.0069]","[0.0489, 0.0043]","[0.2444, 0.0084]"
CVNCF,200,1,128,128,0.0001,,0.0005,300,10,"[3.2286, 0.0516]","[0.0246, 0.0016]","[0.0238, 0.0014]","[0.023, 0.0012]","[0.0255, 0.0022]","[0.0192, 0.0008]","[0.0966, 0.0035]","[0.0232, 0.0013]","[0.0217, 0.001]","[0.02, 0.0008]","[0.0239, 0.0017]","[0.0144, 0.0005]","[0.0242, 0.0023]","[0.0828, 0.0054]","[0.1168, 0.0064]","[0.144, 0.0069]","[0.0441, 0.004]","[0.2439, 0.0084]"
CVNCF,100,1,128,128,0.0003333,,0.0001,300,10,"[3.2911, 0.0519]","[0.027, 0.0017]","[0.0253, 0.0014]","[0.0238, 0.0012]","[0.0292, 0.0023]","[0.0187, 0.0008]","[0.0964, 0.0038]","[0.0231, 0.0012]","[0.0209, 0.001]","[0.0189, 0.0008]","[0.0274, 0.0018]","[0.0129, 0.0005]","[0.0274, 0.0026]","[0.0926, 0.0058]","[0.1186, 0.0064]","[0.1398, 0.0068]","[0.0597, 0.0049]","[0.226, 0.0082]"
CVNCF,100,1,128,128,5E-05,,0.0005,300,10,"[3.3657, 0.0512]","[0.0274, 0.0018]","[0.0249, 0.0015]","[0.0233, 0.0013]","[0.0317, 0.0026]","[0.0179, 0.0008]","[0.0951, 0.0041]","[0.0213, 0.0012]","[0.0192, 0.0009]","[0.0175, 0.0008]","[0.0266, 0.0018]","[0.0121, 0.0004]","[0.033, 0.0032]","[0.0845, 0.0056]","[0.1089, 0.0062]","[0.1321, 0.0067]","[0.0555, 0.0047]","[0.2152, 0.008]"
CVNCF,150,1,128,128,5E-05,,0.0005,300,10,"[3.2949, 0.0519]","[0.0259, 0.0017]","[0.0245, 0.0014]","[0.0233, 0.0012]","[0.0273, 0.0023]","[0.0185, 0.0008]","[0.093, 0.0036]","[0.0231, 0.0012]","[0.0207, 0.001]","[0.0188, 0.0008]","[0.0257, 0.0018]","[0.013, 0.0005]","[0.0267, 0.0025]","[0.0858, 0.0055]","[0.1147, 0.0063]","[0.1382, 0.0068]","[0.0465, 0.0041]","[0.2262, 0.0081]"
CVNCF,250,1,128,128,0.0001,,0.0001,300,10,"[3.4618, 0.0507]","[0.0251, 0.0017]","[0.023, 0.0014]","[0.0215, 0.0012]","[0.0279, 0.0023]","[0.0166, 0.0007]","[0.0851, 0.0036]","[0.0208, 0.0011]","[0.0179, 0.0009]","[0.0162, 0.0007]","[0.0252, 0.0017]","[0.0113, 0.0004]","[0.0256, 0.0026]","[0.083, 0.0055]","[0.1017, 0.006]","[0.1184, 0.0063]","[0.0512, 0.0045]","[0.1976, 0.0077]"
CVNCF,200,1,128,128,0.0001,,0.0001,300,10,"[3.7091, 0.0484]","[0.0233, 0.0017]","[0.0208, 0.0014]","[0.0191, 0.0012]","[0.0276, 0.0024]","[0.0141, 0.0007]","[0.0736, 0.0037]","[0.0173, 0.0011]","[0.015, 0.0008]","[0.0135, 0.0007]","[0.0222, 0.0017]","[0.0091, 0.0004]","[0.0274, 0.0029]","[0.0669, 0.0049]","[0.0842, 0.0055]","[0.0979, 0.0058]","[0.0439, 0.0041]","[0.1596, 0.0071]"
CVNCF,250,1,128,128,5E-05,,0.0001,300,10,"[3.8958, 0.0461]","[0.0188, 0.0015]","[0.0168, 0.0012]","[0.0155, 0.001]","[0.0224, 0.0022]","[0.0115, 0.0006]","[0.0615, 0.0036]","[0.014, 0.0009]","[0.0122, 0.0007]","[0.0112, 0.0006]","[0.0176, 0.0015]","[0.0074, 0.0003]","[0.0258, 0.003]","[0.0553, 0.0046]","[0.0676, 0.005]","[0.0819, 0.0054]","[0.038, 0.004]","[0.1291, 0.0065]"
CVNCF,150,1,128,128,0.0001,,0.0001,300,10,"[3.9274, 0.0448]","[0.0156, 0.0014]","[0.0143, 0.0011]","[0.0135, 0.001]","[0.0176, 0.0019]","[0.0107, 0.0006]","[0.0536, 0.0029]","[0.0127, 0.0009]","[0.0113, 0.0007]","[0.0107, 0.0006]","[0.015, 0.0014]","[0.0078, 0.0003]","[0.0161, 0.0021]","[0.0452, 0.004]","[0.058, 0.0045]","[0.0715, 0.0049]","[0.0251, 0.003]","[0.1281, 0.0064]"
CVNCF,200,1,128,128,5E-05,,0.0001,300,10,"[4.0358, 0.0435]","[0.0132, 0.0012]","[0.0123, 0.001]","[0.0117, 0.0009]","[0.0143, 0.0017]","[0.0095, 0.0006]","[0.0451, 0.0025]","[0.0114, 0.0009]","[0.0102, 0.0007]","[0.0097, 0.0006]","[0.0131, 0.0013]","[0.0069, 0.0003]","[0.0129, 0.0017]","[0.0376, 0.0036]","[0.0505, 0.0042]","[0.0616, 0.0046]","[0.0203, 0.0026]","[0.1095, 0.0059]"
CVNCF,100,1,128,128,0.0001,,0.0001,300,10,"[4.0951, 0.042]","[0.0113, 0.0011]","[0.0106, 0.0009]","[0.0101, 0.0008]","[0.0122, 0.0016]","[0.0083, 0.0005]","[0.0422, 0.0025]","[0.0098, 0.0008]","[0.0092, 0.0006]","[0.0084, 0.0005]","[0.0111, 0.0012]","[0.0062, 0.0003]","[0.0115, 0.0017]","[0.0341, 0.0035]","[0.0474, 0.0041]","[0.0565, 0.0044]","[0.0201, 0.0028]","[0.1049, 0.0059]"
CVNCF,150,1,128,128,5E-05,,0.0001,300,10,"[4.1952, 0.04]","[0.0102, 0.0011]","[0.0095, 0.0009]","[0.009, 0.0008]","[0.0114, 0.0015]","[0.0075, 0.0005]","[0.0362, 0.0023]","[0.0088, 0.0007]","[0.0078, 0.0006]","[0.0073, 0.0005]","[0.0104, 0.0012]","[0.0058, 0.0003]","[0.0101, 0.0016]","[0.0283, 0.0031]","[0.0368, 0.0035]","[0.0446, 0.0038]","[0.0168, 0.0025]","[0.089, 0.0053]"
CVNCF,100,1,128,128,5E-05,,0.0001,300,10,"[4.2431, 0.0382]","[0.0083, 0.001]","[0.0079, 0.0008]","[0.0076, 0.0007]","[0.009, 0.0013]","[0.0067, 0.0005]","[0.0328, 0.002]","[0.007, 0.0007]","[0.0069, 0.0006]","[0.0067, 0.0005]","[0.0083, 0.001]","[0.0057, 0.0003]","[0.0084, 0.0013]","[0.0213, 0.0027]","[0.0306, 0.0032]","[0.0398, 0.0036]","[0.0123, 0.002]","[0.0856, 0.0052]"
CVNCF,250,1,128,128,5E-05,,0.005,300,10,"[4.8819, 0.0151]","[0.0004, 0.0002]","[0.0004, 0.0002]","[0.0005, 0.0002]","[0.0004, 0.0003]","[0.0006, 0.0001]","[0.0047, 0.0006]","[0.0005, 0.0002]","[0.0005, 0.0001]","[0.0008, 0.0002]","[0.0004, 0.0002]","[0.001, 0.0001]","[0.0004, 0.0002]","[0.0015, 0.0007]","[0.0022, 0.0009]","[0.0065, 0.0016]","[0.0005, 0.0004]","[0.0158, 0.0024]"
