model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CVNCF,250,1,128,128,0.01,,0.0001,300,10,"[3.0948, 0.0526]","[0.0336, 0.0021]","[0.0308, 0.0017]","[0.0286, 0.0014]","[0.0394, 0.0029]","[0.0221, 0.0009]","[0.1172, 0.0045]","[0.0267, 0.0013]","[0.0235, 0.001]","[0.0212, 0.0009]","[0.0316, 0.002]","[0.0153, 0.0005]","[0.0414, 0.0036]","[0.1021, 0.0061]","[0.132, 0.0067]","[0.1555, 0.0071]","[0.0627, 0.0049]","[0.268, 0.0087]"
CVNCF,200,1,128,128,0.01,,0.0001,300,10,"[3.0499, 0.0527]","[0.0329, 0.002]","[0.0301, 0.0016]","[0.0282, 0.0014]","[0.0379, 0.0028]","[0.0223, 0.0009]","[0.1196, 0.0045]","[0.0264, 0.0013]","[0.0238, 0.001]","[0.0217, 0.0009]","[0.0294, 0.0019]","[0.0159, 0.0005]","[0.0408, 0.0036]","[0.1043, 0.0061]","[0.1368, 0.0068]","[0.1616, 0.0072]","[0.0606, 0.0048]","[0.2759, 0.0087]"
CVNCF,150,1,128,128,0.01,,0.0001,300,10,"[3.0697, 0.0525]","[0.0325, 0.002]","[0.03, 0.0016]","[0.0281, 0.0014]","[0.0363, 0.0027]","[0.0222, 0.0009]","[0.1144, 0.0041]","[0.0267, 0.0013]","[0.0239, 0.001]","[0.0219, 0.0009]","[0.0311, 0.002]","[0.0157, 0.0005]","[0.0341, 0.003]","[0.1026, 0.0061]","[0.1332, 0.0067]","[0.1619, 0.0073]","[0.0594, 0.0047]","[0.2708, 0.0086]"
CVNCF,100,1,128,128,0.01,,0.0001,300,10,"[3.0515, 0.0527]","[0.0314, 0.0019]","[0.0293, 0.0015]","[0.0277, 0.0013]","[0.0348, 0.0025]","[0.0222, 0.0009]","[0.1135, 0.0039]","[0.0262, 0.0013]","[0.0238, 0.0011]","[0.0222, 0.0009]","[0.0319, 0.0019]","[0.0159, 0.0005]","[0.0304, 0.0026]","[0.1016, 0.006]","[0.132, 0.0067]","[0.1626, 0.0073]","[0.0659, 0.005]","[0.2725, 0.0086]"
