F-MAP@10,F-MAP@20,F-MAP@5,model
0.0,-0.010850533195734433,0.0,CE-NCF
0.019999999999999907,0.04801459355058435,0.040000000000000036,CE-NCF
0.0,-0.016129703629703646,0.0,CE-NCF
-0.0763888888888889,-0.032128267973856206,-0.2,CE-NCF
0.0125,0.007596153846153864,0.0,CE-NCF
0.014285714285714284,0.028749969285959992,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.001495405179615706,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.019594869999281766,0.0,CE-NCF
0.0,0.025534465534465534,0.0,CE-NCF
0.0,-0.014917582417582424,0.0,CE-NCF
0.01999999999999999,0.010000000000000009,0.04,CE-NCF
0.0,0.023305344466335254,0.0,CE-NCF
0.01,0.017558275058275067,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.007004379349580578,0.0,CE-NCF
0.00500000000000006,0.015851925851925852,0.009999999999999981,CE-NCF
-0.05999999999999997,-0.030833333333333324,-0.1,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.021111111111111136,0.035282004502205755,0.0,CE-NCF
0.0,0.004545454545454547,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.011111111111111127,-0.005555555555555536,0.0,CE-NCF
0.033333333333333326,0.016666666666666663,0.06666666666666654,CE-NCF
0.0,-0.0008333333333333318,0.0,CE-NCF
0.0125,0.006249999999999999,0.0,CE-NCF
0.01,0.017558275058275067,0.0,CE-NCF
0.0,0.018042582417582415,0.0,CE-NCF
0.0,0.0027777777777777783,0.0,CE-NCF
0.023611111111111138,0.019818376068376053,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.04999999999999999,0.03371212121212122,0.1,CE-NCF
0.0,0.010850533195734433,0.0,CE-NCF
0.04904761904761906,0.009606227106227161,0.15999999999999998,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.03083333333333338,0.08875214031754286,0.0666666666666666,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,-0.0060661764705882415,0.0,CE-NCF
0.02361111111111111,0.023149509803921553,0.0,CE-NCF
0.0676190476190476,0.03380952380952379,0.04,CE-NCF
0.0,0.0,0.0,CE-NCF
0.035,0.014627872127872116,0.049999999999999996,CE-NCF
0.026785714285714284,-0.0044094304388422045,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,-0.011584249084249092,0.0,CE-NCF
0.0,0.0027777777777777783,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.004444444444444431,0.011899255715045201,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,-0.020250042999655993,0.0,CE-NCF
-0.01,-0.013712121212121203,0.0,CE-NCF
0.0992857142857142,0.07186930608950715,0.15000000000000002,CE-NCF
-0.03722222222222238,-0.016463839523049972,-0.11666666666666659,CE-NCF
0.037896825396825484,0.01428832497911442,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0075,0.0,CE-NCF
0.011111111111111112,0.005555555555555557,0.0,CE-NCF
0.04999999999999993,0.025103463787674363,0.09999999999999998,CE-NCF
0.11428571428571427,0.0769711231321138,0.2,CE-NCF
0.04583333333333331,0.022916666666666696,0.06666666666666665,CE-NCF
0.0,0.0079093567251462,0.0,CE-NCF
0.0,0.013975533195734635,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.08011904761904759,0.05687661603102778,0.04,CE-NCF
0.0,0.006904761904761905,0.0,CE-NCF
0.0,-0.010850533195734433,0.0,CE-NCF
0.04789682539682539,0.011185000714799442,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.045,0.022500000000000006,0.09,CE-NCF
0.07499999999999998,0.018979012258811073,0.15000000000000002,CE-NCF
-0.01666666666666672,0.028885409825812225,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.11956349206349226,-0.048477474323062486,-0.13000000000000012,CE-NCF
0.0,-0.002631578947368421,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0038461538461538464,0.0,CE-NCF
-0.03249999999999997,0.03449743668783911,-0.09000000000000002,CE-NCF
0.012499999999999997,0.014159356725146177,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.039285714285714285,0.01964285714285713,0.049999999999999996,CE-NCF
0.0,-0.011475533195734432,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.05694444444444441,-0.028472222222222232,-0.06666666666666665,CE-NCF
0.18071428571428577,0.11459608803649046,0.39,CE-NCF
0.0,0.0,0.0,CE-NCF
0.03095238095238101,0.015476190476190477,0.0,CE-NCF
-0.01,-0.02112970362970364,0.0,CE-NCF
0.0,0.022546961767163004,0.0,CE-NCF
0.07706349206349206,0.03853174603174603,0.0,CE-NCF
0.0,-0.005718954248366012,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.014285714285714284,-0.012861811391223166,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.01,0.012045454545454554,0.0,CE-NCF
0.016666666666666677,0.008333333333333331,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,-0.019463036963037,0.0,CE-NCF
-0.009999999999999995,0.000131578947368427,-0.04,CE-NCF
0.0,0.0,0.0,CE-NCF
0.04999999999999999,0.06692093639075053,0.09999999999999998,CE-NCF
0.0,0.0,0.0,CE-NCF
0.04789682539682538,0.03466711285790225,0.0,CE-NCF
0.15912698412698417,0.13774426961926967,0.04000000000000001,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.010000000000000009,-0.009545454545454635,0.0,CE-NCF
0.12861111111111134,0.05605463980463987,0.15666666666666662,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.006666666666666654,0.010750915750915774,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.02500000000000001,0.014999999999999986,0.049999999999999996,CE-NCF
-0.01999999999999999,0.006963036963037003,-0.04,CE-NCF
0.09999999999999992,0.06852098774118903,0.1999999999999999,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.02118989262371615,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0032189542483660114,0.0,CE-NCF
-0.010000000000000009,-0.0023934837092732253,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0502777777777777,0.04005647130647133,0.0,CE-NCF
0.0,-0.006458333333333344,0.0,CE-NCF
0.0,0.0025,0.0,CE-NCF
0.0,-0.010029761904761902,0.0,CE-NCF
0.075952380952381,0.1016540300944323,0.09000000000000002,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.02638888888888885,0.017321428571428543,0.10000000000000003,CE-NCF
0.05789682539682539,0.06481203222302293,0.0,CE-NCF
0.0,-0.01397553319573444,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.03333333333333334,0.006230967819590122,-0.06666666666666665,CE-NCF
0.0,-0.0013267543859649122,0.0,CE-NCF
0.0,-0.005131578947368404,0.0,CE-NCF
-0.04833333333333323,0.0032057270215163913,-0.11666666666666659,CE-NCF
0.0,-0.020880295100496493,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.016666666666666677,0.013611111111111102,0.0,CE-NCF
0.012499999999999983,0.006249999999999978,0.0,CE-NCF
-0.03361111111111111,-0.01680555555555556,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.01,-0.009545454545454548,0.0,CE-NCF
0.08595238095238095,0.12906390672451035,0.09000000000000002,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.01,-0.0050000000000000044,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.08388888888888889,0.11312008446489868,0.15666666666666665,CE-NCF
-0.02500000000000001,-0.00736842105263158,-0.049999999999999996,CE-NCF
-0.002103174603174607,0.008978174603174599,-0.1,CE-NCF
0.0,0.0,0.0,CE-NCF
0.1,0.06453108875128999,0.2,CE-NCF
0.12178571428571427,0.12811582702643065,0.15666666666666662,CE-NCF
0.0,0.0,0.0,CE-NCF
0.021111111111111112,0.05974284186745486,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.014285714285714277,0.01008403361344537,0.0,CE-NCF
0.012500000000000011,0.007052764486974977,0.0,CE-NCF
0.03361111111111112,0.03321870015948958,0.0,CE-NCF
0.02361111111111111,-0.019133014603215842,0.0,CE-NCF
-0.016666666666666677,0.0025171998624011066,0.0,CE-NCF
0.0,-0.00821895424836601,0.0,CE-NCF
0.016666666666666607,0.06871837506318934,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.011111111111111112,-0.02130427170868346,0.0,CE-NCF
0.047500000000000014,0.027109646889058647,0.049999999999999996,CE-NCF
0.04999999999999999,0.04418551327413556,0.1,CE-NCF
-0.029841269841269835,0.018973477502889274,-0.04,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.002103174603174607,0.005993867243867246,-0.1,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.021111111111111112,0.018568376068376087,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.010850533195734433,0.0,CE-NCF
0.0,0.01838029510049634,0.0,CE-NCF
0.02777777777777779,0.026026493930905698,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.09999999999999998,0.050000000000000044,0.2,CE-NCF
0.0,0.033570403195016196,0.0,CE-NCF
-0.025000000000000078,-0.012500000000000011,-0.04999999999999999,CE-NCF
0.020833333333333315,0.017321428571428543,0.06666666666666665,CE-NCF
0.06654761904761902,0.017783471688270436,0.19999999999999996,CE-NCF
0.0,-0.010750915750915755,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.16333333333333327,0.09647553319573438,0.32666666666666666,CE-NCF
0.0,0.01838029510049634,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.14095238095238105,0.0076379767033791235,-0.24000000000000005,CE-NCF
-0.03333333333333327,-0.016666666666666607,-0.06666666666666665,CE-NCF
0.0,0.0,0.0,CE-NCF
0.01,0.017836052836052843,0.0,CE-NCF
0.0011111111111111738,-0.0012451437451437286,-0.040000000000000036,CE-NCF
0.1069444444444444,0.04164076420655366,0.16666666666666666,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.03333333333333334,0.016666666666666663,0.06666666666666665,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.043611111111111114,0.028644876365464617,0.0,CE-NCF
-0.08000000000000002,-0.025677655677655675,-0.15999999999999998,CE-NCF
0.0,-0.0028415590257695536,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.03666666666666665,0.007482800137598861,0.04000000000000001,CE-NCF
0.0,-0.006458333333333344,0.0,CE-NCF
0.0,0.020983758888170643,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.03333333333333338,0.016666666666666663,0.0666666666666666,CE-NCF
0.0,0.0,0.0,CE-NCF
0.1803968253968254,0.10951550491991668,0.25666666666666665,CE-NCF
-0.020952380952380945,-0.005930735930735981,0.0,CE-NCF
-0.04999999999999999,-0.02763157894736841,-0.1,CE-NCF
-0.08428571428571435,-0.04214285714285715,-0.10666666666666663,CE-NCF
0.04789682539682527,0.005568117597916422,0.0,CE-NCF
0.0,0.008350533195734432,0.0,CE-NCF
-0.03333333333333334,-0.012268803607812906,-0.06666666666666665,CE-NCF
0.0,0.010750915750915755,0.0,CE-NCF
-0.07833333333333334,-0.0552963702963703,-0.15666666666666665,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.03361111111111111,-0.01680555555555556,0.0,CE-NCF
-0.01428571428571429,0.009674235078646815,0.0,CE-NCF
-0.010000000000000009,0.027747985158975863,0.0,CE-NCF
0.016666666666666677,0.008333333333333331,0.0,CE-NCF
0.061666666666666675,0.030833333333333338,0.09,CE-NCF
0.0,0.00801282051282054,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.050952380952381,-0.0017892085984190786,-0.04000000000000001,CE-NCF
0.0,-0.019463036963036966,0.0,CE-NCF
0.0,0.015748716153127916,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.02678571428571419,0.032499969285959995,0.0,CE-NCF
0.0,0.0025,0.0,CE-NCF
0.03678571428571428,0.036360488926278425,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.06166666666666676,0.01685780013759891,0.09000000000000002,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.041666666666666685,-0.026242690058479512,-0.11666666666666664,CE-NCF
0.0,0.0,0.0,CE-NCF
0.1220634920634921,0.07203553391053386,0.10666666666666666,CE-NCF
0.16694444444444462,0.08479897660818703,0.2666666666666667,CE-NCF
0.046785714285714375,0.023392857142857104,0.039999999999999925,CE-NCF
-0.16666666666666663,-0.009565796905193213,-0.30000000000000004,CE-NCF
0.125,0.06549316696375518,0.24999999999999994,CE-NCF
0.0,0.0,0.0,CE-NCF
0.04749999999999993,0.02041666666666675,0.04999999999999999,CE-NCF
0.021111111111111112,0.010555555555555561,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.016666666666666677,-0.029213628433829686,0.0,CE-NCF
0.018452380952380998,0.018625700280112012,-0.05000000000000002,CE-NCF
0.07595238095238097,0.03797619047619047,0.09,CE-NCF
-0.021111111111111112,-0.010555555555555561,0.0,CE-NCF
-0.06345238095238095,-0.031726190476190456,-0.04,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.01,-0.014677033492822966,0.0,CE-NCF
0.05000000000000002,0.0359627126829139,0.1,CE-NCF
-0.03543650793650793,-0.005159978909978907,-0.16666666666666666,CE-NCF
0.045,0.028958333333333294,0.09,CE-NCF
0.0,0.008012820512820519,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.017102732793522257,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0019128787878788106,0.0,CE-NCF
0.02678571428571419,-0.0058618464868465114,0.0,CE-NCF
0.0,-0.0029411764705882335,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
