model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CVNCF,250,1,128,128,0.0001,,0.0001,300,10,"[3.1912, 0.0519]","[0.0277, 0.0018]","[0.0258, 0.0015]","[0.0244, 0.0013]","[0.0304, 0.0024]","[0.0194, 0.0008]","[0.1023, 0.0038]","[0.0237, 0.0012]","[0.0212, 0.001]","[0.0195, 0.0008]","[0.0281, 0.0018]","[0.0136, 0.0005]","[0.0272, 0.0026]","[0.0918, 0.0057]","[0.1227, 0.0065]","[0.1482, 0.0071]","[0.0574, 0.0047]","[0.2515, 0.0085]"
CVNCF,200,1,128,128,0.0001,,0.0001,300,10,"[3.246, 0.0522]","[0.0318, 0.002]","[0.0286, 0.0016]","[0.0263, 0.0014]","[0.0372, 0.0027]","[0.0198, 0.0008]","[0.105, 0.0043]","[0.0245, 0.0012]","[0.0208, 0.001]","[0.0187, 0.0008]","[0.0311, 0.0019]","[0.0131, 0.0005]","[0.0395, 0.0035]","[0.0951, 0.0059]","[0.1191, 0.0064]","[0.1422, 0.0069]","[0.0618, 0.0048]","[0.2348, 0.0083]"
CVNCF,150,1,128,128,0.0001,,0.0001,300,10,"[3.3112, 0.052]","[0.031, 0.0019]","[0.0277, 0.0016]","[0.0255, 0.0013]","[0.0364, 0.0027]","[0.0189, 0.0008]","[0.102, 0.0044]","[0.0235, 0.0012]","[0.02, 0.0009]","[0.018, 0.0008]","[0.0299, 0.0019]","[0.0122, 0.0004]","[0.0407, 0.0037]","[0.0948, 0.0059]","[0.1172, 0.0064]","[0.1412, 0.007]","[0.0626, 0.0049]","[0.222, 0.0081]"
CVNCF,100,1,128,128,0.0001,,0.0001,300,10,"[3.5849, 0.0494]","[0.0242, 0.0018]","[0.0218, 0.0014]","[0.0201, 0.0012]","[0.0289, 0.0025]","[0.0152, 0.0007]","[0.0844, 0.0042]","[0.0181, 0.0011]","[0.0159, 0.0008]","[0.0148, 0.0007]","[0.0219, 0.0016]","[0.0102, 0.0004]","[0.0336, 0.0035]","[0.0746, 0.0054]","[0.0956, 0.006]","[0.1139, 0.0064]","[0.0473, 0.0044]","[0.1843, 0.0077]"
