model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CVNCF,250,1,128,128,5e-05,,0.005,300,10,"[4.8819, 0.0151]","[0.0004, 0.0002]","[0.0004, 0.0002]","[0.0005, 0.0002]","[0.0004, 0.0003]","[0.0006, 0.0001]","[0.0047, 0.0006]","[0.0005, 0.0002]","[0.0005, 0.0001]","[0.0008, 0.0002]","[0.0004, 0.0002]","[0.001, 0.0001]","[0.0004, 0.0002]","[0.0015, 0.0007]","[0.0022, 0.0009]","[0.0065, 0.0016]","[0.0005, 0.0004]","[0.0158, 0.0024]"
CVNCF,200,1,128,128,5e-05,,0.005,300,10,"[4.8819, 0.0151]","[0.0004, 0.0002]","[0.0004, 0.0002]","[0.0005, 0.0002]","[0.0004, 0.0003]","[0.0006, 0.0001]","[0.0047, 0.0006]","[0.0005, 0.0002]","[0.0005, 0.0001]","[0.0008, 0.0002]","[0.0004, 0.0002]","[0.001, 0.0001]","[0.0004, 0.0002]","[0.0015, 0.0007]","[0.0022, 0.0009]","[0.0065, 0.0016]","[0.0005, 0.0004]","[0.0158, 0.0024]"
CVNCF,150,1,128,128,5e-05,,0.005,300,10,"[3.0932, 0.0522]","[0.031, 0.0019]","[0.0285, 0.0015]","[0.027, 0.0013]","[0.0349, 0.0025]","[0.0215, 0.0008]","[0.1111, 0.0039]","[0.0252, 0.0013]","[0.0234, 0.001]","[0.0215, 0.0009]","[0.0317, 0.002]","[0.0153, 0.0005]","[0.0307, 0.0026]","[0.0947, 0.0058]","[0.1295, 0.0066]","[0.1577, 0.0072]","[0.061, 0.0048]","[0.2707, 0.0087]"
CVNCF,100,1,128,128,5e-05,,0.005,300,10,"[3.0929, 0.0528]","[0.0317, 0.0019]","[0.0294, 0.0016]","[0.0275, 0.0014]","[0.0359, 0.0027]","[0.0216, 0.0008]","[0.1152, 0.0044]","[0.0263, 0.0013]","[0.0234, 0.001]","[0.0212, 0.0008]","[0.0292, 0.0019]","[0.0153, 0.0005]","[0.0394, 0.0036]","[0.1031, 0.0061]","[0.1333, 0.0067]","[0.1572, 0.0072]","[0.0606, 0.0048]","[0.2658, 0.0086]"
