model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
UserPop,1,1,1,1,1.0,,1.0,1,1,"[0.0709, 0.001]","[0.0726, 0.0008]","[0.0739, 0.0007]","[0.0707, 0.0013]","[0.0809, 0.0009]","[0.1073, 0.001]","[0.1355, 0.001]","[0.0506, 0.0008]","[0.0744, 0.0008]","[0.0768, 0.0007]","[0.0817, 0.0006]","[0.0701, 0.001]","[0.0908, 0.001]","[0.1412, 0.0012]","[0.2026, 0.0014]","[0.0428, 0.0007]"
ItemPop,1,1,1,1,1.0,,1.0,1,1,"[0.0719, 0.001]","[0.0721, 0.0008]","[0.0731, 0.0007]","[0.0743, 0.0013]","[0.0805, 0.0009]","[0.1074, 0.001]","[0.1366, 0.001]","[0.0516, 0.0008]","[0.07, 0.0008]","[0.0741, 0.0006]","[0.0806, 0.0006]","[0.0665, 0.001]","[0.0868, 0.001]","[0.1387, 0.0012]","[0.202, 0.0014]","[0.0412, 0.0007]"
INCF,200,1,128,128,0.0001,,0.0005,100,5,"[0.3818, 0.0022]","[0.3461, 0.0019]","[0.3177, 0.0017]","[0.4284, 0.0027]","[0.4045, 0.002]","[0.4539, 0.002]","[0.4868, 0.002]","[0.3086, 0.0018]","[0.3082, 0.0017]","[0.255, 0.0013]","[0.2193, 0.001]","[0.3815, 0.0023]","[0.4086, 0.0021]","[0.5041, 0.0022]","[0.5748, 0.0022]","[0.2556, 0.0016]"
CNCF,200,1,128,128,0.0001,,0.0005,100,5,"[0.3509, 0.0021]","[0.3212, 0.0018]","[0.297, 0.0016]","[0.388, 0.0027]","[0.3743, 0.0019]","[0.4248, 0.002]","[0.4591, 0.002]","[0.2815, 0.0018]","[0.2906, 0.0016]","[0.2446, 0.0012]","[0.2125, 0.001]","[0.353, 0.0022]","[0.3838, 0.002]","[0.4813, 0.0021]","[0.5551, 0.0021]","[0.2357, 0.0016]"
IVNCF,200,1,128,128,5e-05,,0.0001,100,5,"[0.4136, 0.0021]","[0.3787, 0.0018]","[0.3494, 0.0016]","[0.4574, 0.0027]","[0.4462, 0.0019]","[0.5039, 0.0019]","[0.5403, 0.0019]","[0.3331, 0.0017]","[0.3444, 0.0017]","[0.2871, 0.0013]","[0.2463, 0.0011]","[0.4129, 0.0022]","[0.4608, 0.002]","[0.5725, 0.0021]","[0.6509, 0.002]","[0.2793, 0.0016]"
CVNCF,200,1,128,128,0.0001,,0.0001,100,5,"[0.3997, 0.0021]","[0.3665, 0.0018]","[0.339, 0.0016]","[0.4421, 0.0027]","[0.4294, 0.0019]","[0.4866, 0.0019]","[0.5248, 0.0019]","[0.3194, 0.0017]","[0.3335, 0.0017]","[0.2798, 0.0013]","[0.2423, 0.0011]","[0.3982, 0.0022]","[0.443, 0.002]","[0.5535, 0.0021]","[0.6358, 0.0021]","[0.2667, 0.0015]"
