model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
UserPop,1,1,1,1,1.0,,1.0,1,1,"[0.0709, 0.001]","[0.0726, 0.0008]","[0.0739, 0.0007]","[0.0707, 0.0013]","[0.0809, 0.0009]","[0.1073, 0.001]","[0.1355, 0.001]","[0.0506, 0.0008]","[0.0744, 0.0008]","[0.0768, 0.0007]","[0.0817, 0.0006]","[0.0701, 0.001]","[0.0908, 0.001]","[0.1412, 0.0012]","[0.2026, 0.0014]","[0.0428, 0.0007]"
ItemPop,1,1,1,1,1.0,,1.0,1,1,"[0.0719, 0.001]","[0.0721, 0.0008]","[0.0731, 0.0007]","[0.0743, 0.0013]","[0.0805, 0.0009]","[0.1074, 0.001]","[0.1366, 0.001]","[0.0516, 0.0008]","[0.07, 0.0008]","[0.0741, 0.0006]","[0.0806, 0.0006]","[0.0665, 0.001]","[0.0868, 0.001]","[0.1387, 0.0012]","[0.202, 0.0014]","[0.0412, 0.0007]"
INCF,200,1,128,128,0.0001,,0.0005,100,5,"[0.3844, 0.0022]","[0.3502, 0.0019]","[0.3222, 0.0017]","[0.4264, 0.0027]","[0.4106, 0.002]","[0.4615, 0.002]","[0.4947, 0.002]","[0.3101, 0.0018]","[0.3156, 0.0017]","[0.2616, 0.0013]","[0.2245, 0.001]","[0.3862, 0.0023]","[0.4204, 0.002]","[0.5188, 0.0021]","[0.5903, 0.0021]","[0.2597, 0.0016]"
CNCF,200,1,128,128,0.0001,,0.0005,100,5,"[0.3614, 0.0021]","[0.3308, 0.0018]","[0.3059, 0.0016]","[0.4007, 0.0027]","[0.3864, 0.002]","[0.4391, 0.002]","[0.4738, 0.002]","[0.2902, 0.0018]","[0.2989, 0.0016]","[0.252, 0.0013]","[0.2184, 0.001]","[0.3618, 0.0022]","[0.3957, 0.002]","[0.4975, 0.0021]","[0.5724, 0.0021]","[0.2419, 0.0016]"
IVNCF,200,1,128,128,5e-05,,0.0001,100,5,"[0.4119, 0.0021]","[0.3774, 0.0018]","[0.3485, 0.0016]","[0.4558, 0.0027]","[0.4447, 0.0019]","[0.503, 0.0019]","[0.5404, 0.0019]","[0.3314, 0.0017]","[0.3432, 0.0017]","[0.2869, 0.0013]","[0.2469, 0.001]","[0.4109, 0.0022]","[0.4597, 0.002]","[0.5727, 0.002]","[0.6532, 0.002]","[0.2775, 0.0016]"
CVNCF,200,1,128,128,0.0001,,0.0001,100,5,"[0.3963, 0.0021]","[0.3633, 0.0019]","[0.336, 0.0016]","[0.4387, 0.0027]","[0.426, 0.0019]","[0.4825, 0.002]","[0.5202, 0.0019]","[0.3165, 0.0017]","[0.3309, 0.0017]","[0.2773, 0.0013]","[0.2401, 0.0011]","[0.3945, 0.0022]","[0.4395, 0.0021]","[0.5486, 0.0021]","[0.6299, 0.0021]","[0.2639, 0.0015]"
