model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
UserPop,1,1,1,1,1.0,,1.0,1,1,"[0.0709, 0.001]","[0.0726, 0.0008]","[0.0739, 0.0007]","[0.0707, 0.0013]","[0.0809, 0.0009]","[0.1073, 0.001]","[0.1355, 0.001]","[0.0506, 0.0008]","[0.0744, 0.0008]","[0.0768, 0.0007]","[0.0817, 0.0006]","[0.0701, 0.001]","[0.0908, 0.001]","[0.1412, 0.0012]","[0.2026, 0.0014]","[0.0428, 0.0007]"
ItemPop,1,1,1,1,1.0,,1.0,1,1,"[0.0719, 0.001]","[0.0721, 0.0008]","[0.0731, 0.0007]","[0.0743, 0.0013]","[0.0805, 0.0009]","[0.1074, 0.001]","[0.1366, 0.001]","[0.0516, 0.0008]","[0.07, 0.0008]","[0.0741, 0.0006]","[0.0806, 0.0006]","[0.0665, 0.001]","[0.0868, 0.001]","[0.1387, 0.0012]","[0.202, 0.0014]","[0.0412, 0.0007]"
INCF,200,1,128,128,0.0001,,0.0005,100,5,"[0.3702, 0.0022]","[0.3369, 0.0019]","[0.3099, 0.0017]","[0.4121, 0.0027]","[0.3952, 0.002]","[0.4441, 0.0021]","[0.4765, 0.0021]","[0.2994, 0.0018]","[0.3029, 0.0017]","[0.2511, 0.0013]","[0.2161, 0.0011]","[0.3712, 0.0023]","[0.4028, 0.0021]","[0.4971, 0.0022]","[0.5668, 0.0022]","[0.25, 0.0016]"
CNCF,200,1,128,128,0.0001,,0.0005,100,5,"[0.377, 0.0022]","[0.3427, 0.0019]","[0.3154, 0.0016]","[0.4205, 0.0027]","[0.4004, 0.002]","[0.4504, 0.002]","[0.4843, 0.002]","[0.304, 0.0018]","[0.3071, 0.0017]","[0.2551, 0.0013]","[0.2203, 0.001]","[0.3777, 0.0023]","[0.4064, 0.002]","[0.5026, 0.0021]","[0.5755, 0.0021]","[0.2528, 0.0016]"
IVNCF,200,1,128,128,5e-05,,0.0001,100,5,"[0.4102, 0.0021]","[0.3761, 0.0018]","[0.3473, 0.0016]","[0.4531, 0.0027]","[0.443, 0.0019]","[0.5012, 0.0019]","[0.5374, 0.0019]","[0.3295, 0.0017]","[0.3426, 0.0017]","[0.2865, 0.0013]","[0.2457, 0.0011]","[0.4091, 0.0022]","[0.4584, 0.002]","[0.5713, 0.002]","[0.649, 0.002]","[0.2758, 0.0016]"
CVNCF,200,1,128,128,0.0001,,0.0001,100,5,"[0.3948, 0.0022]","[0.3623, 0.0019]","[0.3352, 0.0017]","[0.4362, 0.0027]","[0.4248, 0.002]","[0.4812, 0.002]","[0.519, 0.002]","[0.3152, 0.0017]","[0.3306, 0.0017]","[0.2771, 0.0013]","[0.2399, 0.0011]","[0.3936, 0.0023]","[0.4395, 0.0021]","[0.5482, 0.0022]","[0.6295, 0.0022]","[0.2636, 0.0016]"
