model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
UserPop,1,1,1,1,1.0,,1.0,1,1,"[0.0709, 0.001]","[0.0726, 0.0008]","[0.0739, 0.0007]","[0.0707, 0.0013]","[0.0809, 0.0009]","[0.1073, 0.001]","[0.1355, 0.001]","[0.0506, 0.0008]","[0.0744, 0.0008]","[0.0768, 0.0007]","[0.0817, 0.0006]","[0.0701, 0.001]","[0.0908, 0.001]","[0.1412, 0.0012]","[0.2026, 0.0014]","[0.0428, 0.0007]"
ItemPop,1,1,1,1,1.0,,1.0,1,1,"[0.0719, 0.001]","[0.0721, 0.0008]","[0.0731, 0.0007]","[0.0743, 0.0013]","[0.0805, 0.0009]","[0.1074, 0.001]","[0.1366, 0.001]","[0.0516, 0.0008]","[0.07, 0.0008]","[0.0741, 0.0006]","[0.0806, 0.0006]","[0.0665, 0.001]","[0.0868, 0.001]","[0.1387, 0.0012]","[0.202, 0.0014]","[0.0412, 0.0007]"
INCF,200,1,128,128,0.0001,,0.0005,100,5,"[0.3888, 0.0022]","[0.3536, 0.0019]","[0.3248, 0.0017]","[0.4329, 0.0027]","[0.4144, 0.002]","[0.4651, 0.002]","[0.4976, 0.002]","[0.3142, 0.0018]","[0.3176, 0.0017]","[0.2626, 0.0013]","[0.2246, 0.001]","[0.3905, 0.0023]","[0.4231, 0.0021]","[0.5212, 0.0021]","[0.591, 0.0021]","[0.2628, 0.0016]"
CNCF,200,1,128,128,0.0001,,0.0005,100,5,"[0.3721, 0.0022]","[0.3396, 0.0019]","[0.3129, 0.0017]","[0.4118, 0.0027]","[0.3963, 0.002]","[0.4469, 0.002]","[0.48, 0.002]","[0.2985, 0.0018]","[0.3069, 0.0017]","[0.2554, 0.0013]","[0.2198, 0.001]","[0.3739, 0.0023]","[0.4056, 0.002]","[0.5031, 0.0021]","[0.5744, 0.0021]","[0.2496, 0.0016]"
IVNCF,200,1,128,128,5e-05,,0.0001,100,5,"[0.4096, 0.0021]","[0.3754, 0.0018]","[0.3467, 0.0016]","[0.452, 0.0027]","[0.4417, 0.0019]","[0.4998, 0.0019]","[0.5368, 0.0019]","[0.3294, 0.0017]","[0.3418, 0.0017]","[0.2857, 0.0013]","[0.2457, 0.001]","[0.4102, 0.0022]","[0.457, 0.002]","[0.5695, 0.002]","[0.6493, 0.002]","[0.2766, 0.0016]"
CVNCF,200,1,128,128,0.0001,,0.0001,100,5,"[0.4009, 0.0022]","[0.3676, 0.0019]","[0.3398, 0.0017]","[0.443, 0.0027]","[0.4306, 0.0019]","[0.4878, 0.002]","[0.5254, 0.0019]","[0.3204, 0.0017]","[0.3346, 0.0017]","[0.2805, 0.0013]","[0.2424, 0.0011]","[0.4003, 0.0023]","[0.4443, 0.0021]","[0.5547, 0.0021]","[0.6355, 0.0021]","[0.2677, 0.0016]"
