model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
VNCF,100,1,128,128,0.001,,0.0001,100,5,"[3.2854, 0.0496]","[0.0202, 0.0015]","[0.0195, 0.0012]","[0.0189, 0.0011]","[0.0203, 0.002]","[0.0166, 0.0007]","[0.0953, 0.0033]","[0.0196, 0.0011]","[0.0176, 0.0009]","[0.0167, 0.0007]","[0.02, 0.0016]","[0.0136, 0.0004]","[0.0188, 0.0021]","[0.0788, 0.0054]","[0.1058, 0.0062]","[0.1354, 0.0069]","[0.0378, 0.0038]","[0.2694, 0.0088]"
VNCF,200,1,128,128,0.0001,,0.005,100,5,"[3.2449, 0.0515]","[0.0217, 0.0015]","[0.0214, 0.0013]","[0.0209, 0.0011]","[0.0206, 0.0019]","[0.0176, 0.0007]","[0.0939, 0.0033]","[0.0227, 0.0012]","[0.0201, 0.0009]","[0.0187, 0.0008]","[0.0224, 0.0017]","[0.0131, 0.0004]","[0.0181, 0.0019]","[0.0947, 0.006]","[0.1219, 0.0066]","[0.1517, 0.0072]","[0.046, 0.0043]","[0.2524, 0.0086]"
VNCF,200,1,128,128,5E-05,,0.005,100,5,"[3.2594, 0.0511]","[0.0209, 0.0015]","[0.0206, 0.0012]","[0.0201, 0.0011]","[0.0204, 0.0019]","[0.0171, 0.0007]","[0.0935, 0.0033]","[0.0217, 0.0012]","[0.019, 0.0009]","[0.0179, 0.0008]","[0.0209, 0.0016]","[0.0131, 0.0004]","[0.0185, 0.0019]","[0.0912, 0.0058]","[0.1159, 0.0064]","[0.1433, 0.007]","[0.0414, 0.004]","[0.2563, 0.0087]"
VNCF,100,1,128,128,0.001,,0.0005,100,5,"[3.3004, 0.0501]","[0.0213, 0.0015]","[0.0203, 0.0012]","[0.0196, 0.0011]","[0.0226, 0.002]","[0.0168, 0.0007]","[0.0934, 0.0033]","[0.0192, 0.0011]","[0.018, 0.0009]","[0.0173, 0.0008]","[0.0224, 0.0016]","[0.0132, 0.0004]","[0.0192, 0.0021]","[0.0793, 0.0055]","[0.1088, 0.0063]","[0.1379, 0.0069]","[0.0465, 0.0043]","[0.2538, 0.0086]"
VNCF,200,1,128,128,5E-05,,0.001,100,5,"[3.3741, 0.0495]","[0.0199, 0.0015]","[0.0191, 0.0012]","[0.0184, 0.001]","[0.0215, 0.002]","[0.0158, 0.0007]","[0.0933, 0.0036]","[0.0179, 0.001]","[0.0169, 0.0008]","[0.0158, 0.0007]","[0.0199, 0.0015]","[0.0128, 0.0004]","[0.0234, 0.0026]","[0.0752, 0.0053]","[0.1039, 0.0061]","[0.1299, 0.0068]","[0.0417, 0.004]","[0.2516, 0.0087]"
VNCF,200,1,128,128,0.001,,0.0005,100,5,"[3.3339, 0.0499]","[0.0198, 0.0015]","[0.0194, 0.0012]","[0.019, 0.0011]","[0.0206, 0.002]","[0.0164, 0.0007]","[0.092, 0.0034]","[0.0184, 0.0011]","[0.0184, 0.0009]","[0.0175, 0.0008]","[0.0196, 0.0016]","[0.013, 0.0004]","[0.02, 0.0022]","[0.0721, 0.0052]","[0.1068, 0.0062]","[0.1372, 0.0069]","[0.0391, 0.0039]","[0.2524, 0.0087]"
VNCF,200,1,128,128,0.001,,0.0001,100,5,"[3.3151, 0.0497]","[0.0185, 0.0014]","[0.0184, 0.0012]","[0.0181, 0.001]","[0.0188, 0.0019]","[0.0161, 0.0007]","[0.0915, 0.0033]","[0.0183, 0.0011]","[0.0177, 0.0009]","[0.0167, 0.0007]","[0.0183, 0.0015]","[0.0131, 0.0004]","[0.0187, 0.002]","[0.0726, 0.0052]","[0.1079, 0.0062]","[0.1356, 0.0069]","[0.0339, 0.0035]","[0.2584, 0.0087]"
VNCF,100,1,128,128,5E-05,,0.001,100,5,"[3.3677, 0.0487]","[0.0186, 0.0014]","[0.0179, 0.0012]","[0.0173, 0.001]","[0.0204, 0.002]","[0.0154, 0.0007]","[0.0913, 0.0033]","[0.0169, 0.001]","[0.0159, 0.0008]","[0.0154, 0.0007]","[0.0184, 0.0015]","[0.0131, 0.0004]","[0.0195, 0.0021]","[0.0654, 0.0049]","[0.0916, 0.0057]","[0.1201, 0.0064]","[0.0361, 0.0036]","[0.2588, 0.0087]"
VNCF,100,1,128,128,5E-05,,0.0001,100,5,"[3.5075, 0.0503]","[0.025, 0.0017]","[0.0225, 0.0014]","[0.0209, 0.0012]","[0.0293, 0.0024]","[0.0157, 0.0007]","[0.0898, 0.0041]","[0.0194, 0.0011]","[0.0168, 0.0008]","[0.0154, 0.0007]","[0.0238, 0.0017]","[0.0104, 0.0004]","[0.0321, 0.0032]","[0.0861, 0.0057]","[0.1077, 0.0063]","[0.1269, 0.0067]","[0.0556, 0.0047]","[0.2038, 0.008]"
VNCF,200,1,128,128,0.0001,,0.001,100,5,"[3.3969, 0.0494]","[0.0186, 0.0014]","[0.0181, 0.0012]","[0.0177, 0.001]","[0.0192, 0.0019]","[0.0156, 0.0007]","[0.0888, 0.0034]","[0.0176, 0.001]","[0.0167, 0.0008]","[0.0158, 0.0007]","[0.0193, 0.0015]","[0.0127, 0.0004]","[0.0199, 0.0023]","[0.071, 0.0051]","[0.1008, 0.006]","[0.1241, 0.0065]","[0.04, 0.0039]","[0.2418, 0.0085]"
VNCF,100,1,128,128,0.001,,0.005,100,5,"[3.3567, 0.0494]","[0.0185, 0.0014]","[0.0182, 0.0012]","[0.018, 0.001]","[0.0173, 0.0018]","[0.0159, 0.0007]","[0.0885, 0.0033]","[0.0181, 0.0011]","[0.0175, 0.0009]","[0.0166, 0.0008]","[0.0188, 0.0015]","[0.0128, 0.0004]","[0.0175, 0.0021]","[0.0704, 0.0051]","[0.1024, 0.0061]","[0.1304, 0.0067]","[0.035, 0.0036]","[0.2474, 0.0085]"
VNCF,200,1,128,128,0.0001,,0.0001,100,5,"[3.5445, 0.0501]","[0.0232, 0.0016]","[0.0213, 0.0013]","[0.0198, 0.0011]","[0.0258, 0.0022]","[0.015, 0.0007]","[0.0829, 0.0037]","[0.019, 0.0011]","[0.0167, 0.0008]","[0.0146, 0.0007]","[0.0245, 0.0017]","[0.0098, 0.0004]","[0.0241, 0.0026]","[0.0861, 0.0058]","[0.11, 0.0064]","[0.1243, 0.0067]","[0.0567, 0.0048]","[0.1941, 0.0079]"
VNCF,200,1,128,128,5E-05,,0.0001,100,5,"[3.6609, 0.049]","[0.0231, 0.0016]","[0.0208, 0.0013]","[0.0191, 0.0011]","[0.0268, 0.0023]","[0.0142, 0.0007]","[0.0785, 0.0038]","[0.0176, 0.001]","[0.0151, 0.0008]","[0.0135, 0.0007]","[0.0226, 0.0016]","[0.0091, 0.0004]","[0.0279, 0.0029]","[0.0762, 0.0054]","[0.0958, 0.006]","[0.1124, 0.0064]","[0.0509, 0.0045]","[0.1748, 0.0076]"
