model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
INCF,200,1,128,128,0.0001,,0.005,100,5,"[3.1635, 0.0517]","[0.0267, 0.0017]","[0.0252, 0.0014]","[0.024, 0.0012]","[0.0283, 0.0023]","[0.0194, 0.0008]","[0.1068, 0.0038]","[0.0235, 0.0012]","[0.0213, 0.001]","[0.0197, 0.0008]","[0.0273, 0.0018]","[0.0141, 0.0005]","[0.0281, 0.0027]","[0.0968, 0.006]","[0.1298, 0.0068]","[0.1574, 0.0073]","[0.0597, 0.0048]","[0.2712, 0.0088]"
INCF,200,1,128,128,0.001,,0.005,100,5,"[3.1378, 0.0516]","[0.025, 0.0016]","[0.0241, 0.0014]","[0.0233, 0.0012]","[0.0251, 0.0021]","[0.0195, 0.0008]","[0.1064, 0.0037]","[0.0237, 0.0012]","[0.0218, 0.001]","[0.02, 0.0008]","[0.0266, 0.0018]","[0.0147, 0.0005]","[0.0239, 0.0024]","[0.0976, 0.006]","[0.1331, 0.0069]","[0.1601, 0.0074]","[0.0554, 0.0047]","[0.2815, 0.0089]"
INCF,200,1,128,128,0.001,,0.001,100,5,"[3.2207, 0.0511]","[0.0238, 0.0016]","[0.0226, 0.0013]","[0.0215, 0.0011]","[0.0253, 0.0022]","[0.0178, 0.0007]","[0.1013, 0.0037]","[0.0215, 0.0011]","[0.0193, 0.0009]","[0.0182, 0.0008]","[0.0243, 0.0017]","[0.0134, 0.0004]","[0.0228, 0.0024]","[0.0935, 0.0059]","[0.1214, 0.0066]","[0.1494, 0.0072]","[0.0536, 0.0046]","[0.2632, 0.0087]"
INCF,100,1,128,128,0.0001,,0.005,100,5,"[3.1854, 0.0519]","[0.0224, 0.0015]","[0.022, 0.0013]","[0.0216, 0.0011]","[0.0223, 0.002]","[0.0183, 0.0007]","[0.1, 0.0036]","[0.0224, 0.0012]","[0.0206, 0.001]","[0.0198, 0.0008]","[0.0233, 0.0017]","[0.0135, 0.0005]","[0.0213, 0.0023]","[0.0924, 0.0058]","[0.1269, 0.0067]","[0.1601, 0.0073]","[0.0505, 0.0045]","[0.2644, 0.0088]"
INCF,200,1,128,128,0.001,,0.0005,100,5,"[3.3047, 0.0514]","[0.0258, 0.0017]","[0.024, 0.0014]","[0.0226, 0.0012]","[0.0287, 0.0023]","[0.0176, 0.0007]","[0.0981, 0.0039]","[0.0219, 0.0012]","[0.0193, 0.0009]","[0.0175, 0.0007]","[0.0265, 0.0018]","[0.0122, 0.0004]","[0.028, 0.0028]","[0.0943, 0.006]","[0.1208, 0.0066]","[0.1474, 0.0072]","[0.06, 0.0049]","[0.2393, 0.0085]"
INCF,200,1,128,128,5E-05,,0.005,100,5,"[3.3229, 0.0505]","[0.0219, 0.0016]","[0.021, 0.0013]","[0.0202, 0.0011]","[0.0232, 0.0021]","[0.0172, 0.0007]","[0.0981, 0.0039]","[0.0198, 0.0011]","[0.0186, 0.0009]","[0.0175, 0.0008]","[0.0217, 0.0016]","[0.0133, 0.0005]","[0.0266, 0.0029]","[0.0836, 0.0057]","[0.1137, 0.0064]","[0.1413, 0.007]","[0.0486, 0.0045]","[0.2537, 0.0087]"
INCF,100,1,128,128,0.001,,0.005,100,5,"[3.3781, 0.05]","[0.0226, 0.0016]","[0.0212, 0.0013]","[0.0201, 0.0012]","[0.0248, 0.0022]","[0.0167, 0.0007]","[0.0945, 0.0037]","[0.0194, 0.0011]","[0.0177, 0.0009]","[0.0163, 0.0008]","[0.0228, 0.0017]","[0.0129, 0.0005]","[0.0249, 0.0027]","[0.0808, 0.0055]","[0.1081, 0.0063]","[0.1298, 0.0068]","[0.0488, 0.0044]","[0.2433, 0.0085]"
INCF,100,1,128,128,0.001,,0.001,100,5,"[3.3723, 0.05]","[0.0208, 0.0015]","[0.0198, 0.0013]","[0.019, 0.0011]","[0.0227, 0.0021]","[0.0159, 0.0007]","[0.0905, 0.0036]","[0.0183, 0.0011]","[0.0174, 0.0009]","[0.0165, 0.0007]","[0.0197, 0.0015]","[0.012, 0.0004]","[0.0222, 0.0025]","[0.0776, 0.0054]","[0.106, 0.0062]","[0.1331, 0.0068]","[0.0408, 0.004]","[0.2367, 0.0085]"
INCF,100,1,128,128,5E-05,,0.005,100,5,"[3.3602, 0.0504]","[0.0206, 0.0015]","[0.02, 0.0012]","[0.0193, 0.0011]","[0.0212, 0.002]","[0.0163, 0.0007]","[0.0903, 0.0035]","[0.0195, 0.0011]","[0.0181, 0.0009]","[0.0169, 0.0008]","[0.0213, 0.0016]","[0.0123, 0.0004]","[0.0198, 0.0023]","[0.0807, 0.0054]","[0.1096, 0.0062]","[0.1339, 0.0068]","[0.0456, 0.0042]","[0.2376, 0.0085]"
INCF,200,1,128,128,0.0001,,0.001,100,5,"[3.5225, 0.0509]","[0.0254, 0.0017]","[0.0233, 0.0014]","[0.0216, 0.0012]","[0.0287, 0.0023]","[0.0162, 0.0007]","[0.0867, 0.0039]","[0.0209, 0.0011]","[0.0179, 0.0009]","[0.016, 0.0007]","[0.0252, 0.0017]","[0.0106, 0.0004]","[0.0272, 0.0028]","[0.0876, 0.0058]","[0.1093, 0.0063]","[0.1265, 0.0067]","[0.0565, 0.0048]","[0.1969, 0.0079]"
