model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
NCF,200,1,128,128,0.001,,0.005,100,5,"[3.184, 0.0509]","[0.0277, 0.0019]","[0.0254, 0.0015]","[0.024, 0.0013]","[0.0327, 0.0027]","[0.0195, 0.0008]","[0.1121, 0.0042]","[0.0216, 0.0012]","[0.0204, 0.0009]","[0.0193, 0.0008]","[0.0255, 0.0018]","[0.0146, 0.0005]","[0.0351, 0.0034]","[0.0859, 0.0056]","[0.1213, 0.0065]","[0.1491, 0.0071]","[0.0527, 0.0045]","[0.2823, 0.009]"
NCF,100,1,128,128,0.001,,0.005,100,5,"[3.167, 0.0516]","[0.0285, 0.0018]","[0.0263, 0.0015]","[0.0248, 0.0013]","[0.032, 0.0025]","[0.0199, 0.0008]","[0.1108, 0.004]","[0.0235, 0.0012]","[0.0209, 0.001]","[0.0195, 0.0008]","[0.0277, 0.0019]","[0.0145, 0.0005]","[0.0315, 0.003]","[0.0947, 0.0058]","[0.1244, 0.0065]","[0.1541, 0.0072]","[0.0567, 0.0046]","[0.2769, 0.0089]"
NCF,200,1,128,128,0.0001,,0.005,100,5,"[3.2143, 0.0517]","[0.0271, 0.0018]","[0.0252, 0.0015]","[0.0239, 0.0013]","[0.03, 0.0024]","[0.0192, 0.0008]","[0.1045, 0.0038]","[0.0228, 0.0012]","[0.0208, 0.001]","[0.0194, 0.0008]","[0.0274, 0.0019]","[0.0137, 0.0005]","[0.0273, 0.0026]","[0.091, 0.0058]","[0.1267, 0.0067]","[0.159, 0.0074]","[0.0554, 0.0046]","[0.2655, 0.0089]"
NCF,200,1,128,128,0.001,,0.001,100,5,"[3.2192, 0.051]","[0.0227, 0.0015]","[0.0218, 0.0013]","[0.0211, 0.0011]","[0.0234, 0.0021]","[0.0178, 0.0007]","[0.0999, 0.0035]","[0.0213, 0.0011]","[0.0195, 0.0009]","[0.0183, 0.0008]","[0.0225, 0.0016]","[0.0137, 0.0005]","[0.0207, 0.0021]","[0.0902, 0.0058]","[0.1213, 0.0066]","[0.1498, 0.0072]","[0.0465, 0.0042]","[0.2694, 0.0088]"
NCF,200,1,128,128,0.001,,0.0005,100,5,"[3.3521, 0.0515]","[0.028, 0.0018]","[0.0255, 0.0015]","[0.0236, 0.0013]","[0.0327, 0.0026]","[0.0178, 0.0008]","[0.0986, 0.0041]","[0.022, 0.0012]","[0.0193, 0.0009]","[0.0174, 0.0008]","[0.0263, 0.0018]","[0.0117, 0.0004]","[0.0339, 0.0032]","[0.0917, 0.0058]","[0.1176, 0.0065]","[0.1407, 0.007]","[0.0574, 0.0048]","[0.227, 0.0083]"
NCF,100,1,128,128,5E-05,,0.005,100,5,"[3.3588, 0.0504]","[0.0239, 0.0017]","[0.0222, 0.0014]","[0.021, 0.0012]","[0.0266, 0.0023]","[0.017, 0.0007]","[0.0962, 0.0039]","[0.0198, 0.0011]","[0.018, 0.0009]","[0.0168, 0.0008]","[0.0234, 0.0017]","[0.0123, 0.0004]","[0.0288, 0.0029]","[0.0831, 0.0056]","[0.1105, 0.0064]","[0.1355, 0.0069]","[0.0506, 0.0045]","[0.242, 0.0086]"
NCF,200,1,128,128,5E-05,,0.005,100,5,"[3.318, 0.0501]","[0.0203, 0.0014]","[0.0199, 0.0012]","[0.0194, 0.0011]","[0.0199, 0.0019]","[0.0167, 0.0007]","[0.0939, 0.0034]","[0.0197, 0.0011]","[0.0184, 0.0009]","[0.0173, 0.0008]","[0.0214, 0.0016]","[0.0131, 0.0005]","[0.0191, 0.0021]","[0.0819, 0.0055]","[0.1127, 0.0064]","[0.1398, 0.007]","[0.0462, 0.0043]","[0.2575, 0.0087]"
NCF,100,1,128,128,0.0001,,0.005,100,5,"[3.2655, 0.0511]","[0.0201, 0.0014]","[0.02, 0.0012]","[0.0197, 0.0011]","[0.0198, 0.0019]","[0.0172, 0.0007]","[0.0931, 0.0034]","[0.0204, 0.0011]","[0.0197, 0.0009]","[0.0182, 0.0008]","[0.0214, 0.0016]","[0.0131, 0.0005]","[0.0192, 0.0021]","[0.0846, 0.0057]","[0.1212, 0.0066]","[0.1494, 0.0072]","[0.0439, 0.0041]","[0.2507, 0.0086]"
NCF,100,1,128,128,0.001,,0.001,100,5,"[3.3356, 0.0509]","[0.0208, 0.0015]","[0.0205, 0.0012]","[0.02, 0.0011]","[0.0214, 0.002]","[0.0167, 0.0007]","[0.0919, 0.0035]","[0.02, 0.0011]","[0.0193, 0.0009]","[0.0177, 0.0008]","[0.0209, 0.0016]","[0.0122, 0.0004]","[0.0221, 0.0024]","[0.083, 0.0056]","[0.1205, 0.0066]","[0.1481, 0.0072]","[0.0438, 0.0041]","[0.24, 0.0085]"
NCF,200,1,128,128,0.0001,,0.001,100,5,"[3.5407, 0.0498]","[0.025, 0.0017]","[0.0224, 0.0014]","[0.0207, 0.0012]","[0.0296, 0.0025]","[0.0158, 0.0007]","[0.0869, 0.0039]","[0.0183, 0.0011]","[0.0163, 0.0008]","[0.0153, 0.0007]","[0.0235, 0.0017]","[0.0106, 0.0004]","[0.0289, 0.003]","[0.0744, 0.0052]","[0.0975, 0.0059]","[0.1198, 0.0065]","[0.0483, 0.0043]","[0.2007, 0.008]"
