model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG@10,NDCG@15,NDCG@20,NDCG@5,NDCG@50,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
NCF,100,1,128,128,5e-05,,0.0001,100,5,"[0.1161, 0.0013]","[0.1157, 0.0011]","[0.1154, 0.001]","[0.1167, 0.0017]","[0.1128, 0.0007]","[0.1319, 0.0012]","[0.1696, 0.0013]","[0.2031, 0.0013]","[0.086, 0.0011]","[0.3579, 0.0013]","[0.1153, 0.001]","[0.1147, 0.0008]","[0.1141, 0.0007]","[0.1162, 0.0014]","[0.1084, 0.0005]","[0.148, 0.0013]","[0.2214, 0.0016]","[0.2939, 0.0017]","[0.0745, 0.001]","[0.6997, 0.0017]"
NCF,100,1,128,128,5e-05,,0.0005,100,5,"[0.0862, 0.0011]","[0.0874, 0.001]","[0.0885, 0.0008]","[0.0847, 0.0015]","[0.0933, 0.0006]","[0.0988, 0.0011]","[0.1301, 0.0011]","[0.1592, 0.0012]","[0.0627, 0.001]","[0.3125, 0.0012]","[0.0886, 0.0009]","[0.0906, 0.0008]","[0.0925, 0.0007]","[0.0865, 0.0012]","[0.0994, 0.0005]","[0.1123, 0.0012]","[0.173, 0.0014]","[0.2362, 0.0016]","[0.0546, 0.0009]","[0.6392, 0.0018]"
NCF,100,1,128,128,5e-05,,0.001,100,5,"[0.118, 0.0013]","[0.1169, 0.0011]","[0.1159, 0.001]","[0.12, 0.0017]","[0.1123, 0.0007]","[0.134, 0.0012]","[0.1709, 0.0013]","[0.2032, 0.0013]","[0.0885, 0.0011]","[0.3573, 0.0013]","[0.1154, 0.001]","[0.1139, 0.0008]","[0.1127, 0.0007]","[0.1177, 0.0014]","[0.1076, 0.0005]","[0.149, 0.0013]","[0.2208, 0.0016]","[0.2911, 0.0017]","[0.0762, 0.001]","[0.6944, 0.0018]"
NCF,100,1,128,128,0.0001,,0.0001,100,5,"[0.0834, 0.0011]","[0.085, 0.001]","[0.0863, 0.0009]","[0.081, 0.0015]","[0.0919, 0.0006]","[0.0954, 0.0011]","[0.1263, 0.0011]","[0.155, 0.0012]","[0.0595, 0.0009]","[0.3092, 0.0012]","[0.0869, 0.0009]","[0.0892, 0.0008]","[0.0911, 0.0007]","[0.0834, 0.0012]","[0.0992, 0.0005]","[0.1089, 0.0012]","[0.1688, 0.0014]","[0.2311, 0.0016]","[0.0517, 0.0008]","[0.6366, 0.0019]"
NCF,100,1,128,128,0.0001,,0.0005,100,5,"[0.1159, 0.0013]","[0.114, 0.0011]","[0.1126, 0.001]","[0.1191, 0.0017]","[0.1089, 0.0007]","[0.1296, 0.0012]","[0.1647, 0.0013]","[0.1956, 0.0013]","[0.087, 0.0011]","[0.3483, 0.0013]","[0.1112, 0.001]","[0.1095, 0.0008]","[0.1082, 0.0007]","[0.1156, 0.0014]","[0.1053, 0.0005]","[0.1424, 0.0013]","[0.2102, 0.0015]","[0.2773, 0.0017]","[0.0743, 0.001]","[0.6778, 0.0018]"
NCF,100,1,128,128,0.0001,,0.001,100,5,"[0.0909, 0.0012]","[0.0926, 0.001]","[0.0939, 0.0009]","[0.0886, 0.0015]","[0.0982, 0.0006]","[0.1044, 0.0011]","[0.1381, 0.0012]","[0.1685, 0.0012]","[0.0656, 0.001]","[0.325, 0.0012]","[0.0944, 0.0009]","[0.0969, 0.0008]","[0.0983, 0.0007]","[0.0914, 0.0013]","[0.1029, 0.0005]","[0.1193, 0.0012]","[0.1847, 0.0015]","[0.2506, 0.0016]","[0.0572, 0.0009]","[0.6622, 0.0018]"
NCF,200,1,128,128,5e-05,,0.0001,100,5,"[0.138, 0.0014]","[0.1332, 0.0012]","[0.1299, 0.001]","[0.146, 0.0019]","[0.1196, 0.0007]","[0.1543, 0.0013]","[0.1919, 0.0014]","[0.2243, 0.0014]","[0.1067, 0.0012]","[0.3743, 0.0013]","[0.1267, 0.001]","[0.122, 0.0008]","[0.1186, 0.0007]","[0.1363, 0.0015]","[0.1084, 0.0005]","[0.1669, 0.0014]","[0.2405, 0.0016]","[0.3109, 0.0018]","[0.0902, 0.0011]","[0.7029, 0.0017]"
NCF,200,1,128,128,5e-05,,0.0005,100,5,"[0.0991, 0.0012]","[0.0993, 0.001]","[0.0994, 0.0009]","[0.0988, 0.0016]","[0.1003, 0.0006]","[0.1138, 0.0012]","[0.1473, 0.0012]","[0.177, 0.0012]","[0.0736, 0.0011]","[0.3286, 0.0012]","[0.0994, 0.0009]","[0.0998, 0.0008]","[0.1, 0.0007]","[0.0989, 0.0013]","[0.1017, 0.0005]","[0.1288, 0.0013]","[0.1938, 0.0015]","[0.2585, 0.0017]","[0.0643, 0.0009]","[0.6557, 0.0018]"
NCF,200,1,128,128,5e-05,,0.001,100,5,"[0.0997, 0.0012]","[0.1012, 0.001]","[0.1021, 0.0009]","[0.0973, 0.0016]","[0.1044, 0.0006]","[0.1154, 0.0011]","[0.1509, 0.0012]","[0.183, 0.0012]","[0.0728, 0.001]","[0.3396, 0.0012]","[0.1033, 0.001]","[0.1045, 0.0008]","[0.1054, 0.0007]","[0.1, 0.0013]","[0.1059, 0.0005]","[0.1322, 0.0013]","[0.2011, 0.0015]","[0.2707, 0.0017]","[0.064, 0.0009]","[0.6811, 0.0018]"
NCF,200,1,128,128,0.0001,,0.0001,100,5,"[0.0996, 0.0012]","[0.1004, 0.001]","[0.101, 0.0009]","[0.0982, 0.0016]","[0.1027, 0.0006]","[0.1141, 0.0012]","[0.149, 0.0012]","[0.1802, 0.0013]","[0.073, 0.001]","[0.3336, 0.0012]","[0.1013, 0.001]","[0.1025, 0.0008]","[0.1032, 0.0007]","[0.1003, 0.0013]","[0.1036, 0.0005]","[0.1296, 0.0013]","[0.1976, 0.0015]","[0.2651, 0.0017]","[0.0636, 0.0009]","[0.6675, 0.0018]"
