model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
CE-NCF,100,1,128,128,0.001,10,0.0001,10,5,Adam,0.1684,0.3289,0.1187,0.4332
CE-NCF,100,1,128,128,0.001,10,0.0001,20,5,Adam,0.2028,0.3869,0.133,0.4839
CE-NCF,100,1,128,128,0.001,10,0.0001,30,5,Adam,0.23,0.4347,0.1462,0.53
CE-NCF,100,1,128,128,0.001,10,0.0001,40,5,Adam,0.2435,0.4587,0.1552,0.5587
CE-NCF,100,1,128,128,0.001,10,0.0001,50,5,Adam,0.2494,0.4688,0.1595,0.5713
CE-NCF,100,1,128,128,0.001,10,0.0001,60,5,Adam,0.2561,0.4802,0.1629,0.5838
CE-NCF,100,1,128,128,0.001,10,0.0001,70,5,Adam,0.2596,0.4867,0.1662,0.5927
CE-NCF,100,1,128,128,0.001,10,0.0001,80,5,Adam,0.2652,0.4972,0.1701,0.6069
CE-NCF,100,1,128,128,0.001,10,0.0001,90,5,Adam,0.2689,0.5049,0.1732,0.6185
CE-NCF,100,1,128,128,0.001,10,0.0001,100,5,Adam,0.2686,0.5057,0.1746,0.6218
CE-NCF,100,1,128,128,0.001,10,0.0001,110,5,Adam,0.2736,0.5141,0.1762,0.6301
CE-NCF,100,1,128,128,0.001,10,0.0001,120,5,Adam,0.2786,0.5243,0.1803,0.6444
CE-NCF,100,1,128,128,0.001,10,0.0001,130,5,Adam,0.2802,0.5288,0.1819,0.6517
CE-NCF,100,1,128,128,0.001,10,0.0001,140,5,Adam,0.2817,0.5307,0.1823,0.6535
CE-NCF,100,1,128,128,0.001,10,0.0001,150,5,Adam,0.2809,0.53,0.1826,0.6546
CE-NCF,100,1,128,128,0.001,10,0.0001,160,5,Adam,0.2842,0.536,0.1836,0.6582
CE-NCF,100,1,128,128,0.001,10,0.0001,170,5,Adam,0.2827,0.5335,0.1834,0.6586
CE-NCF,100,1,128,128,0.001,10,0.0001,180,5,Adam,0.2852,0.5385,0.1841,0.6625
CE-NCF,100,1,128,128,0.001,10,0.0001,190,5,Adam,0.2845,0.5378,0.1848,0.6643
CE-NCF,100,1,128,128,0.001,10,0.0001,200,5,Adam,0.2851,0.5391,0.1849,0.6653
CE-NCF,100,1,128,128,0.001,10,0.0001,210,5,Adam,0.2899,0.5486,0.1877,0.6763
CE-NCF,100,1,128,128,0.001,10,0.0001,220,5,Adam,0.2908,0.5496,0.1882,0.6775
CE-NCF,100,1,128,128,0.001,10,0.0001,230,5,Adam,0.291,0.5501,0.1886,0.679
CE-NCF,100,1,128,128,0.001,10,0.0001,240,5,Adam,0.29,0.5497,0.1888,0.6792
CE-NCF,100,1,128,128,0.001,10,0.0001,250,5,Adam,0.2922,0.5531,0.1891,0.6814
CE-NCF,100,1,128,128,0.001,10,0.0001,260,5,Adam,0.2936,0.5563,0.1904,0.6864
CE-NCF,100,1,128,128,0.001,10,0.0001,270,5,Adam,0.2959,0.5606,0.191,0.6892
CE-NCF,100,1,128,128,0.001,10,0.0001,280,5,Adam,0.2972,0.5629,0.192,0.6931
CE-NCF,100,1,128,128,0.001,10,0.0001,290,5,Adam,0.2969,0.5617,0.1913,0.6892
CE-NCF,100,1,128,128,0.001,10,0.0001,300,5,Adam,0.2968,0.5624,0.1917,0.6925
E-NCF,100,1,128,128,0.0001,10,0.0001,10,5,Adam,0.3131,0.5911,0.1984,0.7163
E-NCF,100,1,128,128,0.0001,10,0.0001,20,5,Adam,0.3132,0.5899,0.1975,0.7117
E-NCF,100,1,128,128,0.0001,10,0.0001,30,5,Adam,0.3127,0.5878,0.1968,0.7086
E-NCF,100,1,128,128,0.0001,10,0.0001,40,5,Adam,0.3129,0.5898,0.198,0.7133
E-NCF,100,1,128,128,0.0001,10,0.0001,50,5,Adam,0.3116,0.587,0.1964,0.7081
E-NCF,100,1,128,128,0.0001,10,0.0001,60,5,Adam,0.3101,0.5837,0.1955,0.7045
E-NCF,100,1,128,128,0.0001,10,0.0001,70,5,Adam,0.3069,0.5784,0.1953,0.7019
