model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
CE-NCF,100,1,128,128,0.001,10,0.0001,10,5,Adam,0.1544,0.307,0.1176,0.4257
CE-NCF,100,1,128,128,0.001,10,0.0001,20,5,Adam,0.1926,0.3725,0.1314,0.4772
CE-NCF,100,1,128,128,0.001,10,0.0001,30,5,Adam,0.2199,0.4178,0.1426,0.5159
CE-NCF,100,1,128,128,0.001,10,0.0001,40,5,Adam,0.2415,0.4557,0.1541,0.5539
CE-NCF,100,1,128,128,0.001,10,0.0001,50,5,Adam,0.2546,0.4809,0.1646,0.5889
CE-NCF,100,1,128,128,0.001,10,0.0001,60,5,Adam,0.2589,0.4873,0.1668,0.5957
CE-NCF,100,1,128,128,0.001,10,0.0001,70,5,Adam,0.2641,0.496,0.1688,0.6035
CE-NCF,100,1,128,128,0.001,10,0.0001,80,5,Adam,0.2687,0.5045,0.1722,0.6145
CE-NCF,100,1,128,128,0.001,10,0.0001,90,5,Adam,0.273,0.5128,0.1754,0.6274
CE-NCF,100,1,128,128,0.001,10,0.0001,100,5,Adam,0.2749,0.5163,0.177,0.6324
CE-NCF,100,1,128,128,0.001,10,0.0001,110,5,Adam,0.2787,0.524,0.1802,0.6439
CE-NCF,100,1,128,128,0.001,10,0.0001,120,5,Adam,0.2782,0.5225,0.1798,0.6413
CE-NCF,100,1,128,128,0.001,10,0.0001,130,5,Adam,0.2813,0.529,0.1815,0.6501
CE-NCF,100,1,128,128,0.001,10,0.0001,140,5,Adam,0.2829,0.532,0.1821,0.6526
CE-NCF,100,1,128,128,0.001,10,0.0001,150,5,Adam,0.2839,0.5352,0.1838,0.6588
CE-NCF,100,1,128,128,0.001,10,0.0001,160,5,Adam,0.286,0.5386,0.1838,0.66
CE-NCF,100,1,128,128,0.001,10,0.0001,170,5,Adam,0.2861,0.5399,0.1854,0.6665
CE-NCF,100,1,128,128,0.001,10,0.0001,180,5,Adam,0.2883,0.5437,0.1857,0.6678
CE-NCF,100,1,128,128,0.001,10,0.0001,190,5,Adam,0.2903,0.5474,0.1864,0.671
CE-NCF,100,1,128,128,0.001,10,0.0001,200,5,Adam,0.29,0.547,0.1869,0.6724
CE-NCF,100,1,128,128,0.001,10,0.0001,210,5,Adam,0.2927,0.5523,0.1883,0.6789
CE-NCF,100,1,128,128,0.001,10,0.0001,220,5,Adam,0.2915,0.5496,0.1869,0.6732
CE-NCF,100,1,128,128,0.001,10,0.0001,230,5,Adam,0.2939,0.5547,0.189,0.6812
CE-NCF,100,1,128,128,0.001,10,0.0001,240,5,Adam,0.2944,0.5565,0.1895,0.684
CE-NCF,100,1,128,128,0.001,10,0.0001,250,5,Adam,0.296,0.558,0.1892,0.6816
CE-NCF,100,1,128,128,0.001,10,0.0001,260,5,Adam,0.2948,0.5565,0.1895,0.6829
CE-NCF,100,1,128,128,0.001,10,0.0001,270,5,Adam,0.2979,0.5629,0.191,0.6896
CE-NCF,100,1,128,128,0.001,10,0.0001,280,5,Adam,0.2971,0.5607,0.1903,0.6862
CE-NCF,100,1,128,128,0.001,10,0.0001,290,5,Adam,0.2995,0.567,0.1924,0.6955
CE-NCF,100,1,128,128,0.001,10,0.0001,300,5,Adam,0.3003,0.5672,0.1924,0.6952
E-NCF,100,1,128,128,0.0001,10,0.0001,10,5,Adam,0.3152,0.5963,0.2002,0.7242
E-NCF,100,1,128,128,0.0001,10,0.0001,20,5,Adam,0.3167,0.5977,0.199,0.7221
E-NCF,100,1,128,128,0.0001,10,0.0001,30,5,Adam,0.3144,0.5952,0.2005,0.7254
E-NCF,100,1,128,128,0.0001,10,0.0001,40,5,Adam,0.3111,0.5873,0.1961,0.7102
E-NCF,100,1,128,128,0.0001,10,0.0001,50,5,Adam,0.3088,0.5839,0.1969,0.7106
E-NCF,100,1,128,128,0.0001,10,0.0001,60,5,Adam,0.3088,0.5836,0.197,0.7103
E-NCF,100,1,128,128,0.0001,10,0.0001,70,5,Adam,0.3108,0.5876,0.1971,0.713
E-NCF,100,1,128,128,0.0001,10,0.0001,80,5,Adam,0.3101,0.5855,0.1977,0.7125
E-NCF,100,1,128,128,0.0001,10,0.0001,90,5,Adam,0.3141,0.593,0.1985,0.7182
E-NCF,100,1,128,128,0.0001,10,0.0001,100,5,Adam,0.3099,0.5858,0.1962,0.7101
E-NCF,100,1,128,128,0.0001,10,0.0001,110,5,Adam,0.31,0.5851,0.1961,0.7089
E-NCF,100,1,128,128,0.0001,10,0.0001,120,5,Adam,0.3102,0.5851,0.1972,0.7096
E-NCF,100,1,128,128,0.0001,10,0.0001,130,5,Adam,0.3128,0.5907,0.1986,0.7175
E-NCF,100,1,128,128,0.0001,10,0.0001,140,5,Adam,0.3136,0.5914,0.1986,0.7143
E-NCF,100,1,128,128,0.0001,10,0.0001,150,5,Adam,0.3093,0.5844,0.1967,0.7096
E-NCF,100,1,128,128,0.0001,10,0.0001,160,5,Adam,0.3142,0.5934,0.1994,0.7193
E-NCF,100,1,128,128,0.0001,10,0.0001,170,5,Adam,0.3081,0.5816,0.1952,0.7032
E-NCF,100,1,128,128,0.0001,10,0.0001,180,5,Adam,0.3132,0.5913,0.1974,0.7138
E-NCF,100,1,128,128,0.0001,10,0.0001,190,5,Adam,0.3113,0.5879,0.1977,0.7127
E-NCF,100,1,128,128,0.0001,10,0.0001,200,5,Adam,0.3144,0.5934,0.1982,0.7172
E-NCF,100,1,128,128,0.0001,10,0.0001,210,5,Adam,0.3132,0.5914,0.1979,0.7154
E-NCF,100,1,128,128,0.0001,10,0.0001,220,5,Adam,0.3116,0.5882,0.1969,0.7101
E-NCF,100,1,128,128,0.0001,10,0.0001,230,5,Adam,0.3133,0.5906,0.1979,0.7135
E-NCF,100,1,128,128,0.0001,10,0.0001,240,5,Adam,0.3145,0.594,0.1989,0.7175
E-NCF,100,1,128,128,0.0001,10,0.0001,250,5,Adam,0.3145,0.594,0.1984,0.7166
E-NCF,100,1,128,128,0.0001,10,0.0001,260,5,Adam,0.3119,0.5889,0.1972,0.7119
E-NCF,100,1,128,128,0.0001,10,0.0001,270,5,Adam,0.3134,0.5921,0.1987,0.7159
E-NCF,100,1,128,128,0.0001,10,0.0001,280,5,Adam,0.3128,0.5907,0.1985,0.715
E-NCF,100,1,128,128,0.0001,10,0.0001,290,5,Adam,0.314,0.5933,0.1986,0.7166
E-NCF,100,1,128,128,0.0001,10,0.0001,300,5,Adam,0.3128,0.5906,0.1988,0.7151
E-VNCF,200,1,128,128,5e-05,10,0.0001,10,5,Adam,0.2836,0.5415,0.193,0.6952
E-VNCF,200,1,128,128,5e-05,10,0.0001,20,5,Adam,0.3246,0.6137,0.2051,0.742
E-VNCF,200,1,128,128,5e-05,10,0.0001,30,5,Adam,0.3253,0.6136,0.2051,0.7424
E-VNCF,200,1,128,128,5e-05,10,0.0001,40,5,Adam,0.3226,0.6079,0.2022,0.7319
E-VNCF,200,1,128,128,5e-05,10,0.0001,50,5,Adam,0.3232,0.6081,0.2029,0.7329
E-VNCF,200,1,128,128,5e-05,10,0.0001,60,5,Adam,0.3204,0.6033,0.2019,0.7283
E-VNCF,200,1,128,128,5e-05,10,0.0001,70,5,Adam,0.3226,0.6079,0.2031,0.7341
E-VNCF,200,1,128,128,5e-05,10,0.0001,80,5,Adam,0.3212,0.6051,0.2026,0.7297
E-VNCF,200,1,128,128,5e-05,10,0.0001,90,5,Adam,0.3213,0.6049,0.2016,0.7287
E-VNCF,200,1,128,128,5e-05,10,0.0001,100,5,Adam,0.3205,0.6024,0.1995,0.7221
E-VNCF,200,1,128,128,5e-05,10,0.0001,110,5,Adam,0.3213,0.6045,0.2019,0.7276
E-VNCF,200,1,128,128,5e-05,10,0.0001,120,5,Adam,0.32,0.6031,0.202,0.7274
E-VNCF,200,1,128,128,5e-05,10,0.0001,130,5,Adam,0.3175,0.5967,0.1989,0.7162
E-VNCF,200,1,128,128,5e-05,10,0.0001,140,5,Adam,0.3204,0.6027,0.2008,0.7243
E-VNCF,200,1,128,128,5e-05,10,0.0001,150,5,Adam,0.3199,0.602,0.2007,0.7251
E-VNCF,200,1,128,128,5e-05,10,0.0001,160,5,Adam,0.32,0.6024,0.2011,0.7247
E-VNCF,200,1,128,128,5e-05,10,0.0001,170,5,Adam,0.3212,0.6045,0.2008,0.7255
E-VNCF,200,1,128,128,5e-05,10,0.0001,180,5,Adam,0.3199,0.6018,0.2005,0.7217
E-VNCF,200,1,128,128,5e-05,10,0.0001,190,5,Adam,0.3207,0.6037,0.2011,0.7255
E-VNCF,200,1,128,128,5e-05,10,0.0001,200,5,Adam,0.3188,0.6005,0.2001,0.7225
E-VNCF,200,1,128,128,5e-05,10,0.0001,210,5,Adam,0.3196,0.6017,0.2003,0.7222
E-VNCF,200,1,128,128,5e-05,10,0.0001,220,5,Adam,0.3224,0.6067,0.2025,0.7296
E-VNCF,200,1,128,128,5e-05,10,0.0001,230,5,Adam,0.322,0.6074,0.2028,0.7332
E-VNCF,200,1,128,128,5e-05,10,0.0001,240,5,Adam,0.3215,0.6061,0.2026,0.7296
E-VNCF,200,1,128,128,5e-05,10,0.0001,250,5,Adam,0.319,0.5993,0.1997,0.7196
E-VNCF,200,1,128,128,5e-05,10,0.0001,260,5,Adam,0.321,0.6041,0.2021,0.7274
