model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
CE-NCF,100,1,128,128,0.001,10,0.0001,10,5,Adam,0.1768,0.3423,0.1233,0.4473
CE-NCF,100,1,128,128,0.001,10,0.0001,20,5,Adam,0.2056,0.3905,0.1347,0.4874
CE-NCF,100,1,128,128,0.001,10,0.0001,30,5,Adam,0.2284,0.4288,0.1469,0.5248
CE-NCF,100,1,128,128,0.001,10,0.0001,40,5,Adam,0.242,0.4526,0.1546,0.5505
CE-NCF,100,1,128,128,0.001,10,0.0001,50,5,Adam,0.2517,0.4702,0.1602,0.5695
CE-NCF,100,1,128,128,0.001,10,0.0001,60,5,Adam,0.2563,0.4789,0.1637,0.581
CE-NCF,100,1,128,128,0.001,10,0.0001,70,5,Adam,0.2619,0.4894,0.1669,0.5933
CE-NCF,100,1,128,128,0.001,10,0.0001,80,5,Adam,0.2637,0.4937,0.1695,0.602
CE-NCF,100,1,128,128,0.001,10,0.0001,90,5,Adam,0.2667,0.5003,0.1729,0.6132
CE-NCF,100,1,128,128,0.001,10,0.0001,100,5,Adam,0.2708,0.5094,0.1754,0.6243
CE-NCF,100,1,128,128,0.001,10,0.0001,110,5,Adam,0.2733,0.515,0.1784,0.6341
CE-NCF,100,1,128,128,0.001,10,0.0001,120,5,Adam,0.2737,0.5156,0.1777,0.6327
CE-NCF,100,1,128,128,0.001,10,0.0001,130,5,Adam,0.276,0.5199,0.1796,0.6387
CE-NCF,100,1,128,128,0.001,10,0.0001,140,5,Adam,0.2783,0.5247,0.1805,0.644
CE-NCF,100,1,128,128,0.001,10,0.0001,150,5,Adam,0.2826,0.5325,0.1837,0.6549
CE-NCF,100,1,128,128,0.001,10,0.0001,160,5,Adam,0.2814,0.5317,0.1835,0.6563
CE-NCF,100,1,128,128,0.001,10,0.0001,170,5,Adam,0.2846,0.5384,0.1856,0.6642
CE-NCF,100,1,128,128,0.001,10,0.0001,180,5,Adam,0.2855,0.5387,0.1852,0.6631
CE-NCF,100,1,128,128,0.001,10,0.0001,190,5,Adam,0.2884,0.5455,0.187,0.6708
CE-NCF,100,1,128,128,0.001,10,0.0001,200,5,Adam,0.2888,0.5457,0.1883,0.674
CE-NCF,100,1,128,128,0.001,10,0.0001,210,5,Adam,0.2891,0.5473,0.1879,0.6757
CE-NCF,100,1,128,128,0.001,10,0.0001,220,5,Adam,0.29,0.5493,0.1888,0.6791
CE-NCF,100,1,128,128,0.001,10,0.0001,230,5,Adam,0.2916,0.5516,0.1889,0.6794
CE-NCF,100,1,128,128,0.001,10,0.0001,240,5,Adam,0.2921,0.5535,0.1903,0.6836
CE-NCF,100,1,128,128,0.001,10,0.0001,250,5,Adam,0.2947,0.5576,0.1909,0.6869
CE-NCF,100,1,128,128,0.001,10,0.0001,260,5,Adam,0.2963,0.5597,0.1907,0.6849
CE-NCF,100,1,128,128,0.001,10,0.0001,270,5,Adam,0.2966,0.5619,0.1914,0.6897
CE-NCF,100,1,128,128,0.001,10,0.0001,280,5,Adam,0.2965,0.5609,0.1917,0.6896
CE-NCF,100,1,128,128,0.001,10,0.0001,290,5,Adam,0.298,0.5638,0.1918,0.6909
CE-NCF,100,1,128,128,0.001,10,0.0001,300,5,Adam,0.2988,0.5656,0.1921,0.6926
E-NCF,100,1,128,128,0.0001,10,0.0001,10,5,Adam,0.3124,0.5905,0.1992,0.7161
E-NCF,100,1,128,128,0.0001,10,0.0001,20,5,Adam,0.3148,0.5946,0.1981,0.7198
E-NCF,100,1,128,128,0.0001,10,0.0001,30,5,Adam,0.3139,0.5934,0.1982,0.7195
E-NCF,100,1,128,128,0.0001,10,0.0001,40,5,Adam,0.313,0.5905,0.1981,0.7141
E-NCF,100,1,128,128,0.0001,10,0.0001,50,5,Adam,0.3147,0.5924,0.1985,0.7158
E-NCF,100,1,128,128,0.0001,10,0.0001,60,5,Adam,0.3136,0.5908,0.1986,0.716
E-NCF,100,1,128,128,0.0001,10,0.0001,70,5,Adam,0.3106,0.5848,0.1966,0.708
E-NCF,100,1,128,128,0.0001,10,0.0001,80,5,Adam,0.3117,0.588,0.1979,0.7131
E-NCF,100,1,128,128,0.0001,10,0.0001,90,5,Adam,0.3127,0.5887,0.1972,0.7111
E-NCF,100,1,128,128,0.0001,10,0.0001,100,5,Adam,0.3126,0.5895,0.1977,0.7137
E-NCF,100,1,128,128,0.0001,10,0.0001,110,5,Adam,0.3118,0.5864,0.1966,0.7077
E-NCF,100,1,128,128,0.0001,10,0.0001,120,5,Adam,0.3095,0.5846,0.1962,0.7086
E-NCF,100,1,128,128,0.0001,10,0.0001,130,5,Adam,0.3118,0.5884,0.1982,0.7137
E-NCF,100,1,128,128,0.0001,10,0.0001,140,5,Adam,0.3092,0.5825,0.1957,0.7061
E-NCF,100,1,128,128,0.0001,10,0.0001,150,5,Adam,0.3113,0.5865,0.1975,0.7121
E-NCF,100,1,128,128,0.0001,10,0.0001,160,5,Adam,0.3123,0.5883,0.1973,0.7112
E-NCF,100,1,128,128,0.0001,10,0.0001,170,5,Adam,0.3124,0.5886,0.198,0.7128
E-NCF,100,1,128,128,0.0001,10,0.0001,180,5,Adam,0.3113,0.5864,0.1969,0.7086
E-NCF,100,1,128,128,0.0001,10,0.0001,190,5,Adam,0.312,0.5883,0.1987,0.7141
E-NCF,100,1,128,128,0.0001,10,0.0001,200,5,Adam,0.3141,0.5905,0.1979,0.7114
E-NCF,100,1,128,128,0.0001,10,0.0001,210,5,Adam,0.3139,0.591,0.1979,0.7133
E-NCF,100,1,128,128,0.0001,10,0.0001,220,5,Adam,0.3113,0.5874,0.1973,0.7118
E-NCF,100,1,128,128,0.0001,10,0.0001,230,5,Adam,0.3124,0.5895,0.1972,0.7118
E-NCF,100,1,128,128,0.0001,10,0.0001,240,5,Adam,0.3121,0.589,0.1975,0.713
E-NCF,100,1,128,128,0.0001,10,0.0001,250,5,Adam,0.3159,0.5946,0.1992,0.7171
E-NCF,100,1,128,128,0.0001,10,0.0001,260,5,Adam,0.3119,0.5884,0.1971,0.7117
E-NCF,100,1,128,128,0.0001,10,0.0001,270,5,Adam,0.3154,0.5935,0.1987,0.7152
E-NCF,100,1,128,128,0.0001,10,0.0001,280,5,Adam,0.3117,0.5862,0.1968,0.708
E-NCF,100,1,128,128,0.0001,10,0.0001,290,5,Adam,0.3109,0.5859,0.1968,0.7094
E-NCF,100,1,128,128,0.0001,10,0.0001,300,5,Adam,0.3141,0.5924,0.1984,0.7157
E-VNCF,200,1,128,128,5e-05,10,0.0001,10,5,Adam,0.2892,0.5513,0.1955,0.7046
E-VNCF,200,1,128,128,5e-05,10,0.0001,20,5,Adam,0.3256,0.6169,0.2067,0.7477
E-VNCF,200,1,128,128,5e-05,10,0.0001,30,5,Adam,0.3233,0.6106,0.2035,0.737
E-VNCF,200,1,128,128,5e-05,10,0.0001,40,5,Adam,0.3236,0.6104,0.2038,0.7357
E-VNCF,200,1,128,128,5e-05,10,0.0001,50,5,Adam,0.3228,0.6088,0.2024,0.7338
E-VNCF,200,1,128,128,5e-05,10,0.0001,60,5,Adam,0.3214,0.6043,0.2015,0.7268
E-VNCF,200,1,128,128,5e-05,10,0.0001,70,5,Adam,0.3231,0.6092,0.2028,0.7334
E-VNCF,200,1,128,128,5e-05,10,0.0001,80,5,Adam,0.3215,0.6061,0.2024,0.7306
E-VNCF,200,1,128,128,5e-05,10,0.0001,90,5,Adam,0.3221,0.6061,0.2019,0.7284
E-VNCF,200,1,128,128,5e-05,10,0.0001,100,5,Adam,0.3201,0.6037,0.2014,0.7267
E-VNCF,200,1,128,128,5e-05,10,0.0001,110,5,Adam,0.3212,0.6033,0.2012,0.7239
E-VNCF,200,1,128,128,5e-05,10,0.0001,120,5,Adam,0.3209,0.6036,0.2004,0.7245
E-VNCF,200,1,128,128,5e-05,10,0.0001,130,5,Adam,0.3196,0.6004,0.2,0.7206
E-VNCF,200,1,128,128,5e-05,10,0.0001,140,5,Adam,0.3238,0.6097,0.2034,0.7331
E-VNCF,200,1,128,128,5e-05,10,0.0001,150,5,Adam,0.3222,0.6059,0.2023,0.7273
E-VNCF,200,1,128,128,5e-05,10,0.0001,160,5,Adam,0.3202,0.6031,0.2018,0.727
E-VNCF,200,1,128,128,5e-05,10,0.0001,170,5,Adam,0.3215,0.6065,0.2032,0.7321
E-VNCF,200,1,128,128,5e-05,10,0.0001,180,5,Adam,0.318,0.5987,0.2002,0.7217
E-VNCF,200,1,128,128,5e-05,10,0.0001,190,5,Adam,0.322,0.6063,0.202,0.7294
E-VNCF,200,1,128,128,5e-05,10,0.0001,200,5,Adam,0.3225,0.6084,0.2037,0.7352
E-VNCF,200,1,128,128,5e-05,10,0.0001,210,5,Adam,0.3198,0.6018,0.1998,0.7226
E-VNCF,200,1,128,128,5e-05,10,0.0001,220,5,Adam,0.3235,0.6082,0.2021,0.7297
E-VNCF,200,1,128,128,5e-05,10,0.0001,230,5,Adam,0.3214,0.6048,0.2014,0.7254
E-VNCF,200,1,128,128,5e-05,10,0.0001,240,5,Adam,0.3235,0.6096,0.2039,0.7341
E-VNCF,200,1,128,128,5e-05,10,0.0001,250,5,Adam,0.3215,0.6043,0.2008,0.7241
E-VNCF,200,1,128,128,5e-05,10,0.0001,260,5,Adam,0.3214,0.6058,0.2023,0.73
E-VNCF,200,1,128,128,5e-05,10,0.0001,270,5,Adam,0.3205,0.6031,0.2017,0.7253
E-VNCF,200,1,128,128,5e-05,10,0.0001,280,5,Adam,0.3206,0.6029,0.2007,0.7239
E-VNCF,200,1,128,128,5e-05,10,0.0001,290,5,Adam,0.321,0.6031,0.2009,0.7233
E-VNCF,200,1,128,128,5e-05,10,0.0001,300,5,Adam,0.3224,0.606,0.2012,0.7252
CE-VNCF,200,1,128,128,0.0001,10,0.0001,10,5,Adam,0.204,0.3924,0.1433,0.5135
CE-VNCF,200,1,128,128,0.0001,10,0.0001,20,5,Adam,0.2895,0.5453,0.1814,0.6524
CE-VNCF,200,1,128,128,0.0001,10,0.0001,30,5,Adam,0.263,0.492,0.1649,0.5875
CE-VNCF,200,1,128,128,0.0001,10,0.0001,40,5,Adam,0.2637,0.4958,0.1675,0.5982
CE-VNCF,200,1,128,128,0.0001,10,0.0001,50,5,Adam,0.2684,0.5057,0.1711,0.6138
CE-VNCF,200,1,128,128,0.0001,10,0.0001,60,5,Adam,0.2722,0.516,0.1761,0.6345
CE-VNCF,200,1,128,128,0.0001,10,0.0001,70,5,Adam,0.2781,0.5271,0.1797,0.6473
CE-VNCF,200,1,128,128,0.0001,10,0.0001,80,5,Adam,0.2844,0.5373,0.1821,0.6554
CE-VNCF,200,1,128,128,0.0001,10,0.0001,90,5,Adam,0.2911,0.5501,0.1851,0.6687
CE-VNCF,200,1,128,128,0.0001,10,0.0001,100,5,Adam,0.2944,0.5557,0.1872,0.6766
CE-VNCF,200,1,128,128,0.0001,10,0.0001,110,5,Adam,0.2982,0.5634,0.1882,0.6827
CE-VNCF,200,1,128,128,0.0001,10,0.0001,120,5,Adam,0.2973,0.5623,0.1895,0.6859
CE-VNCF,200,1,128,128,0.0001,10,0.0001,130,5,Adam,0.3015,0.5697,0.1915,0.6928
CE-VNCF,200,1,128,128,0.0001,10,0.0001,140,5,Adam,0.3018,0.5704,0.1913,0.6926
CE-VNCF,200,1,128,128,0.0001,10,0.0001,150,5,Adam,0.3059,0.5777,0.1932,0.6986
CE-VNCF,200,1,128,128,0.0001,10,0.0001,160,5,Adam,0.3074,0.5809,0.1944,0.7023
CE-VNCF,200,1,128,128,0.0001,10,0.0001,170,5,Adam,0.3069,0.5794,0.1934,0.7002
CE-VNCF,200,1,128,128,0.0001,10,0.0001,180,5,Adam,0.3063,0.5771,0.1923,0.6949
CE-VNCF,200,1,128,128,0.0001,10,0.0001,190,5,Adam,0.3086,0.5818,0.1945,0.7016
CE-VNCF,200,1,128,128,0.0001,10,0.0001,200,5,Adam,0.3097,0.5852,0.196,0.7089
CE-VNCF,200,1,128,128,0.0001,10,0.0001,210,5,Adam,0.3101,0.5847,0.1954,0.706
CE-VNCF,200,1,128,128,0.0001,10,0.0001,220,5,Adam,0.3128,0.5907,0.1971,0.7127
CE-VNCF,200,1,128,128,0.0001,10,0.0001,230,5,Adam,0.3095,0.5829,0.1943,0.702
CE-VNCF,200,1,128,128,0.0001,10,0.0001,240,5,Adam,0.3098,0.5838,0.1954,0.7047
CE-VNCF,200,1,128,128,0.0001,10,0.0001,250,5,Adam,0.3127,0.5898,0.1959,0.708
CE-VNCF,200,1,128,128,0.0001,10,0.0001,260,5,Adam,0.3104,0.5849,0.1954,0.7044
CE-VNCF,200,1,128,128,0.0001,10,0.0001,270,5,Adam,0.3143,0.5922,0.1984,0.715
CE-VNCF,200,1,128,128,0.0001,10,0.0001,280,5,Adam,0.3128,0.59,0.1975,0.7141
CE-VNCF,200,1,128,128,0.0001,10,0.0001,290,5,Adam,0.3149,0.5939,0.1973,0.7135
CE-VNCF,200,1,128,128,0.0001,10,0.0001,300,5,Adam,0.3137,0.5912,0.1968,0.7109
CE-NCF,100,1,128,128,0.001,10,0.0001,10,5,Adam,0.172,0.3371,0.1226,0.45
CE-NCF,100,1,128,128,0.001,10,0.0001,20,5,Adam,0.2066,0.3953,0.1352,0.4926
CE-NCF,100,1,128,128,0.001,10,0.0001,30,5,Adam,0.2295,0.4334,0.1461,0.5295
CE-NCF,100,1,128,128,0.001,10,0.0001,40,5,Adam,0.2434,0.4577,0.1545,0.5555
CE-NCF,100,1,128,128,0.001,10,0.0001,50,5,Adam,0.2533,0.4734,0.1599,0.5729
CE-NCF,100,1,128,128,0.001,10,0.0001,60,5,Adam,0.2593,0.4842,0.1644,0.5884
CE-NCF,100,1,128,128,0.001,10,0.0001,70,5,Adam,0.2626,0.4929,0.1684,0.6027
CE-NCF,100,1,128,128,0.001,10,0.0001,80,5,Adam,0.267,0.5011,0.1722,0.6144
CE-NCF,100,1,128,128,0.001,10,0.0001,90,5,Adam,0.2687,0.5049,0.1739,0.6195
