model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
INCF,100,1,128,128,0.01,10,0.0001,10,10,Adam,0.4332,0.4709,0.3592,0.4898
INCF,100,1,128,128,0.01,10,0.0001,20,10,Adam,0.4213,0.4593,0.352,0.4799
INCF,100,1,128,128,0.01,10,0.0001,30,10,Adam,0.4144,0.4538,0.3492,0.4763
INCF,100,1,128,128,0.01,10,0.0001,40,10,Adam,0.4116,0.4496,0.3461,0.472
INCF,100,1,128,128,0.01,10,0.0001,50,10,Adam,0.4123,0.4511,0.347,0.4749
INCF,100,1,128,128,0.01,10,0.0001,60,10,Adam,0.4118,0.4505,0.3472,0.4735
INCF,100,1,128,128,0.01,10,0.0001,70,10,Adam,0.4142,0.454,0.3499,0.4775
INCF,100,1,128,128,0.01,10,0.0001,80,10,Adam,0.4127,0.4514,0.3478,0.4748
INCF,100,1,128,128,0.01,10,0.0001,90,10,Adam,0.4126,0.4528,0.3496,0.4777
INCF,100,1,128,128,0.01,10,0.0001,100,10,Adam,0.4137,0.4529,0.3491,0.477
INCF,100,1,128,128,0.01,10,0.0001,110,10,Adam,0.4128,0.4529,0.3502,0.4776
INCF,100,1,128,128,0.01,10,0.0001,120,10,Adam,0.4141,0.4548,0.3522,0.48
INCF,100,1,128,128,0.01,10,0.0001,130,10,Adam,0.4156,0.4561,0.3515,0.4811
INCF,100,1,128,128,0.01,10,0.0001,140,10,Adam,0.4156,0.4548,0.3507,0.479
INCF,100,1,128,128,0.01,10,0.0001,150,10,Adam,0.4165,0.4561,0.3521,0.4803
INCF,100,1,128,128,0.01,10,0.0001,160,10,Adam,0.4155,0.456,0.352,0.4811
INCF,100,1,128,128,0.01,10,0.0001,170,10,Adam,0.4148,0.4562,0.3537,0.4825
INCF,100,1,128,128,0.01,10,0.0001,180,10,Adam,0.4148,0.4554,0.3524,0.4805
INCF,100,1,128,128,0.01,10,0.0001,190,10,Adam,0.4148,0.4553,0.3517,0.4807
INCF,100,1,128,128,0.01,10,0.0001,200,10,Adam,0.4168,0.456,0.3512,0.4796
INCF,100,1,128,128,0.01,10,0.0001,210,10,Adam,0.4169,0.4576,0.3533,0.4826
INCF,100,1,128,128,0.01,10,0.0001,220,10,Adam,0.4157,0.4553,0.351,0.4794
INCF,100,1,128,128,0.01,10,0.0001,230,10,Adam,0.417,0.4558,0.3505,0.4789
INCF,100,1,128,128,0.01,10,0.0001,240,10,Adam,0.4176,0.4585,0.3537,0.4837
INCF,100,1,128,128,0.01,10,0.0001,250,10,Adam,0.4155,0.458,0.3554,0.4849
INCF,100,1,128,128,0.01,10,0.0001,260,10,Adam,0.4157,0.4564,0.353,0.4815
INCF,100,1,128,128,0.01,10,0.0001,270,10,Adam,0.4165,0.4555,0.3504,0.4789
INCF,100,1,128,128,0.01,10,0.0001,280,10,Adam,0.4156,0.4556,0.3518,0.4797
INCF,100,1,128,128,0.01,10,0.0001,290,10,Adam,0.417,0.457,0.3525,0.4808
INCF,100,1,128,128,0.01,10,0.0001,300,10,Adam,0.4162,0.4562,0.3523,0.481
INCF,100,1,128,128,0.01,10,0.0001,310,10,Adam,0.416,0.4562,0.3527,0.4807
INCF,100,1,128,128,0.01,10,0.0001,320,10,Adam,0.4164,0.4557,0.3508,0.4794
INCF,100,1,128,128,0.01,10,0.0001,330,10,Adam,0.4151,0.4554,0.352,0.4802
INCF,100,1,128,128,0.01,10,0.0001,340,10,Adam,0.4156,0.4567,0.3531,0.4819
INCF,100,1,128,128,0.01,10,0.0001,350,10,Adam,0.4144,0.4547,0.3511,0.4794
INCF,100,1,128,128,0.01,10,0.0001,360,10,Adam,0.4146,0.4541,0.3501,0.4783
INCF,100,1,128,128,0.01,10,0.0001,370,10,Adam,0.4146,0.4543,0.3509,0.4787
INCF,100,1,128,128,0.01,10,0.0001,380,10,Adam,0.4161,0.457,0.3537,0.4824
INCF,100,1,128,128,0.01,10,0.0001,390,10,Adam,0.415,0.4552,0.3516,0.48
INCF,100,1,128,128,0.01,10,0.0001,400,10,Adam,0.4149,0.4555,0.3524,0.4811
INCF,100,1,128,128,0.01,10,0.0001,410,10,Adam,0.4156,0.4571,0.3536,0.483
INCF,100,1,128,128,0.01,10,0.0001,420,10,Adam,0.4132,0.4545,0.3526,0.4804
INCF,100,1,128,128,0.01,10,0.0001,430,10,Adam,0.4131,0.4543,0.3525,0.48
INCF,100,1,128,128,0.01,10,0.0001,440,10,Adam,0.4149,0.4563,0.3532,0.4822
INCF,100,1,128,128,0.01,10,0.0001,450,10,Adam,0.418,0.4583,0.354,0.4828
INCF,100,1,128,128,0.01,10,0.0001,460,10,Adam,0.4183,0.4591,0.3546,0.4846
INCF,100,1,128,128,0.01,10,0.0001,470,10,Adam,0.4177,0.4585,0.3542,0.4836
INCF,100,1,128,128,0.01,10,0.0001,480,10,Adam,0.4171,0.458,0.3545,0.4836
INCF,100,1,128,128,0.01,10,0.0001,490,10,Adam,0.4196,0.4596,0.3548,0.4844
INCF,100,1,128,128,0.01,10,0.0001,500,10,Adam,0.4181,0.4594,0.3557,0.4853
INCF,100,1,128,128,0.01,10,0.0001,510,10,Adam,0.421,0.4626,0.3576,0.488
INCF,100,1,128,128,0.01,10,0.0001,520,10,Adam,0.4203,0.4612,0.3556,0.4861
INCF,100,1,128,128,0.01,10,0.0001,530,10,Adam,0.4195,0.4601,0.3554,0.4854
INCF,100,1,128,128,0.01,10,0.0001,540,10,Adam,0.4204,0.4631,0.3597,0.4905
INCF,100,1,128,128,0.01,10,0.0001,550,10,Adam,0.4202,0.4609,0.3554,0.4862
INCF,100,1,128,128,0.01,10,0.0001,560,10,Adam,0.4216,0.4613,0.3548,0.4848
INCF,100,1,128,128,0.01,10,0.0001,570,10,Adam,0.4198,0.4611,0.3566,0.487
INCF,100,1,128,128,0.01,10,0.0001,580,10,Adam,0.4194,0.4617,0.3578,0.4885
