model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
INCF,100,1,128,128,0.01,10,0.0001,10,10,Adam,0.4375,0.477,0.3638,0.4974
INCF,100,1,128,128,0.01,10,0.0001,20,10,Adam,0.4247,0.4629,0.3536,0.4839
INCF,100,1,128,128,0.01,10,0.0001,30,10,Adam,0.4148,0.4542,0.3501,0.4784
INCF,100,1,128,128,0.01,10,0.0001,40,10,Adam,0.4125,0.4528,0.3496,0.4778
INCF,100,1,128,128,0.01,10,0.0001,50,10,Adam,0.4109,0.4522,0.35,0.4781
INCF,100,1,128,128,0.01,10,0.0001,60,10,Adam,0.4109,0.4502,0.3471,0.4741
INCF,100,1,128,128,0.01,10,0.0001,70,10,Adam,0.4117,0.4517,0.3485,0.4764
INCF,100,1,128,128,0.01,10,0.0001,80,10,Adam,0.4126,0.4532,0.3503,0.4789
INCF,100,1,128,128,0.01,10,0.0001,90,10,Adam,0.4149,0.4559,0.3523,0.4812
INCF,100,1,128,128,0.01,10,0.0001,100,10,Adam,0.4136,0.4528,0.3484,0.4769
INCF,100,1,128,128,0.01,10,0.0001,110,10,Adam,0.4138,0.4537,0.3497,0.4786
INCF,100,1,128,128,0.01,10,0.0001,120,10,Adam,0.416,0.4551,0.3498,0.4792
INCF,100,1,128,128,0.01,10,0.0001,130,10,Adam,0.415,0.4546,0.3502,0.4793
INCF,100,1,128,128,0.01,10,0.0001,140,10,Adam,0.4121,0.4531,0.3503,0.4788
INCF,100,1,128,128,0.01,10,0.0001,150,10,Adam,0.4148,0.4554,0.3517,0.4808
INCF,100,1,128,128,0.01,10,0.0001,160,10,Adam,0.4142,0.4531,0.3485,0.4773
INCF,100,1,128,128,0.01,10,0.0001,170,10,Adam,0.416,0.4562,0.3524,0.4813
INCF,100,1,128,128,0.01,10,0.0001,180,10,Adam,0.4146,0.4537,0.3486,0.4775
INCF,100,1,128,128,0.01,10,0.0001,190,10,Adam,0.4132,0.4534,0.3503,0.4786
INCF,100,1,128,128,0.01,10,0.0001,200,10,Adam,0.4141,0.4542,0.3495,0.4789
INCF,100,1,128,128,0.01,10,0.0001,210,10,Adam,0.412,0.4528,0.3496,0.4783
INCF,100,1,128,128,0.01,10,0.0001,220,10,Adam,0.4143,0.4528,0.3478,0.4763
INCF,100,1,128,128,0.01,10,0.0001,230,10,Adam,0.4141,0.4538,0.3496,0.4781
INCF,100,1,128,128,0.01,10,0.0001,240,10,Adam,0.4147,0.4532,0.3483,0.4769
INCF,100,1,128,128,0.01,10,0.0001,250,10,Adam,0.4122,0.4525,0.35,0.4775
INCF,100,1,128,128,0.01,10,0.0001,260,10,Adam,0.4132,0.4542,0.3509,0.4798
INCF,100,1,128,128,0.01,10,0.0001,270,10,Adam,0.4157,0.4559,0.3513,0.4804
INCF,100,1,128,128,0.01,10,0.0001,280,10,Adam,0.414,0.4545,0.3507,0.4799
INCF,100,1,128,128,0.01,10,0.0001,290,10,Adam,0.415,0.4551,0.3507,0.4797
INCF,100,1,128,128,0.01,10,0.0001,300,10,Adam,0.4141,0.4538,0.3497,0.4789
INCF,100,1,128,128,0.01,10,0.0001,310,10,Adam,0.4145,0.4542,0.3501,0.4789
INCF,100,1,128,128,0.01,10,0.0001,320,10,Adam,0.4127,0.4524,0.3484,0.477
INCF,100,1,128,128,0.01,10,0.0001,330,10,Adam,0.4137,0.4539,0.35,0.4789
INCF,100,1,128,128,0.01,10,0.0001,340,10,Adam,0.4145,0.4551,0.3515,0.4801
INCF,100,1,128,128,0.01,10,0.0001,350,10,Adam,0.4139,0.4532,0.3484,0.4772
INCF,100,1,128,128,0.01,10,0.0001,360,10,Adam,0.4136,0.4524,0.3481,0.4764
INCF,100,1,128,128,0.01,10,0.0001,370,10,Adam,0.4155,0.4569,0.3527,0.4829
INCF,100,1,128,128,0.01,10,0.0001,380,10,Adam,0.4131,0.4536,0.3496,0.4791
INCF,100,1,128,128,0.01,10,0.0001,390,10,Adam,0.4146,0.4543,0.3503,0.4791
INCF,100,1,128,128,0.01,10,0.0001,400,10,Adam,0.4136,0.4532,0.3489,0.4777
INCF,100,1,128,128,0.01,10,0.0001,410,10,Adam,0.4136,0.4548,0.3516,0.4812
INCF,100,1,128,128,0.01,10,0.0001,420,10,Adam,0.4137,0.4542,0.3506,0.4794
INCF,100,1,128,128,0.01,10,0.0001,430,10,Adam,0.4147,0.4551,0.3511,0.4801
INCF,100,1,128,128,0.01,10,0.0001,440,10,Adam,0.413,0.4528,0.3487,0.4773
INCF,100,1,128,128,0.01,10,0.0001,450,10,Adam,0.4135,0.4533,0.3493,0.4782
INCF,100,1,128,128,0.01,10,0.0001,460,10,Adam,0.4132,0.4537,0.3502,0.4792
INCF,100,1,128,128,0.01,10,0.0001,470,10,Adam,0.4141,0.4545,0.3505,0.4795
INCF,100,1,128,128,0.01,10,0.0001,480,10,Adam,0.4153,0.4542,0.3491,0.4779
INCF,100,1,128,128,0.01,10,0.0001,490,10,Adam,0.4149,0.4548,0.3505,0.4793
