model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
CNCF,100,1,128,128,0.001,10,0.0005,10,5,Adam,0.2701,0.5086,0.1673,0.607
CNCF,100,1,128,128,0.001,10,0.0005,20,5,Adam,0.299,0.5654,0.1906,0.6871
CNCF,100,1,128,128,0.001,10,0.0005,30,5,Adam,0.3046,0.5771,0.192,0.6984
CNCF,100,1,128,128,0.001,10,0.0005,40,5,Adam,0.3097,0.5859,0.1955,0.7072
CNCF,100,1,128,128,0.001,10,0.0005,50,5,Adam,0.314,0.5954,0.1993,0.7206
CNCF,100,1,128,128,0.001,10,0.0005,60,5,Adam,0.3151,0.596,0.1981,0.718
CNCF,100,1,128,128,0.001,10,0.0005,70,5,Adam,0.3163,0.5984,0.2005,0.7238
CNCF,100,1,128,128,0.001,10,0.0005,80,5,Adam,0.3167,0.5988,0.1987,0.7198
CNCF,100,1,128,128,0.001,10,0.0005,90,5,Adam,0.3146,0.5953,0.1974,0.7151
CNCF,100,1,128,128,0.001,10,0.0005,100,5,Adam,0.3191,0.6027,0.2002,0.7227
CNCF,100,1,128,128,0.001,10,0.0005,110,5,Adam,0.3205,0.6076,0.2015,0.731
CNCF,100,1,128,128,0.001,10,0.0005,120,5,Adam,0.3196,0.6053,0.2013,0.729
CNCF,100,1,128,128,0.001,10,0.0005,130,5,Adam,0.3184,0.6025,0.2011,0.7253
CNCF,100,1,128,128,0.001,10,0.0005,140,5,Adam,0.3205,0.6067,0.2013,0.7307
CNCF,100,1,128,128,0.001,10,0.0005,150,5,Adam,0.3202,0.605,0.2017,0.7278
CNCF,100,1,128,128,0.001,10,0.0005,160,5,Adam,0.32,0.6053,0.2021,0.7283
CNCF,100,1,128,128,0.001,10,0.0005,170,5,Adam,0.3182,0.6022,0.2001,0.7232
CNCF,100,1,128,128,0.001,10,0.0005,180,5,Adam,0.3202,0.6056,0.2007,0.7267
CNCF,100,1,128,128,0.001,10,0.0005,190,5,Adam,0.3204,0.6058,0.2018,0.7264
CNCF,100,1,128,128,0.001,10,0.0005,200,5,Adam,0.3188,0.6046,0.2025,0.7288
CNCF,100,1,128,128,0.001,10,0.0005,210,5,Adam,0.32,0.6053,0.2009,0.7259
CNCF,100,1,128,128,0.001,10,0.0005,220,5,Adam,0.3213,0.6073,0.2019,0.7273
CNCF,100,1,128,128,0.001,10,0.0005,230,5,Adam,0.3212,0.6079,0.2023,0.7304
CNCF,100,1,128,128,0.001,10,0.0005,240,5,Adam,0.3184,0.602,0.1994,0.7209
CNCF,100,1,128,128,0.001,10,0.0005,250,5,Adam,0.3194,0.6054,0.2016,0.7293
CNCF,100,1,128,128,0.001,10,0.0005,260,5,Adam,0.3216,0.6083,0.2027,0.7312
CNCF,100,1,128,128,0.001,10,0.0005,270,5,Adam,0.3191,0.6043,0.2014,0.7273
CNCF,100,1,128,128,0.001,10,0.0005,280,5,Adam,0.32,0.606,0.2021,0.7298
CNCF,100,1,128,128,0.001,10,0.0005,290,5,Adam,0.3196,0.6041,0.2008,0.7257
CNCF,100,1,128,128,0.001,10,0.0005,300,5,Adam,0.3189,0.6029,0.1993,0.7208
CNCF,100,1,128,128,0.001,10,0.0005,310,5,Adam,0.3193,0.6037,0.2012,0.7255
CNCF,100,1,128,128,0.001,10,0.0005,320,5,Adam,0.3203,0.6061,0.202,0.729
CNCF,100,1,128,128,0.001,10,0.0005,330,5,Adam,0.3192,0.6023,0.1996,0.7186
CNCF,100,1,128,128,0.001,10,0.0005,340,5,Adam,0.3204,0.6051,0.2011,0.7249
CNCF,100,1,128,128,0.001,10,0.0005,350,5,Adam,0.3186,0.6026,0.2011,0.7258
CNCF,100,1,128,128,0.001,10,0.0005,360,5,Adam,0.32,0.6051,0.2013,0.7266
CNCF,100,1,128,128,0.001,10,0.0005,370,5,Adam,0.3218,0.6085,0.2029,0.7314
CNCF,100,1,128,128,0.001,10,0.0005,380,5,Adam,0.3179,0.6013,0.1996,0.7212
CNCF,100,1,128,128,0.001,10,0.0005,390,5,Adam,0.318,0.6019,0.2013,0.7256
CNCF,100,1,128,128,0.001,10,0.0005,400,5,Adam,0.3182,0.5998,0.1991,0.7163
CNCF,100,1,128,128,0.001,10,0.0005,410,5,Adam,0.3201,0.6062,0.2015,0.7296
CNCF,100,1,128,128,0.001,10,0.0005,420,5,Adam,0.3208,0.6064,0.201,0.7254
CNCF,100,1,128,128,0.001,10,0.0005,430,5,Adam,0.321,0.6067,0.2012,0.7266
CNCF,100,1,128,128,0.001,10,0.0005,440,5,Adam,0.3211,0.6072,0.2014,0.7269
CNCF,100,1,128,128,0.001,10,0.0005,450,5,Adam,0.319,0.603,0.2001,0.7238
CNCF,100,1,128,128,0.001,10,0.0005,460,5,Adam,0.3204,0.6061,0.2021,0.728
CNCF,100,1,128,128,0.001,10,0.0005,470,5,Adam,0.3193,0.6028,0.2005,0.7214
CNCF,100,1,128,128,0.001,10,0.0005,480,5,Adam,0.3205,0.6069,0.2022,0.7307
CNCF,100,1,128,128,0.001,10,0.0005,490,5,Adam,0.3209,0.6073,0.2032,0.7319
CNCF,100,1,128,128,0.001,10,0.0005,500,5,Adam,0.3179,0.5994,0.1999,0.7175
CNCF,100,1,128,128,0.001,10,0.0005,510,5,Adam,0.3197,0.6037,0.2004,0.7244
CNCF,100,1,128,128,0.001,10,0.0005,520,5,Adam,0.3216,0.6077,0.2025,0.729
CNCF,100,1,128,128,0.001,10,0.0005,530,5,Adam,0.3209,0.6073,0.2033,0.7318
CNCF,100,1,128,128,0.001,10,0.0005,540,5,Adam,0.3215,0.607,0.202,0.7273
CNCF,100,1,128,128,0.001,10,0.0005,550,5,Adam,0.3216,0.6066,0.2016,0.7255
CNCF,100,1,128,128,0.001,10,0.0005,560,5,Adam,0.3186,0.6011,0.1997,0.719
CNCF,100,1,128,128,0.001,10,0.0005,570,5,Adam,0.3195,0.6031,0.201,0.7231
CNCF,100,1,128,128,0.001,10,0.0005,580,5,Adam,0.3196,0.6041,0.2015,0.7268
CNCF,100,1,128,128,0.001,10,0.0005,590,5,Adam,0.3196,0.6037,0.2011,0.7237
CNCF,100,1,128,128,0.001,10,0.0005,600,5,Adam,0.3194,0.6027,0.2006,0.7216
CNCF,100,1,128,128,0.001,10,0.0005,610,5,Adam,0.3186,0.6015,0.2004,0.7222
CNCF,100,1,128,128,0.001,10,0.0005,620,5,Adam,0.3194,0.6025,0.2004,0.7215
CNCF,100,1,128,128,0.001,10,0.0005,630,5,Adam,0.3209,0.6055,0.2017,0.7244
CNCF,100,1,128,128,0.001,10,0.0005,640,5,Adam,0.3189,0.6013,0.2001,0.7202
CNCF,100,1,128,128,0.001,10,0.0005,650,5,Adam,0.32,0.6039,0.2018,0.7244
CNCF,100,1,128,128,0.001,10,0.0005,660,5,Adam,0.3181,0.6005,0.2006,0.722
CNCF,100,1,128,128,0.001,10,0.0005,670,5,Adam,0.321,0.6059,0.2023,0.7251
CNCF,100,1,128,128,0.001,10,0.0005,680,5,Adam,0.3199,0.6041,0.2016,0.7246
CNCF,100,1,128,128,0.001,10,0.0005,690,5,Adam,0.3194,0.6026,0.2014,0.7235
CNCF,100,1,128,128,0.001,10,0.0005,700,5,Adam,0.3227,0.6091,0.2037,0.73
CNCF,100,1,128,128,0.001,10,0.0005,710,5,Adam,0.321,0.6066,0.2024,0.7279
CNCF,100,1,128,128,0.001,10,0.0005,720,5,Adam,0.3195,0.6025,0.2009,0.7209
CNCF,100,1,128,128,0.001,10,0.0005,730,5,Adam,0.3202,0.6045,0.2019,0.7241
CNCF,100,1,128,128,0.001,10,0.0005,740,5,Adam,0.3196,0.6023,0.2009,0.7205
CNCF,100,1,128,128,0.001,10,0.0005,750,5,Adam,0.3216,0.6071,0.2027,0.7283
CNCF,100,1,128,128,0.001,10,0.0005,760,5,Adam,0.3202,0.6034,0.2016,0.7232
CNCF,100,1,128,128,0.001,10,0.0005,770,5,Adam,0.3194,0.6023,0.2013,0.7223
CNCF,100,1,128,128,0.001,10,0.0005,780,5,Adam,0.3192,0.6015,0.2009,0.7207
CNCF,100,1,128,128,0.001,10,0.0005,790,5,Adam,0.3201,0.604,0.2018,0.725
CNCF,100,1,128,128,0.001,10,0.0005,800,5,Adam,0.3204,0.6032,0.2011,0.7204
CNCF,100,1,128,128,0.001,10,0.0005,810,5,Adam,0.3175,0.5978,0.1993,0.7146
CNCF,100,1,128,128,0.001,10,0.0005,820,5,Adam,0.3199,0.6027,0.2013,0.7218
CNCF,100,1,128,128,0.001,10,0.0005,830,5,Adam,0.3185,0.6015,0.2017,0.7235
CNCF,100,1,128,128,0.001,10,0.0005,840,5,Adam,0.3195,0.6019,0.201,0.7202
CNCF,100,1,128,128,0.001,10,0.0005,850,5,Adam,0.3174,0.5985,0.2001,0.718
