model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
CNCF,100,1,128,128,0.001,10,0.0005,10,5,Adam,0.2618,0.4923,0.1643,0.5941
CNCF,100,1,128,128,0.001,10,0.0005,20,5,Adam,0.2964,0.5613,0.1886,0.6834
CNCF,100,1,128,128,0.001,10,0.0005,30,5,Adam,0.3023,0.5744,0.1942,0.7013
CNCF,100,1,128,128,0.001,10,0.0005,40,5,Adam,0.307,0.5824,0.1949,0.7071
CNCF,100,1,128,128,0.001,10,0.0005,50,5,Adam,0.3094,0.5869,0.1971,0.7125
CNCF,100,1,128,128,0.001,10,0.0005,60,5,Adam,0.3113,0.59,0.1969,0.7124
CNCF,100,1,128,128,0.001,10,0.0005,70,5,Adam,0.3148,0.5961,0.1982,0.7188
CNCF,100,1,128,128,0.001,10,0.0005,80,5,Adam,0.3179,0.6033,0.2013,0.7286
CNCF,100,1,128,128,0.001,10,0.0005,90,5,Adam,0.3164,0.5976,0.1986,0.716
CNCF,100,1,128,128,0.001,10,0.0005,100,5,Adam,0.3197,0.6046,0.2013,0.7263
CNCF,100,1,128,128,0.001,10,0.0005,110,5,Adam,0.3201,0.6052,0.2006,0.7256
CNCF,100,1,128,128,0.001,10,0.0005,120,5,Adam,0.322,0.6083,0.2016,0.7287
CNCF,100,1,128,128,0.001,10,0.0005,130,5,Adam,0.3218,0.6082,0.2022,0.7292
CNCF,100,1,128,128,0.001,10,0.0005,140,5,Adam,0.3194,0.6029,0.2007,0.7225
CNCF,100,1,128,128,0.001,10,0.0005,150,5,Adam,0.3207,0.6052,0.2008,0.7242
CNCF,100,1,128,128,0.001,10,0.0005,160,5,Adam,0.3208,0.6073,0.2022,0.7287
CNCF,100,1,128,128,0.001,10,0.0005,170,5,Adam,0.3202,0.6069,0.202,0.7302
CNCF,100,1,128,128,0.001,10,0.0005,180,5,Adam,0.3186,0.6023,0.2017,0.7243
CNCF,100,1,128,128,0.001,10,0.0005,190,5,Adam,0.3204,0.6056,0.202,0.7275
CNCF,100,1,128,128,0.001,10,0.0005,200,5,Adam,0.3193,0.6046,0.2021,0.7283
CNCF,100,1,128,128,0.001,10,0.0005,210,5,Adam,0.3201,0.6051,0.201,0.7258
CNCF,100,1,128,128,0.001,10,0.0005,220,5,Adam,0.3202,0.6042,0.2005,0.7235
CNCF,100,1,128,128,0.001,10,0.0005,230,5,Adam,0.3222,0.6092,0.2028,0.7319
CNCF,100,1,128,128,0.001,10,0.0005,240,5,Adam,0.3223,0.6092,0.2025,0.7299
CNCF,100,1,128,128,0.001,10,0.0005,250,5,Adam,0.3214,0.6072,0.2022,0.7283
CNCF,100,1,128,128,0.001,10,0.0005,260,5,Adam,0.3194,0.6034,0.2005,0.724
CNCF,100,1,128,128,0.001,10,0.0005,270,5,Adam,0.3214,0.6085,0.2026,0.7315
CNCF,100,1,128,128,0.001,10,0.0005,280,5,Adam,0.3189,0.6011,0.1985,0.7167
CNCF,100,1,128,128,0.001,10,0.0005,290,5,Adam,0.3207,0.6058,0.2016,0.7254
CNCF,100,1,128,128,0.001,10,0.0005,300,5,Adam,0.3206,0.6051,0.2,0.7238
CNCF,100,1,128,128,0.001,10,0.0005,310,5,Adam,0.3197,0.6047,0.2008,0.7265
CNCF,100,1,128,128,0.001,10,0.0005,320,5,Adam,0.3208,0.6056,0.2008,0.7246
CNCF,100,1,128,128,0.001,10,0.0005,330,5,Adam,0.3194,0.6036,0.2005,0.7221
CNCF,100,1,128,128,0.001,10,0.0005,340,5,Adam,0.3186,0.6024,0.1998,0.7223
CNCF,100,1,128,128,0.001,10,0.0005,350,5,Adam,0.3229,0.6095,0.2022,0.731
CNCF,100,1,128,128,0.001,10,0.0005,360,5,Adam,0.3204,0.6049,0.2006,0.7243
CNCF,100,1,128,128,0.001,10,0.0005,370,5,Adam,0.3205,0.6048,0.2013,0.7238
CNCF,100,1,128,128,0.001,10,0.0005,380,5,Adam,0.3202,0.6047,0.2007,0.7248
CNCF,100,1,128,128,0.001,10,0.0005,390,5,Adam,0.3213,0.6057,0.2006,0.7234
CNCF,100,1,128,128,0.001,10,0.0005,400,5,Adam,0.3194,0.6034,0.2002,0.7213
CNCF,100,1,128,128,0.001,10,0.0005,410,5,Adam,0.3206,0.6066,0.2017,0.7277
CNCF,100,1,128,128,0.001,10,0.0005,420,5,Adam,0.3213,0.6072,0.202,0.7276
CNCF,100,1,128,128,0.001,10,0.0005,430,5,Adam,0.3197,0.6033,0.2004,0.7216
CNCF,100,1,128,128,0.001,10,0.0005,440,5,Adam,0.3195,0.6028,0.2,0.7212
CNCF,100,1,128,128,0.001,10,0.0005,450,5,Adam,0.3203,0.6044,0.2009,0.7235
CNCF,100,1,128,128,0.001,10,0.0005,460,5,Adam,0.3204,0.6049,0.2009,0.7243
CNCF,100,1,128,128,0.001,10,0.0005,470,5,Adam,0.3206,0.6064,0.202,0.7279
CNCF,100,1,128,128,0.001,10,0.0005,480,5,Adam,0.3212,0.6049,0.2001,0.7211
CNCF,100,1,128,128,0.001,10,0.0005,490,5,Adam,0.32,0.6037,0.2001,0.72
CNCF,100,1,128,128,0.001,10,0.0005,500,5,Adam,0.3204,0.605,0.2005,0.7232
CNCF,100,1,128,128,0.001,10,0.0005,510,5,Adam,0.3215,0.6072,0.2017,0.7267
CNCF,100,1,128,128,0.001,10,0.0005,520,5,Adam,0.3188,0.6021,0.2003,0.7219
CNCF,100,1,128,128,0.001,10,0.0005,530,5,Adam,0.3208,0.6073,0.2028,0.7306
CNCF,100,1,128,128,0.001,10,0.0005,540,5,Adam,0.3183,0.6008,0.2008,0.7221
CNCF,100,1,128,128,0.001,10,0.0005,550,5,Adam,0.3204,0.6051,0.201,0.7243
CNCF,100,1,128,128,0.001,10,0.0005,560,5,Adam,0.3208,0.6054,0.2014,0.7238
CNCF,100,1,128,128,0.001,10,0.0005,570,5,Adam,0.3195,0.6028,0.2004,0.7206
CNCF,100,1,128,128,0.001,10,0.0005,580,5,Adam,0.3194,0.6018,0.1993,0.7174
CNCF,100,1,128,128,0.001,10,0.0005,590,5,Adam,0.3207,0.6046,0.2002,0.7229
CNCF,100,1,128,128,0.001,10,0.0005,600,5,Adam,0.3202,0.6042,0.2005,0.7215
CNCF,100,1,128,128,0.001,10,0.0005,610,5,Adam,0.3179,0.5994,0.1995,0.7165
CNCF,100,1,128,128,0.001,10,0.0005,620,5,Adam,0.3201,0.605,0.2017,0.7255
CNCF,100,1,128,128,0.001,10,0.0005,630,5,Adam,0.32,0.6035,0.2004,0.7219
CNCF,100,1,128,128,0.001,10,0.0005,640,5,Adam,0.3193,0.6027,0.2003,0.722
CNCF,100,1,128,128,0.001,10,0.0005,650,5,Adam,0.3212,0.6052,0.2008,0.7222
CNCF,100,1,128,128,0.001,10,0.0005,660,5,Adam,0.3199,0.6028,0.2001,0.7203
CNCF,100,1,128,128,0.001,10,0.0005,670,5,Adam,0.3205,0.6053,0.2019,0.7266
CNCF,100,1,128,128,0.001,10,0.0005,680,5,Adam,0.32,0.6032,0.2013,0.7238
CNCF,100,1,128,128,0.001,10,0.0005,690,5,Adam,0.321,0.6068,0.2021,0.7282
CNCF,100,1,128,128,0.001,10,0.0005,700,5,Adam,0.3181,0.6008,0.1999,0.719
CNCF,100,1,128,128,0.001,10,0.0005,710,5,Adam,0.3206,0.6053,0.2011,0.7247
CNCF,100,1,128,128,0.001,10,0.0005,720,5,Adam,0.319,0.6017,0.2002,0.7197
CNCF,100,1,128,128,0.001,10,0.0005,730,5,Adam,0.3206,0.6055,0.202,0.7265
CNCF,100,1,128,128,0.001,10,0.0005,740,5,Adam,0.3195,0.6015,0.2,0.7177
CNCF,100,1,128,128,0.001,10,0.0005,750,5,Adam,0.32,0.6036,0.2005,0.7212
CNCF,100,1,128,128,0.001,10,0.0005,760,5,Adam,0.3191,0.6015,0.2003,0.7195
CNCF,100,1,128,128,0.001,10,0.0005,770,5,Adam,0.3215,0.607,0.2025,0.7272
CNCF,100,1,128,128,0.001,10,0.0005,780,5,Adam,0.3204,0.6046,0.2017,0.7246
CNCF,100,1,128,128,0.001,10,0.0005,790,5,Adam,0.3185,0.6003,0.1992,0.7165
CNCF,100,1,128,128,0.001,10,0.0005,800,5,Adam,0.321,0.606,0.2016,0.7246
CNCF,100,1,128,128,0.001,10,0.0005,810,5,Adam,0.3204,0.6043,0.2015,0.724
