model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
CNCF,100,1,128,128,0.001,10,0.0005,10,5,Adam,0.2596,0.4872,0.163,0.5882
CNCF,100,1,128,128,0.001,10,0.0005,20,5,Adam,0.2943,0.5561,0.1885,0.68
CNCF,100,1,128,128,0.001,10,0.0005,30,5,Adam,0.305,0.5786,0.1938,0.7034
CNCF,100,1,128,128,0.001,10,0.0005,40,5,Adam,0.3083,0.5836,0.1955,0.707
CNCF,100,1,128,128,0.001,10,0.0005,50,5,Adam,0.3122,0.5913,0.197,0.7134
CNCF,100,1,128,128,0.001,10,0.0005,60,5,Adam,0.3167,0.5985,0.1986,0.7187
CNCF,100,1,128,128,0.001,10,0.0005,70,5,Adam,0.3186,0.6016,0.2002,0.722
CNCF,100,1,128,128,0.001,10,0.0005,80,5,Adam,0.3175,0.5996,0.1989,0.7195
CNCF,100,1,128,128,0.001,10,0.0005,90,5,Adam,0.3194,0.6057,0.2024,0.7318
CNCF,100,1,128,128,0.001,10,0.0005,100,5,Adam,0.3181,0.6012,0.1994,0.7181
CNCF,100,1,128,128,0.001,10,0.0005,110,5,Adam,0.3204,0.6063,0.2021,0.7286
CNCF,100,1,128,128,0.001,10,0.0005,120,5,Adam,0.3215,0.608,0.2028,0.7312
CNCF,100,1,128,128,0.001,10,0.0005,130,5,Adam,0.3211,0.6067,0.2018,0.7274
CNCF,100,1,128,128,0.001,10,0.0005,140,5,Adam,0.3212,0.6068,0.2014,0.7264
CNCF,100,1,128,128,0.001,10,0.0005,150,5,Adam,0.3206,0.6061,0.2017,0.7283
CNCF,100,1,128,128,0.001,10,0.0005,160,5,Adam,0.3218,0.6086,0.2022,0.7314
CNCF,100,1,128,128,0.001,10,0.0005,170,5,Adam,0.319,0.6021,0.2002,0.7203
CNCF,100,1,128,128,0.001,10,0.0005,180,5,Adam,0.322,0.608,0.2024,0.7287
CNCF,100,1,128,128,0.001,10,0.0005,190,5,Adam,0.3227,0.6086,0.2022,0.7284
CNCF,100,1,128,128,0.001,10,0.0005,200,5,Adam,0.3221,0.6066,0.2011,0.7227
CNCF,100,1,128,128,0.001,10,0.0005,210,5,Adam,0.3206,0.6056,0.2017,0.7268
CNCF,100,1,128,128,0.001,10,0.0005,220,5,Adam,0.3196,0.6032,0.2009,0.7231
CNCF,100,1,128,128,0.001,10,0.0005,230,5,Adam,0.3197,0.6032,0.2007,0.7237
CNCF,100,1,128,128,0.001,10,0.0005,240,5,Adam,0.3203,0.6048,0.2018,0.7267
CNCF,100,1,128,128,0.001,10,0.0005,250,5,Adam,0.3216,0.6078,0.2016,0.7275
CNCF,100,1,128,128,0.001,10,0.0005,260,5,Adam,0.3213,0.6062,0.201,0.7244
CNCF,100,1,128,128,0.001,10,0.0005,270,5,Adam,0.3209,0.6054,0.2012,0.7255
CNCF,100,1,128,128,0.001,10,0.0005,280,5,Adam,0.3201,0.6048,0.2013,0.7261
CNCF,100,1,128,128,0.001,10,0.0005,290,5,Adam,0.3218,0.6084,0.2023,0.7294
CNCF,100,1,128,128,0.001,10,0.0005,300,5,Adam,0.3226,0.609,0.202,0.7285
CNCF,100,1,128,128,0.001,10,0.0005,310,5,Adam,0.3208,0.6052,0.2007,0.7242
CNCF,100,1,128,128,0.001,10,0.0005,320,5,Adam,0.3198,0.6023,0.1993,0.7181
CNCF,100,1,128,128,0.001,10,0.0005,330,5,Adam,0.3208,0.6065,0.2024,0.7283
CNCF,100,1,128,128,0.001,10,0.0005,340,5,Adam,0.3195,0.6022,0.199,0.718
CNCF,100,1,128,128,0.001,10,0.0005,350,5,Adam,0.3211,0.6073,0.2017,0.729
CNCF,100,1,128,128,0.001,10,0.0005,360,5,Adam,0.3192,0.6022,0.2004,0.721
CNCF,100,1,128,128,0.001,10,0.0005,370,5,Adam,0.3198,0.6028,0.2003,0.7204
CNCF,100,1,128,128,0.001,10,0.0005,380,5,Adam,0.3224,0.609,0.2029,0.7314
CNCF,100,1,128,128,0.001,10,0.0005,390,5,Adam,0.3192,0.6025,0.2,0.7217
CNCF,100,1,128,128,0.001,10,0.0005,400,5,Adam,0.3209,0.6059,0.2009,0.7253
CNCF,100,1,128,128,0.001,10,0.0005,410,5,Adam,0.3202,0.6038,0.2013,0.7239
CNCF,100,1,128,128,0.001,10,0.0005,420,5,Adam,0.3216,0.6074,0.2026,0.7287
CNCF,100,1,128,128,0.001,10,0.0005,430,5,Adam,0.3184,0.6017,0.2001,0.7218
CNCF,100,1,128,128,0.001,10,0.0005,440,5,Adam,0.3199,0.6048,0.2016,0.7266
CNCF,100,1,128,128,0.001,10,0.0005,450,5,Adam,0.3206,0.6054,0.202,0.7273
CNCF,100,1,128,128,0.001,10,0.0005,460,5,Adam,0.321,0.604,0.2003,0.7193
CNCF,100,1,128,128,0.001,10,0.0005,470,5,Adam,0.321,0.6079,0.2029,0.7318
CNCF,100,1,128,128,0.001,10,0.0005,480,5,Adam,0.3187,0.6007,0.1994,0.7177
