model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
E-NCF,200,1,128,128,0.0001,10,0.0001,10,5,Adam,0.3118,0.5845,0.1937,0.7008
E-NCF,200,1,128,128,0.0001,10,0.0001,20,5,Adam,0.3139,0.5888,0.1945,0.703
E-NCF,200,1,128,128,0.0001,10,0.0001,30,5,Adam,0.3109,0.5835,0.1938,0.6998
E-NCF,200,1,128,128,0.0001,10,0.0001,40,5,Adam,0.3153,0.5912,0.1959,0.7073
E-NCF,200,1,128,128,0.0001,10,0.0001,50,5,Adam,0.3152,0.5909,0.1968,0.7082
E-NCF,200,1,128,128,0.0001,10,0.0001,60,5,Adam,0.3147,0.59,0.1952,0.7051
E-NCF,200,1,128,128,0.0001,10,0.0001,70,5,Adam,0.3123,0.5832,0.1932,0.6947
E-NCF,200,1,128,128,0.0001,10,0.0001,80,5,Adam,0.3123,0.5829,0.1936,0.6948
E-NCF,200,1,128,128,0.0001,10,0.0001,90,5,Adam,0.3155,0.5912,0.197,0.7091
E-NCF,200,1,128,128,0.0001,10,0.0001,100,5,Adam,0.3181,0.5956,0.1977,0.7103
E-NCF,200,1,128,128,0.0001,10,0.0001,110,5,Adam,0.3158,0.5916,0.1966,0.7075
E-NCF,200,1,128,128,0.0001,10,0.0001,120,5,Adam,0.319,0.5972,0.1983,0.714
E-NCF,200,1,128,128,0.0001,10,0.0001,130,5,Adam,0.3193,0.5975,0.1974,0.7089
E-NCF,200,1,128,128,0.0001,10,0.0001,140,5,Adam,0.3165,0.5934,0.1955,0.7059
E-NCF,200,1,128,128,0.0001,10,0.0001,150,5,Adam,0.3161,0.592,0.1969,0.7076
E-NCF,200,1,128,128,0.0001,10,0.0001,160,5,Adam,0.3207,0.6,0.1991,0.7153
E-NCF,200,1,128,128,0.0001,10,0.0001,170,5,Adam,0.319,0.5981,0.198,0.7138
E-NCF,200,1,128,128,0.0001,10,0.0001,180,5,Adam,0.3173,0.5938,0.1969,0.7076
E-NCF,200,1,128,128,0.0001,10,0.0001,190,5,Adam,0.3212,0.6006,0.1984,0.7132
E-NCF,200,1,128,128,0.0001,10,0.0001,200,5,Adam,0.321,0.5998,0.1984,0.7125
E-NCF,200,1,128,128,0.0001,10,0.0001,210,5,Adam,0.3199,0.5995,0.1992,0.7148
E-NCF,200,1,128,128,0.0001,10,0.0001,220,5,Adam,0.3212,0.6003,0.1982,0.7128
E-NCF,200,1,128,128,0.0001,10,0.0001,230,5,Adam,0.321,0.6019,0.2,0.7186
E-NCF,200,1,128,128,0.0001,10,0.0001,240,5,Adam,0.3221,0.6024,0.1995,0.7157
E-NCF,200,1,128,128,0.0001,10,0.0001,250,5,Adam,0.3222,0.6034,0.199,0.7171
E-NCF,200,1,128,128,0.0001,10,0.0001,260,5,Adam,0.3259,0.6107,0.2022,0.7277
E-NCF,200,1,128,128,0.0001,10,0.0001,270,5,Adam,0.3239,0.6051,0.2,0.7179
E-NCF,200,1,128,128,0.0001,10,0.0001,280,5,Adam,0.3229,0.6035,0.2001,0.7168
E-NCF,200,1,128,128,0.0001,10,0.0001,290,5,Adam,0.3196,0.5968,0.1975,0.7079
E-NCF,200,1,128,128,0.0001,10,0.0001,300,5,Adam,0.3231,0.6035,0.1992,0.7149
E-NCF,200,1,128,128,0.0001,10,0.0001,310,5,Adam,0.3224,0.6027,0.1999,0.7171
E-NCF,200,1,128,128,0.0001,10,0.0001,320,5,Adam,0.3236,0.6054,0.2009,0.7202
E-NCF,200,1,128,128,0.0001,10,0.0001,330,5,Adam,0.3207,0.6,0.1996,0.7153
E-NCF,200,1,128,128,0.0001,10,0.0001,340,5,Adam,0.3242,0.6049,0.2002,0.7163
E-NCF,200,1,128,128,0.0001,10,0.0001,350,5,Adam,0.3249,0.607,0.2007,0.7196
E-NCF,200,1,128,128,0.0001,10,0.0001,360,5,Adam,0.3223,0.602,0.1996,0.7152
E-NCF,200,1,128,128,0.0001,10,0.0001,370,5,Adam,0.3242,0.6051,0.2002,0.7173
E-NCF,200,1,128,128,0.0001,10,0.0001,380,5,Adam,0.3234,0.6042,0.2006,0.7171
E-NCF,200,1,128,128,0.0001,10,0.0001,390,5,Adam,0.3214,0.6,0.1991,0.7117
E-NCF,200,1,128,128,0.0001,10,0.0001,400,5,Adam,0.3265,0.6091,0.2015,0.7204
E-NCF,200,1,128,128,0.0001,10,0.0001,410,5,Adam,0.3249,0.6063,0.2017,0.7205
E-NCF,200,1,128,128,0.0001,10,0.0001,420,5,Adam,0.3261,0.6105,0.2023,0.725
E-NCF,200,1,128,128,0.0001,10,0.0001,430,5,Adam,0.3272,0.6113,0.2029,0.7247
E-NCF,200,1,128,128,0.0001,10,0.0001,440,5,Adam,0.3266,0.6093,0.2015,0.7202
E-NCF,200,1,128,128,0.0001,10,0.0001,450,5,Adam,0.3253,0.6074,0.2005,0.7178
E-NCF,200,1,128,128,0.0001,10,0.0001,460,5,Adam,0.3313,0.6189,0.2042,0.7313
E-NCF,200,1,128,128,0.0001,10,0.0001,470,5,Adam,0.326,0.6076,0.2001,0.7163
E-NCF,200,1,128,128,0.0001,10,0.0001,480,5,Adam,0.3275,0.6104,0.2024,0.7222
E-NCF,200,1,128,128,0.0001,10,0.0001,490,5,Adam,0.3268,0.6094,0.2022,0.7213
E-NCF,200,1,128,128,0.0001,10,0.0001,500,5,Adam,0.3287,0.6128,0.2032,0.7249
E-VNCF,200,1,128,128,0.0001,10,0.0001,10,5,Adam,0.2855,0.5445,0.1937,0.6977
E-VNCF,200,1,128,128,0.0001,10,0.0001,20,5,Adam,0.3276,0.6191,0.2086,0.7507
E-VNCF,200,1,128,128,0.0001,10,0.0001,30,5,Adam,0.3254,0.6148,0.2066,0.7444
E-VNCF,200,1,128,128,0.0001,10,0.0001,40,5,Adam,0.3228,0.61,0.2043,0.7383
E-VNCF,200,1,128,128,0.0001,10,0.0001,50,5,Adam,0.3219,0.6079,0.203,0.7348
E-VNCF,200,1,128,128,0.0001,10,0.0001,60,5,Adam,0.3213,0.6069,0.2038,0.7365
E-VNCF,200,1,128,128,0.0001,10,0.0001,70,5,Adam,0.3189,0.6019,0.2021,0.7273
E-VNCF,200,1,128,128,0.0001,10,0.0001,80,5,Adam,0.3232,0.6115,0.2047,0.7399
E-VNCF,200,1,128,128,0.0001,10,0.0001,90,5,Adam,0.3201,0.6049,0.2023,0.7312
E-VNCF,200,1,128,128,0.0001,10,0.0001,100,5,Adam,0.3218,0.608,0.2043,0.7355
E-VNCF,200,1,128,128,0.0001,10,0.0001,110,5,Adam,0.3183,0.5998,0.2001,0.7218
E-VNCF,200,1,128,128,0.0001,10,0.0001,120,5,Adam,0.3199,0.6026,0.202,0.7273
E-VNCF,200,1,128,128,0.0001,10,0.0001,130,5,Adam,0.3195,0.6028,0.2021,0.7284
