model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
E-NCF,200,1,128,128,0.0001,10,0.0001,10,5,Adam,0.3037,0.5711,0.1898,0.6872
E-NCF,200,1,128,128,0.0001,10,0.0001,20,5,Adam,0.313,0.5885,0.1953,0.7066
E-NCF,200,1,128,128,0.0001,10,0.0001,30,5,Adam,0.3077,0.5769,0.1908,0.6904
E-NCF,200,1,128,128,0.0001,10,0.0001,40,5,Adam,0.3145,0.5892,0.1949,0.705
E-NCF,200,1,128,128,0.0001,10,0.0001,50,5,Adam,0.3163,0.5908,0.1939,0.7
E-NCF,200,1,128,128,0.0001,10,0.0001,60,5,Adam,0.3123,0.5842,0.1933,0.6963
E-NCF,200,1,128,128,0.0001,10,0.0001,70,5,Adam,0.3181,0.5949,0.1955,0.7057
E-NCF,200,1,128,128,0.0001,10,0.0001,80,5,Adam,0.3153,0.5904,0.1964,0.7063
E-NCF,200,1,128,128,0.0001,10,0.0001,90,5,Adam,0.3099,0.5796,0.1933,0.6945
E-NCF,200,1,128,128,0.0001,10,0.0001,100,5,Adam,0.3184,0.5957,0.196,0.7068
E-NCF,200,1,128,128,0.0001,10,0.0001,110,5,Adam,0.3161,0.5905,0.1952,0.7022
E-NCF,200,1,128,128,0.0001,10,0.0001,120,5,Adam,0.3185,0.596,0.1978,0.7094
E-NCF,200,1,128,128,0.0001,10,0.0001,130,5,Adam,0.3162,0.5925,0.1971,0.7082
E-NCF,200,1,128,128,0.0001,10,0.0001,140,5,Adam,0.3213,0.6024,0.2006,0.7206
E-NCF,200,1,128,128,0.0001,10,0.0001,150,5,Adam,0.3221,0.603,0.1989,0.7167
E-NCF,200,1,128,128,0.0001,10,0.0001,160,5,Adam,0.3214,0.6017,0.199,0.7154
E-NCF,200,1,128,128,0.0001,10,0.0001,170,5,Adam,0.3172,0.5933,0.1969,0.7064
E-NCF,200,1,128,128,0.0001,10,0.0001,180,5,Adam,0.3197,0.5968,0.1974,0.7085
E-NCF,200,1,128,128,0.0001,10,0.0001,190,5,Adam,0.3211,0.6,0.1989,0.7137
E-NCF,200,1,128,128,0.0001,10,0.0001,200,5,Adam,0.3174,0.5937,0.1968,0.7065
