model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
E-NCF,200,1,128,128,0.0001,10,0.0001,10,5,Adam,0.3142,0.5901,0.1954,0.705
E-NCF,200,1,128,128,0.0001,10,0.0001,20,5,Adam,0.3118,0.5849,0.1935,0.6998
E-NCF,200,1,128,128,0.0001,10,0.0001,30,5,Adam,0.318,0.5958,0.1983,0.7138
E-NCF,200,1,128,128,0.0001,10,0.0001,40,5,Adam,0.3184,0.5962,0.1969,0.7113
E-NCF,200,1,128,128,0.0001,10,0.0001,50,5,Adam,0.3136,0.5865,0.1942,0.7003
E-NCF,200,1,128,128,0.0001,10,0.0001,60,5,Adam,0.3213,0.6004,0.1963,0.7088
E-NCF,200,1,128,128,0.0001,10,0.0001,70,5,Adam,0.3169,0.5926,0.1958,0.7046
E-NCF,200,1,128,128,0.0001,10,0.0001,80,5,Adam,0.3168,0.5917,0.1948,0.7013
E-NCF,200,1,128,128,0.0001,10,0.0001,90,5,Adam,0.3154,0.5918,0.1962,0.7079
E-NCF,200,1,128,128,0.0001,10,0.0001,100,5,Adam,0.324,0.6081,0.1998,0.7219
E-NCF,200,1,128,128,0.0001,10,0.0001,110,5,Adam,0.3219,0.6023,0.1971,0.7117
E-NCF,200,1,128,128,0.0001,10,0.0001,120,5,Adam,0.3207,0.6008,0.1982,0.7139
E-NCF,200,1,128,128,0.0001,10,0.0001,130,5,Adam,0.3209,0.6019,0.1987,0.7171
E-NCF,200,1,128,128,0.0001,10,0.0001,140,5,Adam,0.3237,0.6058,0.2003,0.7201
E-NCF,200,1,128,128,0.0001,10,0.0001,150,5,Adam,0.3265,0.6107,0.2008,0.7241
E-NCF,200,1,128,128,0.0001,10,0.0001,160,5,Adam,0.3212,0.6004,0.1984,0.7132
E-NCF,200,1,128,128,0.0001,10,0.0001,170,5,Adam,0.3218,0.6016,0.1973,0.7118
E-NCF,200,1,128,128,0.0001,10,0.0001,180,5,Adam,0.3223,0.6032,0.1982,0.7152
E-NCF,200,1,128,128,0.0001,10,0.0001,190,5,Adam,0.323,0.6039,0.1999,0.7174
E-NCF,200,1,128,128,0.0001,10,0.0001,200,5,Adam,0.3197,0.5978,0.1977,0.7098
E-NCF,200,1,128,128,0.0001,10,0.0001,210,5,Adam,0.3247,0.6069,0.2007,0.7204
E-NCF,200,1,128,128,0.0001,10,0.0001,220,5,Adam,0.3206,0.5986,0.1978,0.71
E-NCF,200,1,128,128,0.0001,10,0.0001,230,5,Adam,0.3255,0.6092,0.2012,0.7237
E-NCF,200,1,128,128,0.0001,10,0.0001,240,5,Adam,0.3216,0.6009,0.1972,0.7097
E-NCF,200,1,128,128,0.0001,10,0.0001,250,5,Adam,0.3215,0.6007,0.1987,0.7119
E-NCF,200,1,128,128,0.0001,10,0.0001,260,5,Adam,0.3244,0.6063,0.1998,0.7192
E-NCF,200,1,128,128,0.0001,10,0.0001,270,5,Adam,0.3209,0.5997,0.1975,0.7096
E-NCF,200,1,128,128,0.0001,10,0.0001,280,5,Adam,0.3261,0.6097,0.2,0.7201
E-NCF,200,1,128,128,0.0001,10,0.0001,290,5,Adam,0.3244,0.6061,0.1997,0.7164
E-NCF,200,1,128,128,0.0001,10,0.0001,300,5,Adam,0.3234,0.6045,0.1994,0.7157
E-NCF,200,1,128,128,0.0001,10,0.0001,310,5,Adam,0.3271,0.6119,0.2008,0.7229
E-NCF,200,1,128,128,0.0001,10,0.0001,320,5,Adam,0.3263,0.6094,0.2002,0.7188
E-NCF,200,1,128,128,0.0001,10,0.0001,330,5,Adam,0.3252,0.6075,0.2007,0.7192
E-NCF,200,1,128,128,0.0001,10,0.0001,340,5,Adam,0.3267,0.6099,0.2002,0.7199
E-NCF,200,1,128,128,0.0001,10,0.0001,350,5,Adam,0.3266,0.6094,0.2002,0.7165
E-NCF,200,1,128,128,0.0001,10,0.0001,360,5,Adam,0.3289,0.6149,0.2029,0.7269
E-NCF,200,1,128,128,0.0001,10,0.0001,370,5,Adam,0.3283,0.6133,0.2014,0.7231
E-NCF,200,1,128,128,0.0001,10,0.0001,380,5,Adam,0.3274,0.611,0.201,0.72
E-NCF,200,1,128,128,0.0001,10,0.0001,390,5,Adam,0.329,0.6141,0.2023,0.7247
E-NCF,200,1,128,128,0.0001,10,0.0001,400,5,Adam,0.3316,0.6204,0.2043,0.734
E-NCF,200,1,128,128,0.0001,10,0.0001,410,5,Adam,0.3308,0.6177,0.2032,0.7269
E-NCF,200,1,128,128,0.0001,10,0.0001,420,5,Adam,0.3281,0.6133,0.2024,0.7251
E-NCF,200,1,128,128,0.0001,10,0.0001,430,5,Adam,0.3287,0.6141,0.203,0.7269
E-NCF,200,1,128,128,0.0001,10,0.0001,440,5,Adam,0.3307,0.6173,0.2027,0.7264
E-NCF,200,1,128,128,0.0001,10,0.0001,450,5,Adam,0.33,0.6157,0.2024,0.7248
E-NCF,200,1,128,128,0.0001,10,0.0001,460,5,Adam,0.3289,0.6142,0.2026,0.7244
E-NCF,200,1,128,128,0.0001,10,0.0001,470,5,Adam,0.3277,0.6118,0.203,0.7243
E-NCF,200,1,128,128,0.0001,10,0.0001,480,5,Adam,0.3267,0.609,0.2012,0.7192
E-NCF,200,1,128,128,0.0001,10,0.0001,490,5,Adam,0.3284,0.6119,0.2014,0.7197
E-NCF,200,1,128,128,0.0001,10,0.0001,500,5,Adam,0.3288,0.6134,0.2026,0.7229
E-VNCF,200,1,128,128,0.0001,10,0.0001,10,5,Adam,0.2869,0.5454,0.1935,0.696
E-VNCF,200,1,128,128,0.0001,10,0.0001,20,5,Adam,0.3265,0.6178,0.2077,0.7506
E-VNCF,200,1,128,128,0.0001,10,0.0001,30,5,Adam,0.3248,0.6144,0.2053,0.744
E-VNCF,200,1,128,128,0.0001,10,0.0001,40,5,Adam,0.3238,0.6109,0.2047,0.7386
E-VNCF,200,1,128,128,0.0001,10,0.0001,50,5,Adam,0.3203,0.6044,0.2022,0.73
E-VNCF,200,1,128,128,0.0001,10,0.0001,60,5,Adam,0.3232,0.6104,0.205,0.7393
E-VNCF,200,1,128,128,0.0001,10,0.0001,70,5,Adam,0.3218,0.6084,0.2042,0.7372
E-VNCF,200,1,128,128,0.0001,10,0.0001,80,5,Adam,0.3217,0.6074,0.2041,0.7358
E-VNCF,200,1,128,128,0.0001,10,0.0001,90,5,Adam,0.3206,0.6053,0.2034,0.7331
E-VNCF,200,1,128,128,0.0001,10,0.0001,100,5,Adam,0.3195,0.6028,0.2032,0.7306
E-VNCF,200,1,128,128,0.0001,10,0.0001,110,5,Adam,0.3194,0.6035,0.2025,0.7311
E-VNCF,200,1,128,128,0.0001,10,0.0001,120,5,Adam,0.3221,0.6082,0.2041,0.7364
E-VNCF,200,1,128,128,0.0001,10,0.0001,130,5,Adam,0.3208,0.6035,0.2021,0.7269
E-VNCF,200,1,128,128,0.0001,10,0.0001,140,5,Adam,0.3199,0.6024,0.2012,0.7246
E-VNCF,200,1,128,128,0.0001,10,0.0001,150,5,Adam,0.3186,0.6027,0.2022,0.7301
E-VNCF,200,1,128,128,0.0001,10,0.0001,160,5,Adam,0.321,0.6053,0.2018,0.7279
E-VNCF,200,1,128,128,0.0001,10,0.0001,170,5,Adam,0.321,0.605,0.2016,0.7281
E-VNCF,200,1,128,128,0.0001,10,0.0001,180,5,Adam,0.3226,0.6106,0.205,0.7395
E-VNCF,200,1,128,128,0.0001,10,0.0001,190,5,Adam,0.322,0.6074,0.203,0.7323
E-VNCF,200,1,128,128,0.0001,10,0.0001,200,5,Adam,0.3205,0.6032,0.2007,0.7235
