model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
IVNCF,100,1,128,128,5e-05,10,0.0005,10,5,Adam,0.46,0.4957,0.3818,0.511
IVNCF,100,1,128,128,5e-05,10,0.0005,20,5,Adam,0.462,0.4975,0.3825,0.512
IVNCF,100,1,128,128,5e-05,10,0.0005,30,5,Adam,0.4624,0.498,0.3839,0.5136
IVNCF,100,1,128,128,5e-05,10,0.0005,40,5,Adam,0.4613,0.4958,0.3814,0.5093
IVNCF,100,1,128,128,5e-05,10,0.0005,50,5,Adam,0.4589,0.4939,0.3805,0.5083
IVNCF,100,1,128,128,5e-05,10,0.0005,60,5,Adam,0.4579,0.4919,0.3793,0.5061
IVNCF,100,1,128,128,5e-05,10,0.0005,70,5,Adam,0.462,0.4968,0.3821,0.5113
IVNCF,100,1,128,128,5e-05,10,0.0005,80,5,Adam,0.4581,0.4931,0.3798,0.5076
IVNCF,100,1,128,128,5e-05,10,0.0005,90,5,Adam,0.4594,0.4939,0.3802,0.5082
IVNCF,100,1,128,128,5e-05,10,0.0005,100,5,Adam,0.457,0.4909,0.3776,0.5046
IVNCF,100,1,128,128,5e-05,10,0.0005,110,5,Adam,0.4582,0.4927,0.3795,0.5071
IVNCF,100,1,128,128,5e-05,10,0.0005,120,5,Adam,0.4576,0.4916,0.3781,0.5053
IVNCF,100,1,128,128,5e-05,10,0.0005,130,5,Adam,0.4565,0.4906,0.3773,0.5043
IVNCF,100,1,128,128,5e-05,10,0.0005,140,5,Adam,0.4568,0.4908,0.378,0.5053
IVNCF,100,1,128,128,5e-05,10,0.0005,150,5,Adam,0.4581,0.4921,0.3787,0.5057
IVNCF,100,1,128,128,5e-05,10,0.0005,160,5,Adam,0.4579,0.4911,0.3773,0.5039
IVNCF,100,1,128,128,5e-05,10,0.0005,170,5,Adam,0.4583,0.4928,0.3793,0.5074
IVNCF,100,1,128,128,5e-05,10,0.0005,180,5,Adam,0.4563,0.4898,0.3765,0.5027
IVNCF,100,1,128,128,5e-05,10,0.0005,190,5,Adam,0.4577,0.4917,0.3785,0.5055
IVNCF,100,1,128,128,5e-05,10,0.0005,200,5,Adam,0.4561,0.4901,0.3774,0.5038
IVNCF,100,1,128,128,5e-05,10,0.0005,210,5,Adam,0.4557,0.4897,0.3768,0.5033
