model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
IVNCF,100,1,128,128,5e-05,10,0.0005,10,5,Adam,0.4552,0.4908,0.3774,0.5054
IVNCF,100,1,128,128,5e-05,10,0.0005,20,5,Adam,0.4553,0.4911,0.3783,0.5064
IVNCF,100,1,128,128,5e-05,10,0.0005,30,5,Adam,0.4538,0.4891,0.3761,0.5041
IVNCF,100,1,128,128,5e-05,10,0.0005,40,5,Adam,0.4553,0.4905,0.3774,0.5053
IVNCF,100,1,128,128,5e-05,10,0.0005,50,5,Adam,0.4534,0.4874,0.3755,0.5014
IVNCF,100,1,128,128,5e-05,10,0.0005,60,5,Adam,0.4527,0.4878,0.3763,0.5033
IVNCF,100,1,128,128,5e-05,10,0.0005,70,5,Adam,0.4547,0.4897,0.3775,0.5052
IVNCF,100,1,128,128,5e-05,10,0.0005,80,5,Adam,0.4544,0.4898,0.3779,0.5053
IVNCF,100,1,128,128,5e-05,10,0.0005,90,5,Adam,0.4518,0.4866,0.3755,0.5016
IVNCF,100,1,128,128,5e-05,10,0.0005,100,5,Adam,0.4521,0.4862,0.3744,0.5001
IVNCF,100,1,128,128,5e-05,10,0.0005,110,5,Adam,0.452,0.4873,0.3759,0.5027
IVNCF,100,1,128,128,5e-05,10,0.0005,120,5,Adam,0.4533,0.488,0.3764,0.503
IVNCF,100,1,128,128,5e-05,10,0.0005,130,5,Adam,0.4517,0.4855,0.3743,0.4998
IVNCF,100,1,128,128,5e-05,10,0.0005,140,5,Adam,0.4506,0.4849,0.3741,0.4992
IVNCF,100,1,128,128,5e-05,10,0.0005,150,5,Adam,0.4554,0.4908,0.3783,0.5064
IVNCF,100,1,128,128,5e-05,10,0.0005,160,5,Adam,0.4522,0.4857,0.3751,0.5004
IVNCF,100,1,128,128,5e-05,10,0.0005,170,5,Adam,0.4536,0.4886,0.3772,0.5039
IVNCF,100,1,128,128,5e-05,10,0.0005,180,5,Adam,0.4545,0.489,0.3768,0.5036
IVNCF,100,1,128,128,5e-05,10,0.0005,190,5,Adam,0.4539,0.4879,0.3767,0.5033
IVNCF,100,1,128,128,5e-05,10,0.0005,200,5,Adam,0.4514,0.4856,0.375,0.5004
IVNCF,100,1,128,128,5e-05,10,0.0005,210,5,Adam,0.4535,0.4874,0.375,0.5013
IVNCF,100,1,128,128,5e-05,10,0.0005,220,5,Adam,0.4539,0.488,0.3773,0.5041
IVNCF,100,1,128,128,5e-05,10,0.0005,230,5,Adam,0.456,0.4908,0.3792,0.5068
IVNCF,100,1,128,128,5e-05,10,0.0005,240,5,Adam,0.4517,0.4854,0.3744,0.4995
IVNCF,100,1,128,128,5e-05,10,0.0005,250,5,Adam,0.4506,0.4847,0.3753,0.5006
IVNCF,100,1,128,128,5e-05,10,0.0005,260,5,Adam,0.4528,0.4869,0.3763,0.5023
IVNCF,100,1,128,128,5e-05,10,0.0005,270,5,Adam,0.4535,0.4877,0.3776,0.5033
IVNCF,100,1,128,128,5e-05,10,0.0005,280,5,Adam,0.4537,0.487,0.3757,0.5012
IVNCF,100,1,128,128,5e-05,10,0.0005,290,5,Adam,0.4534,0.4878,0.3769,0.5031
IVNCF,100,1,128,128,5e-05,10,0.0005,300,5,Adam,0.4542,0.4893,0.3783,0.5054
CNCF,200,1,128,128,0.0001,10,0.001,10,5,Adam,0.3195,0.3413,0.2555,0.3431
CNCF,200,1,128,128,0.0001,10,0.001,20,5,Adam,0.3236,0.3449,0.2595,0.3469
CNCF,200,1,128,128,0.0001,10,0.001,30,5,Adam,0.3328,0.355,0.2678,0.3579
CNCF,200,1,128,128,0.0001,10,0.001,40,5,Adam,0.3298,0.3518,0.2647,0.3539
CNCF,200,1,128,128,0.0001,10,0.001,50,5,Adam,0.3425,0.3654,0.2754,0.3679
