model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
IVNCF,100,1,128,128,5e-05,10,0.0005,10,5,Adam,0.4525,0.4879,0.376,0.5032
IVNCF,100,1,128,128,5e-05,10,0.0005,20,5,Adam,0.4516,0.4863,0.3746,0.5018
IVNCF,100,1,128,128,5e-05,10,0.0005,30,5,Adam,0.4512,0.4863,0.3747,0.5017
IVNCF,100,1,128,128,5e-05,10,0.0005,40,5,Adam,0.4498,0.4845,0.374,0.4999
IVNCF,100,1,128,128,5e-05,10,0.0005,50,5,Adam,0.4513,0.4853,0.3738,0.4997
IVNCF,100,1,128,128,5e-05,10,0.0005,60,5,Adam,0.4536,0.4886,0.3769,0.5044
IVNCF,100,1,128,128,5e-05,10,0.0005,70,5,Adam,0.4496,0.4846,0.3739,0.5003
IVNCF,100,1,128,128,5e-05,10,0.0005,80,5,Adam,0.4523,0.4872,0.3765,0.5029
IVNCF,100,1,128,128,5e-05,10,0.0005,90,5,Adam,0.4514,0.486,0.3753,0.5016
IVNCF,100,1,128,128,5e-05,10,0.0005,100,5,Adam,0.4527,0.4875,0.3765,0.5028
IVNCF,100,1,128,128,5e-05,10,0.0005,110,5,Adam,0.4516,0.4856,0.3743,0.4999
IVNCF,100,1,128,128,5e-05,10,0.0005,120,5,Adam,0.4477,0.4819,0.3722,0.4971
IVNCF,100,1,128,128,5e-05,10,0.0005,130,5,Adam,0.4531,0.4871,0.3757,0.5017
IVNCF,100,1,128,128,5e-05,10,0.0005,140,5,Adam,0.4525,0.487,0.3756,0.5019
IVNCF,100,1,128,128,5e-05,10,0.0005,150,5,Adam,0.4473,0.4811,0.3713,0.4955
IVNCF,100,1,128,128,5e-05,10,0.0005,160,5,Adam,0.4519,0.4865,0.375,0.5011
IVNCF,100,1,128,128,5e-05,10,0.0005,170,5,Adam,0.4495,0.4835,0.3734,0.4984
IVNCF,100,1,128,128,5e-05,10,0.0005,180,5,Adam,0.448,0.4827,0.3734,0.4982
IVNCF,100,1,128,128,5e-05,10,0.0005,190,5,Adam,0.4497,0.4835,0.3732,0.4977
IVNCF,100,1,128,128,5e-05,10,0.0005,200,5,Adam,0.4504,0.4837,0.3735,0.4976
IVNCF,100,1,128,128,5e-05,10,0.0005,210,5,Adam,0.4515,0.4849,0.3743,0.4991
IVNCF,100,1,128,128,5e-05,10,0.0005,220,5,Adam,0.4502,0.4838,0.3737,0.498
IVNCF,100,1,128,128,5e-05,10,0.0005,230,5,Adam,0.4474,0.4812,0.3725,0.4966
IVNCF,100,1,128,128,5e-05,10,0.0005,240,5,Adam,0.4512,0.4855,0.3743,0.5
IVNCF,100,1,128,128,5e-05,10,0.0005,250,5,Adam,0.4515,0.485,0.3744,0.4991
IVNCF,100,1,128,128,5e-05,10,0.0005,260,5,Adam,0.45,0.4834,0.3731,0.4971
IVNCF,100,1,128,128,5e-05,10,0.0005,270,5,Adam,0.4508,0.4841,0.3739,0.4985
IVNCF,100,1,128,128,5e-05,10,0.0005,280,5,Adam,0.4484,0.4825,0.3732,0.4975
IVNCF,100,1,128,128,5e-05,10,0.0005,290,5,Adam,0.4494,0.4825,0.3733,0.4962
IVNCF,100,1,128,128,5e-05,10,0.0005,300,5,Adam,0.4499,0.4828,0.3726,0.4961
CNCF,200,1,128,128,0.0001,10,0.001,10,5,Adam,0.3217,0.3429,0.2568,0.3439
CNCF,200,1,128,128,0.0001,10,0.001,20,5,Adam,0.3313,0.3538,0.2658,0.3555
CNCF,200,1,128,128,0.0001,10,0.001,30,5,Adam,0.3351,0.3572,0.2693,0.3591
CNCF,200,1,128,128,0.0001,10,0.001,40,5,Adam,0.3321,0.3548,0.268,0.3576
CNCF,200,1,128,128,0.0001,10,0.001,50,5,Adam,0.3354,0.3578,0.2704,0.3603
CNCF,200,1,128,128,0.0001,10,0.001,60,5,Adam,0.3327,0.3547,0.2685,0.357
CNCF,200,1,128,128,0.0001,10,0.001,70,5,Adam,0.3399,0.3626,0.2734,0.3647
CNCF,200,1,128,128,0.0001,10,0.001,80,5,Adam,0.3384,0.3607,0.2723,0.3625
CNCF,200,1,128,128,0.0001,10,0.001,90,5,Adam,0.3373,0.3592,0.2712,0.3611
CNCF,200,1,128,128,0.0001,10,0.001,100,5,Adam,0.3354,0.3575,0.2699,0.3592
CNCF,200,1,128,128,0.0001,10,0.001,110,5,Adam,0.3423,0.3642,0.2749,0.3657
CNCF,200,1,128,128,0.0001,10,0.001,120,5,Adam,0.3426,0.3649,0.2755,0.3671
CNCF,200,1,128,128,0.0001,10,0.001,130,5,Adam,0.3437,0.3659,0.2767,0.3676
CNCF,200,1,128,128,0.0001,10,0.001,140,5,Adam,0.3386,0.3603,0.2724,0.362
CNCF,200,1,128,128,0.0001,10,0.001,150,5,Adam,0.3459,0.3687,0.2786,0.3708
CNCF,200,1,128,128,0.0001,10,0.001,160,5,Adam,0.3467,0.3687,0.2786,0.3699
CNCF,200,1,128,128,0.0001,10,0.001,170,5,Adam,0.3402,0.3624,0.2744,0.3645
CNCF,200,1,128,128,0.0001,10,0.001,180,5,Adam,0.3456,0.368,0.278,0.3701
CNCF,200,1,128,128,0.0001,10,0.001,190,5,Adam,0.3479,0.3703,0.2802,0.3718
CNCF,200,1,128,128,0.0001,10,0.001,200,5,Adam,0.3392,0.361,0.2726,0.3622
CNCF,200,1,128,128,0.0001,10,0.001,210,5,Adam,0.3444,0.3659,0.2767,0.3671
CNCF,200,1,128,128,0.0001,10,0.001,220,5,Adam,0.3467,0.3683,0.2791,0.3697
CNCF,200,1,128,128,0.0001,10,0.001,230,5,Adam,0.3462,0.3683,0.2789,0.3697
CNCF,200,1,128,128,0.0001,10,0.001,240,5,Adam,0.3464,0.368,0.2786,0.3695
CNCF,200,1,128,128,0.0001,10,0.001,250,5,Adam,0.3454,0.3665,0.2772,0.3672
CNCF,200,1,128,128,0.0001,10,0.001,260,5,Adam,0.3408,0.3623,0.2741,0.3638
CNCF,200,1,128,128,0.0001,10,0.001,270,5,Adam,0.3538,0.3756,0.2839,0.3764
CNCF,200,1,128,128,0.0001,10,0.001,280,5,Adam,0.3443,0.3653,0.2765,0.3659
CNCF,200,1,128,128,0.0001,10,0.001,290,5,Adam,0.3474,0.3689,0.2788,0.37
CNCF,200,1,128,128,0.0001,10,0.001,300,5,Adam,0.3478,0.3689,0.279,0.3695
INCF,200,1,128,128,0.0001,10,0.001,10,5,Adam,0.4677,0.4993,0.3807,0.5083
INCF,200,1,128,128,0.0001,10,0.001,20,5,Adam,0.4626,0.4948,0.3779,0.5048
INCF,200,1,128,128,0.0001,10,0.001,30,5,Adam,0.4657,0.4962,0.3785,0.5036
INCF,200,1,128,128,0.0001,10,0.001,40,5,Adam,0.47,0.5004,0.3827,0.5083
INCF,200,1,128,128,0.0001,10,0.001,50,5,Adam,0.4749,0.5061,0.3863,0.5137
INCF,200,1,128,128,0.0001,10,0.001,60,5,Adam,0.4692,0.4979,0.3794,0.5031
INCF,200,1,128,128,0.0001,10,0.001,70,5,Adam,0.466,0.4956,0.3797,0.5031
INCF,200,1,128,128,0.0001,10,0.001,80,5,Adam,0.4703,0.5,0.3819,0.5065
INCF,200,1,128,128,0.0001,10,0.001,90,5,Adam,0.4761,0.5059,0.3854,0.5118
INCF,200,1,128,128,0.0001,10,0.001,100,5,Adam,0.4761,0.5056,0.3855,0.5109
INCF,200,1,128,128,0.0001,10,0.001,110,5,Adam,0.4841,0.5156,0.3953,0.5244
INCF,200,1,128,128,0.0001,10,0.001,120,5,Adam,0.4733,0.5019,0.3822,0.5065
INCF,200,1,128,128,0.0001,10,0.001,130,5,Adam,0.4822,0.5132,0.3929,0.5212
INCF,200,1,128,128,0.0001,10,0.001,140,5,Adam,0.4786,0.5077,0.3861,0.5119
INCF,200,1,128,128,0.0001,10,0.001,150,5,Adam,0.4824,0.5114,0.3904,0.5167
INCF,200,1,128,128,0.0001,10,0.001,160,5,Adam,0.4835,0.5141,0.3932,0.5205
INCF,200,1,128,128,0.0001,10,0.001,170,5,Adam,0.4814,0.5104,0.3904,0.5155
INCF,200,1,128,128,0.0001,10,0.001,180,5,Adam,0.483,0.5119,0.3916,0.5175
INCF,200,1,128,128,0.0001,10,0.001,190,5,Adam,0.4756,0.5025,0.3837,0.5058
INCF,200,1,128,128,0.0001,10,0.001,200,5,Adam,0.4771,0.5064,0.3892,0.513
INCF,200,1,128,128,0.0001,10,0.001,210,5,Adam,0.4747,0.5026,0.3859,0.5079
INCF,200,1,128,128,0.0001,10,0.001,220,5,Adam,0.4799,0.5073,0.3883,0.5111
INCF,200,1,128,128,0.0001,10,0.001,230,5,Adam,0.4799,0.5081,0.3896,0.5131
INCF,200,1,128,128,0.0001,10,0.001,240,5,Adam,0.4838,0.5121,0.392,0.5164
INCF,200,1,128,128,0.0001,10,0.001,250,5,Adam,0.4821,0.5107,0.3921,0.5163
INCF,200,1,128,128,0.0001,10,0.001,260,5,Adam,0.4768,0.5042,0.3869,0.5082
INCF,200,1,128,128,0.0001,10,0.001,270,5,Adam,0.4845,0.5129,0.3931,0.517
INCF,200,1,128,128,0.0001,10,0.001,280,5,Adam,0.4793,0.5054,0.388,0.5086
INCF,200,1,128,128,0.0001,10,0.001,290,5,Adam,0.4872,0.5157,0.3959,0.5206
INCF,200,1,128,128,0.0001,10,0.001,300,5,Adam,0.4848,0.5126,0.3926,0.5163
CVNCF,100,1,128,128,5e-05,10,0.001,10,5,Adam,0.3336,0.3543,0.2683,0.3565
CVNCF,100,1,128,128,5e-05,10,0.001,20,5,Adam,0.3453,0.3679,0.2808,0.3738
CVNCF,100,1,128,128,5e-05,10,0.001,30,5,Adam,0.3453,0.3697,0.2842,0.3784
CVNCF,100,1,128,128,5e-05,10,0.001,40,5,Adam,0.3409,0.3652,0.2814,0.3743
CVNCF,100,1,128,128,5e-05,10,0.001,50,5,Adam,0.3385,0.3626,0.2779,0.3701
CVNCF,100,1,128,128,5e-05,10,0.001,60,5,Adam,0.3446,0.3692,0.2826,0.3759
CVNCF,100,1,128,128,5e-05,10,0.001,70,5,Adam,0.3384,0.3622,0.2784,0.3689
CVNCF,100,1,128,128,5e-05,10,0.001,80,5,Adam,0.3444,0.3676,0.2811,0.3729
CVNCF,100,1,128,128,5e-05,10,0.001,90,5,Adam,0.3359,0.3594,0.2759,0.3658
CVNCF,100,1,128,128,5e-05,10,0.001,100,5,Adam,0.3367,0.3602,0.2751,0.3651
CVNCF,100,1,128,128,5e-05,10,0.001,110,5,Adam,0.3399,0.3635,0.2781,0.3688
CVNCF,100,1,128,128,5e-05,10,0.001,120,5,Adam,0.3367,0.3596,0.274,0.3635
CVNCF,100,1,128,128,5e-05,10,0.001,130,5,Adam,0.334,0.3563,0.2723,0.3604
CVNCF,100,1,128,128,5e-05,10,0.001,140,5,Adam,0.3421,0.3647,0.2776,0.3685
CVNCF,100,1,128,128,5e-05,10,0.001,150,5,Adam,0.3316,0.3541,0.2708,0.3593
CVNCF,100,1,128,128,5e-05,10,0.001,160,5,Adam,0.3405,0.3634,0.278,0.3684
CVNCF,100,1,128,128,5e-05,10,0.001,170,5,Adam,0.342,0.3646,0.2778,0.3687
CVNCF,100,1,128,128,5e-05,10,0.001,180,5,Adam,0.3345,0.3569,0.2723,0.3612
CVNCF,100,1,128,128,5e-05,10,0.001,190,5,Adam,0.3366,0.3595,0.2748,0.3641
CVNCF,100,1,128,128,5e-05,10,0.001,200,5,Adam,0.3419,0.3647,0.2786,0.3696
CVNCF,100,1,128,128,5e-05,10,0.001,210,5,Adam,0.3444,0.3672,0.2794,0.3711
CVNCF,100,1,128,128,5e-05,10,0.001,220,5,Adam,0.3373,0.3599,0.2746,0.3634
CVNCF,100,1,128,128,5e-05,10,0.001,230,5,Adam,0.3383,0.3601,0.2744,0.3635
CVNCF,100,1,128,128,5e-05,10,0.001,240,5,Adam,0.3431,0.3648,0.2774,0.3676
CVNCF,100,1,128,128,5e-05,10,0.001,250,5,Adam,0.3464,0.3684,0.2801,0.3719
CVNCF,100,1,128,128,5e-05,10,0.001,260,5,Adam,0.3429,0.3655,0.2787,0.3697
CVNCF,100,1,128,128,5e-05,10,0.001,270,5,Adam,0.3458,0.3677,0.2805,0.3712
CVNCF,100,1,128,128,5e-05,10,0.001,280,5,Adam,0.3448,0.3667,0.2799,0.3701
CVNCF,100,1,128,128,5e-05,10,0.001,290,5,Adam,0.3472,0.3694,0.2814,0.3723
CVNCF,100,1,128,128,5e-05,10,0.001,300,5,Adam,0.3456,0.3675,0.2807,0.3713
IVNCF,100,1,128,128,5e-05,10,0.0005,10,5,Adam,0.4528,0.4874,0.3745,0.5008
IVNCF,100,1,128,128,5e-05,10,0.0005,20,5,Adam,0.4512,0.4862,0.3735,0.5004
IVNCF,100,1,128,128,5e-05,10,0.0005,30,5,Adam,0.4513,0.4864,0.3746,0.5012
IVNCF,100,1,128,128,5e-05,10,0.0005,40,5,Adam,0.4492,0.4839,0.3739,0.4993
IVNCF,100,1,128,128,5e-05,10,0.0005,50,5,Adam,0.4507,0.4857,0.3747,0.5007
IVNCF,100,1,128,128,5e-05,10,0.0005,60,5,Adam,0.4471,0.4819,0.3718,0.497
IVNCF,100,1,128,128,5e-05,10,0.0005,70,5,Adam,0.4498,0.4843,0.3739,0.4992
IVNCF,100,1,128,128,5e-05,10,0.0005,80,5,Adam,0.4484,0.4828,0.3723,0.4977
IVNCF,100,1,128,128,5e-05,10,0.0005,90,5,Adam,0.4485,0.4813,0.3711,0.4945
IVNCF,100,1,128,128,5e-05,10,0.0005,100,5,Adam,0.4493,0.4829,0.3723,0.4966
IVNCF,100,1,128,128,5e-05,10,0.0005,110,5,Adam,0.4506,0.4839,0.3727,0.4977
IVNCF,100,1,128,128,5e-05,10,0.0005,120,5,Adam,0.45,0.4844,0.3739,0.4993
IVNCF,100,1,128,128,5e-05,10,0.0005,130,5,Adam,0.451,0.4855,0.3741,0.5001
IVNCF,100,1,128,128,5e-05,10,0.0005,140,5,Adam,0.4513,0.4857,0.375,0.5007
IVNCF,100,1,128,128,5e-05,10,0.0005,150,5,Adam,0.4493,0.4828,0.3727,0.4966
IVNCF,100,1,128,128,5e-05,10,0.0005,160,5,Adam,0.4501,0.4835,0.3726,0.4973
IVNCF,100,1,128,128,5e-05,10,0.0005,170,5,Adam,0.4501,0.4841,0.3737,0.4987
IVNCF,100,1,128,128,5e-05,10,0.0005,180,5,Adam,0.4509,0.4847,0.3731,0.4986
IVNCF,100,1,128,128,5e-05,10,0.0005,190,5,Adam,0.4501,0.4842,0.3734,0.4984
IVNCF,100,1,128,128,5e-05,10,0.0005,200,5,Adam,0.4492,0.483,0.3725,0.4967
IVNCF,100,1,128,128,5e-05,10,0.0005,210,5,Adam,0.448,0.4815,0.3719,0.496
IVNCF,100,1,128,128,5e-05,10,0.0005,220,5,Adam,0.4511,0.4846,0.374,0.4987
IVNCF,100,1,128,128,5e-05,10,0.0005,230,5,Adam,0.4495,0.4828,0.3729,0.4971
IVNCF,100,1,128,128,5e-05,10,0.0005,240,5,Adam,0.4494,0.4826,0.3718,0.4959
IVNCF,100,1,128,128,5e-05,10,0.0005,250,5,Adam,0.4495,0.4825,0.3721,0.4961
IVNCF,100,1,128,128,5e-05,10,0.0005,260,5,Adam,0.4516,0.4849,0.3728,0.4974
IVNCF,100,1,128,128,5e-05,10,0.0005,270,5,Adam,0.4517,0.4852,0.3738,0.4987
IVNCF,100,1,128,128,5e-05,10,0.0005,280,5,Adam,0.4524,0.487,0.3758,0.5015
