model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
NCF,200,1,128,128,0.0001,50,0.001,300,5,2.8113,0.0433,0.0407,0.0389,0.0467,0.0325,0.0864,0.0374,0.0346,0.0327,0.0437,0.0253,0.0355,0.0511,0.0697,0.0871,0.03,0.1645
CE-NCF,200,1,128,128,0.0001,50,0.001,300,5,2.7795,0.0401,0.0382,0.0367,0.0433,0.0315,0.0855,0.0356,0.0334,0.0319,0.0402,0.0255,0.0353,0.0508,0.0703,0.0879,0.0283,0.1658
CE-VNCF,100,1,128,128,5e-05,50,0.001,300,5,2.4559,0.0514,0.0489,0.0471,0.0544,0.0401,0.1081,0.0465,0.0429,0.0406,0.0519,0.0319,0.0448,0.0647,0.0886,0.1111,0.0361,0.209
VNCF,100,1,128,128,5e-05,50,0.0005,300,5,2.4391,0.0518,0.0494,0.0475,0.0551,0.0405,0.1113,0.0468,0.0433,0.0408,0.0522,0.0325,0.0449,0.0652,0.0901,0.1136,0.0372,0.2171
E-VNCF,100,1,128,128,5e-05,50,0.001,300,5,2.4776,0.0501,0.0478,0.0459,0.053,0.0394,0.1077,0.0454,0.0416,0.0396,0.0504,0.0318,0.0441,0.0642,0.0861,0.1083,0.0362,0.2089
E-NCF,200,1,128,128,0.0001,50,0.001,300,5,2.7472,0.0421,0.0403,0.0388,0.0451,0.0329,0.0879,0.0384,0.0356,0.0335,0.0418,0.0258,0.0369,0.0535,0.0729,0.0908,0.0314,0.1653
