model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
UserPop,1,1,1,1,1.0,,1.0,1,1,"[0.0886, 0.0018]","[0.0808, 0.0015]","[0.0762, 0.0013]","[0.1012, 0.0024]","[0.154, 0.0028]","[0.1844, 0.0028]","[0.2225, 0.0029]","[0.1236, 0.0027]","[0.069, 0.0012]","[0.0631, 0.001]","[0.065, 0.0009]","[0.0932, 0.002]","[0.2118, 0.0038]","[0.2969, 0.0043]","[0.4184, 0.0047]","[0.1438, 0.0033]"
ItemPop,1,1,1,1,1.0,,1.0,1,1,"[0.0946, 0.0019]","[0.0852, 0.0016]","[0.0797, 0.0014]","[0.108, 0.0024]","[0.1653, 0.0029]","[0.1943, 0.003]","[0.2313, 0.0029]","[0.1385, 0.0029]","[0.0716, 0.0013]","[0.0641, 0.001]","[0.065, 0.0009]","[0.1047, 0.0021]","[0.2259, 0.004]","[0.3071, 0.0044]","[0.4259, 0.0047]","[0.1654, 0.0035]"
E-NCF,100,1,128,128,0.0001,,0.0001,100,5,"[0.2885, 0.0027]","[0.2459, 0.0022]","[0.2166, 0.0019]","[0.3615, 0.0036]","[0.5462, 0.0039]","[0.5814, 0.0037]","[0.6022, 0.0036]","[0.4742, 0.0041]","[0.1878, 0.0018]","[0.1455, 0.0014]","[0.1193, 0.0011]","[0.2722, 0.0027]","[0.6779, 0.0044]","[0.7738, 0.004]","[0.8374, 0.0035]","[0.5177, 0.0047]"
CE-NCF,100,1,128,128,0.001,,0.0001,100,5,"[0.2886, 0.0026]","[0.2484, 0.0021]","[0.2205, 0.0019]","[0.3576, 0.0035]","[0.5501, 0.0036]","[0.5931, 0.0034]","[0.616, 0.0032]","[0.4686, 0.0039]","[0.1931, 0.0018]","[0.1536, 0.0014]","[0.1266, 0.0012]","[0.2713, 0.0026]","[0.7011, 0.0041]","[0.8181, 0.0035]","[0.8873, 0.0029]","[0.5184, 0.0046]"
E-VNCF,200,1,128,128,0.0001,,0.0005,100,5,"[0.2814, 0.0026]","[0.2417, 0.0022]","[0.214, 0.0019]","[0.3487, 0.0035]","[0.5339, 0.0038]","[0.572, 0.0036]","[0.5947, 0.0034]","[0.4566, 0.004]","[0.1881, 0.0018]","[0.1474, 0.0014]","[0.1216, 0.0011]","[0.2662, 0.0027]","[0.677, 0.0043]","[0.7813, 0.0038]","[0.8505, 0.0033]","[0.5045, 0.0046]"
CE-VNCF,200,1,128,128,0.0001,,0.0001,100,5,"[0.3005, 0.0027]","[0.2558, 0.0022]","[0.225, 0.0019]","[0.377, 0.0036]","[0.5686, 0.0038]","[0.6037, 0.0036]","[0.6231, 0.0035]","[0.4949, 0.0041]","[0.1948, 0.0018]","[0.1504, 0.0014]","[0.1225, 0.0011]","[0.2829, 0.0027]","[0.7036, 0.0042]","[0.7983, 0.0038]","[0.8569, 0.0033]","[0.541, 0.0046]"
