model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,MAP@10,NDCG@10,Precision@10,Recall@10
INCF,100,1,128,128,0.001,10,0.0005,10,5,Adam,0.3153,0.5991,0.2004,0.7286
INCF,100,1,128,128,0.001,10,0.0005,20,5,Adam,0.318,0.6032,0.2018,0.7314
INCF,100,1,128,128,0.001,10,0.0005,30,5,Adam,0.3199,0.6055,0.2029,0.7331
INCF,100,1,128,128,0.001,10,0.0005,40,5,Adam,0.3175,0.6026,0.2019,0.7294
INCF,100,1,128,128,0.001,10,0.0005,50,5,Adam,0.3168,0.6008,0.2007,0.7259
INCF,100,1,128,128,0.001,10,0.0005,60,5,Adam,0.3184,0.6034,0.2025,0.7315
INCF,100,1,128,128,0.001,10,0.0005,70,5,Adam,0.3192,0.6054,0.2032,0.7347
INCF,100,1,128,128,0.001,10,0.0005,80,5,Adam,0.3198,0.6058,0.203,0.7308
INCF,100,1,128,128,0.001,10,0.0005,90,5,Adam,0.3185,0.6031,0.2016,0.7261
INCF,100,1,128,128,0.001,10,0.0005,100,5,Adam,0.3195,0.6053,0.2022,0.7308
INCF,100,1,128,128,0.001,10,0.0005,110,5,Adam,0.3207,0.6078,0.2021,0.7326
INCF,100,1,128,128,0.001,10,0.0005,120,5,Adam,0.3193,0.6049,0.2017,0.7292
INCF,100,1,128,128,0.001,10,0.0005,130,5,Adam,0.3188,0.6024,0.2011,0.7241
INCF,100,1,128,128,0.001,10,0.0005,140,5,Adam,0.3212,0.6071,0.202,0.7278
INCF,100,1,128,128,0.001,10,0.0005,150,5,Adam,0.3195,0.603,0.1999,0.7222
INCF,100,1,128,128,0.001,10,0.0005,160,5,Adam,0.3189,0.604,0.2013,0.7265
INCF,100,1,128,128,0.001,10,0.0005,170,5,Adam,0.3199,0.6063,0.2024,0.7302
INCF,100,1,128,128,0.001,10,0.0005,180,5,Adam,0.3186,0.6035,0.2005,0.7252
INCF,100,1,128,128,0.001,10,0.0005,190,5,Adam,0.321,0.6078,0.2025,0.7318
INCF,100,1,128,128,0.001,10,0.0005,200,5,Adam,0.3202,0.6066,0.2017,0.7303
INCF,100,1,128,128,0.001,10,0.0005,210,5,Adam,0.3208,0.6079,0.2025,0.7318
INCF,100,1,128,128,0.001,10,0.0005,220,5,Adam,0.3212,0.6079,0.2029,0.7341
INCF,100,1,128,128,0.001,10,0.0005,230,5,Adam,0.3202,0.6068,0.202,0.7306
INCF,100,1,128,128,0.001,10,0.0005,240,5,Adam,0.3215,0.6093,0.2026,0.7332
INCF,100,1,128,128,0.001,10,0.0005,250,5,Adam,0.3199,0.6059,0.2026,0.7297
INCF,100,1,128,128,0.001,10,0.0005,260,5,Adam,0.32,0.6056,0.2023,0.7279
