model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
IVNCF,200,1,128,128,0.001,,0.0001,100,10,"[3.2343, 0.0508]","[0.0216, 0.0015]","[0.0212, 0.0013]","[0.0206, 0.0011]","[0.0222, 0.002]","[0.0178, 0.0007]","[0.099, 0.0035]","[0.0207, 0.0011]","[0.0196, 0.0009]","[0.0187, 0.0008]","[0.0218, 0.0016]","[0.0138, 0.0005]","[0.0218, 0.0023]","[0.0817, 0.0055]","[0.1163, 0.0064]","[0.149, 0.0072]","[0.0442, 0.0041]","[0.2683, 0.0088]"
IVNCF,200,1,128,128,0.01,,0.0001,100,10,"[3.2077, 0.0516]","[0.0291, 0.0019]","[0.0267, 0.0015]","[0.025, 0.0013]","[0.0333, 0.0026]","[0.0194, 0.0008]","[0.1093, 0.0042]","[0.0235, 0.0012]","[0.021, 0.001]","[0.0188, 0.0008]","[0.0276, 0.0018]","[0.0136, 0.0005]","[0.0331, 0.0032]","[0.0971, 0.006]","[0.1292, 0.0068]","[0.1522, 0.0072]","[0.0597, 0.0049]","[0.2637, 0.0087]"
IVNCF,100,1,128,128,5e-05,,0.0001,100,10,"[3.1378, 0.0515]","[0.0282, 0.0018]","[0.0261, 0.0015]","[0.0246, 0.0013]","[0.0319, 0.0025]","[0.0199, 0.0008]","[0.1148, 0.0042]","[0.023, 0.0012]","[0.0211, 0.001]","[0.0195, 0.0008]","[0.0273, 0.0018]","[0.0146, 0.0005]","[0.0341, 0.0033]","[0.0981, 0.0061]","[0.1322, 0.0069]","[0.1614, 0.0075]","[0.0607, 0.0049]","[0.2859, 0.009]"
IVNCF,100,1,128,128,5e-05,,0.0005,100,10,"[3.223, 0.0513]","[0.0255, 0.0017]","[0.024, 0.0014]","[0.0229, 0.0012]","[0.0273, 0.0023]","[0.0185, 0.0008]","[0.1042, 0.0039]","[0.0225, 0.0012]","[0.0204, 0.0009]","[0.0188, 0.0008]","[0.025, 0.0018]","[0.0137, 0.0005]","[0.0278, 0.0029]","[0.0931, 0.0059]","[0.1246, 0.0066]","[0.151, 0.0072]","[0.0542, 0.0047]","[0.2657, 0.0088]"
IVNCF,100,1,128,128,5e-05,,0.001,100,10,"[3.2692, 0.0507]","[0.0232, 0.0016]","[0.0221, 0.0013]","[0.0213, 0.0012]","[0.0248, 0.0022]","[0.0177, 0.0007]","[0.0996, 0.0037]","[0.0209, 0.0012]","[0.0195, 0.0009]","[0.018, 0.0008]","[0.022, 0.0016]","[0.0136, 0.0005]","[0.025, 0.0027]","[0.0846, 0.0056]","[0.1185, 0.0065]","[0.1428, 0.007]","[0.045, 0.0042]","[0.2602, 0.0087]"
IVNCF,100,1,128,128,5e-05,,0.005,100,10,"[3.225, 0.0513]","[0.0262, 0.0017]","[0.0246, 0.0014]","[0.0233, 0.0012]","[0.0283, 0.0023]","[0.0185, 0.0008]","[0.1037, 0.0038]","[0.0226, 0.0012]","[0.0205, 0.0009]","[0.0184, 0.0008]","[0.0262, 0.0018]","[0.0136, 0.0005]","[0.0245, 0.0024]","[0.0944, 0.0059]","[0.1273, 0.0067]","[0.1517, 0.0072]","[0.0562, 0.0047]","[0.2659, 0.0088]"
IVNCF,100,1,128,128,0.0001,,0.0005,100,10,"[3.206, 0.0509]","[0.0257, 0.0017]","[0.024, 0.0014]","[0.0227, 0.0012]","[0.0281, 0.0023]","[0.0185, 0.0008]","[0.1044, 0.0037]","[0.0217, 0.0012]","[0.0198, 0.0009]","[0.0183, 0.0008]","[0.0267, 0.0018]","[0.0138, 0.0005]","[0.024, 0.0024]","[0.0907, 0.0058]","[0.1213, 0.0066]","[0.1509, 0.0072]","[0.0553, 0.0046]","[0.2737, 0.0088]"
IVNCF,100,1,128,128,0.001,,0.0005,100,10,"[3.2111, 0.0514]","[0.0297, 0.0019]","[0.027, 0.0016]","[0.0251, 0.0013]","[0.0345, 0.0027]","[0.0195, 0.0008]","[0.1096, 0.0042]","[0.0229, 0.0012]","[0.0206, 0.001]","[0.0187, 0.0008]","[0.0276, 0.0019]","[0.0135, 0.0005]","[0.0356, 0.0034]","[0.0955, 0.006]","[0.1274, 0.0068]","[0.1523, 0.0073]","[0.0577, 0.0047]","[0.2631, 0.0087]"
IVNCF,100,1,128,128,0.01,,0.0005,100,10,"[3.1996, 0.0516]","[0.0286, 0.0019]","[0.0263, 0.0015]","[0.0246, 0.0013]","[0.0334, 0.0027]","[0.0193, 0.0008]","[0.1087, 0.0042]","[0.0233, 0.0012]","[0.0208, 0.0009]","[0.0187, 0.0008]","[0.0251, 0.0018]","[0.0136, 0.0005]","[0.0341, 0.0033]","[0.0992, 0.0061]","[0.1297, 0.0068]","[0.1528, 0.0073]","[0.0524, 0.0045]","[0.2616, 0.0087]"
IVNCF,200,1,128,128,5e-05,,0.0001,100,10,"[3.2386, 0.0513]","[0.0253, 0.0016]","[0.0238, 0.0014]","[0.0226, 0.0012]","[0.0277, 0.0022]","[0.0182, 0.0007]","[0.1033, 0.0039]","[0.0218, 0.0012]","[0.02, 0.0009]","[0.0183, 0.0008]","[0.0262, 0.0017]","[0.013, 0.0004]","[0.0296, 0.0029]","[0.0929, 0.0059]","[0.1265, 0.0067]","[0.153, 0.0073]","[0.057, 0.0047]","[0.2608, 0.0087]"
IVNCF,200,1,128,128,5e-05,,0.0005,100,10,"[3.2842, 0.0506]","[0.0224, 0.0016]","[0.0215, 0.0013]","[0.0207, 0.0012]","[0.0236, 0.0022]","[0.0174, 0.0007]","[0.0973, 0.0036]","[0.0203, 0.0011]","[0.0191, 0.0009]","[0.018, 0.0008]","[0.0217, 0.0016]","[0.0133, 0.0005]","[0.0239, 0.0025]","[0.0818, 0.0055]","[0.1158, 0.0064]","[0.144, 0.0071]","[0.0438, 0.0041]","[0.2583, 0.0087]"
IVNCF,200,1,128,128,5e-05,,0.001,100,10,"[3.2923, 0.0499]","[0.0204, 0.0015]","[0.0199, 0.0012]","[0.0194, 0.0011]","[0.0214, 0.002]","[0.0169, 0.0007]","[0.0944, 0.0033]","[0.0191, 0.0011]","[0.0184, 0.0009]","[0.0174, 0.0008]","[0.0207, 0.0016]","[0.0135, 0.0005]","[0.0195, 0.0021]","[0.0729, 0.0051]","[0.1077, 0.0062]","[0.1337, 0.0067]","[0.0403, 0.0038]","[0.2615, 0.0087]"
IVNCF,200,1,128,128,5e-05,,0.005,100,10,"[3.2377, 0.0516]","[0.0248, 0.0016]","[0.0236, 0.0014]","[0.0224, 0.0012]","[0.0253, 0.0022]","[0.0181, 0.0007]","[0.1001, 0.0037]","[0.023, 0.0012]","[0.0198, 0.0009]","[0.0183, 0.0008]","[0.0233, 0.0017]","[0.0132, 0.0004]","[0.0246, 0.0026]","[0.0978, 0.006]","[0.1228, 0.0066]","[0.1497, 0.0072]","[0.0463, 0.0042]","[0.2567, 0.0087]"
IVNCF,200,1,128,128,0.0001,,0.0005,100,10,"[3.238, 0.0512]","[0.0249, 0.0017]","[0.0237, 0.0014]","[0.0227, 0.0012]","[0.0266, 0.0022]","[0.0186, 0.0008]","[0.1016, 0.0037]","[0.0219, 0.0012]","[0.0207, 0.001]","[0.019, 0.0008]","[0.0252, 0.0018]","[0.0137, 0.0005]","[0.0244, 0.0025]","[0.0892, 0.0058]","[0.1243, 0.0066]","[0.1527, 0.0073]","[0.051, 0.0044]","[0.2632, 0.0088]"
IVNCF,200,1,128,128,0.001,,0.0005,100,10,"[3.1828, 0.051]","[0.0249, 0.0017]","[0.0237, 0.0014]","[0.0227, 0.0012]","[0.0266, 0.0022]","[0.0189, 0.0008]","[0.1062, 0.0038]","[0.0222, 0.0012]","[0.0204, 0.001]","[0.0191, 0.0008]","[0.0261, 0.0018]","[0.0142, 0.0005]","[0.0263, 0.0027]","[0.0902, 0.0058]","[0.1237, 0.0066]","[0.151, 0.0072]","[0.0557, 0.0047]","[0.2772, 0.0089]"
IVNCF,200,1,128,128,0.01,,0.0005,100,10,"[3.2065, 0.0517]","[0.0298, 0.0019]","[0.027, 0.0015]","[0.0252, 0.0013]","[0.0345, 0.0027]","[0.0196, 0.0008]","[0.1093, 0.0042]","[0.0234, 0.0012]","[0.0207, 0.0009]","[0.0189, 0.0008]","[0.0286, 0.0019]","[0.0136, 0.0005]","[0.0346, 0.0033]","[0.0982, 0.006]","[0.1279, 0.0068]","[0.1535, 0.0073]","[0.0607, 0.0049]","[0.262, 0.0087]"
