model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
UserPop,1,1,1,1,1.0,,1.0,1,1,"[0.0709, 0.001]","[0.0726, 0.0008]","[0.0739, 0.0007]","[0.0707, 0.0013]","[0.0809, 0.0009]","[0.1073, 0.001]","[0.1355, 0.001]","[0.0506, 0.0008]","[0.0744, 0.0008]","[0.0768, 0.0007]","[0.0817, 0.0006]","[0.0701, 0.001]","[0.0908, 0.001]","[0.1412, 0.0012]","[0.2026, 0.0014]","[0.0428, 0.0007]"
ItemPop,1,1,1,1,1.0,,1.0,1,1,"[0.0719, 0.001]","[0.0721, 0.0008]","[0.0731, 0.0007]","[0.0743, 0.0013]","[0.0805, 0.0009]","[0.1074, 0.001]","[0.1366, 0.001]","[0.0516, 0.0008]","[0.07, 0.0008]","[0.0741, 0.0006]","[0.0806, 0.0006]","[0.0665, 0.001]","[0.0868, 0.001]","[0.1387, 0.0012]","[0.202, 0.0014]","[0.0412, 0.0007]"
E-NCF,200,1,128,128,0.0001,,0.0001,100,5,"[0.4415, 0.0022]","[0.4003, 0.0019]","[0.3669, 0.0016]","[0.4932, 0.0027]","[0.4714, 0.0019]","[0.5263, 0.0019]","[0.5613, 0.0019]","[0.3599, 0.0018]","[0.358, 0.0017]","[0.2942, 0.0013]","[0.2506, 0.0011]","[0.4429, 0.0023]","[0.4781, 0.002]","[0.5838, 0.002]","[0.6586, 0.002]","[0.3005, 0.0016]"
CE-NCF,200,1,128,128,0.0001,,0.0005,100,5,"[0.3621, 0.0021]","[0.3313, 0.0018]","[0.3062, 0.0016]","[0.4011, 0.0027]","[0.3876, 0.0019]","[0.4397, 0.002]","[0.4739, 0.002]","[0.2915, 0.0018]","[0.2993, 0.0016]","[0.252, 0.0013]","[0.2182, 0.001]","[0.3634, 0.0022]","[0.3974, 0.002]","[0.498, 0.0021]","[0.5714, 0.0021]","[0.2439, 0.0016]"
E-VNCF,100,1,128,128,5e-05,,0.0001,100,5,"[0.4182, 0.0021]","[0.384, 0.0018]","[0.3552, 0.0016]","[0.4625, 0.0026]","[0.4521, 0.0018]","[0.513, 0.0018]","[0.5522, 0.0018]","[0.3352, 0.0017]","[0.3501, 0.0016]","[0.294, 0.0013]","[0.2537, 0.001]","[0.4158, 0.0022]","[0.4681, 0.0019]","[0.5863, 0.0019]","[0.6708, 0.0019]","[0.2798, 0.0015]"
CE-VNCF,200,1,128,128,0.0001,,0.0001,100,5,"[0.3985, 0.0021]","[0.3657, 0.0019]","[0.3382, 0.0017]","[0.4395, 0.0027]","[0.4284, 0.0019]","[0.485, 0.002]","[0.5226, 0.0019]","[0.3178, 0.0017]","[0.3339, 0.0017]","[0.2795, 0.0013]","[0.2417, 0.0011]","[0.3981, 0.0023]","[0.4431, 0.0021]","[0.5523, 0.0021]","[0.6331, 0.0021]","[0.2656, 0.0015]"
