model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
UserPop,1,1,1,1,1.0,,1.0,1,1,"[0.0709, 0.001]","[0.0726, 0.0008]","[0.0739, 0.0007]","[0.0707, 0.0013]","[0.0809, 0.0009]","[0.1073, 0.001]","[0.1355, 0.001]","[0.0506, 0.0008]","[0.0744, 0.0008]","[0.0768, 0.0007]","[0.0817, 0.0006]","[0.0701, 0.001]","[0.0908, 0.001]","[0.1412, 0.0012]","[0.2026, 0.0014]","[0.0428, 0.0007]"
ItemPop,1,1,1,1,1.0,,1.0,1,1,"[0.0719, 0.001]","[0.0721, 0.0008]","[0.0731, 0.0007]","[0.0743, 0.0013]","[0.0805, 0.0009]","[0.1074, 0.001]","[0.1366, 0.001]","[0.0516, 0.0008]","[0.07, 0.0008]","[0.0741, 0.0006]","[0.0806, 0.0006]","[0.0665, 0.001]","[0.0868, 0.001]","[0.1387, 0.0012]","[0.202, 0.0014]","[0.0412, 0.0007]"
E-NCF,200,1,128,128,0.0001,,0.0001,100,5,"[0.4431, 0.0022]","[0.4018, 0.0019]","[0.3683, 0.0016]","[0.495, 0.0027]","[0.4729, 0.0019]","[0.5279, 0.0019]","[0.5626, 0.0019]","[0.3602, 0.0018]","[0.3599, 0.0017]","[0.2953, 0.0013]","[0.2513, 0.0011]","[0.4443, 0.0023]","[0.4803, 0.002]","[0.586, 0.002]","[0.6602, 0.002]","[0.3003, 0.0016]"
CE-NCF,200,1,128,128,0.0001,,0.0005,100,5,"[0.3535, 0.0021]","[0.3224, 0.0018]","[0.2974, 0.0016]","[0.3933, 0.0027]","[0.3754, 0.002]","[0.4244, 0.002]","[0.4571, 0.002]","[0.2839, 0.0018]","[0.29, 0.0016]","[0.2427, 0.0013]","[0.2099, 0.001]","[0.3547, 0.0022]","[0.3822, 0.002]","[0.4766, 0.0021]","[0.5467, 0.0021]","[0.2364, 0.0016]"
E-VNCF,100,1,128,128,5e-05,,0.0001,100,5,"[0.419, 0.0021]","[0.3846, 0.0018]","[0.3557, 0.0016]","[0.463, 0.0026]","[0.4531, 0.0018]","[0.5137, 0.0018]","[0.5527, 0.0017]","[0.3356, 0.0017]","[0.3511, 0.0016]","[0.2943, 0.0012]","[0.2537, 0.001]","[0.4166, 0.0022]","[0.4698, 0.0019]","[0.5872, 0.0019]","[0.6717, 0.0019]","[0.2803, 0.0015]"
CE-VNCF,200,1,128,128,0.0001,,0.0001,100,5,"[0.4005, 0.0021]","[0.3675, 0.0019]","[0.3398, 0.0016]","[0.4422, 0.0027]","[0.4304, 0.0019]","[0.4879, 0.0019]","[0.5255, 0.0019]","[0.3198, 0.0017]","[0.3349, 0.0017]","[0.2809, 0.0013]","[0.2428, 0.0011]","[0.3999, 0.0023]","[0.4451, 0.0021]","[0.5562, 0.0021]","[0.6369, 0.0021]","[0.2677, 0.0016]"
