model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
UserPop,1,1,1,1,1.0,,1.0,1,1,"[0.0709, 0.001]","[0.0726, 0.0008]","[0.0739, 0.0007]","[0.0707, 0.0013]","[0.0809, 0.0009]","[0.1073, 0.001]","[0.1355, 0.001]","[0.0506, 0.0008]","[0.0744, 0.0008]","[0.0768, 0.0007]","[0.0817, 0.0006]","[0.0701, 0.001]","[0.0908, 0.001]","[0.1412, 0.0012]","[0.2026, 0.0014]","[0.0428, 0.0007]"
ItemPop,1,1,1,1,1.0,,1.0,1,1,"[0.0719, 0.001]","[0.0721, 0.0008]","[0.0731, 0.0007]","[0.0743, 0.0013]","[0.0805, 0.0009]","[0.1074, 0.001]","[0.1366, 0.001]","[0.0516, 0.0008]","[0.07, 0.0008]","[0.0741, 0.0006]","[0.0806, 0.0006]","[0.0665, 0.001]","[0.0868, 0.001]","[0.1387, 0.0012]","[0.202, 0.0014]","[0.0412, 0.0007]"
E-NCF,200,1,128,128,0.0001,,0.0001,100,5,"[0.4462, 0.0022]","[0.405, 0.0019]","[0.371, 0.0017]","[0.496, 0.0027]","[0.4774, 0.0019]","[0.5319, 0.0019]","[0.5655, 0.0019]","[0.3627, 0.0018]","[0.3643, 0.0017]","[0.2978, 0.0013]","[0.2522, 0.0011]","[0.4483, 0.0023]","[0.4866, 0.002]","[0.5913, 0.002]","[0.6633, 0.002]","[0.3038, 0.0016]"
CE-NCF,200,1,128,128,0.0001,,0.0005,100,5,"[0.3597, 0.0021]","[0.328, 0.0018]","[0.3025, 0.0016]","[0.4008, 0.0027]","[0.3828, 0.0019]","[0.4332, 0.002]","[0.4664, 0.002]","[0.2894, 0.0018]","[0.2944, 0.0016]","[0.247, 0.0013]","[0.2135, 0.001]","[0.3601, 0.0022]","[0.3899, 0.002]","[0.4869, 0.0021]","[0.5586, 0.0021]","[0.2407, 0.0016]"
E-VNCF,100,1,128,128,5e-05,,0.0001,100,5,"[0.4186, 0.0021]","[0.3841, 0.0018]","[0.3552, 0.0016]","[0.4642, 0.0026]","[0.4521, 0.0018]","[0.5133, 0.0018]","[0.5518, 0.0017]","[0.3355, 0.0017]","[0.3495, 0.0016]","[0.2939, 0.0012]","[0.2531, 0.001]","[0.4152, 0.0022]","[0.4677, 0.0019]","[0.5863, 0.0019]","[0.6694, 0.0019]","[0.2796, 0.0015]"
CE-VNCF,200,1,128,128,0.0001,,0.0001,100,5,"[0.3976, 0.0021]","[0.3649, 0.0019]","[0.3375, 0.0016]","[0.4384, 0.0027]","[0.4279, 0.0019]","[0.4843, 0.0019]","[0.5218, 0.0019]","[0.3176, 0.0017]","[0.3335, 0.0017]","[0.2789, 0.0013]","[0.2411, 0.0011]","[0.3974, 0.0022]","[0.443, 0.0021]","[0.5519, 0.0021]","[0.6326, 0.0021]","[0.2662, 0.0016]"
