model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,Clicks,MAP@10,NDCG,Precision@10,R-Precision,Recall@10
NCF,200,1,128,128,0.0001,10,0.001,10,5,Adam,3.6852,0.0385,0.0398,0.0352,0.0259,0.0474
NCF,200,1,128,128,0.0001,10,0.001,20,5,Adam,3.5263,0.0455,0.0472,0.0403,0.0299,0.0561
NCF,200,1,128,128,0.0001,10,0.001,30,5,Adam,3.5271,0.0432,0.0465,0.0394,0.0297,0.057
NCF,200,1,128,128,0.0001,10,0.001,40,5,Adam,3.5416,0.0457,0.0486,0.039,0.0311,0.0569
NCF,200,1,128,128,0.0001,10,0.001,50,5,Adam,3.5399,0.0435,0.047,0.0395,0.0292,0.0587
NCF,200,1,128,128,0.0001,10,0.001,60,5,Adam,3.5407,0.0435,0.046,0.0391,0.0295,0.0559
NCF,200,1,128,128,0.0001,10,0.001,70,5,Adam,3.562,0.0434,0.0468,0.0388,0.0299,0.0564
NCF,200,1,128,128,0.0001,10,0.001,80,5,Adam,3.5705,0.0434,0.0466,0.039,0.029,0.0573
NCF,200,1,128,128,0.0001,10,0.001,90,5,Adam,3.562,0.0445,0.0472,0.0394,0.0293,0.0568
NCF,200,1,128,128,0.0001,10,0.001,100,5,Adam,3.5662,0.0437,0.0464,0.039,0.0295,0.0564
NCF,200,1,128,128,0.0001,10,0.001,110,5,Adam,3.5543,0.0443,0.0463,0.0389,0.0294,0.0556
NCF,200,1,128,128,0.0001,10,0.001,120,5,Adam,3.5722,0.0457,0.0478,0.0396,0.0299,0.0577
NCF,200,1,128,128,0.0001,10,0.001,130,5,Adam,3.5824,0.0446,0.0455,0.0387,0.0282,0.0539
NCF,200,1,128,128,0.0001,10,0.001,140,5,Adam,3.5807,0.0427,0.0454,0.0385,0.0295,0.0543
NCF,200,1,128,128,0.0001,10,0.001,150,5,Adam,3.579,0.0415,0.0437,0.0381,0.0285,0.0533
NCF,200,1,128,128,0.0001,10,0.001,160,5,Adam,3.5909,0.0423,0.0456,0.0381,0.0295,0.0556
NCF,200,1,128,128,0.0001,10,0.001,170,5,Adam,3.5781,0.0429,0.0453,0.0386,0.0282,0.0548
NCF,200,1,128,128,0.0001,10,0.001,180,5,Adam,3.5985,0.0419,0.045,0.0375,0.0289,0.0543
NCF,200,1,128,128,0.0001,10,0.001,190,5,Adam,3.5501,0.0444,0.047,0.0395,0.0315,0.055
NCF,200,1,128,128,0.0001,10,0.001,200,5,Adam,3.6274,0.0418,0.0435,0.0369,0.0279,0.0521
NCF,200,1,128,128,0.0001,10,0.001,210,5,Adam,3.5994,0.0423,0.0452,0.0375,0.0293,0.0546
NCF,200,1,128,128,0.0001,10,0.001,220,5,Adam,3.5501,0.0446,0.0465,0.04,0.0305,0.0551
NCF,200,1,128,128,0.0001,10,0.001,230,5,Adam,3.6104,0.0429,0.0446,0.0379,0.0285,0.0522
NCF,200,1,128,128,0.0001,10,0.001,240,5,Adam,3.6223,0.0427,0.0436,0.0372,0.0289,0.0508
NCF,200,1,128,128,0.0001,10,0.001,250,5,Adam,3.6308,0.0418,0.0433,0.0374,0.0279,0.0522
NCF,200,1,128,128,0.0001,10,0.001,260,5,Adam,3.6087,0.0421,0.0446,0.0375,0.0277,0.0536
