model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CVNCF,200,1,128,128,0.0001,,0.001,300,5,"[2.5302, 0.0537]","[0.0495, 0.0026]","[0.0472, 0.0022]","[0.0453, 0.002]","[0.0524, 0.0033]","[0.0383, 0.0014]","[0.1017, 0.0029]","[0.0449, 0.002]","[0.0413, 0.0017]","[0.0387, 0.0015]","[0.0498, 0.0027]","[0.03, 0.001]","[0.0413, 0.0021]","[0.0617, 0.0036]","[0.0844, 0.0041]","[0.1065, 0.0046]","[0.0336, 0.0026]","[0.1978, 0.006]"
