,model,R-Precision,NDCG,MAP@5,MAP@10,MAP@20,Precision@5,Precision@10,Precision@20,Recall@5,Recall@10,Recall@20
7,POP,0.0392,0.1157,0.038,0.0339,0.0289,0.032,0.0278,0.0218,0.0584,0.1033,0.1516
