model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
UserPop,1,1,1,1,1.0,,1.0,1,1,"[0.0709, 0.001]","[0.0726, 0.0008]","[0.0739, 0.0007]","[0.0707, 0.0013]","[0.0809, 0.0009]","[0.1073, 0.001]","[0.1355, 0.001]","[0.0506, 0.0008]","[0.0744, 0.0008]","[0.0768, 0.0007]","[0.0817, 0.0006]","[0.0701, 0.001]","[0.0908, 0.001]","[0.1412, 0.0012]","[0.2026, 0.0014]","[0.0428, 0.0007]"
ItemPop,1,1,1,1,1.0,,1.0,1,1,"[0.0719, 0.001]","[0.0721, 0.0008]","[0.0731, 0.0007]","[0.0743, 0.0013]","[0.0805, 0.0009]","[0.1074, 0.001]","[0.1366, 0.001]","[0.0516, 0.0008]","[0.07, 0.0008]","[0.0741, 0.0006]","[0.0806, 0.0006]","[0.0665, 0.001]","[0.0868, 0.001]","[0.1387, 0.0012]","[0.202, 0.0014]","[0.0412, 0.0007]"
INCF,200,1,128,128,0.0001,,0.001,100,5,"[0.3467, 0.0021]","[0.3177, 0.0018]","[0.2941, 0.0016]","[0.3851, 0.0026]","[0.3705, 0.0019]","[0.4222, 0.002]","[0.4565, 0.002]","[0.2764, 0.0017]","[0.2872, 0.0016]","[0.2432, 0.0013]","[0.2114, 0.001]","[0.3447, 0.0022]","[0.3802, 0.002]","[0.4803, 0.0021]","[0.5544, 0.0021]","[0.229, 0.0015]"
CNCF,200,1,128,128,0.0001,,0.001,100,5,"[0.2558, 0.0018]","[0.2368, 0.0015]","[0.2222, 0.0013]","[0.2835, 0.0023]","[0.2753, 0.0016]","[0.322, 0.0017]","[0.3573, 0.0017]","[0.2042, 0.0015]","[0.2142, 0.0013]","[0.1895, 0.001]","[0.1719, 0.0009]","[0.2535, 0.0018]","[0.2832, 0.0017]","[0.3736, 0.0018]","[0.4504, 0.0019]","[0.1692, 0.0013]"
IVNCF,100,1,128,128,5e-05,,0.0005,100,5,"[0.4118, 0.0021]","[0.3773, 0.0018]","[0.3488, 0.0016]","[0.4579, 0.0026]","[0.4429, 0.0018]","[0.5032, 0.0018]","[0.5427, 0.0017]","[0.3294, 0.0017]","[0.3415, 0.0016]","[0.2877, 0.0012]","[0.2492, 0.001]","[0.4073, 0.0022]","[0.4557, 0.0019]","[0.5727, 0.0019]","[0.658, 0.0018]","[0.2731, 0.0015]"
CVNCF,100,1,128,128,5e-05,,0.001,100,5,"[0.2995, 0.002]","[0.2727, 0.0017]","[0.2526, 0.0015]","[0.3382, 0.0026]","[0.3173, 0.0019]","[0.3633, 0.0019]","[0.398, 0.0019]","[0.242, 0.0017]","[0.2407, 0.0015]","[0.2065, 0.0011]","[0.1842, 0.0009]","[0.2969, 0.0021]","[0.3191, 0.0019]","[0.4084, 0.002]","[0.4838, 0.002]","[0.1987, 0.0015]"
