model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
UserPop,1,1,1,1,1.0,,1.0,1,1,"[0.0709, 0.001]","[0.0726, 0.0008]","[0.0739, 0.0007]","[0.0707, 0.0013]","[0.0809, 0.0009]","[0.1073, 0.001]","[0.1355, 0.001]","[0.0506, 0.0008]","[0.0744, 0.0008]","[0.0768, 0.0007]","[0.0817, 0.0006]","[0.0701, 0.001]","[0.0908, 0.001]","[0.1412, 0.0012]","[0.2026, 0.0014]","[0.0428, 0.0007]"
ItemPop,1,1,1,1,1.0,,1.0,1,1,"[0.0719, 0.001]","[0.0721, 0.0008]","[0.0731, 0.0007]","[0.0743, 0.0013]","[0.0805, 0.0009]","[0.1074, 0.001]","[0.1366, 0.001]","[0.0516, 0.0008]","[0.07, 0.0008]","[0.0741, 0.0006]","[0.0806, 0.0006]","[0.0665, 0.001]","[0.0868, 0.001]","[0.1387, 0.0012]","[0.202, 0.0014]","[0.0412, 0.0007]"
INCF,200,1,128,128,0.0001,,0.001,100,5,"[0.357, 0.0021]","[0.3271, 0.0018]","[0.3025, 0.0016]","[0.3974, 0.0026]","[0.3826, 0.0019]","[0.436, 0.0019]","[0.4702, 0.0019]","[0.2855, 0.0017]","[0.2952, 0.0016]","[0.2499, 0.0012]","[0.2163, 0.001]","[0.3541, 0.0022]","[0.393, 0.002]","[0.4969, 0.0021]","[0.5709, 0.0021]","[0.2366, 0.0015]"
CNCF,200,1,128,128,0.0001,,0.001,100,5,"[0.2488, 0.0018]","[0.2307, 0.0015]","[0.2168, 0.0013]","[0.2742, 0.0023]","[0.2677, 0.0017]","[0.3136, 0.0017]","[0.3486, 0.0017]","[0.1981, 0.0015]","[0.2096, 0.0013]","[0.1857, 0.001]","[0.1687, 0.0008]","[0.2479, 0.0019]","[0.2767, 0.0017]","[0.3657, 0.0018]","[0.4417, 0.0019]","[0.1651, 0.0013]"
IVNCF,100,1,128,128,5e-05,,0.0005,100,5,"[0.4026, 0.002]","[0.3706, 0.0017]","[0.3435, 0.0015]","[0.4462, 0.0026]","[0.4345, 0.0018]","[0.4975, 0.0017]","[0.5359, 0.0017]","[0.3213, 0.0016]","[0.3371, 0.0016]","[0.287, 0.0012]","[0.2476, 0.001]","[0.399, 0.0021]","[0.4499, 0.0019]","[0.5725, 0.0019]","[0.6559, 0.0018]","[0.2671, 0.0015]"
CVNCF,100,1,128,128,5e-05,,0.001,100,5,"[0.2835, 0.002]","[0.2605, 0.0017]","[0.2427, 0.0015]","[0.3144, 0.0025]","[0.3026, 0.0018]","[0.3493, 0.0019]","[0.384, 0.0019]","[0.2271, 0.0017]","[0.2345, 0.0015]","[0.2031, 0.0011]","[0.1816, 0.0009]","[0.2833, 0.0021]","[0.3095, 0.0019]","[0.4001, 0.002]","[0.4753, 0.002]","[0.1892, 0.0015]"
