model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
UserPop,1,1,1,1,1.0,,1.0,1,1,"[0.0709, 0.001]","[0.0726, 0.0008]","[0.0739, 0.0007]","[0.0707, 0.0013]","[0.0809, 0.0009]","[0.1073, 0.001]","[0.1355, 0.001]","[0.0506, 0.0008]","[0.0744, 0.0008]","[0.0768, 0.0007]","[0.0817, 0.0006]","[0.0701, 0.001]","[0.0908, 0.001]","[0.1412, 0.0012]","[0.2026, 0.0014]","[0.0428, 0.0007]"
ItemPop,1,1,1,1,1.0,,1.0,1,1,"[0.0719, 0.001]","[0.0721, 0.0008]","[0.0731, 0.0007]","[0.0743, 0.0013]","[0.0805, 0.0009]","[0.1074, 0.001]","[0.1366, 0.001]","[0.0516, 0.0008]","[0.07, 0.0008]","[0.0741, 0.0006]","[0.0806, 0.0006]","[0.0665, 0.001]","[0.0868, 0.001]","[0.1387, 0.0012]","[0.202, 0.0014]","[0.0412, 0.0007]"
INCF,200,1,128,128,0.0001,,0.001,100,5,"[0.3622, 0.0021]","[0.3312, 0.0018]","[0.3062, 0.0016]","[0.4045, 0.0026]","[0.3871, 0.0019]","[0.4406, 0.0019]","[0.4757, 0.0019]","[0.2902, 0.0017]","[0.2975, 0.0016]","[0.2519, 0.0012]","[0.2187, 0.001]","[0.3583, 0.0022]","[0.3948, 0.0019]","[0.4985, 0.002]","[0.5742, 0.0021]","[0.2395, 0.0015]"
CNCF,200,1,128,128,0.0001,,0.001,100,5,"[0.2556, 0.0018]","[0.2367, 0.0015]","[0.2221, 0.0013]","[0.2822, 0.0024]","[0.2755, 0.0017]","[0.3218, 0.0017]","[0.3563, 0.0017]","[0.2038, 0.0015]","[0.215, 0.0013]","[0.1898, 0.001]","[0.1715, 0.0009]","[0.2537, 0.0019]","[0.2846, 0.0017]","[0.3746, 0.0018]","[0.4492, 0.0019]","[0.1697, 0.0014]"
IVNCF,100,1,128,128,5e-05,,0.0005,100,5,"[0.3951, 0.002]","[0.3623, 0.0017]","[0.3359, 0.0015]","[0.4422, 0.0026]","[0.4235, 0.0018]","[0.4857, 0.0017]","[0.5262, 0.0017]","[0.3165, 0.0016]","[0.3252, 0.0016]","[0.2787, 0.0012]","[0.2431, 0.001]","[0.3898, 0.0021]","[0.4335, 0.0018]","[0.5542, 0.0019]","[0.642, 0.0019]","[0.261, 0.0015]"
CVNCF,100,1,128,128,5e-05,,0.001,100,5,"[0.3155, 0.002]","[0.2887, 0.0017]","[0.2676, 0.0015]","[0.3499, 0.0026]","[0.336, 0.0019]","[0.3829, 0.0019]","[0.417, 0.0019]","[0.2524, 0.0017]","[0.2603, 0.0015]","[0.2208, 0.0012]","[0.1944, 0.001]","[0.3155, 0.0021]","[0.3432, 0.0019]","[0.4339, 0.002]","[0.5075, 0.002]","[0.21, 0.0015]"
