model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
UserPop,1,1,1,1,1.0,,1.0,1,1,"[0.0709, 0.001]","[0.0726, 0.0008]","[0.0739, 0.0007]","[0.0707, 0.0013]","[0.0809, 0.0009]","[0.1073, 0.001]","[0.1355, 0.001]","[0.0506, 0.0008]","[0.0744, 0.0008]","[0.0768, 0.0007]","[0.0817, 0.0006]","[0.0701, 0.001]","[0.0908, 0.001]","[0.1412, 0.0012]","[0.2026, 0.0014]","[0.0428, 0.0007]"
ItemPop,1,1,1,1,1.0,,1.0,1,1,"[0.0719, 0.001]","[0.0721, 0.0008]","[0.0731, 0.0007]","[0.0743, 0.0013]","[0.0805, 0.0009]","[0.1074, 0.001]","[0.1366, 0.001]","[0.0516, 0.0008]","[0.07, 0.0008]","[0.0741, 0.0006]","[0.0806, 0.0006]","[0.0665, 0.001]","[0.0868, 0.001]","[0.1387, 0.0012]","[0.202, 0.0014]","[0.0412, 0.0007]"
INCF,200,1,128,128,0.0001,,0.001,100,5,"[0.3452, 0.0021]","[0.3161, 0.0018]","[0.2924, 0.0016]","[0.3831, 0.0026]","[0.3679, 0.0019]","[0.4183, 0.0019]","[0.4522, 0.0019]","[0.2749, 0.0017]","[0.2858, 0.0016]","[0.2411, 0.0012]","[0.2096, 0.001]","[0.3441, 0.0021]","[0.3771, 0.002]","[0.4746, 0.0021]","[0.5477, 0.0021]","[0.2284, 0.0015]"
CNCF,200,1,128,128,0.0001,,0.001,100,5,"[0.256, 0.0018]","[0.2371, 0.0015]","[0.2225, 0.0013]","[0.2826, 0.0024]","[0.2756, 0.0017]","[0.3218, 0.0017]","[0.3567, 0.0017]","[0.2044, 0.0016]","[0.2153, 0.0013]","[0.1898, 0.001]","[0.1716, 0.0009]","[0.2552, 0.0019]","[0.2843, 0.0017]","[0.3739, 0.0018]","[0.4495, 0.0019]","[0.1703, 0.0014]"
IVNCF,100,1,128,128,5e-05,,0.0005,100,5,"[0.3959, 0.002]","[0.3637, 0.0018]","[0.3371, 0.0016]","[0.4403, 0.0026]","[0.4257, 0.0018]","[0.487, 0.0018]","[0.526, 0.0018]","[0.3165, 0.0017]","[0.3289, 0.0016]","[0.2804, 0.0012]","[0.2431, 0.001]","[0.3924, 0.0022]","[0.4384, 0.0019]","[0.5573, 0.002]","[0.6416, 0.0019]","[0.2624, 0.0015]"
CVNCF,100,1,128,128,5e-05,,0.001,100,5,"[0.3182, 0.0019]","[0.2888, 0.0016]","[0.2667, 0.0014]","[0.3588, 0.0025]","[0.3356, 0.0017]","[0.382, 0.0018]","[0.4166, 0.0017]","[0.257, 0.0016]","[0.2546, 0.0014]","[0.2162, 0.0011]","[0.1913, 0.0009]","[0.3177, 0.002]","[0.3378, 0.0018]","[0.4277, 0.0019]","[0.503, 0.0019]","[0.212, 0.0014]"
