model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG@10,NDCG@15,NDCG@20,NDCG@5,NDCG@50,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
INCF,200,1,128,128,0.0001,,0.0005,100,1,"[0.4927, 0.0024]","[0.4428, 0.0021]","[0.4026, 0.0019]","[0.5534, 0.003]","[0.2705, 0.0012]","[0.5227, 0.0022]","[0.5747, 0.0021]","[0.6053, 0.0021]","[0.4055, 0.002]","[0.6815, 0.0019]","[0.3925, 0.0019]","[0.3147, 0.0015]","[0.2626, 0.0012]","[0.4967, 0.0026]","[0.1365, 0.0006]","[0.5235, 0.0022]","[0.6225, 0.0022]","[0.6876, 0.0022]","[0.3383, 0.0018]","[0.88, 0.0015]"
INCF,200,1,128,128,5E-05,,0.0005,100,1,"[0.49, 0.0024]","[0.4407, 0.0021]","[0.4007, 0.0019]","[0.5504, 0.003]","[0.2689, 0.0012]","[0.5198, 0.0022]","[0.5718, 0.0022]","[0.6017, 0.0021]","[0.4029, 0.002]","[0.6769, 0.0019]","[0.3908, 0.002]","[0.3136, 0.0015]","[0.2611, 0.0012]","[0.4938, 0.0026]","[0.1355, 0.0006]","[0.5206, 0.0022]","[0.6196, 0.0022]","[0.6832, 0.0022]","[0.3358, 0.0019]","[0.8731, 0.0016]"
INCF,200,1,128,128,0.0001,,0.0001,100,1,"[0.4873, 0.0024]","[0.4393, 0.0021]","[0.4007, 0.0018]","[0.5475, 0.003]","[0.2715, 0.0012]","[0.5195, 0.0021]","[0.5751, 0.0021]","[0.6086, 0.002]","[0.4012, 0.002]","[0.6843, 0.0018]","[0.3897, 0.0019]","[0.3163, 0.0015]","[0.2661, 0.0012]","[0.4897, 0.0026]","[0.1376, 0.0006]","[0.5221, 0.0021]","[0.6284, 0.0021]","[0.6998, 0.0021]","[0.3342, 0.0018]","[0.8889, 0.0015]"
INCF,100,1,128,128,0.0001,,0.0005,100,1,"[0.485, 0.0024]","[0.439, 0.0021]","[0.4012, 0.0019]","[0.5395, 0.003]","[0.2728, 0.0012]","[0.5186, 0.0021]","[0.5749, 0.0021]","[0.6084, 0.0021]","[0.396, 0.002]","[0.6864, 0.0019]","[0.3942, 0.0019]","[0.3196, 0.0015]","[0.2685, 0.0012]","[0.4883, 0.0026]","[0.1395, 0.0006]","[0.5264, 0.0022]","[0.6343, 0.0022]","[0.7058, 0.0021]","[0.3316, 0.0018]","[0.9018, 0.0014]"
INCF,100,1,128,128,0.0001,,0.001,100,1,"[0.4747, 0.0025]","[0.429, 0.0021]","[0.3918, 0.0019]","[0.5285, 0.003]","[0.2667, 0.0012]","[0.5058, 0.0022]","[0.56, 0.0022]","[0.5931, 0.0021]","[0.3882, 0.002]","[0.6735, 0.0019]","[0.3841, 0.0019]","[0.311, 0.0015]","[0.2616, 0.0012]","[0.4803, 0.0026]","[0.1377, 0.0006]","[0.5126, 0.0022]","[0.6167, 0.0022]","[0.6873, 0.0022]","[0.3259, 0.0018]","[0.8904, 0.0015]"
INCF,200,1,128,128,5E-05,,0.0001,100,1,"[0.4738, 0.0024]","[0.4272, 0.0021]","[0.3897, 0.0018]","[0.5321, 0.003]","[0.265, 0.0012]","[0.5046, 0.0021]","[0.5594, 0.0021]","[0.5917, 0.0021]","[0.39, 0.002]","[0.671, 0.0019]","[0.3788, 0.0019]","[0.308, 0.0015]","[0.2589, 0.0012]","[0.4773, 0.0026]","[0.1362, 0.0006]","[0.508, 0.0022]","[0.6131, 0.0022]","[0.6819, 0.0021]","[0.3257, 0.0018]","[0.881, 0.0015]"
INCF,200,1,128,128,0.0001,,0.001,100,1,"[0.4716, 0.0025]","[0.4272, 0.0021]","[0.3904, 0.0019]","[0.5244, 0.003]","[0.266, 0.0012]","[0.504, 0.0022]","[0.5587, 0.0022]","[0.5913, 0.0022]","[0.3847, 0.002]","[0.6714, 0.002]","[0.384, 0.002]","[0.3112, 0.0015]","[0.2614, 0.0012]","[0.4756, 0.0026]","[0.1375, 0.0006]","[0.5118, 0.0023]","[0.6169, 0.0023]","[0.6865, 0.0022]","[0.3222, 0.0018]","[0.8887, 0.0015]"
INCF,100,1,128,128,0.0001,,0.0001,100,1,"[0.4647, 0.0024]","[0.4225, 0.0021]","[0.3874, 0.0018]","[0.5162, 0.003]","[0.2667, 0.0012]","[0.4997, 0.0021]","[0.5584, 0.0021]","[0.5936, 0.002]","[0.3787, 0.002]","[0.6753, 0.0018]","[0.3807, 0.0019]","[0.3125, 0.0015]","[0.2644, 0.0012]","[0.4662, 0.0026]","[0.1394, 0.0006]","[0.51, 0.0022]","[0.6237, 0.0022]","[0.699, 0.0021]","[0.3169, 0.0018]","[0.9035, 0.0014]"
INCF,100,1,128,128,5E-05,,0.001,100,1,"[0.4637, 0.0025]","[0.4187, 0.0022]","[0.3821, 0.0019]","[0.5174, 0.0031]","[0.2603, 0.0012]","[0.4932, 0.0022]","[0.5457, 0.0022]","[0.5777, 0.0022]","[0.3792, 0.002]","[0.6596, 0.002]","[0.374, 0.002]","[0.3025, 0.0015]","[0.2543, 0.0012]","[0.4689, 0.0026]","[0.1354, 0.0006]","[0.4988, 0.0023]","[0.5996, 0.0023]","[0.6678, 0.0023]","[0.3176, 0.0019]","[0.8748, 0.0016]"
INCF,100,1,128,128,5E-05,,0.0005,100,1,"[0.4589, 0.0024]","[0.4147, 0.0021]","[0.3789, 0.0019]","[0.513, 0.003]","[0.2595, 0.0012]","[0.4887, 0.0022]","[0.5426, 0.0022]","[0.5758, 0.0021]","[0.3757, 0.002]","[0.6599, 0.0019]","[0.37, 0.0019]","[0.301, 0.0015]","[0.2542, 0.0012]","[0.463, 0.0026]","[0.1363, 0.0006]","[0.4941, 0.0022]","[0.5978, 0.0023]","[0.6688, 0.0022]","[0.3146, 0.0018]","[0.8809, 0.0015]"
