model,rank,num_layers,batch_size,lambda,topK,learning_rate,epoch,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
VNCF,100,1,1024,0.001,,0.0001,50,"[2.139, 0.0357]","[0.0611, 0.0017]","[0.0564, 0.0014]","[0.0518, 0.0012]","[0.0625, 0.0023]","[0.0358, 0.0007]","[0.264, 0.004]","[0.0549, 0.0012]","[0.0426, 0.0008]","[0.0352, 0.0007]","[0.0676, 0.002]","[0.0194, 0.0003]","[0.0545, 0.0033]","[0.3839, 0.008]","[0.4475, 0.0082]","[0.4904, 0.0083]","[0.2316, 0.0069]","[0.676, 0.0077]"
VNCF,100,1,1024,0.001,,0.0005,50,"[2.7618, 0.035]","[0.0484, 0.0018]","[0.0412, 0.0014]","[0.0371, 0.0012]","[0.0652, 0.0027]","[0.0272, 0.0006]","[0.2334, 0.0048]","[0.0288, 0.0009]","[0.0258, 0.0007]","[0.0243, 0.0006]","[0.0388, 0.0015]","[0.0171, 0.0003]","[0.0904, 0.0046]","[0.1942, 0.0065]","[0.2586, 0.0072]","[0.3285, 0.0077]","[0.1375, 0.0057]","[0.5878, 0.0081]"
VNCF,100,1,1024,0.001,,0.001,50,"[2.9791, 0.0348]","[0.0225, 0.001]","[0.0236, 0.0008]","[0.0239, 0.0008]","[0.0172, 0.0011]","[0.0205, 0.0005]","[0.1618, 0.0028]","[0.0277, 0.0009]","[0.0252, 0.0007]","[0.024, 0.0006]","[0.027, 0.0013]","[0.0152, 0.0003]","[0.0124, 0.0014]","[0.1882, 0.0064]","[0.2578, 0.0072]","[0.3311, 0.0078]","[0.0924, 0.0048]","[0.5274, 0.0082]"
VNCF,100,1,1024,0.01,,0.0001,50,"[2.0703, 0.036]","[0.0772, 0.0021]","[0.0674, 0.0017]","[0.0603, 0.0014]","[0.0947, 0.0031]","[0.0394, 0.0007]","[0.3065, 0.0051]","[0.0538, 0.0012]","[0.0437, 0.0008]","[0.0362, 0.0007]","[0.0723, 0.002]","[0.0196, 0.0003]","[0.1166, 0.0051]","[0.3736, 0.008]","[0.4615, 0.0082]","[0.5078, 0.0082]","[0.256, 0.0072]","[0.6826, 0.0077]"
VNCF,100,1,1024,0.01,,0.0005,50,"[2.9559, 0.0358]","[0.0459, 0.0018]","[0.0385, 0.0014]","[0.0344, 0.0012]","[0.062, 0.0026]","[0.0247, 0.0006]","[0.2032, 0.0047]","[0.026, 0.0009]","[0.0225, 0.0007]","[0.0223, 0.0006]","[0.0389, 0.0015]","[0.0139, 0.0003]","[0.0782, 0.0043]","[0.1807, 0.0063]","[0.2224, 0.0068]","[0.2951, 0.0075]","[0.1379, 0.0057]","[0.4832, 0.0082]"
VNCF,100,1,1024,0.01,,0.001,50,"[3.2064, 0.0342]","[0.02, 0.0009]","[0.0207, 0.0008]","[0.0204, 0.0007]","[0.0146, 0.0011]","[0.0177, 0.0005]","[0.1398, 0.0028]","[0.0244, 0.0008]","[0.0207, 0.0006]","[0.0188, 0.0005]","[0.0264, 0.0013]","[0.0131, 0.0003]","[0.0125, 0.0015]","[0.1653, 0.0061]","[0.2098, 0.0067]","[0.2537, 0.0072]","[0.0918, 0.0048]","[0.4545, 0.0082]"
VNCF,100,1,1024,0.1,,0.0001,50,"[3.0376, 0.0361]","[0.0359, 0.0014]","[0.0322, 0.0011]","[0.0298, 0.001]","[0.0397, 0.0019]","[0.0219, 0.0006]","[0.1684, 0.0037]","[0.0275, 0.0009]","[0.0239, 0.0007]","[0.0214, 0.0006]","[0.0418, 0.0015]","[0.0128, 0.0002]","[0.0355, 0.0027]","[0.1882, 0.0064]","[0.2444, 0.0071]","[0.2948, 0.0075]","[0.1492, 0.0059]","[0.4541, 0.0082]"
