Falling Rank,type,model
-751685,Unaffected,CVNCF
96389,Unaffected,CVNCF
95869,Unaffected,CVNCF
129593,Unaffected,CVNCF
13241,Unaffected,CVNCF
49762,Unaffected,CVNCF
182361,Unaffected,CVNCF
9640,Unaffected,CVNCF
173159,Unaffected,CVNCF
-82340,Unaffected,CVNCF
968,Unaffected,CVNCF
-483237,Unaffected,CVNCF
160159,Unaffected,CVNCF
15631,Unaffected,CVNCF
16306,Unaffected,CVNCF
1252,Unaffected,CVNCF
6831,Unaffected,CVNCF
21609,Unaffected,CVNCF
3341,Unaffected,CVNCF
4397,Unaffected,CVNCF
5777,Unaffected,CVNCF
93023,Unaffected,CVNCF
13934,Unaffected,CVNCF
18205,Unaffected,CVNCF
-149860,Unaffected,CVNCF
97398,Unaffected,CVNCF
-897341,Unaffected,CVNCF
-296386,Unaffected,CVNCF
152641,Unaffected,CVNCF
-690569,Unaffected,CVNCF
1830,Unaffected,CVNCF
-2883,Unaffected,CVNCF
160260,Unaffected,CVNCF
27084,Unaffected,CVNCF
11173,Unaffected,CVNCF
22394,Unaffected,CVNCF
226054,Unaffected,CVNCF
-41305,Unaffected,CVNCF
32717,Unaffected,CVNCF
189,Unaffected,CVNCF
40211,Unaffected,CVNCF
3226,Unaffected,CVNCF
75707,Unaffected,CVNCF
100601,Unaffected,CVNCF
130870,Unaffected,CVNCF
127189,Unaffected,CVNCF
8107,Unaffected,CVNCF
6282,Unaffected,CVNCF
55900,Unaffected,CVNCF
-287894,Unaffected,CVNCF
62054,Unaffected,CVNCF
130870,Unaffected,CVNCF
94018,Unaffected,CVNCF
12636,Unaffected,CVNCF
61263,Unaffected,CVNCF
4918,Unaffected,CVNCF
33977,Unaffected,CVNCF
32241,Unaffected,CVNCF
-795597,Unaffected,CVNCF
-285853,Unaffected,CVNCF
62981,Unaffected,CVNCF
1030,Unaffected,CVNCF
-491433,Unaffected,CVNCF
13454,Unaffected,CVNCF
2141,Unaffected,CVNCF
67886,Unaffected,CVNCF
122596,Unaffected,CVNCF
-289732,Unaffected,CVNCF
-581374,Unaffected,CVNCF
73941,Unaffected,CVNCF
-48851,Unaffected,CVNCF
-3697,Unaffected,CVNCF
27158,Unaffected,CVNCF
68531,Unaffected,CVNCF
34413,Unaffected,CVNCF
26237,Unaffected,CVNCF
91977,Unaffected,CVNCF
120670,Unaffected,CVNCF
7072,Unaffected,CVNCF
25833,Unaffected,CVNCF
-44568,Unaffected,CVNCF
65430,Unaffected,CVNCF
12388,Unaffected,CVNCF
48797,Unaffected,CVNCF
7071,Unaffected,CVNCF
-2029,Unaffected,CVNCF
74261,Unaffected,CVNCF
17072,Unaffected,CVNCF
204977,Unaffected,CVNCF
-32486,Unaffected,CVNCF
-210254,Unaffected,CVNCF
59952,Unaffected,CVNCF
55665,Unaffected,CVNCF
95018,Unaffected,CVNCF
12064,Unaffected,CVNCF
66868,Unaffected,CVNCF
5447,Unaffected,CVNCF
69449,Unaffected,CVNCF
173159,Unaffected,CVNCF
106,Unaffected,CVNCF
-18742,Unaffected,CVNCF
2140,Unaffected,CVNCF
106925,Unaffected,CVNCF
76861,Unaffected,CVNCF
10974,Unaffected,CVNCF
-781399,Unaffected,CVNCF
-850,Unaffected,CVNCF
-448597,Unaffected,CVNCF
55655,Unaffected,CVNCF
-285853,Unaffected,CVNCF
-165042,Unaffected,CVNCF
47553,Unaffected,CVNCF
58771,Unaffected,CVNCF
17834,Unaffected,CVNCF
27234,Unaffected,CVNCF
23,Unaffected,CVNCF
-248212,Unaffected,CVNCF
-69376,Unaffected,CVNCF
22922,Unaffected,CVNCF
8700,Unaffected,CVNCF
-98539,Unaffected,CVNCF
19250,Unaffected,CVNCF
115466,Unaffected,CVNCF
26432,Unaffected,CVNCF
651,Unaffected,CVNCF
36935,Unaffected,CVNCF
1008,Unaffected,CVNCF
161468,Unaffected,CVNCF
6589,Unaffected,CVNCF
26092,Unaffected,CVNCF
55665,Unaffected,CVNCF
77611,Unaffected,CVNCF
2701,Unaffected,CVNCF
83392,Unaffected,CVNCF
17025,Unaffected,CVNCF
118353,Unaffected,CVNCF
350604,Unaffected,CVNCF
152400,Unaffected,CVNCF
-756,Unaffected,CVNCF
2102,Unaffected,CVNCF
217266,Unaffected,CVNCF
-224038,Unaffected,CVNCF
37825,Unaffected,CVNCF
9097,Unaffected,CVNCF
49063,Unaffected,CVNCF
-167270,Unaffected,CVNCF
8147,Unaffected,CVNCF
4364,Unaffected,CVNCF
33416,Unaffected,CVNCF
23334,Unaffected,CVNCF
12973,Unaffected,CVNCF
-529929,Unaffected,CVNCF
10844,Unaffected,CVNCF
263418,Unaffected,CVNCF
3069,Unaffected,CVNCF
34789,Unaffected,CVNCF
-526208,Unaffected,CVNCF
7982,Unaffected,CVNCF
-28970,Unaffected,CVNCF
-14304,Unaffected,CVNCF
13209,Unaffected,CVNCF
5700,Unaffected,CVNCF
30529,Unaffected,CVNCF
86477,Unaffected,CVNCF
73940,Unaffected,CVNCF
-172139,Unaffected,CVNCF
-231150,Unaffected,CVNCF
79641,Unaffected,CVNCF
30380,Unaffected,CVNCF
92847,Unaffected,CVNCF
31152,Unaffected,CVNCF
344,Unaffected,CVNCF
13629,Unaffected,CVNCF
6479,Unaffected,CVNCF
42649,Unaffected,CVNCF
90346,Unaffected,CVNCF
-690569,Unaffected,CVNCF
-146205,Unaffected,CVNCF
88080,Unaffected,CVNCF
78939,Unaffected,CVNCF
64012,Unaffected,CVNCF
-319648,Unaffected,CVNCF
29235,Unaffected,CVNCF
36968,Unaffected,CVNCF
28505,Unaffected,CVNCF
101472,Unaffected,CVNCF
108244,Unaffected,CVNCF
62655,Unaffected,CVNCF
45236,Unaffected,CVNCF
2836,Unaffected,CVNCF
43034,Unaffected,CVNCF
13639,Unaffected,CVNCF
1595,Unaffected,CVNCF
-49199,Unaffected,CVNCF
-69622,Unaffected,CVNCF
127189,Unaffected,CVNCF
95015,Unaffected,CVNCF
-14266,Unaffected,CVNCF
5314,Unaffected,CVNCF
5684,Unaffected,CVNCF
-79678,Unaffected,CVNCF
16058,Unaffected,CVNCF
302983,Unaffected,CVNCF
-107461,Unaffected,CVNCF
-129281,Unaffected,CVNCF
9495,Unaffected,CVNCF
1960,Unaffected,CVNCF
65714,Unaffected,CVNCF
155777,Unaffected,CVNCF
-164847,Unaffected,CVNCF
179657,Unaffected,CVNCF
-266638,Unaffected,CVNCF
75276,Unaffected,CVNCF
17925,Unaffected,CVNCF
-65076,Unaffected,CVNCF
36935,Unaffected,CVNCF
-300754,Unaffected,CVNCF
45376,Unaffected,CVNCF
-560019,Unaffected,CVNCF
6855,Unaffected,CVNCF
-351150,Unaffected,CVNCF
-340934,Unaffected,CVNCF
45626,Unaffected,CVNCF
-184819,Unaffected,CVNCF
11520,Unaffected,CVNCF
899,Unaffected,CVNCF
14853,Unaffected,CVNCF
10057,Unaffected,CVNCF
136293,Unaffected,CVNCF
47118,Unaffected,CVNCF
13740,Unaffected,CVNCF
41215,Unaffected,CVNCF
231515,Unaffected,CVNCF
-409945,Unaffected,CVNCF
88222,Unaffected,CVNCF
639,Unaffected,CVNCF
-99583,Unaffected,CVNCF
-63269,Unaffected,CVNCF
68454,Unaffected,CVNCF
20954,Unaffected,CVNCF
-312781,Unaffected,CVNCF
17284,Unaffected,CVNCF
78308,Unaffected,CVNCF
173159,Unaffected,CVNCF
30573,Unaffected,CVNCF
63875,Unaffected,CVNCF
54263,Unaffected,CVNCF
120321,Unaffected,CVNCF
60002,Unaffected,CVNCF
52741,Unaffected,CVNCF
22481,Unaffected,CVNCF
972,Unaffected,CVNCF
-46740,Unaffected,CVNCF
15068,Unaffected,CVNCF
21971,Unaffected,CVNCF
65714,Unaffected,CVNCF
71183,Unaffected,CVNCF
45732,Unaffected,CVNCF
16991,Unaffected,CVNCF
-145064,Unaffected,CVNCF
-256890,Unaffected,CVNCF
53848,Unaffected,CVNCF
-241331,Unaffected,CVNCF
3925,Unaffected,CVNCF
150776,Unaffected,CVNCF
289711,Unaffected,CVNCF
26346,Unaffected,CVNCF
27889,Unaffected,CVNCF
130870,Unaffected,CVNCF
73405,Unaffected,CVNCF
13882,Unaffected,CVNCF
29577,Unaffected,CVNCF
114220,Unaffected,CVNCF
129,Unaffected,CVNCF
-138728,Unaffected,CVNCF
51682,Unaffected,CVNCF
-21114,Unaffected,CVNCF
266474,Unaffected,CVNCF
25357,Unaffected,CVNCF
73739,Unaffected,CVNCF
-287127,Unaffected,CVNCF
82432,Unaffected,CVNCF
171430,Unaffected,CVNCF
-248711,Unaffected,CVNCF
26992,Unaffected,CVNCF
-795597,Unaffected,CVNCF
29779,Unaffected,CVNCF
-260012,Unaffected,CVNCF
-447267,Unaffected,CVNCF
-342873,Unaffected,CVNCF
9976,Unaffected,CVNCF
16004,Unaffected,CVNCF
129189,Unaffected,CVNCF
-288732,Unaffected,CVNCF
19403,Unaffected,CVNCF
1262,Unaffected,CVNCF
1609,Unaffected,CVNCF
36935,Unaffected,CVNCF
-32486,Unaffected,CVNCF
2688,Unaffected,CVNCF
24759,Unaffected,CVNCF
2899,Unaffected,CVNCF
-13941,Unaffected,CVNCF
49012,Unaffected,CVNCF
35239,Unaffected,CVNCF
10010,Unaffected,CVNCF
25432,Unaffected,CVNCF
36955,Unaffected,CVNCF
11855,Unaffected,CVNCF
10689,Unaffected,CVNCF
4897,Unaffected,CVNCF
86189,Unaffected,CVNCF
35601,Unaffected,CVNCF
-312087,Unaffected,CVNCF
64276,Unaffected,CVNCF
55292,Unaffected,CVNCF
179657,Unaffected,CVNCF
-632318,Unaffected,CVNCF
26916,Unaffected,CVNCF
33360,Unaffected,CVNCF
43836,Unaffected,CVNCF
24003,Unaffected,CVNCF
-49,Unaffected,CVNCF
68454,Unaffected,CVNCF
162730,Unaffected,CVNCF
28409,Unaffected,CVNCF
-268,Unaffected,CVNCF
113666,Unaffected,CVNCF
46841,Unaffected,CVNCF
73276,Unaffected,CVNCF
-312323,Unaffected,CVNCF
9118,Unaffected,CVNCF
194238,Unaffected,CVNCF
-103828,Unaffected,CVNCF
252,Unaffected,CVNCF
127189,Unaffected,CVNCF
158035,Unaffected,CVNCF
-101541,Unaffected,CVNCF
23535,Unaffected,CVNCF
13648,Unaffected,CVNCF
-174804,Unaffected,CVNCF
13503,Unaffected,CVNCF
95015,Unaffected,CVNCF
-17298,Unaffected,CVNCF
99276,Unaffected,CVNCF
32935,Unaffected,CVNCF
115466,Unaffected,CVNCF
23102,Unaffected,CVNCF
66762,Unaffected,CVNCF
-223624,Unaffected,CVNCF
32384,Unaffected,CVNCF
131664,Unaffected,CVNCF
63702,Unaffected,CVNCF
-795,Unaffected,CVNCF
-946,Unaffected,CVNCF
222352,Unaffected,CVNCF
43340,Unaffected,CVNCF
5708,Unaffected,CVNCF
50203,Unaffected,CVNCF
31587,Unaffected,CVNCF
180482,Unaffected,CVNCF
31697,Unaffected,CVNCF
9679,Unaffected,CVNCF
6109,Unaffected,CVNCF
-88381,Unaffected,CVNCF
-108256,Unaffected,CVNCF
73739,Unaffected,CVNCF
-377734,Unaffected,CVNCF
36240,Unaffected,CVNCF
151457,Unaffected,CVNCF
4468,Unaffected,CVNCF
-21158,Unaffected,CVNCF
66903,Unaffected,CVNCF
180484,Unaffected,CVNCF
13889,Unaffected,CVNCF
84375,Unaffected,CVNCF
-349718,Unaffected,CVNCF
26395,Unaffected,CVNCF
24620,Unaffected,CVNCF
7711,Unaffected,CVNCF
-39296,Unaffected,CVNCF
99990,Unaffected,CVNCF
-790196,Unaffected,CVNCF
41628,Unaffected,CVNCF
-372414,Unaffected,CVNCF
300438,Unaffected,CVNCF
84375,Unaffected,CVNCF
-24730,Unaffected,CVNCF
10993,Unaffected,CVNCF
-136150,Unaffected,CVNCF
-294090,Unaffected,CVNCF
4781,Unaffected,CVNCF
78322,Unaffected,CVNCF
158921,Unaffected,CVNCF
34127,Unaffected,CVNCF
54,Unaffected,CVNCF
51153,Unaffected,CVNCF
103544,Unaffected,CVNCF
11548,Unaffected,CVNCF
-421895,Unaffected,CVNCF
-50425,Unaffected,CVNCF
7907,Unaffected,CVNCF
-475977,Unaffected,CVNCF
165374,Unaffected,CVNCF
217179,Unaffected,CVNCF
-256892,Unaffected,CVNCF
13382,Unaffected,CVNCF
77212,Unaffected,CVNCF
65639,Unaffected,CVNCF
133928,Unaffected,CVNCF
129454,Unaffected,CVNCF
33093,Unaffected,CVNCF
12497,Unaffected,CVNCF
14462,Unaffected,CVNCF
1985,Unaffected,CVNCF
-287131,Unaffected,CVNCF
-498712,Unaffected,CVNCF
-21637,Unaffected,CVNCF
-146930,Unaffected,CVNCF
28626,Unaffected,CVNCF
5558,Unaffected,CVNCF
135216,Unaffected,CVNCF
235306,Unaffected,CVNCF
37228,Unaffected,CVNCF
42767,Unaffected,CVNCF
216952,Unaffected,CVNCF
97398,Unaffected,CVNCF
115963,Unaffected,CVNCF
53003,Unaffected,CVNCF
219,Unaffected,CVNCF
6379,Unaffected,CVNCF
102852,Unaffected,CVNCF
62273,Unaffected,CVNCF
74184,Unaffected,CVNCF
1980,Unaffected,CVNCF
72222,Unaffected,CVNCF
-325716,Unaffected,CVNCF
25524,Unaffected,CVNCF
-347002,Unaffected,CVNCF
89015,Unaffected,CVNCF
8500,Unaffected,CVNCF
25093,Unaffected,CVNCF
103499,Unaffected,CVNCF
23104,Unaffected,CVNCF
1415,Unaffected,CVNCF
47687,Unaffected,CVNCF
34319,Unaffected,CVNCF
170272,Unaffected,CVNCF
-18404,Unaffected,CVNCF
-328675,Unaffected,CVNCF
-837029,Unaffected,CVNCF
-533487,Unaffected,CVNCF
25302,Unaffected,CVNCF
50203,Unaffected,CVNCF
21098,Unaffected,CVNCF
19406,Unaffected,CVNCF
2423,Unaffected,CVNCF
75707,Unaffected,CVNCF
75683,Unaffected,CVNCF
-40514,Unaffected,CVNCF
169,Unaffected,CVNCF
-352026,Unaffected,CVNCF
-378439,Unaffected,CVNCF
176,Unaffected,CVNCF
-124332,Unaffected,CVNCF
-1030831,Unaffected,CVNCF
77212,Unaffected,CVNCF
-32486,Unaffected,CVNCF
-5909,Unaffected,CVNCF
41864,Unaffected,CVNCF
-406438,Unaffected,CVNCF
-690569,Unaffected,CVNCF
-559587,Unaffected,CVNCF
-420363,Unaffected,CVNCF
180484,Unaffected,CVNCF
134613,Unaffected,CVNCF
50901,Unaffected,CVNCF
27191,Unaffected,CVNCF
182361,Unaffected,CVNCF
-264572,Unaffected,CVNCF
-444408,Unaffected,CVNCF
146,Unaffected,CVNCF
2249,Unaffected,CVNCF
248,Unaffected,CVNCF
-108,Unaffected,CVNCF
94602,Unaffected,CVNCF
19223,Unaffected,CVNCF
50684,Unaffected,CVNCF
2874,Unaffected,CVNCF
28313,Unaffected,CVNCF
28455,Unaffected,CVNCF
47309,Unaffected,CVNCF
122596,Unaffected,CVNCF
23452,Unaffected,CVNCF
92594,Unaffected,CVNCF
-269,Unaffected,CVNCF
28455,Unaffected,CVNCF
116198,Unaffected,CVNCF
-2437,Unaffected,CVNCF
55624,Unaffected,CVNCF
157729,Unaffected,CVNCF
42913,Unaffected,CVNCF
-169959,Unaffected,CVNCF
4378,Unaffected,CVNCF
18639,Unaffected,CVNCF
164351,Unaffected,CVNCF
123609,Unaffected,CVNCF
73315,Unaffected,CVNCF
16778,Unaffected,CVNCF
146474,Unaffected,CVNCF
25571,Unaffected,CVNCF
-396121,Unaffected,CVNCF
-109398,Unaffected,CVNCF
12495,Unaffected,CVNCF
13527,Unaffected,CVNCF
134613,Unaffected,CVNCF
9407,Unaffected,CVNCF
-363510,Unaffected,CVNCF
88619,Unaffected,CVNCF
135216,Unaffected,CVNCF
2065,Unaffected,CVNCF
1089,Unaffected,CVNCF
26656,Unaffected,CVNCF
2533,Unaffected,CVNCF
51671,Unaffected,CVNCF
-285853,Unaffected,CVNCF
4423,Unaffected,CVNCF
7473,Unaffected,CVNCF
-781399,Unaffected,CVNCF
48968,Unaffected,CVNCF
-75,Unaffected,CVNCF
63951,Unaffected,CVNCF
-546388,Unaffected,CVNCF
85661,Unaffected,CVNCF
107352,Unaffected,CVNCF
-124379,Unaffected,CVNCF
-180343,Unaffected,CVNCF
33494,Unaffected,CVNCF
3519,Unaffected,CVNCF
2580,Unaffected,CVNCF
74816,Unaffected,CVNCF
37003,Unaffected,CVNCF
16627,Unaffected,CVNCF
169955,Unaffected,CVNCF
122596,Unaffected,CVNCF
72452,Unaffected,CVNCF
101472,Unaffected,CVNCF
2401,Unaffected,CVNCF
122596,Unaffected,CVNCF
214562,Unaffected,CVNCF
-117271,Unaffected,CVNCF
1045,Unaffected,CVNCF
6331,Unaffected,CVNCF
-375826,Unaffected,CVNCF
22036,Unaffected,CVNCF
221794,Unaffected,CVNCF
74675,Unaffected,CVNCF
-1030831,Unaffected,CVNCF
490,Unaffected,CVNCF
-164826,Unaffected,CVNCF
2347,Unaffected,CVNCF
138167,Unaffected,CVNCF
50203,Unaffected,CVNCF
77611,Unaffected,CVNCF
40681,Unaffected,CVNCF
123342,Unaffected,CVNCF
152641,Unaffected,CVNCF
45871,Unaffected,CVNCF
33139,Unaffected,CVNCF
6509,Unaffected,CVNCF
134577,Unaffected,CVNCF
151810,Unaffected,CVNCF
-376488,Unaffected,CVNCF
26685,Unaffected,CVNCF
-81331,Unaffected,CVNCF
132292,Unaffected,CVNCF
20797,Unaffected,CVNCF
74984,Unaffected,CVNCF
152641,Unaffected,CVNCF
104524,Unaffected,CVNCF
61814,Unaffected,CVNCF
32456,Unaffected,CVNCF
15532,Unaffected,CVNCF
-156873,Unaffected,CVNCF
133477,Unaffected,CVNCF
-514268,Unaffected,CVNCF
90874,Unaffected,CVNCF
167617,Unaffected,CVNCF
-324,Unaffected,CVNCF
221810,Unaffected,CVNCF
70939,Unaffected,CVNCF
204977,Unaffected,CVNCF
69578,Unaffected,CVNCF
5180,Unaffected,CVNCF
75238,Unaffected,CVNCF
673,Unaffected,CVNCF
84048,Unaffected,CVNCF
18018,Unaffected,CVNCF
70467,Unaffected,CVNCF
14092,Unaffected,CVNCF
44167,Unaffected,CVNCF
24814,Unaffected,CVNCF
189052,Unaffected,CVNCF
76941,Unaffected,CVNCF
-41744,Unaffected,CVNCF
14761,Unaffected,CVNCF
107977,Unaffected,CVNCF
-280390,Unaffected,CVNCF
61814,Unaffected,CVNCF
56807,Unaffected,CVNCF
-795597,Unaffected,CVNCF
185708,Unaffected,CVNCF
-1359,Unaffected,CVNCF
16730,Unaffected,CVNCF
-709,Unaffected,CVNCF
13648,Unaffected,CVNCF
36935,Unaffected,CVNCF
31703,Unaffected,CVNCF
51402,Unaffected,CVNCF
11818,Unaffected,CVNCF
14766,Unaffected,CVNCF
20633,Unaffected,CVNCF
74940,Unaffected,CVNCF
47388,Unaffected,CVNCF
89461,Unaffected,CVNCF
134577,Unaffected,CVNCF
139157,Unaffected,CVNCF
-790196,Unaffected,CVNCF
37081,Unaffected,CVNCF
2307,Unaffected,CVNCF
143678,Unaffected,CVNCF
90346,Unaffected,CVNCF
-901151,Unaffected,CVNCF
8130,Unaffected,CVNCF
73593,Unaffected,CVNCF
168082,Unaffected,CVNCF
42043,Unaffected,CVNCF
36152,Unaffected,CVNCF
8139,Unaffected,CVNCF
11694,Unaffected,CVNCF
7070,Unaffected,CVNCF
90346,Unaffected,CVNCF
-428819,Unaffected,CVNCF
19906,Unaffected,CVNCF
-32486,Unaffected,CVNCF
94408,Unaffected,CVNCF
-510127,Unaffected,CVNCF
3518,Unaffected,CVNCF
24791,Unaffected,CVNCF
48611,Unaffected,CVNCF
-514970,Unaffected,CVNCF
-790196,Unaffected,CVNCF
-397174,Unaffected,CVNCF
-14552,Unaffected,CVNCF
-901151,Unaffected,CVNCF
42815,Unaffected,CVNCF
7378,Unaffected,CVNCF
-127392,Unaffected,CVNCF
222352,Unaffected,CVNCF
-162696,Unaffected,CVNCF
70627,Unaffected,CVNCF
154655,Unaffected,CVNCF
-498094,Unaffected,CVNCF
35716,Unaffected,CVNCF
679,Unaffected,CVNCF
70841,Unaffected,CVNCF
89843,Unaffected,CVNCF
49387,Unaffected,CVNCF
156453,Unaffected,CVNCF
36935,Unaffected,CVNCF
-56405,Unaffected,CVNCF
329748,Unaffected,CVNCF
2577,Unaffected,CVNCF
147288,Unaffected,CVNCF
90346,Unaffected,CVNCF
60025,Unaffected,CVNCF
68457,Unaffected,CVNCF
-391556,Unaffected,CVNCF
11377,Unaffected,CVNCF
-290670,Unaffected,CVNCF
5892,Unaffected,CVNCF
-49,Unaffected,CVNCF
12797,Unaffected,CVNCF
79386,Unaffected,CVNCF
899,Unaffected,CVNCF
-8,Unaffected,CVNCF
47388,Unaffected,CVNCF
101271,Unaffected,CVNCF
29710,Unaffected,CVNCF
-285853,Unaffected,CVNCF
46361,Unaffected,CVNCF
179657,Unaffected,CVNCF
70956,Unaffected,CVNCF
77212,Unaffected,CVNCF
92692,Unaffected,CVNCF
84375,Unaffected,CVNCF
2782,Unaffected,CVNCF
143444,Unaffected,CVNCF
102578,Unaffected,CVNCF
16619,Unaffected,CVNCF
103604,Unaffected,CVNCF
326,Unaffected,CVNCF
269140,Unaffected,CVNCF
113909,Unaffected,CVNCF
22708,Unaffected,CVNCF
22475,Unaffected,CVNCF
458,Unaffected,CVNCF
-1877,Unaffected,CVNCF
25299,Unaffected,CVNCF
104337,Unaffected,CVNCF
7746,Unaffected,CVNCF
1450,Unaffected,CVNCF
-16037,Unaffected,CVNCF
33083,Unaffected,CVNCF
27611,Unaffected,CVNCF
75707,Unaffected,CVNCF
2521,Unaffected,CVNCF
-70185,Unaffected,CVNCF
23667,Unaffected,CVNCF
19978,Unaffected,CVNCF
226054,Unaffected,CVNCF
-10482,Unaffected,CVNCF
94473,Unaffected,CVNCF
-257844,Unaffected,CVNCF
74951,Unaffected,CVNCF
45098,Unaffected,CVNCF
-188985,Unaffected,CVNCF
25237,Unaffected,CVNCF
131093,Unaffected,CVNCF
104330,Unaffected,CVNCF
1437,Unaffected,CVNCF
102852,Unaffected,CVNCF
40938,Unaffected,CVNCF
90855,Unaffected,CVNCF
-229756,Unaffected,CVNCF
-32209,Unaffected,CVNCF
157160,Unaffected,CVNCF
-45784,Unaffected,CVNCF
77782,Unaffected,CVNCF
63290,Unaffected,CVNCF
-577255,Unaffected,CVNCF
27158,Unaffected,CVNCF
58461,Unaffected,CVNCF
6244,Unaffected,CVNCF
31900,Unaffected,CVNCF
39649,Unaffected,CVNCF
22240,Unaffected,CVNCF
135216,Unaffected,CVNCF
-344617,Unaffected,CVNCF
-115251,Unaffected,CVNCF
36940,Unaffected,CVNCF
-1030831,Unaffected,CVNCF
127189,Unaffected,CVNCF
-781399,Unaffected,CVNCF
6311,Unaffected,CVNCF
21136,Unaffected,CVNCF
-30,Unaffected,CVNCF
40173,Unaffected,CVNCF
66427,Unaffected,CVNCF
37154,Unaffected,CVNCF
233287,Unaffected,CVNCF
96991,Unaffected,CVNCF
27917,Unaffected,CVNCF
-12000,Unaffected,CVNCF
14877,Unaffected,CVNCF
-387693,Unaffected,CVNCF
-23062,Unaffected,CVNCF
106199,Unaffected,CVNCF
4938,Unaffected,CVNCF
-446665,Unaffected,CVNCF
161499,Unaffected,CVNCF
51416,Unaffected,CVNCF
-228369,Unaffected,CVNCF
-38720,Unaffected,CVNCF
-338828,Unaffected,CVNCF
9962,Unaffected,CVNCF
21193,Unaffected,CVNCF
23831,Unaffected,CVNCF
59501,Unaffected,CVNCF
428,Unaffected,CVNCF
-128473,Unaffected,CVNCF
31863,Unaffected,CVNCF
76872,Unaffected,CVNCF
112029,Unaffected,CVNCF
102149,Unaffected,CVNCF
87141,Unaffected,CVNCF
-291128,Unaffected,CVNCF
1985,Unaffected,CVNCF
86881,Unaffected,CVNCF
3476,Unaffected,CVNCF
-155,Unaffected,CVNCF
28469,Unaffected,CVNCF
520,Unaffected,CVNCF
-311971,Unaffected,CVNCF
116475,Unaffected,CVNCF
131239,Unaffected,CVNCF
4875,Unaffected,CVNCF
115610,Unaffected,CVNCF
-153551,Unaffected,CVNCF
157406,Unaffected,CVNCF
62479,Unaffected,CVNCF
2494,Unaffected,CVNCF
-223704,Unaffected,CVNCF
45356,Unaffected,CVNCF
49337,Unaffected,CVNCF
170272,Unaffected,CVNCF
48544,Unaffected,CVNCF
37649,Unaffected,CVNCF
172224,Unaffected,CVNCF
22002,Unaffected,CVNCF
18183,Unaffected,CVNCF
261656,Unaffected,CVNCF
95860,Unaffected,CVNCF
6856,Unaffected,CVNCF
122242,Unaffected,CVNCF
