model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,Clicks,MAP@10,NDCG,Precision@10,R-Precision,Recall@10
E-VNCF,100,1,128,128,0.0001,10,0.0001,90,5,Adam,3.198,0.0643,0.0973,0.0517,0.0611,0.1242
E-VNCF,100,1,128,128,0.0001,10,0.0001,100,5,Adam,3.1708,0.0643,0.0979,0.0523,0.0614,0.1262
E-VNCF,100,1,128,128,0.0001,10,0.0001,110,5,Adam,3.198,0.0636,0.0959,0.0514,0.0608,0.1239
E-VNCF,100,1,128,128,0.0001,10,0.0001,120,5,Adam,3.1898,0.0639,0.096,0.0513,0.0603,0.1243
E-VNCF,100,1,128,128,0.0001,10,0.0001,130,5,Adam,3.1848,0.0633,0.0971,0.0521,0.0611,0.1268
E-VNCF,100,1,128,128,0.0001,10,0.0001,140,5,Adam,3.1683,0.0649,0.0985,0.0524,0.062,0.1267
E-VNCF,100,1,128,128,0.0001,10,0.0001,150,5,Adam,3.1609,0.0657,0.1,0.0528,0.0637,0.1283
E-VNCF,100,1,128,128,0.0001,10,0.0001,160,5,Adam,3.1344,0.0661,0.1006,0.053,0.064,0.1291
E-VNCF,100,1,128,128,0.0001,10,0.0001,170,5,Adam,3.165,0.0654,0.0992,0.0524,0.0635,0.1273
E-VNCF,100,1,128,128,0.0001,10,0.0001,180,5,Adam,3.1402,0.0659,0.1007,0.0536,0.0642,0.1304
E-VNCF,100,1,128,128,0.0001,10,0.0001,190,5,Adam,3.1724,0.064,0.0974,0.0525,0.0604,0.1266
E-VNCF,100,1,128,128,0.0001,10,0.0001,200,5,Adam,3.165,0.0655,0.0998,0.0528,0.0631,0.128
E-VNCF,100,1,128,128,0.0001,10,0.0001,210,5,Adam,3.1542,0.0653,0.0996,0.053,0.0626,0.128
E-VNCF,100,1,128,128,0.0001,10,0.0001,220,5,Adam,3.1476,0.066,0.1006,0.0534,0.063,0.1294
E-VNCF,100,1,128,128,0.0001,10,0.0001,230,5,Adam,3.1418,0.0654,0.0998,0.0531,0.064,0.1294
E-VNCF,100,1,128,128,0.0001,10,0.0001,240,5,Adam,3.1551,0.0654,0.0993,0.0531,0.0633,0.1277
E-VNCF,100,1,128,128,0.0001,10,0.0001,250,5,Adam,3.1774,0.0644,0.0979,0.0519,0.0628,0.1261
E-VNCF,100,1,128,128,0.0001,10,0.0001,260,5,Adam,3.1807,0.0643,0.0977,0.0518,0.0618,0.1263
E-VNCF,100,1,128,128,0.0001,10,0.0001,270,5,Adam,3.1327,0.0657,0.1003,0.0532,0.0622,0.1299
E-VNCF,100,1,128,128,0.0001,10,0.0001,280,5,Adam,3.1377,0.0654,0.1004,0.0533,0.0635,0.1293
E-VNCF,100,1,128,128,0.0001,10,0.0001,290,5,Adam,3.1526,0.0651,0.0993,0.053,0.0637,0.1283
E-VNCF,100,1,128,128,0.0001,10,0.0001,300,5,Adam,3.1327,0.0661,0.101,0.0537,0.064,0.1304
CE-VNCF,100,1,128,128,5e-05,10,0.0001,10,5,Adam,3.5411,0.0505,0.0708,0.0422,0.042,0.0917
CE-VNCF,100,1,128,128,5e-05,10,0.0001,20,5,Adam,3.3105,0.0609,0.0894,0.0487,0.0547,0.1139
CE-VNCF,100,1,128,128,5e-05,10,0.0001,30,5,Adam,3.2419,0.0609,0.091,0.0495,0.0566,0.1181
CE-VNCF,100,1,128,128,5e-05,10,0.0001,40,5,Adam,3.2427,0.0606,0.0914,0.0498,0.0558,0.1198
CE-VNCF,100,1,128,128,5e-05,10,0.0001,50,5,Adam,3.2204,0.063,0.095,0.0502,0.0592,0.1218
CE-VNCF,100,1,128,128,5e-05,10,0.0001,60,5,Adam,3.2253,0.0618,0.0936,0.0502,0.059,0.121
CE-VNCF,100,1,128,128,5e-05,10,0.0001,70,5,Adam,3.1757,0.0641,0.0977,0.0511,0.0615,0.1259
CE-VNCF,100,1,128,128,5e-05,10,0.0001,80,5,Adam,3.1774,0.064,0.0974,0.0513,0.0613,0.1259
CE-VNCF,100,1,128,128,5e-05,10,0.0001,90,5,Adam,3.1551,0.0654,0.0991,0.0519,0.063,0.1269
CE-VNCF,100,1,128,128,5e-05,10,0.0001,100,5,Adam,3.189,0.0635,0.0969,0.0514,0.0594,0.1264
CE-VNCF,100,1,128,128,5e-05,10,0.0001,110,5,Adam,3.1724,0.065,0.0987,0.0516,0.0627,0.1268
CE-VNCF,100,1,128,128,5e-05,10,0.0001,120,5,Adam,3.1377,0.0659,0.1001,0.0526,0.0631,0.1292
CE-VNCF,100,1,128,128,5e-05,10,0.0001,130,5,Adam,3.1361,0.0657,0.1,0.0527,0.063,0.1292
CE-VNCF,100,1,128,128,5e-05,10,0.0001,140,5,Adam,3.1038,0.0667,0.1019,0.0536,0.0638,0.1319
CE-VNCF,100,1,128,128,5e-05,10,0.0001,150,5,Adam,3.1327,0.0669,0.1021,0.0532,0.0632,0.1315
CE-VNCF,100,1,128,128,5e-05,10,0.0001,160,5,Adam,3.1179,0.0668,0.102,0.0533,0.0642,0.1309
CE-VNCF,100,1,128,128,5e-05,10,0.0001,170,5,Adam,3.1113,0.0667,0.102,0.0537,0.0637,0.1318
CE-VNCF,100,1,128,128,5e-05,10,0.0001,180,5,Adam,3.1055,0.0667,0.1019,0.0537,0.065,0.1321
CE-VNCF,100,1,128,128,5e-05,10,0.0001,190,5,Adam,3.1253,0.0662,0.1012,0.053,0.0638,0.1306
CE-VNCF,100,1,128,128,5e-05,10,0.0001,200,5,Adam,3.1022,0.0664,0.1012,0.0534,0.0635,0.131
CE-VNCF,100,1,128,128,5e-05,10,0.0001,210,5,Adam,3.1204,0.067,0.1024,0.0535,0.0645,0.1324
CE-VNCF,100,1,128,128,5e-05,10,0.0001,220,5,Adam,3.1046,0.0672,0.1029,0.0544,0.0645,0.1342
CE-VNCF,100,1,128,128,5e-05,10,0.0001,230,5,Adam,3.1245,0.0667,0.1014,0.0533,0.0641,0.1311
CE-VNCF,100,1,128,128,5e-05,10,0.0001,240,5,Adam,3.1179,0.0666,0.1019,0.0533,0.0635,0.1311
CE-VNCF,100,1,128,128,5e-05,10,0.0001,250,5,Adam,3.0989,0.0674,0.1028,0.0543,0.0646,0.1332
CE-VNCF,100,1,128,128,5e-05,10,0.0001,260,5,Adam,3.103,0.067,0.1025,0.0541,0.064,0.1332
CE-VNCF,100,1,128,128,5e-05,10,0.0001,270,5,Adam,3.1088,0.0677,0.1031,0.0539,0.0648,0.1328
CE-VNCF,100,1,128,128,5e-05,10,0.0001,280,5,Adam,3.1352,0.0672,0.1016,0.0534,0.0641,0.1317
CE-VNCF,100,1,128,128,5e-05,10,0.0001,290,5,Adam,3.1055,0.068,0.1039,0.0544,0.066,0.1335
CE-VNCF,100,1,128,128,5e-05,10,0.0001,300,5,Adam,3.0972,0.0681,0.1041,0.0543,0.066,0.1337
E-NCF,200,1,128,128,0.0001,10,0.001,10,5,Adam,3.5072,0.0472,0.0713,0.0402,0.0415,0.0955
E-NCF,200,1,128,128,0.0001,10,0.001,20,5,Adam,3.3187,0.0544,0.0844,0.0459,0.0502,0.1116
E-NCF,200,1,128,128,0.0001,10,0.001,30,5,Adam,3.2774,0.0579,0.0876,0.0473,0.0553,0.1133
E-NCF,200,1,128,128,0.0001,10,0.001,40,5,Adam,3.2278,0.0602,0.0914,0.0486,0.057,0.1181
E-NCF,200,1,128,128,0.0001,10,0.001,50,5,Adam,3.2733,0.0591,0.0893,0.0478,0.0556,0.1149
E-NCF,200,1,128,128,0.0001,10,0.001,60,5,Adam,3.2518,0.0591,0.0904,0.0486,0.0563,0.1175
E-NCF,200,1,128,128,0.0001,10,0.001,70,5,Adam,3.2328,0.0609,0.0925,0.0493,0.0576,0.1192
E-NCF,200,1,128,128,0.0001,10,0.001,80,5,Adam,3.2311,0.061,0.0936,0.0491,0.0596,0.1203
E-NCF,200,1,128,128,0.0001,10,0.001,90,5,Adam,3.2427,0.0606,0.0919,0.0492,0.0562,0.1192
E-NCF,200,1,128,128,0.0001,10,0.001,100,5,Adam,3.2154,0.063,0.0944,0.0502,0.0593,0.1204
E-NCF,200,1,128,128,0.0001,10,0.001,110,5,Adam,3.2534,0.0608,0.0924,0.0489,0.0575,0.1192
E-NCF,200,1,128,128,0.0001,10,0.001,120,5,Adam,3.2129,0.0627,0.0944,0.0505,0.0596,0.121
E-NCF,200,1,128,128,0.0001,10,0.001,130,5,Adam,3.2129,0.0623,0.0935,0.0497,0.0589,0.1204
E-NCF,200,1,128,128,0.0001,10,0.001,140,5,Adam,3.2022,0.0618,0.0937,0.0508,0.058,0.122
E-NCF,200,1,128,128,0.0001,10,0.001,150,5,Adam,3.208,0.0623,0.0949,0.0505,0.0581,0.1233
E-NCF,200,1,128,128,0.0001,10,0.001,160,5,Adam,3.1914,0.0637,0.0959,0.0515,0.0592,0.1241
E-NCF,200,1,128,128,0.0001,10,0.001,170,5,Adam,3.222,0.0638,0.0961,0.0504,0.0596,0.1224
E-NCF,200,1,128,128,0.0001,10,0.001,180,5,Adam,3.1906,0.0637,0.0964,0.0514,0.0603,0.1241
E-NCF,200,1,128,128,0.0001,10,0.001,190,5,Adam,3.2138,0.0637,0.0953,0.0504,0.0593,0.1225
E-NCF,200,1,128,128,0.0001,10,0.001,200,5,Adam,3.2228,0.0643,0.0962,0.0506,0.0611,0.1222
E-NCF,200,1,128,128,0.0001,10,0.001,210,5,Adam,3.1493,0.0644,0.0971,0.0521,0.0618,0.1254
E-NCF,200,1,128,128,0.0001,10,0.001,220,5,Adam,3.2055,0.063,0.096,0.0511,0.0579,0.1248
E-NCF,200,1,128,128,0.0001,10,0.001,230,5,Adam,3.2195,0.0624,0.0942,0.0509,0.0579,0.1228
E-NCF,200,1,128,128,0.0001,10,0.001,240,5,Adam,3.2146,0.0631,0.095,0.0508,0.06,0.122
E-NCF,200,1,128,128,0.0001,10,0.001,250,5,Adam,3.2162,0.0635,0.0948,0.0509,0.0587,0.1218
E-NCF,200,1,128,128,0.0001,10,0.001,260,5,Adam,3.1815,0.0643,0.0967,0.0515,0.06,0.1242
E-NCF,200,1,128,128,0.0001,10,0.001,270,5,Adam,3.2245,0.0629,0.0953,0.0508,0.0596,0.1236
E-NCF,200,1,128,128,0.0001,10,0.001,280,5,Adam,3.227,0.0628,0.0958,0.0509,0.0592,0.1241
E-NCF,200,1,128,128,0.0001,10,0.001,290,5,Adam,3.2063,0.0627,0.0949,0.0512,0.0583,0.1232
E-NCF,200,1,128,128,0.0001,10,0.001,300,5,Adam,3.1534,0.0648,0.0981,0.0522,0.0605,0.1278
VNCF,100,1,128,128,5e-05,10,0.0005,10,5,Adam,3.6146,0.0428,0.0626,0.0391,0.0372,0.085
VNCF,100,1,128,128,5e-05,10,0.0005,20,5,Adam,3.3873,0.0558,0.0832,0.0461,0.0514,0.1084
VNCF,100,1,128,128,5e-05,10,0.0005,30,5,Adam,3.2104,0.0615,0.0942,0.0506,0.0571,0.1228
VNCF,100,1,128,128,5e-05,10,0.0005,40,5,Adam,3.2964,0.0564,0.0871,0.0481,0.0521,0.1149
VNCF,100,1,128,128,5e-05,10,0.0005,50,5,Adam,3.2295,0.0609,0.0916,0.0499,0.0567,0.1192
VNCF,100,1,128,128,5e-05,10,0.0005,60,5,Adam,3.2245,0.0605,0.092,0.0498,0.0564,0.1192
VNCF,100,1,128,128,5e-05,10,0.0005,70,5,Adam,3.1741,0.0618,0.0942,0.0513,0.0571,0.1234
VNCF,100,1,128,128,5e-05,10,0.0005,80,5,Adam,3.2113,0.0593,0.0906,0.0501,0.0552,0.1196
VNCF,100,1,128,128,5e-05,10,0.0005,90,5,Adam,3.2014,0.0614,0.0934,0.0505,0.0568,0.1221
VNCF,100,1,128,128,5e-05,10,0.0005,100,5,Adam,3.2038,0.0611,0.0932,0.0506,0.0574,0.1209
VNCF,100,1,128,128,5e-05,10,0.0005,110,5,Adam,3.2204,0.0595,0.0915,0.05,0.0561,0.1215
VNCF,100,1,128,128,5e-05,10,0.0005,120,5,Adam,3.1633,0.0622,0.0952,0.0514,0.0592,0.1237
VNCF,100,1,128,128,5e-05,10,0.0005,130,5,Adam,3.2104,0.0607,0.0922,0.0502,0.0567,0.1206
VNCF,100,1,128,128,5e-05,10,0.0005,140,5,Adam,3.16,0.0617,0.0953,0.0518,0.0565,0.1259
VNCF,100,1,128,128,5e-05,10,0.0005,150,5,Adam,3.1956,0.0597,0.0916,0.051,0.0546,0.1221
VNCF,100,1,128,128,5e-05,10,0.0005,160,5,Adam,3.1923,0.0601,0.0917,0.0508,0.0548,0.1227
VNCF,100,1,128,128,5e-05,10,0.0005,170,5,Adam,3.184,0.0618,0.0942,0.051,0.0564,0.1234
VNCF,100,1,128,128,5e-05,10,0.0005,180,5,Adam,3.1617,0.0616,0.0949,0.0517,0.0588,0.1254
VNCF,100,1,128,128,5e-05,10,0.0005,190,5,Adam,3.1757,0.0608,0.0931,0.0513,0.0566,0.123
VNCF,100,1,128,128,5e-05,10,0.0005,200,5,Adam,3.1592,0.062,0.0947,0.0519,0.0574,0.1246
VNCF,100,1,128,128,5e-05,10,0.0005,210,5,Adam,3.1906,0.0615,0.0937,0.0511,0.0577,0.1223
VNCF,100,1,128,128,5e-05,10,0.0005,220,5,Adam,3.1609,0.063,0.095,0.0521,0.0582,0.1238
VNCF,100,1,128,128,5e-05,10,0.0005,230,5,Adam,3.1766,0.0622,0.0945,0.0517,0.0572,0.1241
VNCF,100,1,128,128,5e-05,10,0.0005,240,5,Adam,3.1675,0.0616,0.0938,0.0519,0.0565,0.1233
VNCF,100,1,128,128,5e-05,10,0.0005,250,5,Adam,3.1485,0.0629,0.0958,0.0522,0.0597,0.1259
VNCF,100,1,128,128,5e-05,10,0.0005,260,5,Adam,3.1451,0.0637,0.0971,0.0524,0.0603,0.1264
VNCF,100,1,128,128,5e-05,10,0.0005,270,5,Adam,3.1476,0.0629,0.0957,0.0527,0.0597,0.1258
VNCF,100,1,128,128,5e-05,10,0.0005,280,5,Adam,3.1509,0.0635,0.0963,0.0523,0.0599,0.1255
VNCF,100,1,128,128,5e-05,10,0.0005,290,5,Adam,3.1509,0.0632,0.0962,0.0524,0.0587,0.1266
VNCF,100,1,128,128,5e-05,10,0.0005,300,5,Adam,3.1766,0.0627,0.0951,0.0519,0.0598,0.1237
CE-NCF,100,1,128,128,5e-05,10,0.001,10,5,Adam,3.4146,0.0514,0.0776,0.0441,0.0453,0.1036
CE-NCF,100,1,128,128,5e-05,10,0.001,20,5,Adam,3.265,0.0592,0.091,0.0486,0.0553,0.1189
CE-NCF,100,1,128,128,5e-05,10,0.001,30,5,Adam,3.2336,0.0614,0.0932,0.0491,0.0575,0.1192
CE-NCF,100,1,128,128,5e-05,10,0.001,40,5,Adam,3.1832,0.0615,0.0949,0.0501,0.0588,0.1238
CE-NCF,100,1,128,128,5e-05,10,0.001,50,5,Adam,3.1931,0.0622,0.0948,0.05,0.0594,0.122
CE-NCF,100,1,128,128,5e-05,10,0.001,60,5,Adam,3.2336,0.0613,0.0933,0.0499,0.0574,0.1208
CE-NCF,100,1,128,128,5e-05,10,0.001,70,5,Adam,3.2493,0.0605,0.0917,0.0491,0.0564,0.1197
CE-NCF,100,1,128,128,5e-05,10,0.001,80,5,Adam,3.2452,0.0612,0.094,0.0496,0.0575,0.1218
CE-NCF,100,1,128,128,5e-05,10,0.001,90,5,Adam,3.227,0.0615,0.0938,0.0496,0.0588,0.1212
CE-NCF,100,1,128,128,5e-05,10,0.001,100,5,Adam,3.1807,0.0633,0.0963,0.051,0.0593,0.1257
CE-NCF,100,1,128,128,5e-05,10,0.001,110,5,Adam,3.1774,0.0643,0.098,0.052,0.059,0.1275
CE-NCF,100,1,128,128,5e-05,10,0.001,120,5,Adam,3.2311,0.0617,0.0941,0.0498,0.0588,0.1219
CE-NCF,100,1,128,128,5e-05,10,0.001,130,5,Adam,3.1865,0.0632,0.0958,0.0513,0.0585,0.1251
CE-NCF,100,1,128,128,5e-05,10,0.001,140,5,Adam,3.2055,0.0633,0.0953,0.0508,0.0592,0.1233
CE-NCF,100,1,128,128,5e-05,10,0.001,150,5,Adam,3.1956,0.0638,0.0964,0.0512,0.0594,0.1238
CE-NCF,100,1,128,128,5e-05,10,0.001,160,5,Adam,3.1956,0.062,0.0944,0.0513,0.0576,0.1245
CE-NCF,100,1,128,128,5e-05,10,0.001,170,5,Adam,3.1956,0.0639,0.0966,0.0518,0.0598,0.125
CE-NCF,100,1,128,128,5e-05,10,0.001,180,5,Adam,3.1699,0.0646,0.0974,0.0521,0.0608,0.1252
CE-NCF,100,1,128,128,5e-05,10,0.001,190,5,Adam,3.2005,0.0634,0.0962,0.0516,0.0598,0.1245
CE-NCF,100,1,128,128,5e-05,10,0.001,200,5,Adam,3.179,0.0634,0.097,0.052,0.0587,0.1265
CE-NCF,100,1,128,128,5e-05,10,0.001,210,5,Adam,3.1923,0.064,0.0969,0.0518,0.0597,0.1258
CE-NCF,100,1,128,128,5e-05,10,0.001,220,5,Adam,3.2088,0.0639,0.0957,0.0514,0.059,0.1239
CE-NCF,100,1,128,128,5e-05,10,0.001,230,5,Adam,3.1972,0.0637,0.0959,0.0514,0.0598,0.1242
CE-NCF,100,1,128,128,5e-05,10,0.001,240,5,Adam,3.1964,0.0635,0.0959,0.0518,0.0591,0.1252
CE-NCF,100,1,128,128,5e-05,10,0.001,250,5,Adam,3.2022,0.0629,0.0946,0.0511,0.0574,0.123
CE-NCF,100,1,128,128,5e-05,10,0.001,260,5,Adam,3.1567,0.0644,0.0975,0.0517,0.0592,0.1269
CE-NCF,100,1,128,128,5e-05,10,0.001,270,5,Adam,3.2071,0.0633,0.096,0.0508,0.0588,0.1235
CE-NCF,100,1,128,128,5e-05,10,0.001,280,5,Adam,3.2187,0.0626,0.0943,0.0506,0.0574,0.1222
CE-NCF,100,1,128,128,5e-05,10,0.001,290,5,Adam,3.1997,0.0632,0.0958,0.0513,0.0584,0.1246
CE-NCF,100,1,128,128,5e-05,10,0.001,300,5,Adam,3.2121,0.0625,0.0947,0.0506,0.0578,0.1222
NCF,100,1,128,128,0.0001,10,0.0005,10,5,Adam,3.3973,0.0501,0.0758,0.0442,0.0438,0.1043
NCF,100,1,128,128,0.0001,10,0.0005,20,5,Adam,3.3286,0.0501,0.0771,0.0459,0.0455,0.1099
NCF,100,1,128,128,0.0001,10,0.0005,30,5,Adam,3.2402,0.0599,0.0917,0.0488,0.0564,0.119
NCF,100,1,128,128,0.0001,10,0.0005,40,5,Adam,3.203,0.0611,0.0948,0.0494,0.0582,0.1232
NCF,100,1,128,128,0.0001,10,0.0005,50,5,Adam,3.2005,0.0601,0.0923,0.0493,0.0567,0.1209
NCF,100,1,128,128,0.0001,10,0.0005,60,5,Adam,3.1997,0.0615,0.0939,0.049,0.0569,0.1219
NCF,100,1,128,128,0.0001,10,0.0005,70,5,Adam,3.1683,0.0622,0.096,0.0506,0.0576,0.1267
NCF,100,1,128,128,0.0001,10,0.0005,80,5,Adam,3.1799,0.0611,0.0949,0.0503,0.0596,0.1232
