model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,Clicks,MAP@10,NDCG,Precision@10,R-Precision,Recall@10
CE-NCF,100,1,128,128,5e-05,10,0.001,230,5,Adam,3.1873,0.0622,0.0952,0.0506,0.0587,0.1253
CE-NCF,100,1,128,128,5e-05,10,0.001,240,5,Adam,3.1947,0.0632,0.0965,0.0503,0.0614,0.1248
CE-NCF,100,1,128,128,5e-05,10,0.001,250,5,Adam,3.1741,0.0626,0.096,0.0515,0.0585,0.1262
CE-NCF,100,1,128,128,5e-05,10,0.001,260,5,Adam,3.1989,0.0629,0.0959,0.0503,0.0589,0.1232
CE-NCF,100,1,128,128,5e-05,10,0.001,270,5,Adam,3.2022,0.0632,0.0971,0.0506,0.0614,0.1249
CE-NCF,100,1,128,128,5e-05,10,0.001,280,5,Adam,3.1923,0.0641,0.0974,0.051,0.0605,0.1246
CE-NCF,100,1,128,128,5e-05,10,0.001,290,5,Adam,3.2154,0.063,0.0955,0.0505,0.0575,0.124
CE-NCF,100,1,128,128,5e-05,10,0.001,300,5,Adam,3.2228,0.0625,0.0953,0.0501,0.0591,0.1222
NCF,100,1,128,128,0.0001,10,0.0005,10,5,Adam,3.3477,0.0557,0.0838,0.0455,0.0516,0.1085
NCF,100,1,128,128,0.0001,10,0.0005,20,5,Adam,3.3072,0.058,0.0886,0.0474,0.0551,0.1151
NCF,100,1,128,128,0.0001,10,0.0005,30,5,Adam,3.2485,0.0616,0.0937,0.049,0.0576,0.1192
NCF,100,1,128,128,0.0001,10,0.0005,40,5,Adam,3.2303,0.0597,0.0927,0.0486,0.0585,0.1199
NCF,100,1,128,128,0.0001,10,0.0005,50,5,Adam,3.2278,0.0597,0.0928,0.049,0.0563,0.1212
NCF,100,1,128,128,0.0001,10,0.0005,60,5,Adam,3.198,0.0621,0.0951,0.0502,0.0597,0.1228
NCF,100,1,128,128,0.0001,10,0.0005,70,5,Adam,3.2352,0.061,0.0936,0.049,0.0587,0.1202
NCF,100,1,128,128,0.0001,10,0.0005,80,5,Adam,3.2171,0.0618,0.095,0.0496,0.06,0.122
NCF,100,1,128,128,0.0001,10,0.0005,90,5,Adam,3.203,0.0624,0.0957,0.05,0.0615,0.123
NCF,100,1,128,128,0.0001,10,0.0005,100,5,Adam,3.1815,0.0622,0.0959,0.0505,0.0613,0.1246
NCF,100,1,128,128,0.0001,10,0.0005,110,5,Adam,3.1873,0.0635,0.0966,0.0504,0.0609,0.1239
NCF,100,1,128,128,0.0001,10,0.0005,120,5,Adam,3.2311,0.0618,0.0945,0.0496,0.0584,0.1215
NCF,100,1,128,128,0.0001,10,0.0005,130,5,Adam,3.2071,0.0625,0.0955,0.0501,0.0596,0.1226
NCF,100,1,128,128,0.0001,10,0.0005,140,5,Adam,3.1997,0.0631,0.0963,0.0503,0.0595,0.1237
NCF,100,1,128,128,0.0001,10,0.0005,150,5,Adam,3.1741,0.0635,0.0972,0.051,0.0614,0.125
NCF,100,1,128,128,0.0001,10,0.0005,160,5,Adam,3.2055,0.0624,0.0952,0.0501,0.0594,0.1225
NCF,100,1,128,128,0.0001,10,0.0005,170,5,Adam,3.2063,0.0617,0.0945,0.0503,0.0594,0.122
NCF,100,1,128,128,0.0001,10,0.0005,180,5,Adam,3.1857,0.0634,0.0964,0.0504,0.0594,0.1237
NCF,100,1,128,128,0.0001,10,0.0005,190,5,Adam,3.1815,0.0638,0.0973,0.0517,0.0608,0.1252
NCF,100,1,128,128,0.0001,10,0.0005,200,5,Adam,3.1923,0.0633,0.0975,0.0507,0.0601,0.1258
NCF,100,1,128,128,0.0001,10,0.0005,210,5,Adam,3.1584,0.0629,0.0966,0.0515,0.0601,0.1261
NCF,100,1,128,128,0.0001,10,0.0005,220,5,Adam,3.1782,0.063,0.0967,0.051,0.0585,0.1258
NCF,100,1,128,128,0.0001,10,0.0005,230,5,Adam,3.189,0.063,0.0962,0.0511,0.0597,0.1248
NCF,100,1,128,128,0.0001,10,0.0005,240,5,Adam,3.2047,0.0606,0.0937,0.0502,0.057,0.1238
NCF,100,1,128,128,0.0001,10,0.0005,250,5,Adam,3.1691,0.0634,0.0972,0.0515,0.0584,0.1263
NCF,100,1,128,128,0.0001,10,0.0005,260,5,Adam,3.1699,0.0624,0.0958,0.0509,0.06,0.1249
NCF,100,1,128,128,0.0001,10,0.0005,270,5,Adam,3.1823,0.063,0.0963,0.0511,0.0588,0.1253
NCF,100,1,128,128,0.0001,10,0.0005,280,5,Adam,3.203,0.0627,0.0958,0.0506,0.0588,0.1241
NCF,100,1,128,128,0.0001,10,0.0005,290,5,Adam,3.2138,0.062,0.0945,0.0502,0.059,0.1226
NCF,100,1,128,128,0.0001,10,0.0005,300,5,Adam,3.2121,0.0623,0.095,0.0506,0.059,0.124
E-VNCF,100,1,128,128,0.0001,10,0.0001,10,5,Adam,3.6328,0.0443,0.0632,0.0391,0.0361,0.0845
E-VNCF,100,1,128,128,0.0001,10,0.0001,20,5,Adam,3.3749,0.0548,0.0807,0.0459,0.049,0.106
E-VNCF,100,1,128,128,0.0001,10,0.0001,30,5,Adam,3.2493,0.0608,0.0907,0.0494,0.0562,0.1177
E-VNCF,100,1,128,128,0.0001,10,0.0001,40,5,Adam,3.246,0.0616,0.0926,0.0503,0.0585,0.1188
E-VNCF,100,1,128,128,0.0001,10,0.0001,50,5,Adam,3.2121,0.0615,0.093,0.0505,0.0589,0.1207
E-VNCF,100,1,128,128,0.0001,10,0.0001,60,5,Adam,3.2104,0.0623,0.0949,0.0506,0.0592,0.1226
E-VNCF,100,1,128,128,0.0001,10,0.0001,70,5,Adam,3.1939,0.0618,0.0942,0.0514,0.0585,0.1246
E-VNCF,100,1,128,128,0.0001,10,0.0001,80,5,Adam,3.1699,0.0633,0.0972,0.0516,0.0601,0.127
E-VNCF,100,1,128,128,0.0001,10,0.0001,90,5,Adam,3.1575,0.0644,0.0984,0.0521,0.062,0.1276
E-VNCF,100,1,128,128,0.0001,10,0.0001,100,5,Adam,3.1807,0.0642,0.0977,0.0517,0.0615,0.1255
E-VNCF,100,1,128,128,0.0001,10,0.0001,110,5,Adam,3.1485,0.0651,0.0984,0.0524,0.0618,0.128
E-VNCF,100,1,128,128,0.0001,10,0.0001,120,5,Adam,3.1683,0.0636,0.0968,0.0519,0.0602,0.1262
E-VNCF,100,1,128,128,0.0001,10,0.0001,130,5,Adam,3.1724,0.0634,0.0959,0.0514,0.0591,0.1245
E-VNCF,100,1,128,128,0.0001,10,0.0001,140,5,Adam,3.1567,0.0631,0.0968,0.0518,0.06,0.1268
E-VNCF,100,1,128,128,0.0001,10,0.0001,150,5,Adam,3.1526,0.0651,0.0986,0.0522,0.0631,0.1273
E-VNCF,100,1,128,128,0.0001,10,0.0001,160,5,Adam,3.1344,0.0655,0.0999,0.0529,0.061,0.1296
E-VNCF,100,1,128,128,0.0001,10,0.0001,170,5,Adam,3.1195,0.0654,0.0999,0.0532,0.0625,0.1299
E-VNCF,100,1,128,128,0.0001,10,0.0001,180,5,Adam,3.1617,0.0647,0.099,0.0519,0.0629,0.1275
E-VNCF,100,1,128,128,0.0001,10,0.0001,190,5,Adam,3.1237,0.065,0.0996,0.0532,0.0618,0.1299
E-VNCF,100,1,128,128,0.0001,10,0.0001,200,5,Adam,3.1286,0.0654,0.1001,0.0529,0.0625,0.13
E-VNCF,100,1,128,128,0.0001,10,0.0001,210,5,Adam,3.122,0.066,0.1005,0.0531,0.0617,0.1304
E-VNCF,100,1,128,128,0.0001,10,0.0001,220,5,Adam,3.1509,0.0657,0.1003,0.0529,0.0634,0.1292
E-VNCF,100,1,128,128,0.0001,10,0.0001,230,5,Adam,3.1286,0.066,0.1011,0.0533,0.0636,0.1306
E-VNCF,100,1,128,128,0.0001,10,0.0001,240,5,Adam,3.1261,0.0653,0.1006,0.0529,0.0627,0.1299
E-VNCF,100,1,128,128,0.0001,10,0.0001,250,5,Adam,3.1336,0.065,0.0991,0.0529,0.0608,0.1295
E-VNCF,100,1,128,128,0.0001,10,0.0001,260,5,Adam,3.1187,0.0653,0.1004,0.0532,0.0616,0.1312
E-VNCF,100,1,128,128,0.0001,10,0.0001,270,5,Adam,3.1361,0.065,0.0993,0.0524,0.0611,0.1293
E-VNCF,100,1,128,128,0.0001,10,0.0001,280,5,Adam,3.127,0.0658,0.1006,0.0532,0.063,0.1294
E-VNCF,100,1,128,128,0.0001,10,0.0001,290,5,Adam,3.1369,0.0646,0.0991,0.0525,0.0611,0.1291
E-VNCF,100,1,128,128,0.0001,10,0.0001,300,5,Adam,3.1212,0.0664,0.1021,0.0535,0.063,0.1326
CE-VNCF,100,1,128,128,5e-05,10,0.0001,10,5,Adam,3.5221,0.0486,0.0693,0.043,0.0418,0.095
CE-VNCF,100,1,128,128,5e-05,10,0.0001,20,5,Adam,3.3683,0.058,0.0849,0.0472,0.0535,0.1092
CE-VNCF,100,1,128,128,5e-05,10,0.0001,30,5,Adam,3.2584,0.062,0.0934,0.05,0.0587,0.1197
CE-VNCF,100,1,128,128,5e-05,10,0.0001,40,5,Adam,3.2551,0.0608,0.092,0.05,0.056,0.1199
CE-VNCF,100,1,128,128,5e-05,10,0.0001,50,5,Adam,3.2253,0.0619,0.0945,0.0507,0.0582,0.1229
CE-VNCF,100,1,128,128,5e-05,10,0.0001,60,5,Adam,3.222,0.0627,0.0948,0.051,0.059,0.1221
CE-VNCF,100,1,128,128,5e-05,10,0.0001,70,5,Adam,3.2253,0.0628,0.0957,0.0508,0.0597,0.1234
CE-VNCF,100,1,128,128,5e-05,10,0.0001,80,5,Adam,3.2245,0.063,0.0948,0.0506,0.0594,0.1215
CE-VNCF,100,1,128,128,5e-05,10,0.0001,90,5,Adam,3.179,0.0641,0.0974,0.0518,0.0601,0.1254
CE-VNCF,100,1,128,128,5e-05,10,0.0001,100,5,Adam,3.1675,0.0644,0.0981,0.0522,0.0623,0.1259
CE-VNCF,100,1,128,128,5e-05,10,0.0001,110,5,Adam,3.1658,0.064,0.098,0.0525,0.0612,0.1272
CE-VNCF,100,1,128,128,5e-05,10,0.0001,120,5,Adam,3.1294,0.0651,0.0996,0.0532,0.0623,0.1289
CE-VNCF,100,1,128,128,5e-05,10,0.0001,130,5,Adam,3.1361,0.0659,0.1001,0.0532,0.0621,0.1288
CE-VNCF,100,1,128,128,5e-05,10,0.0001,140,5,Adam,3.1402,0.0651,0.0997,0.0532,0.0624,0.1293
CE-VNCF,100,1,128,128,5e-05,10,0.0001,150,5,Adam,3.1435,0.0653,0.1001,0.0534,0.0621,0.1295
CE-VNCF,100,1,128,128,5e-05,10,0.0001,160,5,Adam,3.1046,0.0659,0.1009,0.0543,0.0613,0.1313
CE-VNCF,100,1,128,128,5e-05,10,0.0001,170,5,Adam,3.1294,0.065,0.0999,0.0534,0.0616,0.1296
CE-VNCF,100,1,128,128,5e-05,10,0.0001,180,5,Adam,3.1369,0.0654,0.1004,0.053,0.0624,0.1295
CE-VNCF,100,1,128,128,5e-05,10,0.0001,190,5,Adam,3.1113,0.0666,0.102,0.0541,0.063,0.1313
CE-VNCF,100,1,128,128,5e-05,10,0.0001,200,5,Adam,3.1815,0.0632,0.097,0.0524,0.0592,0.1271
CE-VNCF,100,1,128,128,5e-05,10,0.0001,210,5,Adam,3.1038,0.0658,0.1017,0.0542,0.0618,0.1331
CE-VNCF,100,1,128,128,5e-05,10,0.0001,220,5,Adam,3.108,0.0656,0.1009,0.054,0.0621,0.1313
CE-VNCF,100,1,128,128,5e-05,10,0.0001,230,5,Adam,3.1146,0.0661,0.1016,0.0542,0.0629,0.1325
CE-VNCF,100,1,128,128,5e-05,10,0.0001,240,5,Adam,3.0964,0.0662,0.1023,0.0543,0.0636,0.1332
CE-VNCF,100,1,128,128,5e-05,10,0.0001,250,5,Adam,3.0964,0.0659,0.1023,0.0548,0.0624,0.1342
CE-VNCF,100,1,128,128,5e-05,10,0.0001,260,5,Adam,3.1038,0.0665,0.1023,0.0545,0.0617,0.133
CE-VNCF,100,1,128,128,5e-05,10,0.0001,270,5,Adam,3.0931,0.0668,0.1028,0.0547,0.0641,0.1337
CE-VNCF,100,1,128,128,5e-05,10,0.0001,280,5,Adam,3.0972,0.0672,0.1034,0.0547,0.0643,0.1343
CE-VNCF,100,1,128,128,5e-05,10,0.0001,290,5,Adam,3.1013,0.0666,0.1022,0.0541,0.0631,0.1333
CE-VNCF,100,1,128,128,5e-05,10,0.0001,300,5,Adam,3.098,0.0663,0.1022,0.0543,0.0626,0.1338
E-NCF,200,1,128,128,0.0001,10,0.001,10,5,Adam,3.4369,0.0503,0.0765,0.0426,0.0466,0.1021
E-NCF,200,1,128,128,0.0001,10,0.001,20,5,Adam,3.3262,0.0532,0.0821,0.0456,0.0487,0.1115
E-NCF,200,1,128,128,0.0001,10,0.001,30,5,Adam,3.2915,0.0572,0.0867,0.0468,0.0526,0.1131
E-NCF,200,1,128,128,0.0001,10,0.001,40,5,Adam,3.2658,0.0603,0.0936,0.0483,0.0591,0.1209
E-NCF,200,1,128,128,0.0001,10,0.001,50,5,Adam,3.265,0.0573,0.0877,0.0484,0.0522,0.1172
E-NCF,200,1,128,128,0.0001,10,0.001,60,5,Adam,3.251,0.0593,0.0918,0.0483,0.0556,0.1202
E-NCF,200,1,128,128,0.0001,10,0.001,70,5,Adam,3.2386,0.0588,0.0908,0.0486,0.056,0.1187
E-NCF,200,1,128,128,0.0001,10,0.001,80,5,Adam,3.208,0.0631,0.097,0.0501,0.0622,0.1236
E-NCF,200,1,128,128,0.0001,10,0.001,90,5,Adam,3.2171,0.0617,0.0938,0.0501,0.0577,0.1219
E-NCF,200,1,128,128,0.0001,10,0.001,100,5,Adam,3.2096,0.0617,0.0947,0.0504,0.0593,0.1237
E-NCF,200,1,128,128,0.0001,10,0.001,110,5,Adam,3.1815,0.0628,0.0971,0.0513,0.0599,0.1268
E-NCF,200,1,128,128,0.0001,10,0.001,120,5,Adam,3.2278,0.0631,0.0967,0.0496,0.062,0.1241
E-NCF,200,1,128,128,0.0001,10,0.001,130,5,Adam,3.1865,0.0628,0.0966,0.0513,0.0592,0.1258
E-NCF,200,1,128,128,0.0001,10,0.001,140,5,Adam,3.2154,0.0626,0.0956,0.0506,0.0606,0.1232
E-NCF,200,1,128,128,0.0001,10,0.001,150,5,Adam,3.2237,0.0608,0.0934,0.0499,0.0579,0.1221
E-NCF,200,1,128,128,0.0001,10,0.001,160,5,Adam,3.179,0.0638,0.0978,0.051,0.0608,0.1262
E-NCF,200,1,128,128,0.0001,10,0.001,170,5,Adam,3.2022,0.0641,0.0979,0.0507,0.0624,0.1248
E-NCF,200,1,128,128,0.0001,10,0.001,180,5,Adam,3.2146,0.0621,0.0949,0.0501,0.0601,0.1233
E-NCF,200,1,128,128,0.0001,10,0.001,190,5,Adam,3.2038,0.0641,0.0974,0.0521,0.0627,0.1257
E-NCF,200,1,128,128,0.0001,10,0.001,200,5,Adam,3.1799,0.0643,0.0986,0.0511,0.0628,0.1257
E-NCF,200,1,128,128,0.0001,10,0.001,210,5,Adam,3.2352,0.0604,0.0934,0.0496,0.0573,0.1232
E-NCF,200,1,128,128,0.0001,10,0.001,220,5,Adam,3.2253,0.0619,0.0953,0.0503,0.0599,0.1245
E-NCF,200,1,128,128,0.0001,10,0.001,230,5,Adam,3.2179,0.062,0.0955,0.0501,0.0581,0.1239
E-NCF,200,1,128,128,0.0001,10,0.001,240,5,Adam,3.1617,0.0634,0.0976,0.0519,0.0606,0.1274
E-NCF,200,1,128,128,0.0001,10,0.001,250,5,Adam,3.1956,0.0624,0.0957,0.0505,0.0603,0.124
E-NCF,200,1,128,128,0.0001,10,0.001,260,5,Adam,3.1708,0.0638,0.0985,0.0513,0.062,0.1264
E-NCF,200,1,128,128,0.0001,10,0.001,270,5,Adam,3.2005,0.0617,0.0945,0.0504,0.0582,0.124
E-NCF,200,1,128,128,0.0001,10,0.001,280,5,Adam,3.1782,0.0639,0.098,0.0512,0.0621,0.1257
E-NCF,200,1,128,128,0.0001,10,0.001,290,5,Adam,3.2187,0.0638,0.0972,0.0501,0.0608,0.124
E-NCF,200,1,128,128,0.0001,10,0.001,300,5,Adam,3.1923,0.0635,0.0978,0.0508,0.0619,0.1254
VNCF,100,1,128,128,5e-05,10,0.0005,10,5,Adam,3.4816,0.0442,0.0661,0.0422,0.0403,0.096
VNCF,100,1,128,128,5e-05,10,0.0005,20,5,Adam,3.3072,0.0562,0.0849,0.0477,0.0513,0.1122
VNCF,100,1,128,128,5e-05,10,0.0005,30,5,Adam,3.2551,0.0584,0.0891,0.0494,0.0545,0.118
VNCF,100,1,128,128,5e-05,10,0.0005,40,5,Adam,3.2443,0.0593,0.0898,0.0499,0.0549,0.1189
VNCF,100,1,128,128,5e-05,10,0.0005,50,5,Adam,3.2104,0.0592,0.0901,0.0506,0.0554,0.121
VNCF,100,1,128,128,5e-05,10,0.0005,60,5,Adam,3.1567,0.063,0.096,0.0528,0.0592,0.1267
VNCF,100,1,128,128,5e-05,10,0.0005,70,5,Adam,3.2146,0.0619,0.0934,0.0511,0.0566,0.1226
VNCF,100,1,128,128,5e-05,10,0.0005,80,5,Adam,3.1964,0.0624,0.094,0.0518,0.0589,0.1236
VNCF,100,1,128,128,5e-05,10,0.0005,90,5,Adam,3.2121,0.0608,0.0917,0.051,0.0561,0.1216
VNCF,100,1,128,128,5e-05,10,0.0005,100,5,Adam,3.1683,0.0637,0.0964,0.0525,0.0586,0.1256
VNCF,100,1,128,128,5e-05,10,0.0005,110,5,Adam,3.1559,0.064,0.0972,0.0529,0.0601,0.1267
VNCF,100,1,128,128,5e-05,10,0.0005,120,5,Adam,3.1708,0.063,0.0954,0.0517,0.0592,0.1246
VNCF,100,1,128,128,5e-05,10,0.0005,130,5,Adam,3.165,0.0641,0.097,0.0524,0.0607,0.1263
VNCF,100,1,128,128,5e-05,10,0.0005,140,5,Adam,3.1691,0.0623,0.0949,0.0522,0.0585,0.1248
VNCF,100,1,128,128,5e-05,10,0.0005,150,5,Adam,3.1534,0.0644,0.0972,0.0527,0.06,0.1266
VNCF,100,1,128,128,5e-05,10,0.0005,160,5,Adam,3.1418,0.0645,0.0976,0.0531,0.061,0.1278
VNCF,100,1,128,128,5e-05,10,0.0005,170,5,Adam,3.1906,0.0628,0.0944,0.0514,0.0583,0.1227
VNCF,100,1,128,128,5e-05,10,0.0005,180,5,Adam,3.1485,0.0637,0.0963,0.0528,0.0594,0.1264
VNCF,100,1,128,128,5e-05,10,0.0005,190,5,Adam,3.2005,0.0623,0.0943,0.0513,0.0567,0.1228
VNCF,100,1,128,128,5e-05,10,0.0005,200,5,Adam,3.1361,0.0643,0.0977,0.0531,0.0595,0.1275
VNCF,100,1,128,128,5e-05,10,0.0005,210,5,Adam,3.1633,0.0634,0.0963,0.0521,0.0605,0.1256
VNCF,100,1,128,128,5e-05,10,0.0005,220,5,Adam,3.1658,0.0641,0.0967,0.0524,0.0599,0.1248
VNCF,100,1,128,128,5e-05,10,0.0005,230,5,Adam,3.1708,0.0626,0.0953,0.0521,0.0587,0.1251
VNCF,100,1,128,128,5e-05,10,0.0005,240,5,Adam,3.1823,0.0632,0.095,0.0516,0.0601,0.123
VNCF,100,1,128,128,5e-05,10,0.0005,250,5,Adam,3.189,0.0628,0.095,0.0515,0.0584,0.1246
VNCF,100,1,128,128,5e-05,10,0.0005,260,5,Adam,3.189,0.0618,0.0938,0.0515,0.0584,0.1229
VNCF,100,1,128,128,5e-05,10,0.0005,270,5,Adam,3.1724,0.0631,0.0955,0.0521,0.0589,0.1251
VNCF,100,1,128,128,5e-05,10,0.0005,280,5,Adam,3.1625,0.0629,0.0956,0.0524,0.0583,0.1251
VNCF,100,1,128,128,5e-05,10,0.0005,290,5,Adam,3.1418,0.0645,0.0969,0.0529,0.0599,0.1264
VNCF,100,1,128,128,5e-05,10,0.0005,300,5,Adam,3.1898,0.0624,0.0944,0.0515,0.058,0.1226
CE-NCF,100,1,128,128,5e-05,10,0.001,10,5,Adam,3.3477,0.0537,0.0814,0.0456,0.0493,0.1078
CE-NCF,100,1,128,128,5e-05,10,0.001,20,5,Adam,3.2559,0.0593,0.0906,0.0481,0.057,0.1165
CE-NCF,100,1,128,128,5e-05,10,0.001,30,5,Adam,3.2865,0.0589,0.0894,0.0477,0.057,0.115
CE-NCF,100,1,128,128,5e-05,10,0.001,40,5,Adam,3.2369,0.0606,0.0922,0.049,0.0575,0.1192
CE-NCF,100,1,128,128,5e-05,10,0.001,50,5,Adam,3.2311,0.0591,0.091,0.0491,0.0553,0.1201
CE-NCF,100,1,128,128,5e-05,10,0.001,60,5,Adam,3.2088,0.0621,0.0941,0.0501,0.059,0.1215
CE-NCF,100,1,128,128,5e-05,10,0.001,70,5,Adam,3.2195,0.06,0.0917,0.0499,0.0553,0.1205
CE-NCF,100,1,128,128,5e-05,10,0.001,80,5,Adam,3.203,0.0617,0.0947,0.0498,0.06,0.1222
CE-NCF,100,1,128,128,5e-05,10,0.001,90,5,Adam,3.1972,0.0612,0.0945,0.0497,0.0591,0.1229
CE-NCF,100,1,128,128,5e-05,10,0.001,100,5,Adam,3.2005,0.0618,0.0947,0.0495,0.0584,0.1209
CE-NCF,100,1,128,128,5e-05,10,0.001,110,5,Adam,3.2071,0.0614,0.0939,0.0496,0.059,0.1214
CE-NCF,100,1,128,128,5e-05,10,0.001,120,5,Adam,3.2104,0.0619,0.095,0.0499,0.0599,0.1218
CE-NCF,100,1,128,128,5e-05,10,0.001,130,5,Adam,3.1923,0.0624,0.0946,0.0504,0.0586,0.122
CE-NCF,100,1,128,128,5e-05,10,0.001,140,5,Adam,3.1923,0.0626,0.096,0.0505,0.0592,0.1238
CE-NCF,100,1,128,128,5e-05,10,0.001,150,5,Adam,3.2228,0.0605,0.0926,0.0491,0.0578,0.1196
CE-NCF,100,1,128,128,5e-05,10,0.001,160,5,Adam,3.1939,0.0618,0.0947,0.0501,0.0588,0.1217
CE-NCF,100,1,128,128,5e-05,10,0.001,170,5,Adam,3.2022,0.0613,0.0947,0.0503,0.0589,0.124
CE-NCF,100,1,128,128,5e-05,10,0.001,180,5,Adam,3.2022,0.062,0.0958,0.0512,0.058,0.1246
CE-NCF,100,1,128,128,5e-05,10,0.001,190,5,Adam,3.2005,0.0611,0.0933,0.0502,0.0583,0.122
CE-NCF,100,1,128,128,5e-05,10,0.001,200,5,Adam,3.2146,0.0623,0.0952,0.0503,0.0593,0.1226
CE-NCF,100,1,128,128,5e-05,10,0.001,210,5,Adam,3.2162,0.0616,0.0944,0.0505,0.0593,0.1239
CE-NCF,100,1,128,128,5e-05,10,0.001,220,5,Adam,3.2171,0.0618,0.0945,0.0501,0.0588,0.1215
CE-NCF,100,1,128,128,5e-05,10,0.001,230,5,Adam,3.189,0.0614,0.0942,0.0499,0.0574,0.1226
CE-NCF,100,1,128,128,5e-05,10,0.001,240,5,Adam,3.1683,0.0628,0.0964,0.0511,0.0598,0.1257
CE-NCF,100,1,128,128,5e-05,10,0.001,250,5,Adam,3.1865,0.0632,0.0967,0.0515,0.0602,0.1255
CE-NCF,100,1,128,128,5e-05,10,0.001,260,5,Adam,3.1823,0.0618,0.0943,0.0509,0.0577,0.1232
CE-NCF,100,1,128,128,5e-05,10,0.001,270,5,Adam,3.1633,0.0623,0.0959,0.0515,0.0597,0.1258
CE-NCF,100,1,128,128,5e-05,10,0.001,280,5,Adam,3.1699,0.0617,0.0951,0.0512,0.0582,0.1243
CE-NCF,100,1,128,128,5e-05,10,0.001,290,5,Adam,3.1972,0.063,0.0957,0.051,0.0598,0.1231
CE-NCF,100,1,128,128,5e-05,10,0.001,300,5,Adam,3.1799,0.0648,0.0967,0.0515,0.0612,0.1226
NCF,100,1,128,128,0.0001,10,0.0005,10,5,Adam,3.3394,0.0566,0.0861,0.0457,0.0529,0.1106
NCF,100,1,128,128,0.0001,10,0.0005,20,5,Adam,3.2824,0.058,0.0889,0.0477,0.0555,0.1157
NCF,100,1,128,128,0.0001,10,0.0005,30,5,Adam,3.2435,0.06,0.0921,0.048,0.0566,0.119
NCF,100,1,128,128,0.0001,10,0.0005,40,5,Adam,3.2476,0.059,0.0908,0.0485,0.0552,0.1176
NCF,100,1,128,128,0.0001,10,0.0005,50,5,Adam,3.2361,0.0602,0.0923,0.0482,0.0568,0.1197
NCF,100,1,128,128,0.0001,10,0.0005,60,5,Adam,3.2766,0.0604,0.0914,0.0483,0.0577,0.1172
NCF,100,1,128,128,0.0001,10,0.0005,70,5,Adam,3.2625,0.0608,0.0917,0.0487,0.0577,0.1183
NCF,100,1,128,128,0.0001,10,0.0005,80,5,Adam,3.1873,0.0623,0.0959,0.0511,0.0612,0.1235
NCF,100,1,128,128,0.0001,10,0.0005,90,5,Adam,3.179,0.0629,0.0969,0.0515,0.0613,0.1254
