model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,Clicks,MAP@10,NDCG,Precision@10,R-Precision,Recall@10
CNCF,100,1,128,128,0.001,10,0.0005,10,5,Adam,3.4609,0.0496,0.0741,0.0433,0.0438,0.0986
CNCF,100,1,128,128,0.001,10,0.0005,20,5,Adam,3.2501,0.0594,0.0903,0.0492,0.056,0.1179
CNCF,100,1,128,128,0.001,10,0.0005,30,5,Adam,3.2253,0.0607,0.0923,0.0506,0.0581,0.1202
CNCF,100,1,128,128,0.001,10,0.0005,40,5,Adam,3.1939,0.0629,0.0951,0.0516,0.0585,0.1225
CNCF,100,1,128,128,0.001,10,0.0005,50,5,Adam,3.1939,0.0615,0.0931,0.0508,0.0571,0.1222
CNCF,100,1,128,128,0.001,10,0.0005,60,5,Adam,3.1832,0.0614,0.0938,0.0512,0.057,0.1233
CNCF,100,1,128,128,0.001,10,0.0005,70,5,Adam,3.2311,0.0608,0.0918,0.0503,0.057,0.1198
CNCF,100,1,128,128,0.001,10,0.0005,80,5,Adam,3.2245,0.0622,0.0936,0.0508,0.0577,0.1213
CNCF,100,1,128,128,0.001,10,0.0005,90,5,Adam,3.1733,0.0646,0.0968,0.0523,0.0589,0.1244
CNCF,100,1,128,128,0.001,10,0.0005,100,5,Adam,3.1567,0.0643,0.0976,0.0527,0.0608,0.1266
CNCF,100,1,128,128,0.001,10,0.0005,110,5,Adam,3.1923,0.0639,0.0958,0.0519,0.06,0.1229
CNCF,100,1,128,128,0.001,10,0.0005,120,5,Adam,3.1501,0.0652,0.099,0.0529,0.0632,0.1276
CNCF,100,1,128,128,0.001,10,0.0005,130,5,Adam,3.1857,0.064,0.0962,0.0519,0.0591,0.125
CNCF,100,1,128,128,0.001,10,0.0005,140,5,Adam,3.1923,0.062,0.0944,0.0516,0.057,0.1248
CNCF,100,1,128,128,0.001,10,0.0005,150,5,Adam,3.1774,0.0636,0.0963,0.0516,0.0601,0.1245
CNCF,100,1,128,128,0.001,10,0.0005,160,5,Adam,3.1526,0.0644,0.0974,0.0529,0.0592,0.1274
CNCF,100,1,128,128,0.001,10,0.0005,170,5,Adam,3.1518,0.0646,0.0974,0.0533,0.0599,0.1271
CNCF,100,1,128,128,0.001,10,0.0005,180,5,Adam,3.1617,0.0642,0.0974,0.0522,0.0607,0.1263
CNCF,100,1,128,128,0.001,10,0.0005,190,5,Adam,3.1766,0.0639,0.0968,0.052,0.0606,0.1255
CNCF,100,1,128,128,0.001,10,0.0005,200,5,Adam,3.1658,0.0651,0.0984,0.0536,0.0602,0.1283
CNCF,100,1,128,128,0.001,10,0.0005,210,5,Adam,3.2055,0.0624,0.0951,0.051,0.0581,0.1243
CNCF,100,1,128,128,0.001,10,0.0005,220,5,Adam,3.1699,0.0641,0.0976,0.0528,0.0605,0.1268
CNCF,100,1,128,128,0.001,10,0.0005,230,5,Adam,3.203,0.0629,0.0954,0.0512,0.0579,0.1246
CNCF,100,1,128,128,0.001,10,0.0005,240,5,Adam,3.1666,0.0635,0.0961,0.0535,0.0583,0.1277
CNCF,100,1,128,128,0.001,10,0.0005,250,5,Adam,3.1815,0.0655,0.0993,0.0527,0.0636,0.1266
CNCF,100,1,128,128,0.001,10,0.0005,260,5,Adam,3.1237,0.0647,0.0983,0.0537,0.06,0.13
