model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,Clicks,MAP@10,NDCG,Precision@10,R-Precision,Recall@10
VNCF,200,1,128,128,5e-05,10,0.0001,50,5,Adam,3.2179,0.0611,0.0953,0.05,0.0593,0.1246
VNCF,200,1,128,128,5e-05,10,0.0001,60,5,Adam,3.1807,0.0607,0.0956,0.05,0.0594,0.1256
VNCF,200,1,128,128,5e-05,10,0.0001,70,5,Adam,3.2171,0.0591,0.0923,0.0489,0.0563,0.1215
VNCF,200,1,128,128,5e-05,10,0.0001,80,5,Adam,3.1377,0.0625,0.0989,0.0516,0.0608,0.1304
VNCF,200,1,128,128,5e-05,10,0.0001,90,5,Adam,3.1691,0.0624,0.0976,0.0505,0.0598,0.1265
VNCF,200,1,128,128,5e-05,10,0.0001,100,5,Adam,3.1377,0.0636,0.0993,0.051,0.0621,0.1275
VNCF,200,1,128,128,5e-05,10,0.0001,110,5,Adam,3.1088,0.0639,0.1008,0.052,0.062,0.1316
VNCF,200,1,128,128,5e-05,10,0.0001,120,5,Adam,3.1336,0.064,0.1006,0.052,0.0624,0.1307
VNCF,200,1,128,128,5e-05,10,0.0001,130,5,Adam,3.1179,0.0643,0.1014,0.0523,0.0637,0.1322
VNCF,200,1,128,128,5e-05,10,0.0001,140,5,Adam,3.1311,0.0636,0.0997,0.0515,0.0615,0.1306
VNCF,200,1,128,128,5e-05,10,0.0001,150,5,Adam,3.1336,0.0645,0.1008,0.0518,0.0629,0.1299
VNCF,200,1,128,128,5e-05,10,0.0001,160,5,Adam,3.1253,0.0633,0.1,0.0518,0.0633,0.1309
VNCF,200,1,128,128,5e-05,10,0.0001,170,5,Adam,3.1129,0.0635,0.0993,0.0521,0.0619,0.1295
VNCF,200,1,128,128,5e-05,10,0.0001,180,5,Adam,3.1063,0.0636,0.101,0.0523,0.0614,0.1327
VNCF,200,1,128,128,5e-05,10,0.0001,190,5,Adam,3.122,0.0646,0.1013,0.0518,0.0633,0.131
VNCF,200,1,128,128,5e-05,10,0.0001,200,5,Adam,3.1137,0.0636,0.1005,0.0522,0.0624,0.1311
VNCF,200,1,128,128,5e-05,10,0.0001,210,5,Adam,3.1212,0.0646,0.1015,0.0529,0.0619,0.132
VNCF,200,1,128,128,5e-05,10,0.0001,220,5,Adam,3.1245,0.0647,0.1018,0.0523,0.0631,0.1316
VNCF,200,1,128,128,5e-05,10,0.0001,230,5,Adam,3.0889,0.0653,0.1026,0.0529,0.063,0.1331
VNCF,200,1,128,128,5e-05,10,0.0001,240,5,Adam,3.0914,0.065,0.1028,0.0531,0.0638,0.1343
VNCF,200,1,128,128,5e-05,10,0.0001,250,5,Adam,3.1394,0.0634,0.0998,0.0518,0.0621,0.1292
VNCF,200,1,128,128,5e-05,10,0.0001,260,5,Adam,3.1501,0.0614,0.0977,0.0514,0.0601,0.129
VNCF,200,1,128,128,5e-05,10,0.0001,270,5,Adam,3.0931,0.0649,0.1024,0.0535,0.0637,0.134
VNCF,200,1,128,128,5e-05,10,0.0001,280,5,Adam,3.1195,0.0633,0.1002,0.0519,0.0622,0.1317
VNCF,200,1,128,128,5e-05,10,0.0001,290,5,Adam,3.0906,0.065,0.1033,0.0534,0.0632,0.1341
VNCF,200,1,128,128,5e-05,10,0.0001,300,5,Adam,3.1154,0.0651,0.1029,0.0528,0.065,0.1326
NCF,100,1,128,128,0.0001,10,0.0005,10,5,Adam,3.4105,0.0478,0.0728,0.0433,0.0442,0.1027
NCF,100,1,128,128,0.0001,10,0.0005,20,5,Adam,3.2774,0.0597,0.0907,0.0475,0.057,0.1169
NCF,100,1,128,128,0.0001,10,0.0005,30,5,Adam,3.2617,0.0597,0.0911,0.0477,0.0577,0.1164
NCF,100,1,128,128,0.0001,10,0.0005,40,5,Adam,3.2518,0.0617,0.0939,0.049,0.0574,0.1209
NCF,100,1,128,128,0.0001,10,0.0005,50,5,Adam,3.2319,0.061,0.093,0.0492,0.0574,0.1197
NCF,100,1,128,128,0.0001,10,0.0005,60,5,Adam,3.2195,0.0609,0.093,0.049,0.0573,0.1203
NCF,100,1,128,128,0.0001,10,0.0005,70,5,Adam,3.1914,0.0622,0.0953,0.0506,0.0596,0.1235
NCF,100,1,128,128,0.0001,10,0.0005,80,5,Adam,3.2179,0.0615,0.0938,0.0504,0.0581,0.122
NCF,100,1,128,128,0.0001,10,0.0005,90,5,Adam,3.1989,0.061,0.0933,0.0501,0.0559,0.1219
NCF,100,1,128,128,0.0001,10,0.0005,100,5,Adam,3.1774,0.0641,0.0977,0.0516,0.0617,0.1255
NCF,100,1,128,128,0.0001,10,0.0005,110,5,Adam,3.2104,0.0609,0.0934,0.0499,0.0588,0.1219
NCF,100,1,128,128,0.0001,10,0.0005,120,5,Adam,3.2129,0.0619,0.0943,0.0503,0.0582,0.1218
NCF,100,1,128,128,0.0001,10,0.0005,130,5,Adam,3.1691,0.0617,0.0958,0.051,0.0585,0.1257
NCF,100,1,128,128,0.0001,10,0.0005,140,5,Adam,3.2171,0.062,0.0948,0.05,0.0594,0.1224
NCF,100,1,128,128,0.0001,10,0.0005,150,5,Adam,3.2047,0.0627,0.0961,0.0504,0.0598,0.1237
NCF,100,1,128,128,0.0001,10,0.0005,160,5,Adam,3.1815,0.0636,0.099,0.0516,0.0618,0.1272
NCF,100,1,128,128,0.0001,10,0.0005,170,5,Adam,3.1609,0.0633,0.0982,0.0522,0.0614,0.1279
NCF,100,1,128,128,0.0001,10,0.0005,180,5,Adam,3.1633,0.0638,0.0984,0.0519,0.0606,0.127
NCF,100,1,128,128,0.0001,10,0.0005,190,5,Adam,3.1989,0.0621,0.0962,0.0509,0.0609,0.1251
NCF,100,1,128,128,0.0001,10,0.0005,200,5,Adam,3.1931,0.0633,0.0971,0.0517,0.0617,0.1258
NCF,100,1,128,128,0.0001,10,0.0005,210,5,Adam,3.2096,0.0612,0.0945,0.0504,0.059,0.1232
NCF,100,1,128,128,0.0001,10,0.0005,220,5,Adam,3.1898,0.0627,0.097,0.0511,0.0606,0.1258
NCF,100,1,128,128,0.0001,10,0.0005,230,5,Adam,3.2228,0.061,0.094,0.05,0.059,0.1226
NCF,100,1,128,128,0.0001,10,0.0005,240,5,Adam,3.1989,0.0633,0.0971,0.051,0.0617,0.125
NCF,100,1,128,128,0.0001,10,0.0005,250,5,Adam,3.1708,0.0629,0.0973,0.0516,0.0616,0.1268
NCF,100,1,128,128,0.0001,10,0.0005,260,5,Adam,3.2005,0.0624,0.0962,0.051,0.06,0.126
NCF,100,1,128,128,0.0001,10,0.0005,270,5,Adam,3.2311,0.0627,0.0954,0.0501,0.0593,0.1232
NCF,100,1,128,128,0.0001,10,0.0005,280,5,Adam,3.2014,0.0624,0.0959,0.0511,0.0577,0.1254
NCF,100,1,128,128,0.0001,10,0.0005,290,5,Adam,3.1848,0.0636,0.0978,0.0515,0.0613,0.1264
NCF,100,1,128,128,0.0001,10,0.0005,300,5,Adam,3.1881,0.0636,0.0977,0.0511,0.0598,0.1257
E-VNCF,200,1,128,128,5e-05,10,0.0001,10,5,Adam,3.6105,0.0442,0.0629,0.0395,0.037,0.085
E-VNCF,200,1,128,128,5e-05,10,0.0001,20,5,Adam,3.3187,0.0573,0.0856,0.0468,0.0533,0.1112
E-VNCF,200,1,128,128,5e-05,10,0.0001,30,5,Adam,3.2881,0.0603,0.0917,0.0479,0.0581,0.117
E-VNCF,200,1,128,128,5e-05,10,0.0001,40,5,Adam,3.2518,0.0605,0.0927,0.049,0.0583,0.1203
E-VNCF,200,1,128,128,5e-05,10,0.0001,50,5,Adam,3.2518,0.0603,0.0929,0.0489,0.0584,0.121
E-VNCF,200,1,128,128,5e-05,10,0.0001,60,5,Adam,3.2195,0.063,0.0968,0.0499,0.0605,0.125
E-VNCF,200,1,128,128,5e-05,10,0.0001,70,5,Adam,3.227,0.0611,0.095,0.0495,0.0589,0.1247
E-VNCF,200,1,128,128,5e-05,10,0.0001,80,5,Adam,3.2129,0.0619,0.0957,0.0502,0.0619,0.1247
E-VNCF,200,1,128,128,5e-05,10,0.0001,90,5,Adam,3.2237,0.0616,0.096,0.05,0.0601,0.1252
E-VNCF,200,1,128,128,5e-05,10,0.0001,100,5,Adam,3.2047,0.062,0.0962,0.05,0.0602,0.1251
E-VNCF,200,1,128,128,5e-05,10,0.0001,110,5,Adam,3.1923,0.0625,0.097,0.0504,0.0605,0.1259
E-VNCF,200,1,128,128,5e-05,10,0.0001,120,5,Adam,3.1848,0.0629,0.0982,0.051,0.0604,0.1278
E-VNCF,200,1,128,128,5e-05,10,0.0001,130,5,Adam,3.1724,0.062,0.0976,0.0512,0.0594,0.129
E-VNCF,200,1,128,128,5e-05,10,0.0001,140,5,Adam,3.1757,0.0627,0.0979,0.0511,0.0605,0.1282
E-VNCF,200,1,128,128,5e-05,10,0.0001,150,5,Adam,3.1799,0.064,0.1001,0.0516,0.064,0.1297
E-VNCF,200,1,128,128,5e-05,10,0.0001,160,5,Adam,3.1526,0.0648,0.1011,0.0517,0.0638,0.1305
E-VNCF,200,1,128,128,5e-05,10,0.0001,170,5,Adam,3.141,0.0644,0.1004,0.052,0.0647,0.1305
E-VNCF,200,1,128,128,5e-05,10,0.0001,180,5,Adam,3.1485,0.0648,0.1018,0.0524,0.0642,0.1311
E-VNCF,200,1,128,128,5e-05,10,0.0001,190,5,Adam,3.1509,0.0652,0.1012,0.0521,0.0634,0.1309
E-VNCF,200,1,128,128,5e-05,10,0.0001,200,5,Adam,3.1212,0.067,0.1045,0.0531,0.0673,0.1342
E-VNCF,200,1,128,128,5e-05,10,0.0001,210,5,Adam,3.1418,0.065,0.1007,0.0523,0.0634,0.1304
E-VNCF,200,1,128,128,5e-05,10,0.0001,220,5,Adam,3.1617,0.0638,0.0994,0.0519,0.0618,0.1294
E-VNCF,200,1,128,128,5e-05,10,0.0001,230,5,Adam,3.1716,0.0638,0.0998,0.0516,0.0628,0.1296
E-VNCF,200,1,128,128,5e-05,10,0.0001,240,5,Adam,3.1559,0.0642,0.0998,0.0517,0.0618,0.129
E-VNCF,200,1,128,128,5e-05,10,0.0001,250,5,Adam,3.1319,0.0653,0.1027,0.0526,0.0644,0.1333
E-VNCF,200,1,128,128,5e-05,10,0.0001,260,5,Adam,3.1534,0.0645,0.1009,0.0517,0.0632,0.1302
E-VNCF,200,1,128,128,5e-05,10,0.0001,270,5,Adam,3.1195,0.0658,0.1033,0.0533,0.0645,0.1343
E-VNCF,200,1,128,128,5e-05,10,0.0001,280,5,Adam,3.1336,0.0641,0.1013,0.0525,0.0642,0.1328
E-VNCF,200,1,128,128,5e-05,10,0.0001,290,5,Adam,3.1361,0.0653,0.1025,0.0529,0.0635,0.1326
E-VNCF,200,1,128,128,5e-05,10,0.0001,300,5,Adam,3.1385,0.0656,0.1017,0.0525,0.064,0.1312
E-NCF,100,1,128,128,0.001,10,0.0005,10,5,Adam,3.4006,0.0534,0.0791,0.0447,0.0493,0.103
E-NCF,100,1,128,128,0.001,10,0.0005,20,5,Adam,3.3005,0.0584,0.0881,0.0476,0.0544,0.1137
E-NCF,100,1,128,128,0.001,10,0.0005,30,5,Adam,3.332,0.052,0.0801,0.046,0.0479,0.1095
E-NCF,100,1,128,128,0.001,10,0.0005,40,5,Adam,3.2915,0.0554,0.0849,0.0475,0.0519,0.1136
E-NCF,100,1,128,128,0.001,10,0.0005,50,5,Adam,3.2915,0.0567,0.087,0.0476,0.0526,0.1144
E-NCF,100,1,128,128,0.001,10,0.0005,60,5,Adam,3.2766,0.0574,0.0881,0.0477,0.0546,0.1161
E-NCF,100,1,128,128,0.001,10,0.0005,70,5,Adam,3.2724,0.0586,0.0895,0.0479,0.056,0.1166
E-NCF,100,1,128,128,0.001,10,0.0005,80,5,Adam,3.2741,0.0557,0.0863,0.0481,0.051,0.1175
E-NCF,100,1,128,128,0.001,10,0.0005,90,5,Adam,3.2559,0.0589,0.0905,0.0493,0.0557,0.1182
E-NCF,100,1,128,128,0.001,10,0.0005,100,5,Adam,3.2228,0.0597,0.0914,0.0493,0.0561,0.1194
E-NCF,100,1,128,128,0.001,10,0.0005,110,5,Adam,3.2377,0.0584,0.0902,0.0496,0.0541,0.1205
E-NCF,100,1,128,128,0.001,10,0.0005,120,5,Adam,3.1749,0.0629,0.0963,0.0513,0.0594,0.1253
E-NCF,100,1,128,128,0.001,10,0.0005,130,5,Adam,3.198,0.0614,0.0947,0.0509,0.0582,0.1239
E-NCF,100,1,128,128,0.001,10,0.0005,140,5,Adam,3.198,0.0625,0.0954,0.0504,0.0595,0.1231
E-NCF,100,1,128,128,0.001,10,0.0005,150,5,Adam,3.2625,0.0571,0.0878,0.0486,0.053,0.1176
E-NCF,100,1,128,128,0.001,10,0.0005,160,5,Adam,3.1931,0.0614,0.094,0.0504,0.0573,0.1211
E-NCF,100,1,128,128,0.001,10,0.0005,170,5,Adam,3.2361,0.0621,0.0938,0.0497,0.0588,0.1199
E-NCF,100,1,128,128,0.001,10,0.0005,180,5,Adam,3.2386,0.0599,0.0916,0.0493,0.0555,0.1191
E-NCF,100,1,128,128,0.001,10,0.0005,190,5,Adam,3.1989,0.0602,0.0925,0.0508,0.0571,0.1226
E-NCF,100,1,128,128,0.001,10,0.0005,200,5,Adam,3.2386,0.0592,0.0907,0.0494,0.055,0.1199
E-NCF,100,1,128,128,0.001,10,0.0005,210,5,Adam,3.1906,0.0622,0.0952,0.0507,0.0595,0.1225
E-NCF,100,1,128,128,0.001,10,0.0005,220,5,Adam,3.1939,0.0619,0.0955,0.0505,0.0578,0.124
E-NCF,100,1,128,128,0.001,10,0.0005,230,5,Adam,3.241,0.0608,0.0927,0.0497,0.0587,0.1201
E-NCF,100,1,128,128,0.001,10,0.0005,240,5,Adam,3.1749,0.0615,0.0953,0.0515,0.0591,0.1257
E-NCF,100,1,128,128,0.001,10,0.0005,250,5,Adam,3.1923,0.0615,0.0937,0.0505,0.0574,0.1222
E-NCF,100,1,128,128,0.001,10,0.0005,260,5,Adam,3.2005,0.0623,0.0949,0.0516,0.0585,0.1246
E-NCF,100,1,128,128,0.001,10,0.0005,270,5,Adam,3.2154,0.0605,0.0927,0.0501,0.0576,0.1212
E-NCF,100,1,128,128,0.001,10,0.0005,280,5,Adam,3.1989,0.0633,0.0958,0.0511,0.06,0.1228
E-NCF,100,1,128,128,0.001,10,0.0005,290,5,Adam,3.1865,0.0617,0.0947,0.0514,0.059,0.1241
E-NCF,100,1,128,128,0.001,10,0.0005,300,5,Adam,3.2195,0.0623,0.0952,0.0504,0.0588,0.1225
CE-VNCF,200,1,128,128,0.0001,10,0.0001,10,5,Adam,3.613,0.0465,0.0638,0.0391,0.0397,0.0829
CE-VNCF,200,1,128,128,0.0001,10,0.0001,20,5,Adam,3.4245,0.0552,0.0799,0.0446,0.0498,0.1018
CE-VNCF,200,1,128,128,0.0001,10,0.0001,30,5,Adam,3.2361,0.0627,0.0939,0.0499,0.0581,0.1206
CE-VNCF,200,1,128,128,0.0001,10,0.0001,40,5,Adam,3.308,0.0574,0.0866,0.0478,0.0522,0.1139
CE-VNCF,200,1,128,128,0.0001,10,0.0001,50,5,Adam,3.2468,0.0601,0.0909,0.0493,0.0545,0.1198
CE-VNCF,200,1,128,128,0.0001,10,0.0001,60,5,Adam,3.2162,0.0627,0.0947,0.0503,0.0587,0.1226
CE-VNCF,200,1,128,128,0.0001,10,0.0001,70,5,Adam,3.1939,0.0631,0.0961,0.0508,0.0587,0.1242
CE-VNCF,200,1,128,128,0.0001,10,0.0001,80,5,Adam,3.227,0.059,0.0906,0.0498,0.0537,0.122
CE-VNCF,200,1,128,128,0.0001,10,0.0001,90,5,Adam,3.203,0.0619,0.0948,0.0503,0.0584,0.1233
CE-VNCF,200,1,128,128,0.0001,10,0.0001,100,5,Adam,3.141,0.0643,0.0991,0.0522,0.0612,0.1294
CE-VNCF,200,1,128,128,0.0001,10,0.0001,110,5,Adam,3.1526,0.0638,0.0983,0.052,0.0597,0.1279
CE-VNCF,200,1,128,128,0.0001,10,0.0001,120,5,Adam,3.1642,0.0639,0.0982,0.0514,0.0612,0.127
CE-VNCF,200,1,128,128,0.0001,10,0.0001,130,5,Adam,3.1766,0.0637,0.0979,0.0514,0.0591,0.1273
CE-VNCF,200,1,128,128,0.0001,10,0.0001,140,5,Adam,3.1567,0.0636,0.098,0.0523,0.06,0.129
CE-VNCF,200,1,128,128,0.0001,10,0.0001,150,5,Adam,3.1377,0.0635,0.0977,0.0523,0.0604,0.1282
CE-VNCF,200,1,128,128,0.0001,10,0.0001,160,5,Adam,3.1237,0.0655,0.1001,0.0526,0.0634,0.129
CE-VNCF,200,1,128,128,0.0001,10,0.0001,170,5,Adam,3.1352,0.0641,0.0994,0.0526,0.0606,0.131
CE-VNCF,200,1,128,128,0.0001,10,0.0001,180,5,Adam,3.0906,0.0662,0.102,0.0538,0.063,0.1327
CE-VNCF,200,1,128,128,0.0001,10,0.0001,190,5,Adam,3.1724,0.0629,0.0969,0.0511,0.0598,0.1269
CE-VNCF,200,1,128,128,0.0001,10,0.0001,200,5,Adam,3.1022,0.0655,0.1007,0.0531,0.0624,0.1311
CE-VNCF,200,1,128,128,0.0001,10,0.0001,210,5,Adam,3.1038,0.0664,0.1022,0.0535,0.0643,0.1323
CE-VNCF,200,1,128,128,0.0001,10,0.0001,220,5,Adam,3.1567,0.0649,0.0988,0.0519,0.062,0.1287
CE-VNCF,200,1,128,128,0.0001,10,0.0001,230,5,Adam,3.1104,0.0668,0.1026,0.0536,0.0644,0.1325
CE-VNCF,200,1,128,128,0.0001,10,0.0001,240,5,Adam,3.122,0.0673,0.1036,0.0534,0.0659,0.1322
CE-VNCF,200,1,128,128,0.0001,10,0.0001,250,5,Adam,3.1303,0.0648,0.1005,0.0526,0.0629,0.1306
CE-VNCF,200,1,128,128,0.0001,10,0.0001,260,5,Adam,3.108,0.0654,0.1011,0.0536,0.0629,0.1322
CE-VNCF,200,1,128,128,0.0001,10,0.0001,270,5,Adam,3.0989,0.0669,0.1029,0.0537,0.0639,0.1341
CE-VNCF,200,1,128,128,0.0001,10,0.0001,280,5,Adam,3.098,0.0674,0.104,0.054,0.0653,0.134
CE-VNCF,200,1,128,128,0.0001,10,0.0001,290,5,Adam,3.1104,0.0667,0.103,0.0541,0.0627,0.1339
CE-VNCF,200,1,128,128,0.0001,10,0.0001,300,5,Adam,3.0906,0.0678,0.1041,0.0545,0.0638,0.1343
CE-NCF,100,1,128,128,0.001,10,0.0005,10,5,Adam,3.5055,0.0487,0.0723,0.0419,0.0439,0.0954
CE-NCF,100,1,128,128,0.001,10,0.0005,20,5,Adam,3.3543,0.0546,0.0822,0.0457,0.0492,0.1075
CE-NCF,100,1,128,128,0.001,10,0.0005,30,5,Adam,3.308,0.0559,0.085,0.0473,0.0534,0.1113
CE-NCF,100,1,128,128,0.001,10,0.0005,40,5,Adam,3.2394,0.0599,0.0915,0.0492,0.0576,0.1185
CE-NCF,100,1,128,128,0.001,10,0.0005,50,5,Adam,3.1757,0.0621,0.0946,0.0507,0.0601,0.1222
CE-NCF,100,1,128,128,0.001,10,0.0005,60,5,Adam,3.1857,0.0607,0.0939,0.0508,0.0573,0.1235
CE-NCF,100,1,128,128,0.001,10,0.0005,70,5,Adam,3.1584,0.063,0.096,0.0519,0.0578,0.1262
CE-NCF,100,1,128,128,0.001,10,0.0005,80,5,Adam,3.2543,0.057,0.088,0.0484,0.0537,0.1175
CE-NCF,100,1,128,128,0.001,10,0.0005,90,5,Adam,3.1857,0.0628,0.0963,0.0517,0.0592,0.126
CE-NCF,100,1,128,128,0.001,10,0.0005,100,5,Adam,3.1559,0.0644,0.0982,0.0528,0.0599,0.1271
CE-NCF,100,1,128,128,0.001,10,0.0005,110,5,Adam,3.2038,0.0592,0.0903,0.05,0.0532,0.1203
CE-NCF,100,1,128,128,0.001,10,0.0005,120,5,Adam,3.1865,0.0622,0.0946,0.0512,0.0587,0.1231
CE-NCF,100,1,128,128,0.001,10,0.0005,130,5,Adam,3.1385,0.0638,0.0981,0.0526,0.0608,0.1279
CE-NCF,100,1,128,128,0.001,10,0.0005,140,5,Adam,3.1609,0.0646,0.0979,0.0531,0.0607,0.1276
CE-NCF,100,1,128,128,0.001,10,0.0005,150,5,Adam,3.1046,0.0656,0.1007,0.0535,0.0617,0.131
CE-NCF,100,1,128,128,0.001,10,0.0005,160,5,Adam,3.1666,0.0621,0.0957,0.0517,0.0595,0.1262
CE-NCF,100,1,128,128,0.001,10,0.0005,170,5,Adam,3.1427,0.0638,0.098,0.0529,0.0597,0.1289
CE-NCF,100,1,128,128,0.001,10,0.0005,180,5,Adam,3.141,0.0646,0.0988,0.053,0.0612,0.128
CE-NCF,100,1,128,128,0.001,10,0.0005,190,5,Adam,3.1766,0.0616,0.0951,0.0516,0.0585,0.1248
CE-NCF,100,1,128,128,0.001,10,0.0005,200,5,Adam,3.1509,0.0632,0.097,0.0525,0.0604,0.1273
CE-NCF,100,1,128,128,0.001,10,0.0005,210,5,Adam,3.179,0.0628,0.0965,0.0519,0.0588,0.1265
CE-NCF,100,1,128,128,0.001,10,0.0005,220,5,Adam,3.1468,0.0642,0.097,0.0528,0.0586,0.1265
CE-NCF,100,1,128,128,0.001,10,0.0005,230,5,Adam,3.1427,0.065,0.0993,0.0533,0.0601,0.1286
CE-NCF,100,1,128,128,0.001,10,0.0005,240,5,Adam,3.146,0.0636,0.098,0.0528,0.06,0.1287
CE-NCF,100,1,128,128,0.001,10,0.0005,250,5,Adam,3.165,0.0638,0.0966,0.0522,0.0594,0.1253
CE-NCF,100,1,128,128,0.001,10,0.0005,260,5,Adam,3.1947,0.0628,0.0959,0.0516,0.0582,0.1239
CE-NCF,100,1,128,128,0.001,10,0.0005,270,5,Adam,3.1609,0.0628,0.0965,0.0521,0.0592,0.1262
CE-NCF,100,1,128,128,0.001,10,0.0005,280,5,Adam,3.1881,0.0628,0.0963,0.0519,0.0593,0.1254
CE-NCF,100,1,128,128,0.001,10,0.0005,290,5,Adam,3.1534,0.0639,0.0977,0.052,0.0603,0.126
CE-NCF,100,1,128,128,0.001,10,0.0005,300,5,Adam,3.1526,0.0648,0.0987,0.0528,0.0603,0.1277
VNCF,200,1,128,128,5e-05,10,0.0001,10,5,Adam,3.5345,0.0457,0.0661,0.0419,0.0382,0.092
VNCF,200,1,128,128,5e-05,10,0.0001,20,5,Adam,3.3576,0.056,0.0834,0.0462,0.052,0.1079
VNCF,200,1,128,128,5e-05,10,0.0001,30,5,Adam,3.2832,0.0584,0.0891,0.0482,0.0548,0.1171
VNCF,200,1,128,128,5e-05,10,0.0001,40,5,Adam,3.2708,0.0594,0.0901,0.0488,0.0553,0.1177
VNCF,200,1,128,128,5e-05,10,0.0001,50,5,Adam,3.241,0.0592,0.0913,0.049,0.0556,0.1208
VNCF,200,1,128,128,5e-05,10,0.0001,60,5,Adam,3.2278,0.0602,0.093,0.0495,0.0573,0.1217
VNCF,200,1,128,128,5e-05,10,0.0001,70,5,Adam,3.2427,0.0599,0.0926,0.049,0.0569,0.1209
VNCF,200,1,128,128,5e-05,10,0.0001,80,5,Adam,3.2014,0.0621,0.096,0.0503,0.0595,0.1247
