model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,optimizer,Clicks,MAP@10,NDCG,Precision@10,R-Precision,Recall@10
NCF,100,1,128,128,0.0001,10,0.0005,40,5,Adam,3.227,0.0593,0.0917,0.049,0.0561,0.1203
NCF,100,1,128,128,0.0001,10,0.0005,50,5,Adam,3.2352,0.0614,0.0942,0.0493,0.0588,0.1216
NCF,100,1,128,128,0.0001,10,0.0005,60,5,Adam,3.2071,0.0599,0.0923,0.0493,0.0572,0.1208
NCF,100,1,128,128,0.0001,10,0.0005,70,5,Adam,3.2253,0.0609,0.0932,0.0493,0.0583,0.1206
NCF,100,1,128,128,0.0001,10,0.0005,80,5,Adam,3.198,0.0617,0.0946,0.0501,0.0571,0.1226
NCF,100,1,128,128,0.0001,10,0.0005,90,5,Adam,3.1964,0.0617,0.0949,0.0503,0.0591,0.122
NCF,100,1,128,128,0.0001,10,0.0005,100,5,Adam,3.1873,0.0625,0.0956,0.0508,0.0579,0.1244
NCF,100,1,128,128,0.0001,10,0.0005,110,5,Adam,3.227,0.0615,0.0938,0.0492,0.0577,0.121
NCF,100,1,128,128,0.0001,10,0.0005,120,5,Adam,3.1972,0.0625,0.0957,0.0499,0.0582,0.1234
NCF,100,1,128,128,0.0001,10,0.0005,130,5,Adam,3.2212,0.0614,0.0937,0.0491,0.0576,0.1203
NCF,100,1,128,128,0.0001,10,0.0005,140,5,Adam,3.1906,0.0633,0.0968,0.051,0.0603,0.1251
NCF,100,1,128,128,0.0001,10,0.0005,150,5,Adam,3.1989,0.0627,0.0961,0.0495,0.0601,0.124
NCF,100,1,128,128,0.0001,10,0.0005,160,5,Adam,3.2022,0.0621,0.0958,0.0505,0.0591,0.1238
NCF,100,1,128,128,0.0001,10,0.0005,170,5,Adam,3.2286,0.0611,0.0935,0.0489,0.0569,0.1208
NCF,100,1,128,128,0.0001,10,0.0005,180,5,Adam,3.1931,0.063,0.0961,0.0504,0.0601,0.1233
NCF,100,1,128,128,0.0001,10,0.0005,190,5,Adam,3.1939,0.0632,0.0967,0.0506,0.0592,0.1246
NCF,100,1,128,128,0.0001,10,0.0005,200,5,Adam,3.2063,0.0626,0.096,0.05,0.0601,0.1236
NCF,100,1,128,128,0.0001,10,0.0005,210,5,Adam,3.2576,0.0608,0.0929,0.0487,0.0577,0.1196
NCF,100,1,128,128,0.0001,10,0.0005,220,5,Adam,3.1865,0.064,0.0982,0.0515,0.0605,0.1269
NCF,100,1,128,128,0.0001,10,0.0005,230,5,Adam,3.198,0.0629,0.0968,0.0502,0.0599,0.1248
NCF,100,1,128,128,0.0001,10,0.0005,240,5,Adam,3.1823,0.0637,0.0976,0.0508,0.0602,0.1254
NCF,100,1,128,128,0.0001,10,0.0005,250,5,Adam,3.1972,0.0631,0.0966,0.0503,0.0598,0.1236
NCF,100,1,128,128,0.0001,10,0.0005,260,5,Adam,3.2245,0.0624,0.0954,0.0499,0.061,0.1224
NCF,100,1,128,128,0.0001,10,0.0005,270,5,Adam,3.2352,0.0639,0.0972,0.0502,0.0612,0.1233
NCF,100,1,128,128,0.0001,10,0.0005,280,5,Adam,3.2336,0.0617,0.0951,0.0494,0.0586,0.123
NCF,100,1,128,128,0.0001,10,0.0005,290,5,Adam,3.227,0.0628,0.0962,0.0494,0.0621,0.1226
NCF,100,1,128,128,0.0001,10,0.0005,300,5,Adam,3.2286,0.0629,0.0965,0.05,0.061,0.1238
IVNCF,200,1,128,128,5e-05,10,0.0001,10,5,Adam,3.5923,0.0492,0.0683,0.0406,0.043,0.0873
IVNCF,200,1,128,128,5e-05,10,0.0001,20,5,Adam,3.3766,0.0548,0.0824,0.0461,0.0504,0.1088
IVNCF,200,1,128,128,5e-05,10,0.0001,30,5,Adam,3.2923,0.0583,0.0886,0.0474,0.0549,0.1152
IVNCF,200,1,128,128,5e-05,10,0.0001,40,5,Adam,3.2394,0.0595,0.0921,0.0489,0.0556,0.1204
IVNCF,200,1,128,128,5e-05,10,0.0001,50,5,Adam,3.1724,0.0623,0.0974,0.0504,0.0603,0.1267
IVNCF,200,1,128,128,5e-05,10,0.0001,60,5,Adam,3.2295,0.0585,0.0897,0.0488,0.0549,0.1195
IVNCF,200,1,128,128,5e-05,10,0.0001,70,5,Adam,3.1509,0.063,0.0987,0.0515,0.061,0.13
IVNCF,200,1,128,128,5e-05,10,0.0001,80,5,Adam,3.1551,0.0631,0.098,0.0515,0.0605,0.1281
IVNCF,200,1,128,128,5e-05,10,0.0001,90,5,Adam,3.1509,0.0636,0.0993,0.0516,0.0607,0.1287
IVNCF,200,1,128,128,5e-05,10,0.0001,100,5,Adam,3.1352,0.0633,0.0993,0.0521,0.061,0.1307
IVNCF,200,1,128,128,5e-05,10,0.0001,110,5,Adam,3.1361,0.063,0.0986,0.052,0.0603,0.1291
IVNCF,200,1,128,128,5e-05,10,0.0001,120,5,Adam,3.1658,0.0624,0.0982,0.0513,0.0593,0.129
IVNCF,200,1,128,128,5e-05,10,0.0001,130,5,Adam,3.1253,0.0642,0.1013,0.0525,0.0618,0.1317
IVNCF,200,1,128,128,5e-05,10,0.0001,140,5,Adam,3.1394,0.0635,0.0995,0.0521,0.0616,0.1305
IVNCF,200,1,128,128,5e-05,10,0.0001,150,5,Adam,3.0956,0.0637,0.1006,0.053,0.0611,0.133
IVNCF,200,1,128,128,5e-05,10,0.0001,160,5,Adam,3.117,0.0641,0.1004,0.0522,0.0613,0.1314
IVNCF,200,1,128,128,5e-05,10,0.0001,170,5,Adam,3.1046,0.0644,0.101,0.0525,0.0614,0.1329
IVNCF,200,1,128,128,5e-05,10,0.0001,180,5,Adam,3.0964,0.0654,0.1026,0.0534,0.0633,0.1336
IVNCF,200,1,128,128,5e-05,10,0.0001,190,5,Adam,3.1435,0.0629,0.0984,0.0517,0.0612,0.1293
IVNCF,200,1,128,128,5e-05,10,0.0001,200,5,Adam,3.1055,0.0656,0.1016,0.0532,0.0625,0.1319
IVNCF,200,1,128,128,5e-05,10,0.0001,210,5,Adam,3.122,0.0654,0.1019,0.0527,0.063,0.1323
IVNCF,200,1,128,128,5e-05,10,0.0001,220,5,Adam,3.1509,0.0614,0.097,0.0513,0.0594,0.1288
IVNCF,200,1,128,128,5e-05,10,0.0001,230,5,Adam,3.1046,0.0649,0.1015,0.0531,0.0625,0.1326
IVNCF,200,1,128,128,5e-05,10,0.0001,240,5,Adam,3.1096,0.0648,0.1016,0.0531,0.0623,0.1336
IVNCF,200,1,128,128,5e-05,10,0.0001,250,5,Adam,3.0699,0.0663,0.1041,0.0537,0.0642,0.1355
IVNCF,200,1,128,128,5e-05,10,0.0001,260,5,Adam,3.0964,0.0642,0.1014,0.0535,0.0634,0.1334
IVNCF,200,1,128,128,5e-05,10,0.0001,270,5,Adam,3.1022,0.0648,0.1012,0.0535,0.0632,0.1325
IVNCF,200,1,128,128,5e-05,10,0.0001,280,5,Adam,3.1154,0.0641,0.1,0.0528,0.0616,0.1317
IVNCF,200,1,128,128,5e-05,10,0.0001,290,5,Adam,3.1071,0.0646,0.1012,0.0531,0.0628,0.133
IVNCF,200,1,128,128,5e-05,10,0.0001,300,5,Adam,3.1129,0.0649,0.1023,0.0534,0.0636,0.1338
INCF,100,1,128,128,0.001,10,0.0005,10,5,Adam,3.5626,0.045,0.0662,0.0397,0.0394,0.089
INCF,100,1,128,128,0.001,10,0.0005,20,5,Adam,3.2832,0.0585,0.0883,0.0482,0.0545,0.1148
INCF,100,1,128,128,0.001,10,0.0005,30,5,Adam,3.2766,0.0599,0.0896,0.0484,0.0556,0.1142
INCF,100,1,128,128,0.001,10,0.0005,40,5,Adam,3.2584,0.0585,0.0891,0.0484,0.054,0.1161
INCF,100,1,128,128,0.001,10,0.0005,50,5,Adam,3.2071,0.061,0.0927,0.0505,0.0566,0.1212
INCF,100,1,128,128,0.001,10,0.0005,60,5,Adam,3.227,0.0595,0.0908,0.0499,0.0553,0.1191
INCF,100,1,128,128,0.001,10,0.0005,70,5,Adam,3.1947,0.061,0.0933,0.0501,0.0573,0.1211
INCF,100,1,128,128,0.001,10,0.0005,80,5,Adam,3.2228,0.0604,0.0927,0.0493,0.0553,0.1206
INCF,100,1,128,128,0.001,10,0.0005,90,5,Adam,3.1592,0.0628,0.0955,0.0519,0.0593,0.1244
INCF,100,1,128,128,0.001,10,0.0005,100,5,Adam,3.2179,0.0607,0.0918,0.0495,0.0582,0.1181
INCF,100,1,128,128,0.001,10,0.0005,110,5,Adam,3.1733,0.0628,0.0959,0.0519,0.0594,0.125
INCF,100,1,128,128,0.001,10,0.0005,120,5,Adam,3.203,0.0611,0.093,0.051,0.0583,0.1223
INCF,100,1,128,128,0.001,10,0.0005,130,5,Adam,3.2295,0.0593,0.0912,0.0501,0.0562,0.1197
INCF,100,1,128,128,0.001,10,0.0005,140,5,Adam,3.2187,0.0615,0.0923,0.0499,0.0578,0.1193
INCF,100,1,128,128,0.001,10,0.0005,150,5,Adam,3.2063,0.0612,0.0929,0.0506,0.0568,0.1209
INCF,100,1,128,128,0.001,10,0.0005,160,5,Adam,3.184,0.0636,0.0965,0.0511,0.0598,0.1238
INCF,100,1,128,128,0.001,10,0.0005,170,5,Adam,3.1451,0.0626,0.0955,0.0518,0.0586,0.1248
INCF,100,1,128,128,0.001,10,0.0005,180,5,Adam,3.1633,0.0648,0.0973,0.0522,0.0601,0.1243
INCF,100,1,128,128,0.001,10,0.0005,190,5,Adam,3.146,0.0634,0.0968,0.0521,0.0594,0.1263
INCF,100,1,128,128,0.001,10,0.0005,200,5,Adam,3.1377,0.0651,0.0991,0.053,0.0612,0.1285
INCF,100,1,128,128,0.001,10,0.0005,210,5,Adam,3.1633,0.0637,0.097,0.0516,0.0591,0.1255
INCF,100,1,128,128,0.001,10,0.0005,220,5,Adam,3.1675,0.0633,0.0956,0.0515,0.0602,0.1234
INCF,100,1,128,128,0.001,10,0.0005,230,5,Adam,3.1509,0.0656,0.0992,0.0525,0.0608,0.1275
INCF,100,1,128,128,0.001,10,0.0005,240,5,Adam,3.1592,0.062,0.0948,0.0513,0.0595,0.1241
INCF,100,1,128,128,0.001,10,0.0005,250,5,Adam,3.1542,0.0642,0.0968,0.0517,0.0605,0.1242
INCF,100,1,128,128,0.001,10,0.0005,260,5,Adam,3.1567,0.0634,0.097,0.0517,0.0609,0.1252
INCF,100,1,128,128,0.001,10,0.0005,270,5,Adam,3.1336,0.065,0.0984,0.0529,0.0628,0.127
INCF,100,1,128,128,0.001,10,0.0005,280,5,Adam,3.1609,0.064,0.0972,0.0519,0.0609,0.1256
INCF,100,1,128,128,0.001,10,0.0005,290,5,Adam,3.1658,0.0636,0.0962,0.0515,0.0609,0.1233
INCF,100,1,128,128,0.001,10,0.0005,300,5,Adam,3.1642,0.064,0.0957,0.052,0.0594,0.1236
CVNCF,200,1,128,128,0.0001,10,0.0001,10,5,Adam,3.5708,0.0481,0.0678,0.0408,0.0422,0.0875
CVNCF,200,1,128,128,0.0001,10,0.0001,20,5,Adam,3.3047,0.0563,0.0842,0.0474,0.0512,0.1112
CVNCF,200,1,128,128,0.0001,10,0.0001,30,5,Adam,3.2336,0.0594,0.0913,0.0493,0.0566,0.1201
CVNCF,200,1,128,128,0.0001,10,0.0001,40,5,Adam,3.3121,0.0545,0.0831,0.0465,0.0487,0.1118
CVNCF,200,1,128,128,0.0001,10,0.0001,50,5,Adam,3.1509,0.0637,0.0985,0.0519,0.0617,0.1277
CVNCF,200,1,128,128,0.0001,10,0.0001,60,5,Adam,3.1947,0.0625,0.0959,0.0504,0.0613,0.1231
CVNCF,200,1,128,128,0.0001,10,0.0001,70,5,Adam,3.1683,0.0615,0.0955,0.0506,0.0581,0.1247
CVNCF,200,1,128,128,0.0001,10,0.0001,80,5,Adam,3.1468,0.0639,0.0985,0.0518,0.0615,0.1271
CVNCF,200,1,128,128,0.0001,10,0.0001,90,5,Adam,3.1733,0.0586,0.0918,0.0503,0.0553,0.1247
CVNCF,200,1,128,128,0.0001,10,0.0001,100,5,Adam,3.1361,0.0636,0.0975,0.0519,0.06,0.1282
CVNCF,200,1,128,128,0.0001,10,0.0001,110,5,Adam,3.1146,0.0633,0.0986,0.0524,0.0601,0.1295
CVNCF,200,1,128,128,0.0001,10,0.0001,120,5,Adam,3.1096,0.0656,0.1014,0.0527,0.0631,0.1322
CVNCF,200,1,128,128,0.0001,10,0.0001,130,5,Adam,3.1237,0.0636,0.0976,0.0517,0.0605,0.1275
CVNCF,200,1,128,128,0.0001,10,0.0001,140,5,Adam,3.1212,0.0641,0.0993,0.0525,0.0623,0.1303
CVNCF,200,1,128,128,0.0001,10,0.0001,150,5,Adam,3.1468,0.0645,0.0993,0.0519,0.0615,0.1292
CVNCF,200,1,128,128,0.0001,10,0.0001,160,5,Adam,3.0757,0.0648,0.1015,0.0536,0.062,0.1339
CVNCF,200,1,128,128,0.0001,10,0.0001,170,5,Adam,3.0939,0.0646,0.1007,0.053,0.0618,0.1327
CVNCF,200,1,128,128,0.0001,10,0.0001,180,5,Adam,3.1237,0.0622,0.0974,0.052,0.0602,0.1303
CVNCF,200,1,128,128,0.0001,10,0.0001,190,5,Adam,3.0922,0.0653,0.1014,0.0533,0.0619,0.1328
CVNCF,200,1,128,128,0.0001,10,0.0001,200,5,Adam,3.1088,0.0647,0.1002,0.0528,0.0617,0.132
CVNCF,200,1,128,128,0.0001,10,0.0001,210,5,Adam,3.0774,0.065,0.1022,0.0541,0.0616,0.1359
CVNCF,200,1,128,128,0.0001,10,0.0001,220,5,Adam,3.0881,0.0653,0.1016,0.053,0.0615,0.1333
CVNCF,200,1,128,128,0.0001,10,0.0001,230,5,Adam,3.1344,0.063,0.0982,0.0521,0.0606,0.1306
CVNCF,200,1,128,128,0.0001,10,0.0001,240,5,Adam,3.1096,0.0644,0.0998,0.0522,0.0614,0.1313
CVNCF,200,1,128,128,0.0001,10,0.0001,250,5,Adam,3.127,0.0653,0.101,0.0526,0.062,0.1322
CVNCF,200,1,128,128,0.0001,10,0.0001,260,5,Adam,3.0798,0.0654,0.102,0.0533,0.0636,0.1335
CVNCF,200,1,128,128,0.0001,10,0.0001,270,5,Adam,3.0856,0.0654,0.1015,0.0537,0.0633,0.1338
CVNCF,200,1,128,128,0.0001,10,0.0001,280,5,Adam,3.0741,0.065,0.1013,0.0542,0.0621,0.1346
CVNCF,200,1,128,128,0.0001,10,0.0001,290,5,Adam,3.1162,0.065,0.1003,0.0526,0.0616,0.1307
CVNCF,200,1,128,128,0.0001,10,0.0001,300,5,Adam,3.0741,0.0663,0.1024,0.0537,0.0634,0.1344
CNCF,100,1,128,128,0.001,10,0.0005,10,5,Adam,3.5419,0.0451,0.0669,0.0402,0.039,0.091
CNCF,100,1,128,128,0.001,10,0.0005,20,5,Adam,3.3534,0.0551,0.0832,0.0456,0.0514,0.1083
CNCF,100,1,128,128,0.001,10,0.0005,30,5,Adam,3.3386,0.0522,0.08,0.0461,0.0479,0.1097
CNCF,100,1,128,128,0.001,10,0.0005,40,5,Adam,3.2567,0.0573,0.0884,0.0485,0.0539,0.1173
CNCF,100,1,128,128,0.001,10,0.0005,50,5,Adam,3.1873,0.0606,0.0932,0.05,0.0569,0.1224
CNCF,100,1,128,128,0.001,10,0.0005,60,5,Adam,3.2179,0.0603,0.0921,0.0492,0.0572,0.1203
CNCF,100,1,128,128,0.001,10,0.0005,70,5,Adam,3.2774,0.0526,0.0824,0.0479,0.0476,0.1152
CNCF,100,1,128,128,0.001,10,0.0005,80,5,Adam,3.179,0.0619,0.0953,0.0511,0.0597,0.1237
CNCF,100,1,128,128,0.001,10,0.0005,90,5,Adam,3.2625,0.0552,0.0856,0.048,0.051,0.1166
CNCF,100,1,128,128,0.001,10,0.0005,100,5,Adam,3.2005,0.0611,0.0945,0.0505,0.0588,0.1238
CNCF,100,1,128,128,0.001,10,0.0005,110,5,Adam,3.2278,0.0589,0.0902,0.0496,0.055,0.12
CNCF,100,1,128,128,0.001,10,0.0005,120,5,Adam,3.203,0.0617,0.0951,0.0505,0.0581,0.1234
CNCF,100,1,128,128,0.001,10,0.0005,130,5,Adam,3.1832,0.063,0.0963,0.0511,0.0595,0.1237
CNCF,100,1,128,128,0.001,10,0.0005,140,5,Adam,3.1774,0.0625,0.0957,0.0513,0.0591,0.1241
CNCF,100,1,128,128,0.001,10,0.0005,150,5,Adam,3.2468,0.059,0.0912,0.0487,0.0571,0.1203
CNCF,100,1,128,128,0.001,10,0.0005,160,5,Adam,3.1691,0.0626,0.0959,0.0514,0.0595,0.1249
CNCF,100,1,128,128,0.001,10,0.0005,170,5,Adam,3.2526,0.0598,0.0921,0.0492,0.0573,0.1203
CNCF,100,1,128,128,0.001,10,0.0005,180,5,Adam,3.1774,0.0628,0.0967,0.0513,0.0585,0.1259
CNCF,100,1,128,128,0.001,10,0.0005,190,5,Adam,3.1898,0.0625,0.0955,0.0512,0.0593,0.1237
CNCF,100,1,128,128,0.001,10,0.0005,200,5,Adam,3.165,0.0625,0.0963,0.0515,0.0607,0.1254
CNCF,100,1,128,128,0.001,10,0.0005,210,5,Adam,3.1609,0.0635,0.0971,0.052,0.0606,0.126
CNCF,100,1,128,128,0.001,10,0.0005,220,5,Adam,3.1369,0.0636,0.0976,0.0524,0.0607,0.1271
CNCF,100,1,128,128,0.001,10,0.0005,230,5,Adam,3.1575,0.0631,0.0979,0.052,0.0609,0.1268
CNCF,100,1,128,128,0.001,10,0.0005,240,5,Adam,3.1584,0.0644,0.0987,0.0525,0.0608,0.1284
CNCF,100,1,128,128,0.001,10,0.0005,250,5,Adam,3.16,0.064,0.0973,0.0516,0.0609,0.1256
CNCF,100,1,128,128,0.001,10,0.0005,260,5,Adam,3.1857,0.0621,0.0955,0.0508,0.0606,0.1244
CNCF,100,1,128,128,0.001,10,0.0005,270,5,Adam,3.2063,0.0621,0.0955,0.0505,0.0599,0.1236
CNCF,100,1,128,128,0.001,10,0.0005,280,5,Adam,3.189,0.0618,0.0946,0.051,0.0599,0.1233
CNCF,100,1,128,128,0.001,10,0.0005,290,5,Adam,3.1807,0.0635,0.0965,0.0512,0.0605,0.1247
CNCF,100,1,128,128,0.001,10,0.0005,300,5,Adam,3.1749,0.063,0.096,0.0519,0.0598,0.1246
