F-MAP@10,F-MAP@20,F-MAP@5,model
0.0,0.0,0.0,CE-NCF
0.009999999999999981,0.013712121212121203,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.01999999999999999,0.007308866529067759,-0.04,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.01,-0.009545454545454548,0.0,CE-NCF
0.016666666666666663,0.013464912280701735,0.0,CE-NCF
0.0,0.0025000000000000022,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.02111111111111111,0.042327459047660304,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.004166666666666669,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.03111111111111111,-0.01996917706476531,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.07706349206349207,0.04307720057720056,0.0,CE-NCF
0.0,0.006458333333333344,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,-0.00884395424836601,0.0,CE-NCF
0.030952380952381064,0.015476190476190532,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.01666666666666683,-0.008333333333333304,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,-0.002941176470588225,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.010000000000000009,0.02369775541795649,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.05095238095238094,-0.03238095238095237,-0.04,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.06666666666666665,-0.022121212121212097,-0.13333333333333336,CE-NCF
0.0,0.0,0.0,CE-NCF
-0.020833333333333426,-0.01176282051282046,-0.06666666666666671,CE-NCF
0.0,0.0066964285714285685,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
0.0,0.0,0.0,CE-NCF
