MAP@10,MAP@20,MAP@5,model
0.0,-0.01217728758169934,0.0,CNCF
0.0,0.0105128205128205,0.0,CNCF
-0.15444444444444438,-0.09668525918525916,-0.29999999999999993,CNCF
0.0,0.0,0.0,CNCF
0.0,0.0,0.0,CNCF
0.0,0.0,0.0,CVNCF
0.2963492063492064,0.1636455415499532,0.39666666666666667,CVNCF
0.0,0.0,0.0,CVNCF
0.0,-0.010750915750915755,0.0,CVNCF
0.0,0.01671582803161742,0.0,CVNCF
