Falling Rank,type,model
-134673,Unaffected,CVNCF
-210986,Unaffected,CVNCF
-3532,Unaffected,CVNCF
-82539,Unaffected,CVNCF
-139089,Unaffected,CVNCF
-13926,Unaffected,CVNCF
440,Unaffected,CVNCF
82241,Unaffected,CVNCF
8015,Unaffected,CVNCF
-55943,Unaffected,CVNCF
4021,Unaffected,CVNCF
14678,Unaffected,CVNCF
-67336,Unaffected,CVNCF
-36395,Unaffected,CVNCF
11334,Unaffected,CVNCF
-131023,Unaffected,CVNCF
4032,Unaffected,CVNCF
-113126,Unaffected,CVNCF
-34603,Unaffected,CVNCF
-31737,Unaffected,CVNCF
22361,Unaffected,CVNCF
38438,Unaffected,CVNCF
-124519,Unaffected,CVNCF
39506,Unaffected,CVNCF
-32699,Unaffected,CVNCF
-3359,Unaffected,CVNCF
-54032,Unaffected,CVNCF
33640,Unaffected,CVNCF
-5079,Unaffected,CVNCF
-213968,Unaffected,CVNCF
-223469,Unaffected,CVNCF
-4158,Unaffected,CVNCF
23595,Unaffected,CVNCF
17040,Unaffected,CVNCF
56677,Unaffected,CVNCF
-34268,Unaffected,CVNCF
86048,Unaffected,CVNCF
17294,Unaffected,CVNCF
3637,Unaffected,CVNCF
13927,Unaffected,CVNCF
-64102,Unaffected,CVNCF
-7175,Unaffected,CVNCF
157591,Unaffected,CVNCF
109390,Unaffected,CVNCF
-18163,Unaffected,CVNCF
14637,Unaffected,CVNCF
-13274,Unaffected,CVNCF
14402,Unaffected,CVNCF
-3960,Unaffected,CVNCF
-62203,Unaffected,CVNCF
9087,Unaffected,CVNCF
-80308,Unaffected,CVNCF
684,Unaffected,CVNCF
148901,Unaffected,CVNCF
-53103,Unaffected,CVNCF
78323,Unaffected,CVNCF
-76152,Unaffected,CVNCF
-20572,Unaffected,CVNCF
-49311,Unaffected,CVNCF
56,Unaffected,CVNCF
8157,Unaffected,CVNCF
-161809,Unaffected,CVNCF
-3869,Unaffected,CVNCF
108803,Unaffected,CVNCF
-14691,Unaffected,CVNCF
-226641,Unaffected,CVNCF
-195999,Unaffected,CVNCF
25232,Unaffected,CVNCF
-12537,Unaffected,CVNCF
-16613,Unaffected,CVNCF
-122709,Unaffected,CVNCF
-66781,Unaffected,CVNCF
-63179,Unaffected,CVNCF
-12382,Unaffected,CVNCF
-143558,Unaffected,CVNCF
-62823,Unaffected,CVNCF
-160681,Unaffected,CVNCF
-147454,Unaffected,CVNCF
-90555,Unaffected,CVNCF
-687,Unaffected,CVNCF
-73953,Unaffected,CVNCF
-2615,Unaffected,CVNCF
-68229,Unaffected,CVNCF
-106910,Unaffected,CVNCF
-161616,Unaffected,CVNCF
6005,Unaffected,CVNCF
-8282,Unaffected,CVNCF
3374,Unaffected,CVNCF
-36118,Unaffected,CVNCF
57510,Unaffected,CVNCF
9625,Unaffected,CVNCF
1187,Unaffected,CVNCF
64986,Unaffected,CVNCF
-150700,Unaffected,CVNCF
-46392,Unaffected,CVNCF
-131628,Unaffected,CVNCF
-34473,Unaffected,CVNCF
31041,Unaffected,CVNCF
-27913,Unaffected,CVNCF
88883,Unaffected,CVNCF
-12846,Unaffected,CVNCF
-162083,Unaffected,CVNCF
-73352,Unaffected,CVNCF
-148295,Unaffected,CVNCF
-103850,Unaffected,CVNCF
-62222,Unaffected,CVNCF
27654,Unaffected,CVNCF
-8381,Unaffected,CVNCF
56222,Unaffected,CVNCF
63628,Unaffected,CVNCF
61805,Unaffected,CVNCF
30320,Unaffected,CVNCF
-44710,Unaffected,CVNCF
14383,Unaffected,CVNCF
21117,Unaffected,CVNCF
34150,Unaffected,CVNCF
9989,Unaffected,CVNCF
-34545,Unaffected,CVNCF
-69475,Unaffected,CVNCF
634,Unaffected,CVNCF
125396,Unaffected,CVNCF
85932,Unaffected,CVNCF
-7162,Unaffected,CVNCF
1468,Unaffected,CVNCF
20011,Unaffected,CVNCF
-80233,Unaffected,CVNCF
101291,Unaffected,CVNCF
-156577,Unaffected,CVNCF
-50726,Unaffected,CVNCF
3501,Unaffected,CVNCF
-23793,Unaffected,CVNCF
-33536,Unaffected,CVNCF
158566,Unaffected,CVNCF
559,Unaffected,CVNCF
-280459,Unaffected,CVNCF
-141022,Unaffected,CVNCF
7477,Unaffected,CVNCF
-110726,Unaffected,CVNCF
-127105,Unaffected,CVNCF
36070,Unaffected,CVNCF
106279,Unaffected,CVNCF
5233,Unaffected,CVNCF
-32164,Unaffected,CVNCF
76392,Unaffected,CVNCF
-24788,Unaffected,CVNCF
27009,Unaffected,CVNCF
62961,Unaffected,CVNCF
160033,Unaffected,CVNCF
-30377,Unaffected,CVNCF
-4048,Unaffected,CVNCF
4480,Unaffected,CVNCF
15711,Unaffected,CVNCF
-126090,Unaffected,CVNCF
118507,Unaffected,CVNCF
27958,Unaffected,CVNCF
19941,Unaffected,CVNCF
-39964,Unaffected,CVNCF
-44068,Unaffected,CVNCF
-182967,Unaffected,CVNCF
36079,Unaffected,CVNCF
-5277,Unaffected,CVNCF
-11726,Unaffected,CVNCF
-4418,Unaffected,CVNCF
-2454,Unaffected,CVNCF
-86742,Unaffected,CVNCF
4858,Unaffected,CVNCF
-99228,Unaffected,CVNCF
-38067,Unaffected,CVNCF
-111183,Unaffected,CVNCF
-48746,Unaffected,CVNCF
29312,Unaffected,CVNCF
7212,Unaffected,CVNCF
32954,Unaffected,CVNCF
-5507,Unaffected,CVNCF
-4491,Unaffected,CVNCF
3081,Unaffected,CVNCF
-32411,Unaffected,CVNCF
38545,Unaffected,CVNCF
-34833,Unaffected,CVNCF
-5719,Unaffected,CVNCF
-80964,Unaffected,CVNCF
-15559,Unaffected,CVNCF
-58140,Unaffected,CVNCF
52065,Unaffected,CVNCF
45767,Unaffected,CVNCF
-165419,Unaffected,CVNCF
-38127,Unaffected,CVNCF
-23199,Unaffected,CVNCF
12303,Unaffected,CVNCF
-73885,Unaffected,CVNCF
24009,Unaffected,CVNCF
23790,Unaffected,CVNCF
26808,Unaffected,CVNCF
-33565,Unaffected,CVNCF
-83992,Unaffected,CVNCF
-121293,Unaffected,CVNCF
-15665,Unaffected,CVNCF
-112845,Unaffected,CVNCF
22429,Unaffected,CVNCF
66109,Unaffected,CVNCF
200,Unaffected,CVNCF
19348,Unaffected,CVNCF
43903,Unaffected,CVNCF
2157,Unaffected,CVNCF
9583,Unaffected,CVNCF
-8230,Unaffected,CVNCF
-313152,Unaffected,CVNCF
-1075,Unaffected,CVNCF
66534,Unaffected,CVNCF
-77132,Unaffected,CVNCF
27566,Unaffected,CVNCF
12911,Unaffected,CVNCF
-61941,Unaffected,CVNCF
2010,Unaffected,CVNCF
18398,Unaffected,CVNCF
35595,Unaffected,CVNCF
14860,Unaffected,CVNCF
12847,Unaffected,CVNCF
-199472,Unaffected,CVNCF
-114632,Unaffected,CVNCF
-175367,Unaffected,CVNCF
-133624,Unaffected,CVNCF
-68661,Unaffected,CVNCF
-72471,Unaffected,CVNCF
4716,Unaffected,CVNCF
-208498,Unaffected,CVNCF
-33068,Unaffected,CVNCF
-105304,Unaffected,CVNCF
-103608,Unaffected,CVNCF
120756,Unaffected,CVNCF
54373,Unaffected,CVNCF
-153814,Unaffected,CVNCF
6742,Unaffected,CVNCF
-68212,Unaffected,CVNCF
-57878,Unaffected,CVNCF
7361,Unaffected,CVNCF
-214978,Unaffected,CVNCF
-51945,Unaffected,CVNCF
10394,Unaffected,CVNCF
-60539,Unaffected,CVNCF
30165,Unaffected,CVNCF
14399,Unaffected,CVNCF
15788,Unaffected,CVNCF
-9040,Unaffected,CVNCF
58450,Unaffected,CVNCF
3885,Unaffected,CVNCF
4954,Unaffected,CVNCF
-38365,Unaffected,CVNCF
13079,Unaffected,CVNCF
-6013,Unaffected,CVNCF
32643,Unaffected,CVNCF
62966,Unaffected,CVNCF
33103,Unaffected,CVNCF
15888,Unaffected,CVNCF
8212,Unaffected,CVNCF
-81905,Unaffected,CVNCF
-7854,Unaffected,CVNCF
-21243,Unaffected,CVNCF
-194320,Unaffected,CVNCF
-158350,Unaffected,CVNCF
-82154,Unaffected,CVNCF
34355,Unaffected,CVNCF
111104,Unaffected,CVNCF
-3111,Unaffected,CVNCF
-3431,Unaffected,CVNCF
-100388,Unaffected,CVNCF
-53247,Unaffected,CVNCF
-31650,Unaffected,CVNCF
-44556,Unaffected,CVNCF
-80759,Unaffected,CVNCF
52451,Unaffected,CVNCF
9281,Unaffected,CVNCF
629,Unaffected,CVNCF
50799,Unaffected,CVNCF
-20632,Unaffected,CVNCF
-20543,Unaffected,CVNCF
-50455,Unaffected,CVNCF
-255622,Unaffected,CVNCF
-14490,Unaffected,CVNCF
-113313,Unaffected,CVNCF
-48867,Unaffected,CVNCF
3583,Unaffected,CVNCF
14420,Unaffected,CVNCF
102887,Unaffected,CVNCF
-7907,Unaffected,CVNCF
-51160,Unaffected,CVNCF
36728,Unaffected,CVNCF
-27047,Unaffected,CVNCF
-910,Unaffected,CVNCF
-65598,Unaffected,CVNCF
25649,Unaffected,CVNCF
-99008,Unaffected,CVNCF
-85180,Unaffected,CVNCF
-16679,Unaffected,CVNCF
-50247,Unaffected,CVNCF
-46771,Unaffected,CVNCF
-15460,Unaffected,CVNCF
34574,Unaffected,CVNCF
-25769,Unaffected,CVNCF
29027,Unaffected,CVNCF
-10452,Unaffected,CVNCF
-137668,Unaffected,CVNCF
12381,Unaffected,CVNCF
-44229,Unaffected,CVNCF
57397,Unaffected,CVNCF
-187978,Unaffected,CVNCF
-2944,Unaffected,CVNCF
84018,Unaffected,CVNCF
-4976,Unaffected,CVNCF
1531,Unaffected,CVNCF
56482,Unaffected,CVNCF
-8137,Unaffected,CVNCF
76596,Unaffected,CVNCF
38812,Unaffected,CVNCF
-67914,Unaffected,CVNCF
-237107,Unaffected,CVNCF
16922,Unaffected,CVNCF
-47441,Unaffected,CVNCF
1398,Unaffected,CVNCF
5553,Unaffected,CVNCF
-133580,Unaffected,CVNCF
-59167,Unaffected,CVNCF
-88269,Unaffected,CVNCF
16614,Unaffected,CVNCF
-167246,Unaffected,CVNCF
-54684,Unaffected,CVNCF
121023,Unaffected,CVNCF
-149710,Unaffected,CVNCF
-19902,Unaffected,CVNCF
103822,Unaffected,CVNCF
254238,Unaffected,CVNCF
16390,Unaffected,CVNCF
-275410,Unaffected,CVNCF
34099,Unaffected,CVNCF
41338,Unaffected,CVNCF
13567,Unaffected,CVNCF
-15782,Unaffected,CVNCF
-147641,Unaffected,CVNCF
-64928,Unaffected,CVNCF
64808,Unaffected,CVNCF
-190688,Unaffected,CVNCF
-75058,Unaffected,CVNCF
-139636,Unaffected,CVNCF
40887,Unaffected,CVNCF
-1544,Unaffected,CVNCF
-61754,Unaffected,CVNCF
-21783,Unaffected,CVNCF
-94760,Unaffected,CVNCF
19992,Unaffected,CVNCF
19509,Unaffected,CVNCF
-6178,Unaffected,CVNCF
-45621,Unaffected,CVNCF
-236395,Unaffected,CVNCF
25525,Unaffected,CVNCF
134475,Unaffected,CVNCF
-14282,Unaffected,CVNCF
6405,Unaffected,CVNCF
29456,Unaffected,CVNCF
-169392,Unaffected,CVNCF
-69779,Unaffected,CVNCF
78296,Unaffected,CVNCF
-99956,Unaffected,CVNCF
-58728,Unaffected,CVNCF
17297,Unaffected,CVNCF
-557,Unaffected,CVNCF
45145,Unaffected,CVNCF
-167066,Unaffected,CVNCF
-9399,Unaffected,CVNCF
-101923,Unaffected,CVNCF
-165889,Unaffected,CVNCF
36305,Unaffected,CVNCF
6944,Unaffected,CVNCF
46403,Unaffected,CVNCF
8366,Unaffected,CVNCF
-11277,Unaffected,CVNCF
-162707,Unaffected,CVNCF
15086,Unaffected,CVNCF
29564,Unaffected,CVNCF
-21132,Unaffected,CVNCF
-121853,Unaffected,CVNCF
-119727,Unaffected,CVNCF
-56616,Unaffected,CVNCF
-53063,Unaffected,CVNCF
-94481,Unaffected,CVNCF
-143244,Unaffected,CVNCF
-16941,Unaffected,CVNCF
-88506,Unaffected,CVNCF
32784,Unaffected,CVNCF
-97532,Unaffected,CVNCF
-82471,Unaffected,CVNCF
78577,Unaffected,CVNCF
-97397,Unaffected,CVNCF
-59123,Unaffected,CVNCF
64270,Unaffected,CVNCF
-223201,Unaffected,CVNCF
-19293,Unaffected,CVNCF
21540,Unaffected,CVNCF
364,Unaffected,CVNCF
-22416,Unaffected,CVNCF
-45960,Unaffected,CVNCF
31806,Unaffected,CVNCF
-16664,Unaffected,CVNCF
60544,Unaffected,CVNCF
21422,Unaffected,CVNCF
-59617,Unaffected,CVNCF
25688,Unaffected,CVNCF
-101114,Unaffected,CVNCF
-41660,Unaffected,CVNCF
3380,Unaffected,CVNCF
-117032,Unaffected,CVNCF
78,Unaffected,CVNCF
31261,Unaffected,CVNCF
-212329,Unaffected,CVNCF
-127588,Unaffected,CVNCF
106686,Unaffected,CVNCF
-13009,Unaffected,CVNCF
79310,Unaffected,CVNCF
73690,Unaffected,CVNCF
-162903,Unaffected,CVNCF
37733,Unaffected,CVNCF
-207325,Unaffected,CVNCF
-11401,Unaffected,CVNCF
1313,Unaffected,CVNCF
-45206,Unaffected,CVNCF
-215780,Unaffected,CVNCF
-76453,Unaffected,CVNCF
31382,Unaffected,CVNCF
146271,Unaffected,CVNCF
35684,Unaffected,CVNCF
51577,Unaffected,CVNCF
-26481,Unaffected,CVNCF
-29785,Unaffected,CVNCF
-268484,Unaffected,CVNCF
128986,Unaffected,CVNCF
67416,Unaffected,CVNCF
6786,Unaffected,CVNCF
5096,Unaffected,CVNCF
8874,Unaffected,CVNCF
7029,Unaffected,CVNCF
125165,Unaffected,CVNCF
-212514,Unaffected,CVNCF
-34002,Unaffected,CVNCF
-57790,Unaffected,CVNCF
-57431,Unaffected,CVNCF
-10640,Unaffected,CVNCF
207887,Unaffected,CVNCF
134047,Unaffected,CVNCF
-76509,Unaffected,CVNCF
-293283,Unaffected,CVNCF
-3056,Unaffected,CVNCF
-55926,Unaffected,CVNCF
-156100,Unaffected,CVNCF
-16487,Unaffected,CVNCF
-161073,Unaffected,CVNCF
36594,Unaffected,CVNCF
44542,Unaffected,CVNCF
39008,Unaffected,CVNCF
-1142,Unaffected,CVNCF
-14655,Unaffected,CVNCF
22315,Unaffected,CVNCF
-141632,Unaffected,CVNCF
-102557,Unaffected,CVNCF
-101868,Unaffected,CVNCF
-96142,Unaffected,CVNCF
-198624,Unaffected,CVNCF
-106646,Unaffected,CVNCF
66334,Unaffected,CVNCF
-25361,Unaffected,CVNCF
3711,Unaffected,CVNCF
104467,Unaffected,CVNCF
-69624,Unaffected,CVNCF
-23563,Unaffected,CVNCF
-55843,Unaffected,CVNCF
104532,Unaffected,CVNCF
-19073,Unaffected,CVNCF
-47361,Unaffected,CVNCF
58009,Unaffected,CVNCF
88632,Unaffected,CVNCF
4253,Unaffected,CVNCF
68812,Unaffected,CVNCF
-107319,Unaffected,CVNCF
32968,Unaffected,CVNCF
68304,Unaffected,CVNCF
11090,Unaffected,CVNCF
41735,Unaffected,CVNCF
-125481,Unaffected,CVNCF
-119469,Unaffected,CVNCF
24650,Unaffected,CVNCF
-73901,Unaffected,CVNCF
-29276,Unaffected,CVNCF
-73215,Unaffected,CVNCF
-13111,Unaffected,CVNCF
54840,Unaffected,CVNCF
-9584,Unaffected,CVNCF
-58743,Unaffected,CVNCF
99844,Unaffected,CVNCF
-40236,Unaffected,CVNCF
-14846,Unaffected,CVNCF
31469,Unaffected,CVNCF
-3359,Unaffected,CVNCF
99555,Unaffected,CVNCF
-52503,Unaffected,CVNCF
-63808,Unaffected,CVNCF
-59530,Unaffected,CVNCF
-19150,Unaffected,CVNCF
-49478,Unaffected,CVNCF
93067,Unaffected,CVNCF
-48105,Unaffected,CVNCF
3770,Unaffected,CVNCF
-228203,Unaffected,CVNCF
-39556,Unaffected,CVNCF
21023,Unaffected,CVNCF
10880,Unaffected,CVNCF
-161342,Unaffected,CVNCF
-17793,Unaffected,CVNCF
3118,Unaffected,CVNCF
-89843,Unaffected,CVNCF
-40388,Unaffected,CVNCF
-28930,Unaffected,CVNCF
26443,Unaffected,CVNCF
-49907,Unaffected,CVNCF
-83584,Unaffected,CVNCF
-55947,Unaffected,CVNCF
-14595,Unaffected,CVNCF
12086,Unaffected,CVNCF
10296,Unaffected,CVNCF
15986,Unaffected,CVNCF
-147718,Unaffected,CVNCF
-230429,Unaffected,CVNCF
-25738,Unaffected,CVNCF
7277,Unaffected,CVNCF
24324,Unaffected,CVNCF
-82224,Unaffected,CVNCF
-150640,Unaffected,CVNCF
-18402,Unaffected,CVNCF
