model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CVNCF,250,1,128,128,0.0001,,0.001,300,10,"[3.0395, 0.0527]","[0.0347, 0.002]","[0.0316, 0.0017]","[0.0295, 0.0014]","[0.0401, 0.0028]","[0.0231, 0.0009]","[0.1205, 0.0044]","[0.0272, 0.0013]","[0.0246, 0.0011]","[0.0224, 0.0009]","[0.0335, 0.002]","[0.0162, 0.0005]","[0.0403, 0.0034]","[0.1, 0.0059]","[0.1353, 0.0067]","[0.1623, 0.0072]","[0.0669, 0.005]","[0.2792, 0.0088]"
CVNCF,250,1,128,128,0.01,,0.001,300,10,"[3.0948, 0.0527]","[0.0347, 0.0021]","[0.0315, 0.0017]","[0.0292, 0.0014]","[0.0402, 0.0029]","[0.0223, 0.0009]","[0.1188, 0.0045]","[0.0275, 0.0013]","[0.0236, 0.001]","[0.0211, 0.0009]","[0.0329, 0.002]","[0.0154, 0.0005]","[0.0423, 0.0036]","[0.1072, 0.0062]","[0.1343, 0.0068]","[0.1548, 0.0071]","[0.0648, 0.005]","[0.2708, 0.0087]"
CVNCF,250,1,128,128,0.001,,0.001,300,10,"[3.0759, 0.0529]","[0.0341, 0.0021]","[0.0311, 0.0017]","[0.0288, 0.0014]","[0.0396, 0.0029]","[0.0221, 0.0009]","[0.118, 0.0045]","[0.0278, 0.0013]","[0.0233, 0.001]","[0.0212, 0.0009]","[0.0315, 0.002]","[0.0154, 0.0005]","[0.0414, 0.0036]","[0.1082, 0.0062]","[0.1319, 0.0067]","[0.1555, 0.0071]","[0.0626, 0.0049]","[0.2701, 0.0087]"
CVNCF,250,1,128,128,0.001,,0.005,300,10,"[3.086, 0.053]","[0.0343, 0.002]","[0.0312, 0.0017]","[0.0289, 0.0014]","[0.0394, 0.0029]","[0.0222, 0.0009]","[0.1172, 0.0045]","[0.0278, 0.0013]","[0.0237, 0.001]","[0.0212, 0.0009]","[0.0317, 0.002]","[0.0152, 0.0005]","[0.0418, 0.0036]","[0.1087, 0.0062]","[0.1326, 0.0067]","[0.1538, 0.0071]","[0.0616, 0.0048]","[0.2661, 0.0086]"
CVNCF,250,1,128,128,0.01,,0.005,300,10,"[3.1263, 0.0524]","[0.0331, 0.002]","[0.0303, 0.0016]","[0.0282, 0.0014]","[0.0395, 0.0029]","[0.0217, 0.0009]","[0.1161, 0.0045]","[0.0252, 0.0013]","[0.0236, 0.001]","[0.0212, 0.0009]","[0.0304, 0.0019]","[0.0151, 0.0005]","[0.0412, 0.0037]","[0.0966, 0.0059]","[0.133, 0.0067]","[0.1556, 0.0071]","[0.0615, 0.0049]","[0.2647, 0.0086]"
CVNCF,250,1,128,128,5E-05,,0.005,300,10,"[3.1282, 0.0525]","[0.0335, 0.002]","[0.03, 0.0016]","[0.0279, 0.0014]","[0.0397, 0.0029]","[0.0216, 0.0009]","[0.1156, 0.0045]","[0.0251, 0.0013]","[0.0223, 0.001]","[0.0208, 0.0008]","[0.0317, 0.0019]","[0.0151, 0.0005]","[0.042, 0.0036]","[0.0963, 0.0059]","[0.1245, 0.0065]","[0.1539, 0.0071]","[0.0631, 0.0049]","[0.2627, 0.0086]"
CVNCF,250,1,128,128,0.01,,0.0001,300,10,"[3.1082, 0.052]","[0.0318, 0.002]","[0.029, 0.0016]","[0.0272, 0.0014]","[0.0369, 0.0028]","[0.0216, 0.0009]","[0.1151, 0.0043]","[0.0247, 0.0013]","[0.0227, 0.001]","[0.021, 0.0009]","[0.0304, 0.0019]","[0.0155, 0.0005]","[0.0387, 0.0035]","[0.0937, 0.0058]","[0.1255, 0.0065]","[0.1516, 0.0071]","[0.061, 0.0048]","[0.2694, 0.0087]"
CVNCF,250,1,128,128,0.001,,0.0005,300,10,"[3.1191, 0.0521]","[0.0319, 0.002]","[0.0293, 0.0016]","[0.0275, 0.0014]","[0.0366, 0.0027]","[0.0217, 0.0009]","[0.1136, 0.0042]","[0.0257, 0.0013]","[0.0232, 0.0011]","[0.0213, 0.0009]","[0.0311, 0.0019]","[0.0155, 0.0005]","[0.036, 0.0033]","[0.0947, 0.0058]","[0.126, 0.0065]","[0.1521, 0.0071]","[0.0624, 0.0049]","[0.2662, 0.0086]"
CVNCF,250,1,128,128,0.0001,,0.005,300,10,"[3.1322, 0.0524]","[0.0309, 0.002]","[0.0285, 0.0016]","[0.0269, 0.0014]","[0.0352, 0.0028]","[0.0212, 0.0008]","[0.1132, 0.0044]","[0.025, 0.0013]","[0.0233, 0.001]","[0.0214, 0.0009]","[0.0278, 0.0019]","[0.0149, 0.0005]","[0.0391, 0.0036]","[0.0955, 0.0059]","[0.1316, 0.0067]","[0.1578, 0.0072]","[0.0548, 0.0046]","[0.2614, 0.0086]"
CVNCF,250,1,128,128,5E-05,,0.001,300,10,"[3.0673, 0.0526]","[0.0315, 0.0019]","[0.0292, 0.0016]","[0.0275, 0.0014]","[0.0347, 0.0026]","[0.022, 0.0009]","[0.1111, 0.0039]","[0.0265, 0.0013]","[0.0237, 0.001]","[0.0218, 0.0009]","[0.0317, 0.002]","[0.0159, 0.0005]","[0.0307, 0.0027]","[0.0979, 0.0058]","[0.1309, 0.0066]","[0.1571, 0.0071]","[0.06, 0.0047]","[0.2692, 0.0086]"
