model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CVNCF,250,1,128,128,0.001,,0.003333,300,5,"[3.0751, 0.0529]","[0.0345, 0.002]","[0.0311, 0.0017]","[0.0288, 0.0014]","[0.0399, 0.0029]","[0.0222, 0.0009]","[0.1181, 0.0045]","[0.027, 0.0013]","[0.0232, 0.001]","[0.0213, 0.0009]","[0.0329, 0.002]","[0.0152, 0.0005]","[0.0424, 0.0037]","[0.1057, 0.0062]","[0.1309, 0.0067]","[0.1565, 0.0071]","[0.0641, 0.0049]","[0.2677, 0.0087]"
CVNCF,200,1,128,128,0.001,,0.003333,300,5,"[3.0889, 0.0528]","[0.0331, 0.002]","[0.0302, 0.0016]","[0.0281, 0.0014]","[0.0385, 0.0028]","[0.0219, 0.0009]","[0.1167, 0.0045]","[0.0267, 0.0013]","[0.0231, 0.001]","[0.0213, 0.0009]","[0.0301, 0.0019]","[0.0152, 0.0005]","[0.0421, 0.0037]","[0.1048, 0.0061]","[0.1321, 0.0067]","[0.1558, 0.0071]","[0.0603, 0.0048]","[0.2665, 0.0086]"
CVNCF,150,1,128,128,0.001,,0.003333,300,5,"[3.0887, 0.053]","[0.0327, 0.002]","[0.0301, 0.0016]","[0.0281, 0.0014]","[0.0368, 0.0028]","[0.0219, 0.0009]","[0.1149, 0.0044]","[0.0271, 0.0013]","[0.0238, 0.001]","[0.0213, 0.0009]","[0.032, 0.002]","[0.0151, 0.0005]","[0.04, 0.0036]","[0.1062, 0.0062]","[0.1348, 0.0068]","[0.1566, 0.0072]","[0.0619, 0.0048]","[0.2621, 0.0086]"
CVNCF,100,1,128,128,0.001,,0.003333,300,5,"[3.0943, 0.0527]","[0.0324, 0.002]","[0.0296, 0.0016]","[0.0277, 0.0014]","[0.0366, 0.0028]","[0.0217, 0.0009]","[0.1155, 0.0044]","[0.0263, 0.0013]","[0.023, 0.001]","[0.021, 0.0009]","[0.0309, 0.002]","[0.0152, 0.0005]","[0.0403, 0.0036]","[0.1025, 0.0061]","[0.13, 0.0067]","[0.153, 0.0071]","[0.0611, 0.0048]","[0.2674, 0.0087]"
