model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,NDCG@10,NDCG@15,NDCG@20,NDCG@5,Precision@10,Precision@15,Precision@20,Precision@5,Recall@10,Recall@15,Recall@20,Recall@5
UserPop,1,1,1,1,1.0,,1.0,1,1,"[0.0886, 0.0018]","[0.0808, 0.0015]","[0.0762, 0.0013]","[0.1012, 0.0024]","[0.154, 0.0028]","[0.1844, 0.0028]","[0.2225, 0.0029]","[0.1236, 0.0027]","[0.069, 0.0012]","[0.0631, 0.001]","[0.065, 0.0009]","[0.0932, 0.002]","[0.2118, 0.0038]","[0.2969, 0.0043]","[0.4184, 0.0047]","[0.1438, 0.0033]"
ItemPop,1,1,1,1,1.0,,1.0,1,1,"[0.0946, 0.0019]","[0.0852, 0.0016]","[0.0797, 0.0014]","[0.108, 0.0024]","[0.1653, 0.0029]","[0.1943, 0.003]","[0.2313, 0.0029]","[0.1385, 0.0029]","[0.0716, 0.0013]","[0.0641, 0.001]","[0.065, 0.0009]","[0.1047, 0.0021]","[0.2259, 0.004]","[0.3071, 0.0044]","[0.4259, 0.0047]","[0.1654, 0.0035]"
INCF,100,1,128,128,0.0001,,0.0001,100,5,"[0.2899, 0.0027]","[0.2482, 0.0022]","[0.2193, 0.0019]","[0.361, 0.0036]","[0.5508, 0.0038]","[0.5888, 0.0036]","[0.6097, 0.0035]","[0.4751, 0.0041]","[0.1913, 0.0018]","[0.1497, 0.0014]","[0.1226, 0.0011]","[0.2742, 0.0027]","[0.6917, 0.0043]","[0.7945, 0.0038]","[0.858, 0.0033]","[0.523, 0.0047]"
CNCF,100,1,128,128,0.0001,,0.0001,100,5,"[0.1453, 0.0022]","[0.1314, 0.0018]","[0.1217, 0.0015]","[0.1696, 0.003]","[0.287, 0.0036]","[0.3295, 0.0035]","[0.363, 0.0034]","[0.2249, 0.0036]","[0.112, 0.0014]","[0.0984, 0.0011]","[0.0895, 0.001]","[0.1392, 0.0022]","[0.4016, 0.0047]","[0.5203, 0.0048]","[0.6246, 0.0046]","[0.2582, 0.0043]"
IVNCF,100,1,128,128,0.0001,,0.0001,100,5,"[0.2957, 0.0026]","[0.2542, 0.0022]","[0.2249, 0.0019]","[0.3661, 0.0035]","[0.563, 0.0036]","[0.6023, 0.0034]","[0.623, 0.0033]","[0.481, 0.004]","[0.1988, 0.0019]","[0.1553, 0.0014]","[0.1265, 0.0012]","[0.2801, 0.0027]","[0.7164, 0.0041]","[0.823, 0.0035]","[0.8868, 0.0029]","[0.533, 0.0045]"
CVNCF,100,1,128,128,0.0001,,0.0001,100,5,"[0.2521, 0.0025]","[0.2149, 0.0021]","[0.1901, 0.0018]","[0.3186, 0.0035]","[0.4833, 0.004]","[0.5187, 0.0039]","[0.5433, 0.0037]","[0.4188, 0.0042]","[0.1622, 0.0016]","[0.1286, 0.0012]","[0.1084, 0.001]","[0.2346, 0.0025]","[0.6, 0.0046]","[0.6968, 0.0043]","[0.7718, 0.0039]","[0.4539, 0.0047]"
