model,rank,num_layers,train_batch_size,predict_batch_size,lambda,topK,learning_rate,epoch,negative_sampling_size,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG@10,NDCG@15,NDCG@20,NDCG@5,NDCG@50,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CE-VNCF,100,1,128,128,5e-05,,0.0001,100,5,"[0.2595, 0.0029]","[0.2213, 0.0024]","[0.1954, 0.0021]","[0.325, 0.0039]","[0.1403, 0.0014]","[0.4951, 0.0044]","[0.528, 0.0043]","[0.5499, 0.0041]","[0.4277, 0.0047]","[0.6121, 0.0036]","[0.1689, 0.0019]","[0.1319, 0.0014]","[0.1095, 0.0012]","[0.2441, 0.0029]","[0.0724, 0.0007]","[0.6198, 0.0051]","[0.7092, 0.0048]","[0.7759, 0.0044]","[0.4675, 0.0052]","[1.0, 0.0]"
CE-VNCF,100,1,128,128,5e-05,,0.0005,100,5,"[0.24, 0.0029]","[0.2054, 0.0023]","[0.1824, 0.002]","[0.302, 0.0039]","[0.1342, 0.0014]","[0.4612, 0.0046]","[0.4987, 0.0044]","[0.5255, 0.0042]","[0.3966, 0.0047]","[0.5927, 0.0036]","[0.1561, 0.0018]","[0.1254, 0.0014]","[0.1071, 0.0012]","[0.2227, 0.0028]","[0.0724, 0.0007]","[0.5759, 0.0052]","[0.6795, 0.0049]","[0.7614, 0.0044]","[0.4292, 0.0053]","[1.0, 0.0]"
CE-VNCF,100,1,128,128,5e-05,,0.001,100,5,"[0.2115, 0.0027]","[0.1832, 0.0022]","[0.1646, 0.0019]","[0.2637, 0.0038]","[0.125, 0.0013]","[0.4095, 0.0045]","[0.4508, 0.0043]","[0.4825, 0.0041]","[0.3462, 0.0046]","[0.557, 0.0035]","[0.142, 0.0017]","[0.118, 0.0013]","[0.1035, 0.0011]","[0.1964, 0.0027]","[0.0724, 0.0007]","[0.523, 0.0053]","[0.6374, 0.005]","[0.7361, 0.0046]","[0.378, 0.0052]","[1.0, 0.0]"
CE-VNCF,100,1,128,128,0.0001,,0.0001,100,5,"[0.2622, 0.0029]","[0.2246, 0.0024]","[0.1985, 0.0021]","[0.3253, 0.0039]","[0.142, 0.0015]","[0.5018, 0.0044]","[0.5344, 0.0043]","[0.5543, 0.0042]","[0.4294, 0.0046]","[0.6139, 0.0036]","[0.1745, 0.002]","[0.1354, 0.0015]","[0.1114, 0.0012]","[0.2469, 0.0029]","[0.0724, 0.0007]","[0.6342, 0.0051]","[0.7225, 0.0048]","[0.7828, 0.0045]","[0.4722, 0.0052]","[1.0, 0.0]"
CE-VNCF,100,1,128,128,0.0001,,0.0005,100,5,"[0.2479, 0.0029]","[0.2097, 0.0024]","[0.1857, 0.0021]","[0.3169, 0.004]","[0.1359, 0.0014]","[0.4648, 0.0047]","[0.5024, 0.0045]","[0.5341, 0.0043]","[0.4119, 0.0048]","[0.6007, 0.0037]","[0.1537, 0.0019]","[0.1234, 0.0014]","[0.1077, 0.0012]","[0.2312, 0.0029]","[0.0724, 0.0007]","[0.5593, 0.0054]","[0.6651, 0.0051]","[0.7626, 0.0045]","[0.4418, 0.0053]","[1.0, 0.0]"
CE-VNCF,100,1,128,128,0.0001,,0.001,100,5,"[0.2024, 0.0028]","[0.1756, 0.0023]","[0.158, 0.0019]","[0.2521, 0.0038]","[0.1211, 0.0013]","[0.3896, 0.0045]","[0.4304, 0.0043]","[0.462, 0.0042]","[0.3269, 0.0046]","[0.543, 0.0035]","[0.1369, 0.0018]","[0.1139, 0.0013]","[0.1003, 0.0011]","[0.1873, 0.0027]","[0.0724, 0.0007]","[0.4978, 0.0054]","[0.6121, 0.0052]","[0.7103, 0.0048]","[0.3536, 0.0052]","[1.0, 0.0]"
CE-VNCF,100,1,128,128,0.001,,0.0001,100,5,"[0.2945, 0.0029]","[0.2534, 0.0024]","[0.2245, 0.0021]","[0.3672, 0.0039]","[0.1591, 0.0015]","[0.5589, 0.004]","[0.6047, 0.0037]","[0.6238, 0.0036]","[0.4798, 0.0043]","[0.6552, 0.0033]","[0.1957, 0.002]","[0.1566, 0.0016]","[0.127, 0.0013]","[0.2781, 0.0029]","[0.0724, 0.0007]","[0.7096, 0.0045]","[0.8348, 0.0037]","[0.8923, 0.0031]","[0.5319, 0.005]","[1.0, 0.0]"
CE-VNCF,100,1,128,128,0.001,,0.0005,100,5,"[0.2797, 0.0028]","[0.2406, 0.0024]","[0.2138, 0.0021]","[0.3479, 0.0038]","[0.1531, 0.0014]","[0.5321, 0.004]","[0.5763, 0.0038]","[0.6017, 0.0036]","[0.4562, 0.0043]","[0.6373, 0.0033]","[0.1863, 0.002]","[0.149, 0.0015]","[0.1241, 0.0013]","[0.265, 0.0029]","[0.0724, 0.0007]","[0.6779, 0.0047]","[0.8001, 0.004]","[0.878, 0.0032]","[0.5066, 0.0051]","[1.0, 0.0]"
CE-VNCF,100,1,128,128,0.001,,0.001,100,5,"[0.274, 0.0028]","[0.2367, 0.0023]","[0.2108, 0.002]","[0.3393, 0.0038]","[0.1518, 0.0014]","[0.5255, 0.004]","[0.5689, 0.0038]","[0.5946, 0.0036]","[0.4434, 0.0043]","[0.6316, 0.0033]","[0.186, 0.002]","[0.1488, 0.0015]","[0.1239, 0.0013]","[0.2551, 0.0028]","[0.0724, 0.0007]","[0.674, 0.0047]","[0.7934, 0.0041]","[0.8727, 0.0033]","[0.49, 0.005]","[1.0, 0.0]"
CE-VNCF,200,1,128,128,5e-05,,0.0001,100,5,"[0.2708, 0.003]","[0.2304, 0.0025]","[0.2029, 0.0021]","[0.3393, 0.004]","[0.1441, 0.0015]","[0.5151, 0.0045]","[0.5463, 0.0043]","[0.5661, 0.0042]","[0.4467, 0.0047]","[0.6255, 0.0036]","[0.1757, 0.002]","[0.1355, 0.0015]","[0.1114, 0.0012]","[0.2539, 0.003]","[0.0724, 0.0007]","[0.6393, 0.0051]","[0.7235, 0.0048]","[0.7834, 0.0045]","[0.4874, 0.0053]","[1.0, 0.0]"
